ivtyp,iregn,ildv,iage,2016,2017,2018,2019,2020,2021,2022,2023,2024
2,2,1,23,5888,6303,6717,6755,6762,6828,6719,9312,9418
2,2,1,24,5508,5908,6308,6438,6529,6499,6483,9246,9306
2,2,1,25,4398,4778,5157,5308,5393,5510,5621,8696,8789
2,3,1,1,12465,10250,8035,8136,6976,7471,8025,12328,8434
2,3,1,2,10852,10581,10310,8296,8995,7365,8764,14212,12435
2,3,1,3,11994,12049,12104,10849,11145,10166,10194,14798,14436
2,3,1,4,12387,12288,12189,11411,11752,10781,10559,14728,14936
2,3,1,5,12842,13064,13286,11950,12593,11946,11499,14834,14776
2,3,1,6,13027,13384,13740,13020,13222,12754,12408,14763,14869
2,3,1,7,12739,13107,13475,13170,13489,12923,12653,14537,14785
2,3,1,8,12407,12846,13286,12939,13408,13100,12712,14224,14549
2,3,1,9,12290,12581,12871,12741,13071,12958,12785,13874,14227
2,3,1,10,11875,12200,12524,12345,12770,12627,12586,13597,13870
2,3,1,11,11414,11817,12220,11939,12215,12334,12222,13087,13584
2,3,1,12,11083,11454,11825,11710,11795,11743,11917,12744,13077
2,3,1,13,10584,10948,11313,11323,11503,11316,11276,12385,12732
2,3,1,14,10059,10466,10874,10813,11079,11015,10816,11884,12375
2,3,1,15,9595,10004,10412,10383,10513,10611,10519,11432,11870
2,3,1,16,8997,9452,9907,9933,10071,10056,10124,11231,11421
2,3,1,17,8527,8998,9470,9442,9615,9614,9569,11036,11223
2,3,1,18,8147,8549,8951,9022,9121,9195,9133,10659,11035
2,3,1,19,7637,8074,8511,8527,8699,8711,8754,10432,10651
2,3,1,20,7314,7742,8169,8114,8225,8309,8293,10180,10419
2,3,1,21,6856,7304,7753,7790,7811,7852,7900,10185,10165
2,3,1,22,6433,6939,7445,7399,7517,7484,7483,10094,10167
2,3,1,23,5961,6535,7110,7111,7140,7183,7123,9979,10083
2,3,1,24,5371,6037,6702,6799,6861,6839,6823,9886,9965
2,3,1,25,4082,4689,5295,5465,5643,5760,5864,9388,9459
2,4,1,1,12810,10705,8599,8652,7552,8084,8397,12784,8703
2,4,1,2,10317,10394,10470,8766,9744,8205,9739,14846,13012
2,4,1,3,11357,11725,12093,11115,11769,10897,11150,15420,15119
2,4,1,4,12001,12121,12240,11678,12210,11408,11452,15328,15599
2,4,1,5,12628,12802,12975,12172,12869,12255,12002,15207,15296
2,4,1,6,12759,13009,13259,12920,13420,12882,12607,15015,15217
2,4,1,7,12459,12762,13064,13045,13590,13036,12744,14722,15025
2,4,1,8,12164,12545,12925,12825,13491,13138,12829,14375,14721
2,4,1,9,12036,12312,12589,12697,13186,12993,12837,14063,14368
2,4,1,10,11798,12059,12319,12287,12925,12726,12638,13682,14049
2,4,1,11,11392,11671,11950,11893,12392,12436,12349,13201,13665
2,4,1,12,11210,11406,11602,11653,11978,11945,12028,12885,13187
2,4,1,13,10629,10815,11000,11323,11672,11474,11468,12506,12870
2,4,1,14,10202,10427,10651,10708,11311,11210,11023,12023,12492
2,4,1,15,9689,9939,10190,10354,10648,10841,10708,11558,12011
2,4,1,16,9223,9471,9719,9898,10247,10224,10382,11358,11551
2,4,1,17,8658,8951,9243,9431,9726,9792,9737,11161,11351
2,4,1,18,8377,8551,8725,8997,9296,9348,9332,10763,11160
2,4,1,19,7787,8015,8243,8506,8838,8887,8897,10550,10756
2,4,1,20,7527,7723,7919,8035,8375,8487,8460,10323,10535
2,4,1,21,6926,7199,7472,7721,7895,8034,8060,10299,10312
2,4,1,22,6653,6897,7142,7295,7656,7589,7667,10188,10282
2,4,1,23,6059,6414,6770,6981,7222,7320,7241,10101,10175
2,4,1,24,5583,6011,6438,6603,6938,6956,7006,9955,10084
2,4,1,25,3890,4336,4782,5028,5299,5470,5653,9378,9448
2,5,1,1,12878,10652,8426,8695,7515,7932,8210,12903,8636
2,5,1,2,10627,10570,10513,8524,9672,8398,9107,14678,13000
2,5,1,3,11897,12154,12410,10881,11443,10771,11197,15140,14958
2,5,1,4,12237,12351,12466,11625,12098,11254,11261,15063,15260
2,5,1,5,12671,13021,13370,12145,12771,12187,11832,15094,15075
2,5,1,6,12913,13320,13727,13022,13309,12863,12506,14921,15107
2,5,1,7,12520,13030,13540,13154,13533,13011,12760,14733,14932
2,5,1,8,12119,12764,13409,12964,13396,13167,12816,14494,14735
2,5,1,9,12238,12558,12878,12833,13086,12968,12873,14178,14491
2,5,1,10,12083,12295,12507,12328,12861,12641,12613,13902,14168
2,5,1,11,11602,11974,12346,11921,12228,12419,12286,13406,13890
2,5,1,12,11245,11658,12071,11793,11754,11786,12029,13059,13398
2,5,1,13,10855,11194,11533,11535,11572,11284,11370,12702,13052
2,5,1,14,10328,10711,11094,10996,11266,11101,10863,12129,12695
2,5,1,15,9868,10274,10680,10587,10665,10788,10647,11734,12126
2,5,1,16,9410,9800,10191,10177,10232,10215,10334,11596,11731
2,5,1,17,8959,9347,9736,9707,9830,9795,9760,11471,11597
2,5,1,18,8558,8931,9305,9290,9357,9407,9355,11054,11475
2,5,1,19,8015,8434,8852,8885,8938,8956,8996,10801,11059
2,5,1,20,7638,8068,8497,8454,8560,8581,8568,10593,10801
2,5,1,21,7133,7602,8071,8127,8144,8203,8208,10578,10587
2,5,1,22,6769,7242,7716,7709,7832,7811,7850,10500,10570
2,5,1,23,6392,6835,7279,7365,7409,7518,7485,10386,10496
2,5,1,24,5824,6367,6910,6984,7118,7150,7201,10306,10376
2,5,1,25,4341,4821,5302,5477,5616,5771,5940,9617,9714
2,6,1,1,13706,11301,8895,9125,7862,8487,8761,14312,9843
2,6,1,2,11768,11753,11738,9909,11147,9697,10691,16077,14394
2,6,1,3,13022,13315,13609,12193,12990,12207,12703,16606,16316
2,6,1,4,13558,13695,13831,12819,13384,12709,12805,16396,16593
2,6,1,5,13952,14328,14704,13544,14108,13498,13333,16306,16345
2,6,1,6,14120,14544,14968,14301,14697,14097,13726,16069,16289
2,6,1,7,13652,14175,14698,14320,14757,14341,13913,15781,16051
2,6,1,8,13184,13828,14473,14055,14602,14344,14054,15488,15752
2,6,1,9,13101,13484,13868,13862,14164,14094,13963,15214,15449
2,6,1,10,12786,13091,13396,13249,13868,13692,13649,14851,15156
2,6,1,11,12199,12661,13124,12759,13148,13379,13209,14324,14802
2,6,1,12,11836,12298,12761,12542,12607,12652,12883,13909,14279
2,6,1,13,11326,11700,12075,12170,12316,12094,12102,13566,13864
2,6,1,14,10767,11194,11620,11491,11878,11779,11562,12945,13529
2,6,1,15,10266,10681,11095,11048,11200,11374,11243,12514,12913
2,6,1,16,9768,10150,10532,10579,10731,10700,10856,12334,12486
2,6,1,17,9242,9644,10045,10034,10255,10255,10188,12190,12313
2,6,1,18,8777,9174,9570,9573,9715,9808,9767,11711,12172
2,6,1,19,8262,8658,9053,9122,9278,9307,9343,11500,11693
2,6,1,20,7851,8253,8655,8648,8818,8887,8856,11267,11482
2,6,1,21,7382,7770,8158,8272,8403,8467,8462,11228,11242
2,6,1,22,6997,7413,7828,7793,8016,8045,8058,11150,11201
2,6,1,23,6541,6986,7430,7425,7617,7727,7693,11023,11130
2,6,1,24,5981,6501,7020,7081,7212,7312,7394,10886,10997
2,6,1,25,4337,4819,5300,5468,5692,5858,5980,10160,10254
2,7,1,1,12740,10586,8432,8622,7834,8478,8625,14041,9701
2,7,1,2,11632,11272,10912,9395,10565,9394,10695,15945,14141
2,7,1,3,13181,13169,13157,11950,12729,11932,12364,16452,16155
2,7,1,4,13845,13741,13637,12749,13352,12423,12383,16193,16590
2,7,1,5,13996,14278,14560,13453,13976,13440,13016,16081,16162
2,7,1,6,14043,14387,14731,14128,14318,13821,13546,15783,16080
2,7,1,7,13456,13939,14422,14127,14480,13955,13648,15450,15778
2,7,1,8,12973,13603,14234,13831,14275,14063,13671,15161,15440
2,7,1,9,12975,13230,13484,13641,13842,13809,13694,14885,15144
2,7,1,10,12617,12820,13024,12932,13550,13378,13351,14566,14860
2,7,1,11,11888,12300,12712,12360,12696,13087,12915,13989,14550
2,7,1,12,11559,11977,12395,12172,12141,12249,12616,13596,13976
2,7,1,13,11127,11402,11678,11846,11864,11687,11750,13239,13591
2,7,1,14,10615,10943,11271,11162,11506,11395,11190,12536,13231
2,7,1,15,10175,10494,10812,10759,10808,11051,10890,12159,12538
2,7,1,16,9709,10019,10328,10337,10401,10363,10553,11960,12163
2,7,1,17,9094,9492,9891,9869,9982,9984,9885,11823,11963
2,7,1,18,8669,9062,9455,9462,9512,9591,9527,11346,11828
2,7,1,19,8084,8512,8939,9044,9098,9145,9137,11138,11358
2,7,1,20,7696,8117,8539,8571,8700,8753,8726,10936,11139
2,7,1,21,7222,7644,8066,8187,8246,8381,8346,10894,10929
2,7,1,22,6903,7297,7690,7739,7893,7956,7991,10851,10887
2,7,1,23,6499,6934,7369,7375,7456,7614,7609,10782,10850
2,7,1,24,5888,6449,7010,7090,7140,7203,7280,10718,10776
2,7,1,25,4074,4639,5204,5434,5623,5792,5959,10010,10129
2,8,1,1,12411,10337,8263,8430,7305,7838,7827,12358,8685
2,8,1,2,10399,10220,10042,8576,9478,7955,8557,14189,12670
2,8,1,3,11688,11747,11806,10427,11142,10328,10477,14605,14508
2,8,1,4,12172,12073,11974,11171,11774,10884,10817,14452,14805
2,8,1,5,12312,12550,12789,11661,12348,11753,11330,14400,14494
2,8,1,6,12418,12755,13092,12403,12613,12168,11837,14185,14442
2,8,1,7,11982,12401,12820,12500,12804,12234,11996,13915,14214
2,8,1,8,11605,12163,12722,12265,12696,12367,11993,13639,13930
2,8,1,9,11655,11919,12184,12162,12395,12211,12060,13325,13647
2,8,1,10,11467,11655,11842,11668,12205,11945,11888,12983,13323
2,8,1,11,11044,11363,11681,11346,11645,11762,11611,12546,12983
2,8,1,12,10773,11108,11443,11226,11263,11223,11401,12224,12546
2,8,1,13,10378,10681,10983,10986,11087,10857,10893,11931,12225
2,8,1,14,9985,10318,10651,10551,10813,10666,10478,11453,11935
2,8,1,15,9620,9942,10264,10229,10339,10417,10296,11004,11455
2,8,1,16,9307,9589,9870,9867,9969,9945,10049,10879,11012
2,8,1,17,8869,9191,9512,9468,9607,9591,9557,10750,10890
2,8,1,18,8523,8844,9166,9131,9157,9234,9236,10334,10759
2,8,1,19,8042,8406,8770,8790,8829,8815,8892,10144,10342
2,8,1,20,7714,8058,8402,8410,8476,8487,8499,9951,10145
2,8,1,21,7305,7650,7995,8077,8112,8174,8171,9934,9955
2,8,1,22,6877,7288,7700,7691,7774,7786,7862,9848,9929
2,8,1,23,6466,6916,7366,7391,7408,7479,7508,9797,9847
2,8,1,24,5932,6447,6962,7117,7101,7094,7204,9715,9796
2,8,1,25,4185,4675,5164,5375,5527,5660,5899,9186,9259
2,9,1,1,12107,10009,7911,7938,6821,7380,7438,12116,8607
2,9,1,2,9911,9666,9421,7768,8661,7074,7830,13716,12185
2,9,1,3,11097,11178,11259,9902,10394,9395,9734,14026,13942
2,9,1,4,11416,11387,11358,10665,11106,9970,9906,13822,14265
2,9,1,5,11854,12042,12230,11059,11772,11008,10456,13888,13925
2,9,1,6,12040,12280,12519,11867,12152,11649,11308,13729,13945
2,9,1,7,11630,11973,12316,11984,12335,11752,11515,13605,13764
2,9,1,8,11441,11818,12195,11794,12238,11883,11538,13368,13630
2,9,1,9,11416,11580,11744,11688,11945,11711,11550,13095,13390
2,9,1,10,11279,11414,11550,11275,11764,11518,11432,12771,13113
2,9,1,11,10902,11130,11358,11019,11238,11311,11185,12370,12788
2,9,1,12,10643,10893,11143,10903,10975,10867,11002,12094,12389
2,9,1,13,10281,10508,10736,10694,10795,10545,10518,11793,12114
2,9,1,14,9976,10205,10434,10316,10567,10390,10215,11282,11810
2,9,1,15,9654,9855,10056,10013,10116,10140,10002,10921,11296
2,9,1,16,9364,9557,9749,9678,9840,9747,9782,10852,10936
2,9,1,17,8940,9174,9408,9341,9454,9429,9378,10780,10872
2,9,1,18,8558,8852,9147,9054,9142,9101,9057,10456,10798
2,9,1,19,8125,8436,8748,8764,8814,8771,8737,10247,10477
2,9,1,20,7768,8081,8393,8392,8537,8475,8412,10063,10265
2,9,1,21,7270,7638,8007,8044,8163,8176,8126,10061,10077
2,9,1,22,6866,7285,7704,7692,7841,7838,7836,10007,10070
2,9,1,23,6440,6863,7286,7388,7467,7529,7498,9967,10018
2,9,1,24,5904,6450,6996,7053,7202,7177,7206,9980,9977
2,9,1,25,4672,5148,5623,5798,6002,6124,6240,9462,9561
2,1,2,1,11731,9441,7152,8255,7263,8236,7328,14299,10924
2,1,2,2,11360,9266,7172,7024,8424,8795,12098,16623,14304
2,1,2,3,12191,12398,12606,8846,11302,10474,12426,17321,16709
2,1,2,4,11615,12147,12679,11577,11661,11184,11889,16817,17431
2,1,2,5,11950,12840,13731,12116,12857,11311,11607,15217,16925
2,1,2,6,12389,12647,12904,12787,13804,13390,12350,14811,15210
2,1,2,7,11684,12388,13092,11933,13552,12756,13406,13934,14892
2,1,2,8,11037,12091,13146,11676,12830,12962,12882,14139,14026
2,1,2,9,11376,11546,11717,12273,11632,12053,12873,12832,14182
2,1,2,10,11124,11360,11596,11221,11805,11180,11680,12391,12833
2,1,2,11,9850,11091,12332,10813,11261,11251,11113,11651,12396
2,1,2,12,8581,10257,11933,11412,10669,10450,11155,11617,11596
2,1,2,13,7151,8520,9890,11740,11854,10253,10405,11360,11581
2,1,2,14,6725,8500,10275,10107,10292,10944,9486,10827,11350
2,1,2,15,6382,8376,10369,9544,9103,9995,10014,10674,10766
2,1,2,16,7667,8775,9884,9698,9716,8982,9894,10167,10647
2,1,2,17,9444,9452,9461,9243,8450,8663,8558,9937,10172
2,1,2,18,8301,7587,6873,8839,8051,8920,8887,9870,9931
2,1,2,19,6582,6721,6859,6180,7679,8480,7700,9951,9822
2,1,2,20,7733,8243,8754,5963,8189,8115,7327,9053,9959
2,1,2,21,6414,7184,7953,8325,5850,3184,7003,9037,9174
2,1,2,22,5814,6977,8140,7559,8013,10103,6587,8991,9157
2,1,2,23,5645,6608,7570,7878,7576,7830,7572,15291,9113
2,1,2,24,6894,6956,7019,7239,7377,6767,7065,16381,15291
2,1,2,25,3717,4015,4312,4645,4961,4740,4927,9464,9447
2,2,2,1,10894,9169,7445,8018,7173,8393,7575,14097,10379
2,2,2,2,10964,8117,5270,6064,7265,7665,10710,16155,14191
2,2,2,3,12093,11719,11345,7863,10116,9348,11839,16669,16242
2,2,2,4,11493,11847,12200,10994,11706,10658,11327,16160,16762
2,2,2,5,11732,12390,13049,11536,12275,11554,11668,14834,16244
2,2,2,6,12772,12881,12990,12540,13192,12570,11554,14531,14965
2,2,2,7,11843,12089,12334,12144,12962,12509,12720,13637,14577
2,2,2,8,10535,11525,12515,11531,12547,12563,12586,13672,13696
2,2,2,9,11464,11721,11978,12026,11260,11803,12331,12570,13726
2,2,2,10,11579,11415,11251,11297,11450,11052,11680,12039,12575
2,2,2,11,9821,11080,12340,10586,10917,10929,10957,11194,12075
2,2,2,12,9599,10683,11766,11593,10399,10189,11114,11096,11209
2,2,2,13,8954,9799,10644,10984,10885,9715,9970,10843,11115
2,2,2,14,8509,9389,10269,9978,10755,10596,9662,10341,10863
2,2,2,15,3758,6834,9911,9525,9189,10381,10350,10115,10369
2,2,2,16,2090,5780,9470,7695,9362,8338,10022,9808,10128
2,2,2,17,6653,7847,9041,7331,8357,8295,8669,9674,9837
2,2,2,18,7646,8114,8582,3931,7950,8190,8356,9624,9664
2,2,2,19,7714,7732,7750,9727,5225,7802,7726,9661,9631
2,2,2,20,7612,7808,8004,6171,10934,4248,7368,8827,9659
2,2,2,21,6940,7519,8097,7848,6355,1977,7050,8814,8803
2,2,2,22,6524,7309,8093,7773,7342,4848,6716,14029,8787
2,2,2,23,6668,7271,7875,7769,7411,7008,6131,14419,14029
2,2,2,24,5980,6471,6963,7503,7013,6485,6942,15367,14419
2,2,2,25,4017,4281,4545,4680,4989,4970,5057,9475,9497
2,3,2,1,12696,10534,8373,9039,7775,9096,8460,15144,11129
2,3,2,2,11895,9839,7783,7269,9807,9188,11882,17113,15210
2,3,2,3,12356,12785,13215,9718,11865,11159,12947,17662,17213
2,3,2,4,12129,12993,13857,12647,12722,12154,12933,17366,17765
2,3,2,5,12072,13267,14461,13271,14385,12843,13319,16390,17439
2,3,2,6,12650,12869,13088,13811,14525,14663,13671,15804,16450
2,3,2,7,12024,12294,12564,12311,14459,14087,14859,15140,15867
2,3,2,8,11187,11945,12703,11365,13089,13925,13905,15302,15197
2,3,2,9,11709,12271,12833,11755,10982,12551,13712,13799,15348
2,3,2,10,10886,11396,11905,11578,11427,11127,12410,13071,13786
2,3,2,11,11016,11521,12025,10683,11230,11313,11215,11777,13069
2,3,2,12,10057,11002,11947,11770,10809,10887,10993,11955,11744
2,3,2,13,8200,9860,11520,11496,11749,10466,10538,11657,11921
2,3,2,14,7793,9100,10408,10941,11440,11273,10242,11143,11656
2,3,2,15,9033,9549,10064,10138,10756,10894,11154,10796,11115
2,3,2,16,3484,6530,9575,9192,9847,10091,9966,10261,10784
2,3,2,17,8172,8662,9153,8738,8488,9485,9425,10163,10260
2,3,2,18,8999,7900,6802,2220,8052,8097,8960,10303,10158
2,3,2,19,7411,8798,10185,7787,8004,7671,7144,10298,10308
2,3,2,20,7908,8317,8725,9281,8580,4211,6768,9162,10262
2,3,2,21,7413,7644,7875,8021,8634,1343,6447,9167,9202
2,3,2,22,6225,6857,7490,7491,7756,10495,6107,9085,9204
2,3,2,23,6199,6906,7613,7528,7300,7754,6295,14674,9128
2,3,2,24,5387,6195,7002,7280,6612,7151,7472,14834,12046
2,3,2,25,3231,3682,4132,4408,4420,4442,4691,9784,9752
2,4,2,1,13074,10557,8040,8523,8449,9563,8775,15158,11304
2,4,2,2,11835,9087,6339,7460,9192,11199,13501,17430,15242
2,4,2,3,11264,12794,14324,9590,11618,11812,14778,18153,17533
2,4,2,4,9474,12018,14562,13566,12573,12410,13631,17609,18264
2,4,2,5,11033,12697,14361,14512,14791,12916,13451,16752,17685
2,4,2,6,11562,11976,12390,14003,15234,15269,13872,16100,16820
2,4,2,7,11215,11610,12005,12330,14351,14710,15308,15531,16115
2,4,2,8,10336,11260,12185,11190,13007,13984,14319,15500,15601
2,4,2,9,10700,11770,12840,11476,11127,12271,13755,14171,15548
2,4,2,10,10838,11277,11717,11163,10913,11235,11690,13280,14174
2,4,2,11,10198,11167,12135,10918,10705,11021,11277,11960,13267
2,4,2,12,10342,10896,11451,12242,10783,10427,10868,12145,11942
2,4,2,13,9070,9943,10815,11591,11930,10840,10455,11859,12087
2,4,2,14,8705,9376,10046,10098,10897,11614,10494,11357,11812
2,4,2,15,8268,9067,9866,9611,10563,10778,11039,10981,11374
2,4,2,16,3353,6381,9410,9132,10050,9848,10189,10371,10984
2,4,2,17,9672,9311,8949,8701,8375,9628,9437,10241,10379
2,4,2,18,8643,9062,9480,8301,8004,8510,9183,10465,10235
2,4,2,19,7786,9112,10438,10568,7610,8090,7800,10430,10473
2,4,2,20,7908,8053,8199,8081,11051,7726,7417,9029,10416
2,4,2,21,6855,7294,7732,7979,8897,7314,7067,9008,9240
2,4,2,22,6410,6807,7204,7583,7606,4792,6722,8911,9213
2,4,2,23,6439,6716,6993,7384,7946,7342,7507,8835,9118
2,4,2,24,6117,6400,6683,7232,6936,6883,7391,8707,9036
2,4,2,25,3244,3545,3846,4089,4033,4106,4369,9510,9492
2,5,2,1,12180,9636,7092,7579,7861,8951,8303,15114,11394
2,5,2,2,9179,8238,7297,7359,7085,9557,11571,17142,15230
2,5,2,3,11095,11974,12852,9280,10785,9515,13103,17527,17240
2,5,2,4,10941,11856,12771,12212,11508,11249,11767,17334,17653
2,5,2,5,11664,12733,13801,12702,13117,11492,12268,16237,17376
2,5,2,6,12319,12556,12794,13235,13728,14215,12193,15496,16334
2,5,2,7,11822,12288,12753,12175,13427,13280,14360,14503,15572
2,5,2,8,10785,11891,12997,11829,12349,12851,13177,15041,14588
2,5,2,9,11177,11714,12251,12106,11558,11689,12804,13582,15085
2,5,2,10,10687,11334,11982,11640,11764,11347,11771,12783,13602
2,5,2,11,9778,10964,12149,11166,11193,11289,11203,11507,12770
2,5,2,12,9265,10514,11763,11585,10941,10927,11133,11511,11512
2,5,2,13,7753,9228,10704,11220,11267,10508,10432,11259,11497
2,5,2,14,7377,8790,10203,10314,10516,10703,10042,10867,11274
2,5,2,15,7048,8572,10096,9696,9926,10243,10405,10638,10860
2,5,2,16,3412,6523,9634,9425,8871,9764,9795,10149,10627
2,5,2,17,6839,8021,9203,8989,8764,8910,8852,10038,10145
2,5,2,18,8571,7914,7257,8603,8342,8996,8214,10144,10046
2,5,2,19,7140,6094,5048,8969,7968,8564,8092,10052,10155
2,5,2,20,7624,8139,8655,5370,8450,8206,7707,8606,10018
2,5,2,21,7265,7526,7787,8249,4775,2429,7384,8594,8606
2,5,2,22,6286,6948,7610,7282,7724,5571,7062,8531,8591
2,5,2,23,6330,7027,7724,7539,7180,7422,7528,16149,8531
2,5,2,24,5868,6400,6933,7682,6580,6621,7263,16024,16013
2,5,2,25,3590,3886,4182,4428,4100,4244,4422,9925,9904
2,6,2,1,12544,10241,7937,7867,7734,9313,8637,16544,12414
2,6,2,2,10074,8271,6468,8459,9141,10445,13120,18485,16567
2,6,2,3,12583,13568,14554,10113,12132,11279,14252,18848,18475
2,6,2,4,12057,13211,14365,14325,12457,13011,12954,18458,18857
2,6,2,5,11926,13581,15235,14315,15298,12830,14082,17608,18428
2,6,2,6,12678,13042,13407,14803,15137,16209,13385,16754,17609
2,6,2,7,12990,13394,13797,12884,14911,14720,16203,15655,16727
2,6,2,8,10632,12066,13499,12575,12942,14318,14653,16514,15613
2,6,2,9,12105,12724,13343,12693,12781,12068,14126,14920,16502
2,6,2,10,11656,12013,12369,12135,11994,11973,12026,13895,14836
2,6,2,11,10761,11579,12397,12052,11776,11785,11695,12333,13811
2,6,2,12,9913,11138,12363,12165,11516,11655,11572,12288,12264
2,6,2,13,6537,8811,11086,11662,12479,10937,11317,12075,12192
2,6,2,14,6214,8295,10376,11083,11413,11413,11126,11838,12032
2,6,2,15,5926,7922,9917,9915,10566,11078,10921,11613,11747
2,6,2,16,5638,7526,9414,9421,9607,9412,10130,10921,11582
2,6,2,17,4461,6720,8979,8936,8497,8802,9154,10841,10903
2,6,2,18,7777,8166,8554,8525,8049,8516,9093,10811,10857
2,6,2,19,7339,8891,10444,8123,7687,8081,8000,10770,10768
2,6,2,20,7475,8124,8774,8116,7306,7715,7583,9186,10743
2,6,2,21,7429,7723,8018,8385,8933,7351,7245,9154,8884
2,6,2,22,6124,7019,7914,7941,7561,10052,6899,9091,8852
2,6,2,23,6303,7045,7787,7888,7474,7296,7513,8987,8796
2,6,2,24,5484,6131,6777,7779,6831,7135,7232,8876,8691
2,6,2,25,3563,3870,4178,4271,3917,4123,4206,10321,10328
2,7,2,1,12543,10015,7487,8531,8155,9976,9179,16834,12167
2,7,2,2,11608,9426,7244,6827,8945,10691,13813,18692,16841
2,7,2,3,11779,13477,15174,9868,12149,11790,14646,18858,18734
2,7,2,4,10671,12914,15157,14080,12705,12457,13381,18399,18923
2,7,2,5,11009,12910,14811,14787,15458,12563,13821,17277,18390
2,7,2,6,11399,11940,12482,14088,15591,15983,13171,16575,17324
2,7,2,7,10841,11614,12386,11586,14417,14870,15799,15529,16590
2,7,2,8,10530,11472,12414,11510,12161,13576,14620,16322,15553
2,7,2,9,10868,11506,12144,11881,11549,11550,13391,14558,16332
2,7,2,10,10966,11233,11500,11310,11602,11249,11455,13382,14533
2,7,2,11,9786,10909,12033,11007,10970,11143,10945,11548,13380
2,7,2,12,9274,10725,12176,11582,10635,10160,11132,11459,11539
2,7,2,13,8902,9711,10521,11477,11537,9765,9967,11383,11470
2,7,2,14,8493,9485,10478,10173,10616,10800,9676,10911,11361
2,7,2,15,8141,9108,10075,9706,9426,10463,10329,10766,10887
2,7,2,16,4796,7210,9624,9752,9252,9395,9813,10268,10739
2,7,2,17,9705,9461,9218,9310,7668,8770,8921,10294,10267
2,7,2,18,7563,8538,9513,10505,7306,8836,8205,10274,10275
2,7,2,19,8023,9246,10469,10567,6988,8425,7703,10319,10280
2,7,2,20,7448,8134,8820,8081,11066,8064,7357,8902,10337
2,7,2,21,7416,7796,8177,7836,10489,6692,7037,8867,9376
2,7,2,22,6472,6963,7454,7692,7095,6353,6738,8832,9340
2,7,2,23,6332,7218,8104,7298,7250,7312,6415,8776,9308
2,7,2,24,6332,6499,6667,7798,6309,6625,7457,15203,9245
2,7,2,25,3312,3675,4038,4169,3908,4074,4193,9992,9955
2,8,2,1,12782,10200,7618,8990,8264,8867,8327,14446,10963
2,8,2,2,9788,8341,6894,7110,9591,9535,10215,16404,14591
2,8,2,3,10848,12229,13610,8665,10636,11126,12282,16793,16540
2,8,2,4,10822,11979,13135,12321,11411,11393,12206,16545,16940
2,8,2,5,11301,12329,13356,12558,13479,11701,12263,15834,16629
2,8,2,6,11610,11943,12275,12496,13395,13656,12279,15137,15912
2,8,2,7,11678,11806,11935,11414,12879,13031,13671,14583,15190
2,8,2,8,10792,11543,12293,10803,11953,12491,12826,14582,14612
2,8,2,9,11438,11846,12254,11393,10687,11391,12210,13181,14632
2,8,2,10,10635,11050,11466,11296,10916,10550,11165,12370,13180
2,8,2,11,9889,10838,11788,10520,10736,10716,10562,11361,12375
2,8,2,12,9725,10602,11479,11193,10813,10437,10493,11391,11358
2,8,2,13,8010,9220,10431,10883,10835,10278,10260,11150,11377
2,8,2,14,7707,8980,10252,9918,10673,10794,10036,10695,11178
2,8,2,15,7425,8625,9825,9553,9727,10103,10401,10483,10689
2,8,2,16,7183,8316,9448,9234,9135,9319,9452,9852,10492
2,8,2,17,5483,7294,9105,8861,8457,8788,8933,9781,9869
2,8,2,18,8823,8799,8774,8545,8061,7798,8693,9849,9785
2,8,2,19,7652,9057,10461,8226,7772,7444,7727,9844,9856
2,8,2,20,7717,8019,8322,7871,7462,7168,7385,8604,9858
2,8,2,21,7412,7804,8196,7886,7141,6903,7100,8588,8689
2,8,2,22,6672,7256,7840,7885,7826,6576,6832,8514,8666
2,8,2,23,6761,7236,7711,7799,7528,7566,6524,8470,8595
2,8,2,24,5755,6463,7171,7555,7112,6491,7364,8399,8550
2,8,2,25,3499,3793,4088,4254,4255,4246,4401,9490,9497
2,9,2,1,12383,9735,7087,7496,7486,8631,7890,14683,11191
2,9,2,2,8927,8109,7291,7054,6353,8309,10394,16854,14721
2,9,2,3,9988,11392,12797,8887,10471,8965,11566,16986,16910
2,9,2,4,9793,10881,11969,12035,11246,10624,10677,16582,17074
2,9,2,5,10192,11137,12081,11401,13059,11212,11475,15911,16632
2,9,2,6,11707,11662,11617,11696,12706,12962,11876,14861,15965
2,9,2,7,11260,11565,11869,10983,12241,12131,12960,14454,14908
2,9,2,8,10822,11378,11934,11094,11404,11677,12105,13960,14493
2,9,2,9,10635,11049,11463,11162,10859,10986,11630,12511,13995
2,9,2,10,10398,10859,11320,10901,10960,10657,10929,11775,12531
2,9,2,11,9440,10414,11388,10406,10211,10455,10526,10897,11782
2,9,2,12,9086,10337,11588,10968,9908,10178,10622,10790,10900
2,9,2,13,8355,9430,10506,10871,10870,9737,9983,10673,10810
2,9,2,14,8107,8910,9713,9915,10700,10360,9362,10241,10682
2,9,2,15,12722,11266,9811,9472,9601,10235,10000,9987,10250
2,9,2,16,7623,8567,9512,9396,9054,8980,9585,9563,9989
2,9,2,17,2636,5907,9179,9068,8792,8871,8867,9496,9564
2,9,2,18,7817,8677,9536,8789,8502,8816,8351,9432,9508
2,9,2,19,7931,5583,3235,10625,10832,8495,8040,9578,9453
2,9,2,20,8026,8070,8114,4455,11102,6580,7741,8397,9566
