Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2,5,1,13,2,646,334,438,1007,730,634,605,426,546,600,540,1758,1651
2,5,1,13,3,12,2,0,0,0,0,0,0,0,0,0,0,0
2,5,1,13,4,0,4,0,0,0,0,0,0,0,0,12,0,0
2,5,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,1,14,1,3628,3836,3166,3090,4381,4946,5445,5600,4821,5169,2120,1589,3699
2,5,1,14,2,918,623,335,431,999,722,615,572,418,528,584,531,1729
2,5,1,14,3,0,15,1,0,0,0,0,0,0,0,0,0,0
2,5,1,14,4,0,0,1,0,0,0,0,0,0,0,0,7,0
2,5,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,15,1,1005,3459,3669,3046,2972,4174,4693,4960,5289,4538,4799,1878,1455
2,5,1,15,2,338,898,600,328,423,977,713,585,556,402,480,497,451
2,5,1,15,3,0,0,18,1,0,0,0,0,0,0,0,0,0
2,5,1,15,4,0,0,0,1,0,0,0,0,0,0,0,0,7
2,5,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,16,1,1236,946,3290,3566,2926,2856,3966,4307,4770,5095,4365,4483,1842
2,5,1,16,2,1439,325,877,614,320,415,954,676,555,530,393,432,498
2,5,1,16,3,0,0,0,15,1,0,0,0,0,0,0,0,0
2,5,1,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0
2,5,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,17,1,741,1180,887,3199,3462,2804,2740,3609,4146,4547,4907,4141,4399
2,5,1,17,2,719,1388,312,874,628,312,407,893,676,538,508,388,434
2,5,1,17,3,0,0,0,0,12,1,0,0,0,0,0,0,0
2,5,1,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,18,1,895,708,1124,845,3108,3306,2681,2507,3486,3957,4383,4625,4050
2,5,1,18,2,939,687,1337,305,870,620,303,381,892,654,521,474,380
2,5,1,18,3,0,0,0,0,0,11,1,0,0,0,0,0,0
2,5,1,18,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,19,1,529,823,675,1078,803,2952,3150,2422,2408,3331,3810,4159,4507
2,5,1,19,2,525,904,654,1316,298,839,611,267,368,874,627,511,468
2,5,1,19,3,0,0,0,0,0,0,10,1,0,0,0,0,0
2,5,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,20,1,465,479,750,651,1031,741,2796,2827,2319,2290,3162,3597,4070
2,5,1,20,2,249,501,868,645,1294,291,807,562,269,363,850,592,509
2,5,1,20,3,0,0,0,0,0,0,0,8,1,0,0,0,0
2,5,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,21,1,333,424,428,709,627,990,679,2466,2677,2206,2223,2960,3512
2,5,1,21,2,150,231,476,849,636,1237,284,698,529,258,349,821,587
2,5,1,21,3,0,0,0,0,0,0,0,0,7,1,0,0,0
2,5,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,22,1,228,298,383,402,667,594,948,613,2350,2512,2055,2079,2882
2,5,1,22,2,166,147,213,463,829,614,1180,244,685,509,249,338,786
2,5,1,22,3,0,0,0,0,0,0,0,0,0,6,1,0,0
2,5,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,23,1,313,216,262,361,376,597,560,892,535,2229,2378,1919,2025
2,5,1,23,2,167,157,144,209,449,796,592,1031,248,627,478,236,325
2,5,1,23,3,0,0,0,0,0,0,0,0,0,0,5,1,0
2,5,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,24,1,296,289,204,247,339,347,526,524,772,486,2099,2223,1873
2,5,1,24,2,80,155,148,149,205,433,762,495,1007,232,605,458,236
2,5,1,24,3,0,0,0,0,0,0,0,0,0,0,0,4,1
2,5,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,25,1,116,276,264,198,232,308,317,438,479,587,429,1943,2152
2,5,1,25,2,215,73,143,145,153,184,417,643,487,947,219,577,444
2,5,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,2
2,5,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,26,1,148,107,255,251,191,207,276,261,399,376,429,396,1901
2,5,1,26,2,129,208,65,144,142,146,162,328,618,455,895,216,563
2,5,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,27,1,82,132,97,242,237,173,182,223,246,373,281,415,382
2,5,1,27,2,100,120,200,61,144,136,139,127,312,586,426,834,215
2,5,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,28,1,43,78,116,95,228,221,154,152,200,223,357,275,381
2,5,1,28,2,115,93,110,183,57,134,130,97,115,290,528,393,820
2,5,1,28,3,6,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,29,1,12,42,73,113,92,206,205,117,132,189,199,322,258
2,5,1,29,2,128,108,85,105,165,53,124,88,89,105,277,485,378
2,5,1,29,3,1,6,0,0,0,0,0,0,0,0,0,0,0
2,5,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,30,1,2,12,40,67,109,83,183,162,112,118,178,180,313
2,5,1,30,2,109,115,100,80,99,152,49,89,84,80,103,239,468
2,5,1,30,3,0,1,5,0,0,0,0,0,0,0,0,0,0
2,5,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,31,1,4,2,11,38,61,103,73,124,151,102,107,165,177
2,5,1,31,2,94,96,102,94,74,91,139,31,89,82,67,105,234
2,5,1,31,3,0,0,1,4,0,0,0,0,0,0,0,0,0
2,5,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,32,1,4,4,2,11,36,56,96,46,120,138,97,101,153
2,5,1,32,2,88,84,83,94,88,69,82,98,32,84,78,60,101
2,5,1,32,3,0,0,0,1,3,0,0,0,0,0,0,0,0
2,5,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,33,1,1,2,3,7,10,30,50,74,39,106,129,86,94
2,5,1,33,2,28,51,74,80,86,75,64,62,93,29,76,73,54
2,5,1,33,3,0,0,0,1,1,1,0,0,0,0,0,0,0
2,5,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,34,1,50,57,63,62,60,96,132,126,148,148,228,326,384
2,5,1,34,2,1094,1001,907,963,1018,949,879,484,358,385,383,394,450
2,5,1,34,3,0,0,0,0,0,6,11,6,4,3,3,2,2
2,5,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,1,1,4529,3601,4578,6176,7537,7589,5523,10054,6434,5822,10026,5906,6049
3,5,1,1,2,1813,1700,1844,3504,3218,4037,3410,4060,4623,3697,4002,2099,1871
3,5,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,43,1
3,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,2,1,4121,5310,3601,4667,6176,7864,7589,5907,12278,7568,6494,11578,6969
3,5,1,2,2,2123,2056,1700,1871,3504,3300,4037,3482,4657,5382,4174,5015,2475
3,5,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,43
3,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,1,3,1,1358,4154,6091,3557,4756,6205,8190,7521,5931,12241,7848,6528,11767
3,5,1,3,2,317,2018,2299,1672,1898,3584,3382,4016,3677,4698,5464,4426,5235
3,5,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,1,4,1,2442,1360,4187,6141,3512,4790,6233,8144,7482,5868,12211,7898,6459
3,5,1,4,2,979,315,1912,2403,1644,1918,3664,3324,4002,3656,4680,5430,4375
3,5,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0
3,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,5,1,5535,2410,1361,4203,6190,3537,4823,6342,8139,7438,5905,12248,7847
3,5,1,5,2,633,988,313,1926,2506,1665,1938,3582,3351,4016,3634,4673,5389
3,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0
3,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,1,6,1,4320,5528,2377,1351,4219,6153,3561,4766,6371,8144,7438,5941,12220
3,5,1,6,2,518,628,997,313,1940,2498,1686,1925,3654,3351,4036,3639,4689
3,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0
3,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,1,7,1,5202,4371,5520,2385,1341,4193,6116,3506,4703,6321,8080,7466,5958
3,5,1,7,2,737,513,623,986,313,1953,2489,1689,1911,3638,3342,4036,3634
3,5,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0
3,5,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,7,6,0,0,0,0,0,0,0,0,0,0,0,2,0
3,5,1,8,1,4970,5178,4421,5491,2393,1321,4166,6054,3454,4612,6342,8012,7471
3,5,1,8,2,650,722,508,626,975,314,1965,2467,1718,1932,3630,3317,3993
3,5,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0
3,5,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2
3,5,1,9,1,3723,4907,5154,4385,5461,2391,1301,4075,5982,3405,4554,6318,7969
3,5,1,9,2,927,647,706,510,628,946,314,1976,2454,1724,1970,3610,3304
3,5,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,10,1,3708,3655,4844,5087,4348,5421,2389,1278,4046,5889,3374,4487,6278
3,5,1,10,2,1650,917,644,710,512,637,916,332,1947,2467,1718,1971,3585
3,5,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,11,1,2154,3677,3587,4822,5020,4307,5380,2356,1222,3992,5786,3318,4455
3,5,1,11,2,596,1605,906,658,714,513,645,891,326,1917,2555,1710,1957
3,5,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,12,1,2687,2121,3645,3547,4800,4936,4265,5279,2308,1174,3964,5750,3327
3,5,1,12,2,612,583,1559,900,671,714,513,641,880,322,1909,2520,1703
3,5,1,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,12,4,9,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,13,1,2903,2616,2088,3585,3507,4724,4852,4176,5150,2266,1131,3900,5711
3,5,1,13,2,1333,594,570,1542,894,683,713,507,646,868,329,1874,2521
3,5,1,13,3,24,4,0,0,0,0,0,0,0,0,0,0,0
3,5,1,13,4,0,5,0,0,0,0,0,0,0,0,0,0,0
3,5,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,14,1,3239,2790,2544,2014,3525,3344,4647,4711,4056,5052,2246,1089,3858
3,5,1,14,2,2372,1295,575,563,1524,876,695,710,522,630,830,324,1873
3,5,1,14,3,0,21,3,0,0,0,0,0,0,0,0,0,0
3,5,1,14,4,0,0,1,0,0,0,0,0,0,0,1,1,0
3,5,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,15,1,530,3086,2676,2414,1940,3353,3180,4326,4370,3757,4576,1928,945
3,5,1,15,2,1063,2272,1256,565,555,1494,857,645,688,477,559,715,261
3,5,1,15,3,0,0,17,4,0,0,0,0,0,0,0,0,0
3,5,1,15,4,0,0,0,1,0,0,0,0,0,0,0,1,1
3,5,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,16,1,912,488,2933,2617,2283,1904,3181,3067,4216,4219,3687,4431,1905
3,5,1,16,2,3275,1008,2172,1266,555,554,1463,833,656,688,470,545,717
3,5,1,16,3,0,0,0,17,4,1,0,0,0,0,0,0,0
3,5,1,16,4,0,0,0,0,1,0,0,0,0,0,0,0,1
3,5,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,17,1,584,876,446,2853,2557,2209,1868,3094,2958,4105,4116,3551,4396
3,5,1,17,2,1783,3125,952,2150,1275,544,553,1425,828,631,680,455,537
3,5,1,17,3,0,0,0,0,16,5,1,0,0,0,0,0,0
3,5,1,17,4,0,0,0,0,0,2,0,0,0,0,0,0,0
3,5,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,18,1,509,548,839,411,2772,2492,2134,1785,2951,2835,3999,3983,3518
3,5,1,18,2,2226,1689,2974,936,2127,1284,532,536,1416,809,615,663,448
3,5,1,18,3,0,0,0,0,0,15,5,1,0,0,0,0,0
3,5,1,18,4,0,0,0,0,0,0,2,0,0,0,0,0,0
3,5,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,19,1,358,460,511,822,376,2695,2426,2053,1721,2876,2764,3827,3954
3,5,1,19,2,1265,2115,1595,2916,919,2086,1293,513,529,1368,812,587,665
3,5,1,19,3,0,0,0,0,0,0,14,5,1,0,0,0,0
3,5,1,19,4,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,20,1,338,322,410,500,804,342,2618,2328,1977,1626,2795,2646,3756
3,5,1,20,2,596,1208,2003,1556,2857,890,2044,1247,503,512,1339,799,582
3,5,1,20,3,0,0,0,0,0,0,0,14,5,1,0,0,0
3,5,1,20,4,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,21,1,285,305,285,386,489,792,307,2497,2230,1892,1585,2653,2614
3,5,1,21,2,347,543,1150,1972,1516,2793,861,1968,1191,485,510,1304,785
3,5,1,21,3,0,0,0,0,0,0,0,0,13,4,1,0,0
3,5,1,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,22,1,186,258,271,273,362,477,779,289,2386,2108,1826,1516,2612
3,5,1,22,2,399,321,489,1120,1941,1448,2728,811,1900,1166,481,493,1277
3,5,1,22,3,0,0,0,0,0,0,0,0,0,14,4,1,0
3,5,1,22,4,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,23,1,222,170,230,245,260,338,465,597,254,2282,2021,1735,1497
3,5,1,23,2,336,381,295,456,1090,1846,1379,2611,780,1834,1124,469,478
3,5,1,23,3,0,0,0,0,0,0,0,0,0,0,12,4,1
3,5,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,24,1,414,201,153,223,218,243,314,338,432,243,2230,1911,1731
3,5,1,24,2,125,311,362,291,423,1035,1750,1297,2499,744,1799,1072,459
3,5,1,24,3,0,0,0,0,0,0,0,0,0,0,0,13,4
3,5,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,25,1,75,359,180,145,215,207,226,278,254,299,224,2125,1876
3,5,1,25,2,328,118,286,344,287,380,980,1616,1250,2331,720,1706,1031
3,5,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,12
3,5,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,26,1,92,67,303,167,136,202,196,202,257,203,247,197,2082
3,5,1,26,2,124,283,110,270,325,276,336,900,1552,1178,2271,658,1651
3,5,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,27,1,31,75,58,280,154,124,189,186,183,246,176,208,181
3,5,1,27,2,121,114,237,101,254,307,264,293,827,1482,1129,2138,637
3,5,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,28,1,45,29,57,53,257,140,112,182,167,169,226,151,209
3,5,1,28,2,121,105,103,226,91,238,289,245,278,785,1409,1066,2031
3,5,1,28,3,2,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,29,1,20,43,27,54,47,232,126,106,171,157,154,214,147
3,5,1,29,2,134,117,88,100,214,84,221,262,229,238,741,1293,1015
3,5,1,29,3,5,2,0,0,0,0,0,0,0,0,0,0,0
3,5,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,30,1,4,17,41,25,51,48,206,123,110,149,144,146,203
3,5,1,30,2,110,118,112,80,96,201,76,192,254,199,220,686,1233
3,5,1,30,3,2,5,1,0,0,0,0,0,0,0,0,0,0
3,5,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,31,1,4,4,14,36,23,46,48,191,118,101,149,131,148
3,5,1,31,2,117,102,101,101,72,94,187,69,177,229,189,197,631
3,5,1,31,3,0,2,5,2,0,0,0,0,0,0,0,0,0
3,5,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,32,1,7,3,3,13,31,19,40,45,176,116,89,132,121
3,5,1,32,2,120,105,93,94,89,70,92,161,59,173,230,177,188
3,5,1,32,3,0,0,2,4,2,0,0,0,0,0,0,0,0
3,5,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,33,1,3,2,1,7,12,14,15,37,42,157,105,79,130
3,5,1,33,2,48,70,92,90,87,77,67,78,153,58,160,202,162
3,5,1,33,3,0,0,0,1,2,1,0,0,0,0,0,0,0
3,5,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,34,1,279,257,234,191,148,256,363,296,238,256,454,519,575
3,5,1,34,2,4738,4283,3828,3667,3506,3115,2724,1781,997,995,921,985,1173
3,5,1,34,3,0,0,0,15,30,43,55,33,17,12,10,9,7
3,5,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,1,1,2913,2143,2625,3451,3641,3893,2883,5032,3420,3254,4484,3086,3205
4,5,1,1,2,1053,1089,894,1623,1638,1864,1186,1791,1752,1473,2045,1064,1054
4,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,13
4,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,2,1,2474,3357,2143,2630,3451,3720,3893,2980,5819,3750,3313,4963,3456
4,5,1,2,2,856,1207,1089,885,1623,1652,1864,1282,1956,1899,1620,2341,1183
4,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12
4,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,3,1,1090,2517,3801,2121,2635,3431,3798,3924,2920,5911,3767,3307,5077
4,5,1,3,2,155,822,1360,1017,875,1669,1665,1879,1259,1943,1941,1670,2347
4,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,4,1,1510,1072,2560,3731,2098,2629,3410,3774,3866,2900,5856,3721,3282
4,5,1,4,2,398,158,787,1308,945,871,1714,1668,1830,1249,1929,1934,1666
4,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,1,5,1,3173,1517,1053,2536,3660,2089,2622,3460,3682,3835,2909,5814,3731
4,5,1,5,2,390,388,160,785,1255,983,867,1763,1663,1838,1256,1916,1915
4,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,1,6,1,2310,3201,1524,1046,2512,3647,2080,2639,3425,3654,3861,2843,5684
4,5,1,6,2,297,401,377,163,783,1215,1020,874,1763,1650,1840,1236,1889
