Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
4,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,1,7,1,2759,2281,3229,1515,1038,2519,3634,2118,2598,3363,3640,3831,2815
4,5,1,7,2,353,287,411,374,166,818,1175,1099,884,1730,1679,1799,1238
4,5,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,8,1,2466,2767,2252,3185,1506,1003,2525,3655,2103,2534,3326,3611,3753
4,5,1,8,2,262,374,277,407,371,165,853,1199,1103,868,1754,1661,1763
4,5,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,9,1,1953,2454,2774,2189,3141,1482,967,2540,3628,2100,2523,3333,3559
4,5,1,9,2,456,268,394,274,402,367,163,872,1254,1036,890,1722,1651
4,5,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,10,1,1824,1927,2441,2728,2125,3091,1458,917,2464,3578,2069,2474,3254
4,5,1,10,2,768,451,274,394,271,399,363,162,879,1191,1020,878,1705
4,5,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,11,1,1393,1802,1901,2392,2682,2084,3040,1476,894,2437,3520,1992,2431
4,5,1,11,2,337,783,446,267,394,267,395,361,169,873,1196,1007,876
4,5,1,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,12,1,1562,1372,1780,1859,2343,2617,2042,2971,1452,809,2406,3410,1952
4,5,1,12,2,332,338,797,447,260,397,263,385,367,171,854,1215,981
4,5,1,12,3,4,1,0,0,0,0,0,0,0,0,0,0,0
4,5,1,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,13,1,1637,1541,1351,1757,1816,2285,2551,2015,2951,1425,768,2395,3363
4,5,1,13,2,672,323,339,803,448,264,400,258,364,364,168,829,1188
4,5,1,13,3,14,4,1,0,0,0,0,0,0,0,0,0,0
4,5,1,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0
4,5,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,14,1,1646,1584,1520,1293,1733,1734,2226,2516,1976,2901,1393,697,2339
4,5,1,14,2,1085,671,313,337,808,437,268,408,254,353,360,160,800
4,5,1,14,3,0,15,4,1,0,0,0,0,0,0,0,0,0
4,5,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,15,1,213,1605,1530,1437,1234,1647,1651,2113,2353,1916,2661,1228,623
4,5,1,15,2,460,1085,670,305,335,797,426,260,391,231,313,309,131
4,5,1,15,3,0,0,15,4,1,0,0,0,0,0,0,0,0
4,5,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,16,1,296,214,1564,1485,1354,1197,1561,1625,2064,2304,1899,2533,1191
4,5,1,16,2,2019,460,1084,688,297,341,785,426,260,392,228,312,297
4,5,1,16,3,0,0,0,14,3,1,0,0,0,0,0,0,0
4,5,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,17,1,218,305,215,1524,1440,1303,1160,1534,1613,2066,2290,1851,2473
4,5,1,17,2,1150,2004,460,1074,706,298,346,786,424,268,385,222,306
4,5,1,17,3,0,0,0,0,13,3,0,0,0,0,0,0,0
4,5,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,18,1,195,226,314,209,1484,1402,1251,1144,1494,1558,1988,2232,1772
4,5,1,18,2,1326,1134,1989,463,1064,715,299,331,755,419,268,382,216
4,5,1,18,3,0,0,0,0,0,11,2,0,0,0,0,0,0
4,5,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,19,1,142,183,234,319,203,1429,1363,1263,1107,1464,1534,1936,2193
4,5,1,19,2,841,1302,1118,1963,466,1037,723,305,323,728,422,265,375
4,5,1,19,3,0,0,0,0,0,0,9,2,0,0,0,0,0
4,5,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,20,1,150,138,171,231,323,192,1374,1312,1211,1069,1388,1474,1845
4,5,1,20,2,375,815,1278,1081,1936,460,1010,702,298,321,700,404,250
4,5,1,20,3,0,0,0,0,0,0,0,7,3,0,0,0,0
4,5,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,21,1,161,144,134,155,228,336,180,1355,1286,1186,1061,1358,1447
4,5,1,21,2,270,355,788,1252,1043,1895,454,978,705,299,318,672,398
4,5,1,21,3,0,0,0,0,0,0,0,0,8,4,0,0,0
4,5,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,22,1,63,155,137,126,139,207,348,170,1294,1226,1139,1010,1277
4,5,1,22,2,328,269,334,763,1226,1010,1854,437,955,661,295,308,649
4,5,1,22,3,0,0,0,0,0,0,0,0,0,8,4,0,0
4,5,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,23,1,112,63,148,135,117,132,186,292,154,1275,1233,1109,988
4,5,1,23,2,234,306,268,324,738,1197,977,1788,416,953,661,272,304
4,5,1,23,3,0,0,0,0,0,0,0,0,0,0,9,4,0
4,5,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,24,1,199,106,62,145,132,110,125,146,223,134,1228,1174,1060
4,5,1,24,2,93,226,284,251,314,712,1167,935,1729,391,939,624,270
4,5,1,24,3,0,0,0,0,0,0,0,0,0,0,0,9,3
4,5,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,25,1,27,185,99,58,141,123,102,125,118,164,118,1199,1145
4,5,1,25,2,243,87,218,279,234,288,685,1101,893,1646,385,901,591
4,5,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,8
4,5,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,26,1,54,26,171,90,54,126,113,98,122,87,119,106,1123
4,5,1,26,2,94,221,81,209,274,222,262,645,1054,858,1592,359,853
4,5,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,27,1,14,49,25,162,81,50,111,110,99,115,78,94,99
4,5,1,27,2,62,90,199,75,199,253,210,243,621,996,814,1510,338
4,5,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,28,1,58,15,43,24,152,78,45,107,111,95,109,73,76
4,5,1,28,2,100,62,86,187,69,186,231,197,227,579,938,744,1441
4,5,1,28,3,2,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,29,1,8,55,16,37,23,140,75,43,100,106,95,107,70
4,5,1,29,2,122,89,61,81,174,62,173,222,187,208,564,858,692
4,5,1,29,3,3,2,0,0,0,0,0,0,0,0,0,0,0
4,5,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,30,1,6,8,52,14,31,20,128,70,39,91,101,92,92
4,5,1,30,2,98,114,77,59,75,155,55,155,207,179,184,502,804
4,5,1,30,3,1,3,1,0,0,0,0,0,0,0,0,0,0
4,5,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,31,1,9,6,7,48,11,31,17,116,71,37,92,82,88
4,5,1,31,2,122,93,105,77,57,71,136,56,149,191,171,168,474
4,5,1,31,3,0,1,3,1,0,0,0,0,0,0,0,0,0
4,5,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,32,1,7,9,6,7,44,10,31,16,102,64,35,88,74
4,5,1,32,2,170,112,88,101,76,54,66,129,56,131,175,153,156
4,5,1,32,3,0,0,1,3,0,0,0,0,0,0,0,0,0
4,5,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,33,1,1,5,8,7,6,7,8,32,18,91,61,35,88
4,5,1,33,2,32,67,101,99,96,74,51,66,120,52,124,154,142
4,5,1,33,3,0,0,0,1,2,1,0,0,0,0,0,0,0
4,5,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,34,1,569,559,549,557,564,892,1219,997,383,309,454,451,416
4,5,1,34,2,13735,12476,11217,10682,10146,9009,7871,6292,1999,1678,1328,1144,1200
4,5,1,34,3,0,0,0,18,35,38,40,15,4,3,2,0,2
4,5,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,1,1,5191,4105,5426,8114,10647,10288,7390,12411,9044,7384,10475,7058,7525
5,5,1,1,2,1946,2001,2076,3625,4423,4468,3460,4664,6832,4781,5480,1954,2100
5,5,1,1,3,0,0,0,13,0,0,10,0,0,0,0,0,0
5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,139,115
5,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,2,1,5027,5955,4105,5465,8114,11008,10288,7962,15202,10055,7411,12146,7959
5,5,1,2,2,2238,2064,2001,2103,3625,4327,4468,3737,5519,6806,5294,6507,2510
5,5,1,2,3,0,0,0,0,13,0,0,10,0,0,0,0,0
5,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,143
5,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,3,1,1751,5013,6718,4100,5503,8051,11368,10257,7963,15226,9910,7498,12272
5,5,1,3,2,355,2206,2182,1980,2130,3505,4231,4382,3771,5449,6847,5321,6844
5,5,1,3,3,0,0,0,0,0,13,0,0,10,0,0,0,0
5,5,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,4,1,2696,1752,4998,6724,4094,5466,7988,11152,10163,7833,14743,9784,7478
5,5,1,4,2,713,334,2173,2134,1958,2104,3385,4237,4382,3740,5350,6583,5336
5,5,1,4,3,0,0,0,0,0,0,13,0,0,10,0,0,0
5,5,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0
5,5,1,5,1,6593,2664,1753,4998,6729,4057,5428,7971,11241,10020,7731,14765,9694
5,5,1,5,2,537,705,312,2136,2086,1912,2078,3414,4239,4339,3670,5306,6600
5,5,1,5,3,0,0,0,0,0,0,0,13,0,0,10,0,0
5,5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,5,6,0,0,0,0,0,0,0,0,0,2,0,0,0
5,5,1,6,1,6868,6446,2631,1716,4998,6726,4020,5461,7985,11122,9800,7782,14743
5,5,1,6,2,533,527,696,318,2098,2011,1866,2082,3416,4228,4332,3670,5260
5,5,1,6,3,0,0,0,0,0,0,0,0,13,0,0,10,0
5,5,1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0
5,5,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0
5,5,1,7,1,8289,6780,6299,2589,1679,4985,6723,3981,5568,7970,10762,9987,7772
5,5,1,7,2,802,522,517,667,323,2068,1935,1859,2103,3371,4236,4285,3610
5,5,1,7,3,0,0,0,0,0,0,0,0,0,13,0,0,10
5,5,1,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,7,6,0,0,0,0,0,0,0,0,0,0,0,2,0
5,5,1,8,1,6437,8027,6691,6281,2547,1706,4971,6688,4050,5589,7989,10893,10008
5,5,1,8,2,520,810,511,519,637,322,2037,2007,1872,2075,3356,4209,4267
5,5,1,8,3,0,0,0,0,0,0,0,0,0,0,13,0,0
5,5,1,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,9,1,5442,6231,7765,6634,6262,2527,1733,4971,6725,4057,5545,8000,10861
5,5,1,9,2,971,512,817,521,520,647,320,2097,2057,1876,2049,3316,4155
5,5,1,9,3,0,0,0,0,0,0,0,0,0,0,0,13,0
5,5,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,10,1,4854,5313,6024,7635,6577,6181,2507,1743,4993,6699,4045,5459,8018
5,5,1,10,2,1749,957,503,813,531,507,656,309,2113,2134,1887,2048,3278
5,5,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,13
5,5,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,11,1,3137,4722,5183,5962,7505,6484,6100,2510,1799,5008,6616,4069,5430
5,5,1,11,2,705,1708,943,501,808,509,494,670,303,2144,2141,1839,2052
5,5,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,11,6,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,1,12,1,3595,3060,4589,5097,5900,7335,6390,6016,2497,1846,4938,6544,4045
5,5,1,12,2,547,702,1667,939,499,793,487,483,691,300,2115,2102,1888
5,5,1,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,12,4,2,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,12,6,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5,1,13,1,4174,3508,2983,4534,5010,5771,7164,6213,5897,2488,1837,4847,6509
5,5,1,13,2,1324,543,698,1664,934,501,778,474,480,698,295,2111,2133
5,5,1,13,3,23,2,0,0,0,0,0,0,0,0,0,0,0
5,5,1,13,4,0,2,0,0,0,0,0,0,0,0,3,0,0
5,5,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,13,6,0,0,0,0,0,0,0,0,0,0,1,0,1
5,5,1,14,1,4411,4003,3421,2843,4479,4741,5642,6955,6140,5828,2457,1778,4823
5,5,1,14,2,2492,1298,538,669,1660,902,503,781,475,480,689,300,2079
5,5,1,14,3,0,22,2,0,0,0,0,0,0,0,0,0,0
5,5,1,14,4,0,0,1,0,0,0,0,0,0,0,0,6,0
5,5,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,15,1,855,4219,3832,3260,2702,4273,4472,5200,6455,5598,5029,2031,1557
5,5,1,15,2,1006,2412,1271,518,639,1628,869,467,735,442,436,629,264
5,5,1,15,3,0,0,20,2,0,0,0,0,0,0,0,0,0
5,5,1,15,4,0,0,0,1,0,0,0,0,0,0,0,0,5
5,5,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,16,1,1179,808,4027,3737,3098,2650,4066,4351,5071,6259,5463,4920,2009
5,5,1,16,2,4119,977,2331,1347,497,627,1596,846,468,715,446,431,626
5,5,1,16,3,0,0,0,19,2,0,0,0,0,0,0,0,0
5,5,1,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,17,1,1081,1167,760,3952,3641,3029,2597,3902,4288,4990,6095,5272,4844
5,5,1,17,2,1994,3975,947,2302,1422,498,615,1582,844,463,725,424,426
5,5,1,17,3,0,0,0,0,17,3,0,0,0,0,0,0,0
5,5,1,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,18,1,782,1053,1154,718,3877,3513,2960,2537,3807,4140,4923,5917,5160
5,5,1,18,2,2466,1931,3831,938,2273,1456,498,608,1542,842,466,717,414
5,5,1,18,3,0,0,0,0,0,15,3,0,0,0,0,0,0
5,5,1,18,4,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,19,1,545,742,1025,1125,675,3763,3384,2868,2485,3675,4016,4749,5729
5,5,1,19,2,1487,2351,1868,3740,929,2215,1490,482,615,1534,843,454,717
5,5,1,19,3,0,0,0,0,0,0,12,3,0,0,0,0,0
5,5,1,19,4,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,20,1,627,500,702,1012,1096,642,3649,3289,2784,2415,3557,3847,4650
5,5,1,20,2,867,1396,2236,1830,3649,914,2156,1457,462,604,1502,837,453
5,5,1,20,3,0,0,0,0,0,0,0,13,3,0,0,0,0
5,5,1,20,4,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,21,1,509,582,455,665,998,1050,609,3518,3219,2690,2355,3433,3748
5,5,1,21,2,472,782,1304,2157,1791,3525,898,2067,1412,455,596,1461,823
5,5,1,21,3,0,0,0,0,0,0,0,0,14,3,0,0,0
5,5,1,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,22,1,262,470,536,425,627,952,1003,566,3437,3091,2621,2298,3343
5,5,1,22,2,447,448,697,1269,2077,1729,3400,863,2014,1349,458,585,1435
5,5,1,22,3,0,0,0,0,0,0,0,0,0,14,3,0,0
5,5,1,22,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,23,1,322,238,431,498,395,590,905,906,537,3361,2993,2515,2253
5,5,1,23,2,365,406,423,634,1233,1997,1666,3269,829,1957,1295,450,582
5,5,1,23,3,0,0,0,0,0,0,0,0,0,0,12,3,0
5,5,1,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,24,1,472,295,214,405,459,367,553,728,765,489,3277,2863,2451
5,5,1,24,2,159,324,364,396,571,1159,1917,1566,3146,780,1902,1225,440
5,5,1,24,3,0,0,0,0,0,0,0,0,0,0,0,10,3
5,5,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,25,1,120,413,267,198,378,443,339,516,555,593,454,3135,2802
5,5,1,25,2,515,146,282,348,368,533,1084,1821,1469,3014,752,1797,1173
5,5,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,11
5,5,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,26,1,210,107,353,247,181,360,427,320,475,405,521,407,3055
5,5,1,26,2,193,452,133,263,332,348,494,1004,1727,1400,2855,701,1734
5,5,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,27,1,80,188,94,327,227,165,342,394,299,429,339,474,379
5,5,1,27,2,166,170,388,118,244,305,327,449,927,1618,1330,2648,658
5,5,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,28,1,72,72,165,85,301,205,148,319,372,289,408,302,460
5,5,1,28,2,216,158,146,363,102,225,278,301,401,881,1535,1210,2521
5,5,1,28,3,5,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,29,1,34,70,63,145,75,268,183,136,288,338,264,388,290
5,5,1,29,2,243,193,150,137,338,92,206,247,271,363,799,1413,1155
5,5,1,29,3,1,5,0,0,0,0,0,0,0,0,0,0,0
5,5,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,30,1,1,29,68,60,124,73,234,175,132,268,313,243,368
5,5,1,30,2,168,213,170,144,127,302,82,190,229,261,328,725,1363
5,5,1,30,3,2,1,4,0,0,0,0,0,0,0,0,0,0
5,5,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,31,1,4,1,24,60,57,111,71,217,162,122,248,286,229
5,5,1,31,2,134,151,183,163,138,124,265,75,163,203,245,286,677
5,5,1,31,3,0,2,1,5,0,0,0,0,0,0,0,0,0
5,5,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,32,1,13,6,1,23,51,54,98,68,207,155,115,233,268
5,5,1,32,2,150,122,133,168,156,131,120,226,64,147,191,210,278
5,5,1,32,3,0,0,2,2,5,0,0,0,0,0,0,0,0
5,5,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,33,1,3,5,7,14,21,36,51,98,67,198,147,106,231
5,5,1,33,2,30,70,110,132,153,138,123,114,208,52,135,171,194
5,5,1,33,3,0,0,0,1,2,1,0,0,0,0,0,0,0
