Class,Powertrain,Vintage,1995 ,1996 ,1997 ,1998 ,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 
3,2,26 ,20278,13639,17694,22483,22029,21897,18426,17255,16536,18706,6215,12511,13170,15337,22911 ,21407 ,21518
3,2,27 ,18028,14796,12923,16762,21296,20862,20734,17445,16334,15651,17702,5881,12003,12629,14700 ,21950 ,20499
3,2,28 ,13647,13118,13980,12208,15833,20112,19700,19576,16469,15417,14771,16704,5611,11478,12071 ,14044 ,20961
3,2,29 ,12407,9903,12361,13171,11499,14912,18939,18548,18429,15501,14510,13899,15894,5336,10941 ,11501 ,13375
3,2,30 ,9992,8978,9305,11613,12372,10800,14003,17782,17412,17298,14548,13616,13188,15073,5058 ,10395 ,10922
3,2,31 ,7837,7211,8413,8718,10878,11587,10114,13111,16647,16299,16190,13614,12883,12472,14248 ,4779 ,9845
3,2,32 ,5470,5639,6738,7860,8143,10159,10821,9443,12240,15539,15212,15108,12846,12150,11757 ,13425 ,4501
3,2,33 ,4029,3925,5255,6277,7321,7584,9461,10075,8791,11393,14462,14156,14215,12081,11421 ,11046 ,12608
3,2,34 ,53092,53270,54155,55037,55915,56789,57660,58528,59391,60251,61108,61960,62818,63669,64513,65349,66178
3,3,1 ,266,132,235,157,0,310,293,2,0,0,0,0,0,0,0,0,0
3,3,2 ,104,266,132,235,157,0,310,293,2,0,0,0,0,0,0,0,0
3,3,3 ,73,104,266,132,235,157,0,310,293,2,0,0,0,0,0,0,0
3,3,4 ,10,73,104,265,131,234,156,0,310,293,2,0,0,0,0,0,0
3,3,5 ,46,0,73,103,263,131,233,156,0,308,291,2,0,0,0,0,0
3,3,6 ,94,45,0,72,103,261,130,231,154,0,306,289,2,0,0,0,0
3,3,7 ,106,93,45,0,71,102,259,128,229,153,0,302,286,2,0,0,0
3,3,8 ,67,104,92,44,0,70,100,255,127,226,151,0,299,282,2,0,0
3,3,9 ,180,66,103,90,44,0,69,99,251,125,222,149,0,294,278,2,0
3,3,10 ,322,177,65,101,89,43,0,68,97,247,122,218,146,0,289,273,2
3,3,11 ,384,315,173,64,99,87,42,0,67,95,242,120,214,143,0,283,267
3,3,12 ,281,375,308,169,62,96,85,41,0,65,93,236,117,209,140,0,276
3,3,13 ,210,274,366,300,165,61,94,83,40,0,63,90,230,114,203,136,0
3,3,14 ,185,204,266,355,292,160,59,91,80,39,0,62,88,224,111,198,132
3,3,15 ,44,179,197,258,344,283,155,57,88,78,38,0,60,85,217,107,191
3,3,16 ,214,42,173,191,249,333,273,150,55,85,75,36,0,58,82,209,104
3,3,17 ,668,205,41,167,184,240,321,263,145,53,82,73,35,0,56,79,202
3,3,18 ,524,641,197,39,160,177,231,308,253,139,51,79,70,34,0,53,76
3,3,19 ,531,501,613,188,38,154,169,221,296,243,133,49,76,67,32,0,51
3,3,20 ,0,506,478,584,180,36,147,162,212,283,232,127,47,73,64,31,0
3,3,21 ,0,0,481,454,556,171,34,140,154,202,270,221,122,45,69,61,29
3,3,22 ,0,0,0,456,431,527,162,33,133,147,192,256,210,116,43,66,58
3,3,23 ,0,0,0,0,432,408,498,153,31,126,139,182,243,199,110,40,62
3,3,24 ,0,0,0,0,0,407,384,470,144,29,120,132,172,230,189,104,38
3,3,25 ,0,0,0,0,0,0,383,362,442,136,28,113,124,162,217,178,98
3,3,26 ,0,0,0,0,0,0,0,359,339,415,127,26,106,117,153,204,167
3,3,27 ,0,0,0,0,0,0,0,0,336,317,388,119,24,100,110,143,191
3,3,28 ,0,0,0,0,0,0,0,0,0,313,296,362,111,23,93,103,134
3,3,29 ,0,0,0,0,0,0,0,0,0,0,292,275,337,104,21,87,96
3,3,30 ,0,0,0,0,0,0,0,0,0,0,0,271,255,312,96,20,81
3,3,31 ,0,0,0,0,0,0,0,0,0,0,0,0,250,236,289,89,18
3,3,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,231,218,267,82
3,3,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,201,245
3,3,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1 ,164,8,99,12,25,78,269,261,102,111,6,0,170,0,353,276,0
3,4,2 ,60,154,0,99,12,25,78,269,261,102,111,6,0,170,0,353,276
3,4,3 ,59,57,144,0,99,12,25,78,269,261,102,111,6,0,170,0,353
3,4,4 ,48,55,53,134,0,99,12,25,78,268,261,102,111,6,0,169,0
3,4,5 ,46,45,51,49,124,0,98,12,25,78,267,259,101,110,6,0,168
3,4,6 ,54,43,42,47,45,113,0,97,12,25,77,265,257,101,109,6,0
3,4,7 ,55,50,40,38,43,41,102,0,96,12,24,76,262,255,100,108,6
3,4,8 ,56,51,46,37,35,39,37,91,0,95,12,24,75,258,251,98,107
3,4,9 ,36,52,47,42,34,32,36,33,81,0,94,12,24,74,254,247,97
3,4,10 ,35,34,47,43,38,30,29,32,29,0,0,92,11,23,73,250,243
3,4,11 ,33,33,31,43,39,35,27,25,28,25,0,0,90,11,23,71,245
3,4,12 ,31,31,30,28,39,35,31,24,22,24,22,0,0,88,11,22,70
3,4,13 ,23,28,28,27,25,35,31,27,21,19,20,18,0,0,86,11,22
3,4,14 ,27,21,25,25,24,23,31,27,24,18,16,17,15,0,0,83,10
3,4,15 ,28,24,19,23,23,22,20,27,24,20,15,13,14,11,0,0,81
3,4,16 ,20,25,22,17,20,20,19,17,24,20,17,13,11,11,8,0,0
3,4,17 ,64,18,23,20,15,18,18,17,15,20,17,14,10,8,8,5,0
3,4,18 ,0,58,17,20,18,13,16,16,14,13,17,14,11,8,6,5,2
3,4,19 ,0,0,52,15,18,15,12,14,13,12,11,14,11,9,6,4,2
3,4,20 ,0,0,0,46,13,16,14,10,12,11,10,9,11,9,6,4,2
3,4,21 ,0,0,0,0,41,12,14,12,9,10,9,8,7,8,6,4,2
3,4,22 ,0,0,0,0,0,36,10,12,10,7,8,8,7,5,6,4,2
3,4,23 ,0,0,0,0,0,0,31,9,10,8,6,7,6,5,4,4,2
3,4,24 ,0,0,0,0,0,0,0,26,7,9,7,5,5,5,4,2,2
3,4,25 ,0,0,0,0,0,0,0,0,22,6,7,6,4,4,3,2,1
3,4,26 ,0,0,0,0,0,0,0,0,0,19,5,6,4,3,3,2,1
3,4,27 ,0,0,0,0,0,0,0,0,0,0,15,4,4,3,2,2,1
3,4,28 ,0,0,0,0,0,0,0,0,0,0,0,12,3,3,2,1,1
3,4,29 ,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,1
3,4,30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1
3,4,31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
3,4,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3,4,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,839
3,5,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760
3,5,3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,23 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,23 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1 ,218211,176977,164581,196649,252282,300358,208648,143287,173220,182289,272205,267364,334067,111579,125358 ,93377 ,118653.5
4,1,2 ,168835,218211,176977,164581,196649,252282,300358,208648,143287,173220,182289,264039,259095,337621,111579 ,127997 ,94340
4,1,3 ,140060,168835,218211,176977,164581,196649,252282,300358,208648,143287,173220,176820,255873,261851,337621 ,113928 ,129317
4,1,4 ,115669,140060,168835,218211,176977,164581,196649,252282,300358,208648,143287,168024,171352,258595,261851 ,344729 ,115103
4,1,5 ,126713,114973,139217,167819,216898,175912,163591,195466,250765,298551,207393,138152,161848,172132,257039 ,265755 ,346187
4,1,6 ,157629,125782,114128,138194,166585,215304,174619,162388,194029,248921,296356,199692,132895,162367,170867 ,260521 ,266521
4,1,7 ,157064,156136,124590,113047,136885,165007,213264,172964,160850,192191,246563,284742,191683,133037,160829 ,172812 ,260713
4,1,8 ,153586,155215,154297,123123,111715,135273,163064,210753,170928,158955,189928,236350,272686,191441,131470 ,162281 ,172537
4,1,9 ,147285,151393,152998,152094,121365,110120,133341,160736,207743,168487,156685,181599,225769,271652,188707 ,132321 ,161612
4,1,10 ,123372,144780,148818,150396,149507,119301,108247,131073,158002,204210,165621,149400,172989,224290,267032 ,189403 ,131412
4,1,11 ,126609,120908,141889,145847,147393,146522,116919,106086,128456,154847,200133,157445,141889,171339,219812 ,267209 ,187535
4,1,12 ,108008,123676,118107,138602,142468,143979,143128,114210,103628,125480,151260,189632,149041,140076,167370 ,219240 ,263710
4,1,13 ,51444,105135,120386,114966,134916,138679,140150,139321,111173,100872,122143,142820,178879,146620,136351 ,166348 ,215609
4,1,14 ,63626,49888,101955,116746,111489,130836,134485,135911,135108,107810,97822,114896,134217,175315,142186 ,135011 ,162980
4,1,15 ,83738,61459,48189,98483,112769,107692,126379,129904,131282,130506,104138,91655,107550,131025,169343 ,140235 ,131757
4,1,16 ,94178,80556,59124,46358,94741,108484,103600,121577,124968,126294,125547,97176,85445,104564,126046 ,166338 ,136297
4,1,17 ,104389,88384,75600,55487,43506,88912,97957,99252,116475,119723,120993,116669,90218,82730,100175 ,123298 ,161000
4,1,18 ,80791,97409,82474,70545,51776,40597,80098,93462,94697,111129,114229,111977,107872,86993,78933 ,97590 ,118852
4,1,19 ,56492,75001,90428,76564,65490,48066,35186,76121,88822,89995,105612,105301,103126,103607,82674 ,76594 ,93701
4,1,20 ,31855,52217,69325,83585,70770,60534,39541,33317,72077,84103,85215,97002,96623,98687,98103 ,79931 ,73272
4,1,21 ,42562,29348,48107,63869,77006,65199,49684,37318,31444,68026,79376,78012,88718,92162,93139 ,94538 ,76215
4,1,22 ,35818,39131,26982,44229,58720,70798,61365,46762,35124,29595,64025,72466,71153,84388,86742 ,89507 ,89895
4,1,23 ,31895,32906,35950,24789,40634,53947,66490,57631,43917,32987,27795,58326,65953,67535,79254 ,83179 ,84928
4,1,24 ,20640,29322,30251,33050,22789,37355,50588,62351,54043,41183,30933,25282,53003,62504,63330 ,75884 ,78805
4,1,25 ,14826,19013,27010,27866,30444,20992,35000,47399,58420,50636,38587,28113,22956,50190,58564 ,60587 ,71834
4,1,26 ,12706,13701,17570,24960,25752,28134,19665,32788,44403,54728,47436,35063,25522,21734,47018 ,56018 ,57343
4,1,27 ,8756,11792,12716,16307,23165,23900,26367,18430,30729,41615,51291,43124,31845,24174,20369 ,44993 ,53041
4,1,28 ,5232,8168,11000,11862,15212,21610,22421,24735,17289,28827,39039,46673,39203,30192,22678 ,19511 ,42644
4,1,29 ,4192,4908,7663,10320,11129,14271,20300,21062,23236,16242,27081,35573,42489,37220,28363 ,21752 ,18517
4,1,30 ,3833,3956,4633,7233,9740,10504,13429,19102,19819,21865,15283,24718,32439,40407,35023 ,27251 ,20679
4,1,31 ,3429,3640,3757,4399,6868,9250,9902,12660,18008,18684,20613,13976,22582,30907,38093 ,33713 ,25955
4,1,32 ,2660,3276,3477,3589,4203,6562,8737,9353,11958,17010,17648,18886,12793,21556,29193 ,36738 ,32172
4,1,33 ,1469,2555,3148,3341,3448,4038,6209,8268,8851,11316,16097,16200,17319,12235,20399 ,28207 ,35125
4,1,34 ,80902,87790,94678,101566,108455,115343,122231,129119,136007,142896,149784,155032,159986,167226,173870,181998,189531
4,2,1 ,3420,2341,3141,2236,1727,1425,719,1241,223,281,727,1037,317,1151,833 ,0 ,17.25
4,2,2 ,2763,3420,2341,3141,2214,1693,1396,704,1215,218,275,710,1012,309,1122 ,812 ,0
4,2,3 ,2617,2763,3420,2341,3110,2169,1658,1367,689,1188,213,269,693,988,302 ,1094 ,791
4,2,4 ,3608,2617,2763,3420,2318,3047,2125,1623,1337,673,1161,208,262,677,964 ,294 ,1065
4,2,5 ,6315,3598,2610,2756,3377,2265,2977,2075,1584,1304,657,1131,203,255,658 ,937 ,286
4,2,6 ,7318,6282,3580,2597,2715,3291,2207,2899,2019,1541,1268,638,1099,197,248 ,638 ,908
4,2,7 ,6693,7262,6234,3552,2551,2639,3199,2144,2815,1960,1495,1230,618,1064,191 ,240 ,617
4,2,8 ,7717,6624,7187,6169,3480,2474,2558,3099,2076,2724,1896,1445,1188,597,1027 ,184 ,231
4,2,9 ,9418,7617,6538,7094,6029,3366,2391,2472,2993,2004,2629,1828,1393,1145,575 ,988 ,177
4,2,10 ,9589,9272,7500,6437,6914,5815,3245,2305,2381,2882,1929,2529,1758,1338,1099 ,552 ,948
4,2,11 ,9469,9416,9105,7364,6258,6652,5593,3120,2214,2287,2766,1850,2424,1684,1282 ,1052 ,528
4,2,12 ,8629,9274,9221,8917,7140,6005,6381,5362,2990,2121,2189,2647,1770,2317,1609 ,1223 ,1004
4,2,13 ,5416,8429,9058,9007,8623,6833,5744,6101,5125,2856,2025,2089,2525,1687,2207 ,1532 ,1164
4,2,14 ,6481,5276,8211,8825,8687,8230,6520,5478,5816,4883,2720,1928,1988,2400,1603 ,2096 ,1454
4,2,15 ,9805,6297,5126,7978,8488,8270,7832,6201,5208,5527,4638,2582,1829,1885,2275 ,1518 ,1984
4,2,16 ,7859,9502,6102,4967,7654,8059,7849,7430,5880,4936,5235,4391,2443,1729,1781 ,2148 ,1433
4,2,17 ,11247,7375,9183,5897,4753,7248,7628,7426,7026,5558,4663,4943,4143,2304,1630 ,1678 ,2022
4,2,18 ,12016,10495,6882,8851,5627,4489,6842,7198,7003,6623,5237,4391,4653,3898,2166 ,1531 ,1575
4,2,19 ,7945,11155,9743,6389,8423,5300,4226,6439,6771,6584,6224,4918,4122,4365,3654 ,2029 ,1434
4,2,20 ,4684,7344,10311,9006,5847,7912,4977,3966,6040,6348,6171,5830,4604,3857,4081 ,3415 ,1895
4,2,21 ,5365,4315,6766,9499,8214,5278,7409,4658,3711,5648,5933,5764,5443,4296,3596 ,3803 ,3180
4,2,22 ,3948,4932,3967,6220,8646,7399,4929,6916,4346,3460,5265,5528,5367,5065,3995 ,3342 ,3532
4,2,23 ,3912,3627,4531,3645,5658,7783,6891,4588,6436,4042,3217,4891,5133,4981,4698 ,3703 ,3096
4,2,24 ,2843,3597,3334,4166,3317,5096,7229,6398,4258,5969,3748,2981,4530,4751,4607 ,4342 ,3421
4,2,25 ,2183,2619,3313,3071,3799,2994,4720,6693,5921,3939,5519,3463,2753,4181,4382 ,4247 ,4000
4,2,26 ,1958,2017,2420,3062,2810,3440,2766,4359,6177,5462,3632,5086,3189,2534,3846 ,4029 ,3902
4,2,27 ,1235,1817,1872,2246,2813,2555,3169,2547,4012,5683,5023,3337,4672,2928,2325 ,3526 ,3691
4,2,28 ,793,1152,1695,1746,2075,2571,2347,2910,2338,3681,5211,4603,3057,4277,2679 ,2125 ,3222
4,2,29 ,628,744,1081,1590,1622,1907,2356,2150,2664,2139,3366,4763,4205,2791,3902 ,2442 ,1937
4,2,30 ,555,593,702,1020,1486,1500,1742,2151,1962,2430,1950,3068,4339,3828,2539 ,3548 ,2219
4,2,31 ,373,527,563,667,959,1382,1367,1587,1958,1786,2210,1773,2787,3939,3474 ,2303 ,3215
4,2,32 ,289,356,504,538,631,898,1256,1241,1440,1777,1619,2003,1606,2523,3564 ,3141 ,2081
4,2,33 ,160,278,342,484,511,594,813,1138,1124,1303,1607,1464,1810,1450,2277 ,3214 ,2830
4,2,34 ,98,184,324,428,463,620,1962,3248,4476,5647,6761,7818,8818,9761,10647 ,14475 ,18247
4,3,1 ,870,386,477,738,9,8,0,2,5,0,0,0,0,0,0,0,0
4,3,2 ,402,839,368,436,747,9,8,0,2,4,0,0,0,0,0,0,0
4,3,3 ,231,388,800,336,441,747,9,8,0,2,4,0,0,0,0,0,0
4,3,4 ,0,223,370,731,340,441,756,9,8,0,2,4,0,0,0,0,0
4,3,5 ,387,0,212,337,737,339,445,754,9,8,0,2,4,0,0,0,0
4,3,6 ,399,372,0,193,339,734,341,442,750,9,7,0,2,4,0,0,0
4,3,7 ,499,382,352,0,194,337,736,338,439,736,9,7,0,2,4,0,0
4,3,8 ,462,477,360,318,0,192,337,729,335,429,719,8,7,0,2,4,0
4,3,9 ,320,440,449,325,318,0,191,333,719,327,419,702,8,7,0,2,4
4,3,10 ,325,304,413,403,323,313,0,188,328,700,318,407,682,8,7,0,2
4,3,11 ,209,308,285,370,401,318,311,0,185,318,679,308,395,654,8,6,0
4,3,12 ,215,198,288,255,367,392,315,304,0,179,308,657,298,378,632,7,7
4,3,13 ,189,202,184,257,252,358,388,307,297,0,173,297,634,284,364,602,7
4,3,14 ,217,178,188,164,253,245,353,378,299,286,0,166,286,603,273,346,609
4,3,15 ,91,203,164,167,161,246,241,343,367,288,275,0,160,271,578,259,349
4,3,16 ,764,85,188,145,164,156,241,234,332,352,275,263,0,151,259,546,261
4,3,17 ,796,713,79,166,142,158,153,233,226,317,336,263,251,0,144,244,549
4,3,18 ,829,740,655,69,161,137,154,147,224,215,302,320,250,236,0,135,245
4,3,19 ,496,769,679,575,67,155,133,148,141,213,204,287,304,235,224,0,135
4,3,20 ,0,459,703,594,558,65,151,128,142,134,202,193,272,284,222,209,0
4,3,21 ,0,0,418,614,575,533,62,144,122,134,127,191,183,254,268,207,208
4,3,22 ,0,0,0,364,592,548,514,60,137,115,126,119,180,170,239,249,205
4,3,23 ,0,0,0,0,350,563,527,489,57,129,108,119,112,167,160,221,246
4,3,24 ,0,0,0,0,0,332,541,500,464,53,121,101,111,104,156,148,218
4,3,25 ,0,0,0,0,0,0,318,511,473,434,50,113,95,103,97,144,145
4,3,26 ,0,0,0,0,0,0,0,300,482,441,404,46,105,87,96,89,141
4,3,27 ,0,0,0,0,0,0,0,0,282,448,410,376,43,97,81,88,87
4,3,28 ,0,0,0,0,0,0,0,0,0,261,416,380,348,39,90,74,86
4,3,29 ,0,0,0,0,0,0,0,0,0,0,242,384,351,318,36,82,72
4,3,30 ,0,0,0,0,0,0,0,0,0,0,0,223,354,320,293,33,79
4,3,31 ,0,0,0,0,0,0,0,0,0,0,0,0,205,321,294,265,32
4,3,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,185,294,265,264
4,3,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,265,287
4,3,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,270
4,4,1 ,2,246,255,333,323,486,16,839,609,455,143,14,0,474,303,405,1555
4,4,2 ,52,2,246,255,333,323,486,16,839,609,455,143,14,0,474,303,405
4,4,3 ,45,52,2,246,255,333,323,486,16,839,609,455,143,14,0,474,303
4,4,4 ,36,45,51,2,244,252,330,320,481,16,831,603,451,142,14,0,469
4,4,5 ,38,35,44,50,2,241,250,326,316,476,16,822,597,446,140,14,0
4,4,6 ,45,37,34,43,49,2,238,247,322,313,470,15,812,589,440,138,14
4,4,7 ,46,44,36,34,42,48,2,234,243,317,308,463,15,800,581,434,136
4,4,8 ,44,45,43,36,33,41,47,2,230,239,312,302,455,15,786,570,426
4,4,9 ,43,43,44,42,35,33,41,46,2,225,234,305,296,445,15,769,558
4,4,10 ,36,42,42,43,42,34,32,40,46,2,220,228,298,289,434,14,750
4,4,11 ,36,36,41,42,43,41,34,32,39,45,2,214,221,289,280,422,14
4,4,12 ,32,35,35,40,41,42,40,33,31,38,44,2,206,214,279,271,408
4,4,13 ,15,31,34,34,39,39,40,39,32,30,37,42,2,198,206,268,260
4,4,14 ,18,14,29,33,32,37,38,39,37,31,28,35,41,2,189,196,257
4,4,15 ,23,17,13,28,31,31,35,36,36,35,29,27,33,38,1,180,187
4,4,16 ,24,21,16,13,26,29,28,33,33,34,32,27,25,31,36,1,170
4,4,17 ,26,22,20,15,12,24,27,27,31,31,32,30,25,23,29,34,1
4,4,18 ,21,25,22,19,14,11,23,26,26,30,30,30,29,24,22,27,32
4,4,19 ,15,20,24,20,18,13,11,22,25,24,28,28,29,28,23,20,25
4,4,20 ,0,14,19,23,20,17,13,10,21,24,23,27,27,28,26,21,19
4,4,21 ,0,0,13,18,21,18,16,12,10,20,22,22,25,26,26,24,19
4,4,22 ,0,0,0,12,16,20,17,15,11,9,18,21,20,23,23,24,22
4,4,23 ,0,0,0,0,11,15,18,16,14,10,8,17,19,19,22,22,22
4,4,24 ,0,0,0,0,0,11,14,17,15,13,10,8,16,18,17,20,20
4,4,25 ,0,0,0,0,0,0,10,13,16,14,12,9,7,15,17,16,18
4,4,26 ,0,0,0,0,0,0,0,9,13,15,13,12,9,7,14,15,15
4,4,27 ,0,0,0,0,0,0,0,0,9,12,14,12,11,8,6,13,14
4,4,28 ,0,0,0,0,0,0,0,0,0,8,11,13,11,10,8,6,12
4,4,29 ,0,0,0,0,0,0,0,0,0,0,8,10,12,11,9,7,6
4,4,30 ,0,0,0,0,0,0,0,0,0,0,0,7,9,11,10,9,7
4,4,31 ,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,9,8
4,4,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,9
4,4,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10
4,4,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
4,5,1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
