Composite table:
    qph         qph1        pqtype  step     VariableTariffCurve
    WA          WA-CN_W     p       step5              4.000e-01
    WV          KY          q       step2              5.000e-01
    WV          KY          q       step3              9.000e-01
    WV          KY          q       step4              1.000e+00
    WV          KY          q       step5              1.400e+00
    WV          KY          p       step1              1.878e-02
    WV          KY          p       step2              4.878e-02
    WV          KY          p       step3              6.878e-02
    WV          KY          p       step4              1.188e-01
    WV          KY          p       step5              8.000e-01
    WV          MD          q       step2              4.000e-01
    WV          MD          q       step3              8.000e-01
    WV          MD          q       step4              1.000e+00
    WV          MD          q       step5              1.400e+00
    WV          MD          p       step2              3.000e-02
    WV          MD          p       step3              5.000e-01
    WV          MD          p       step4              1.000e+00
    WV          MD          p       step5              2.000e+00
    WV          OH          q       step2              5.000e-01
    WV          OH          q       step3              8.000e-01
    WV          OH          q       step4              1.000e+00
    WV          OH          q       step5              1.400e+00
    WV          OH          p       step1             -2.109e-02
    WV          OH          p       step2              7.891e-02
    WV          OH          p       step3              2.789e-01
    WV          OH          p       step4              3.789e-01
    WV          OH          p       step5              8.000e-01
    WV          PA          q       step2              4.000e-01
    WV          PA          q       step3              7.000e-01
    WV          PA          q       step4              1.000e+00
    WV          PA          q       step5              1.400e+00
    WV          PA          p       step1             -4.547e-02
    WV          PA          p       step2              4.526e-03
    WV          PA          p       step3              5.453e-02
    WV          PA          p       step4              1.545e-01
    WV          PA          p       step5              4.000e-01
    WV          VA          q       step2              6.000e-01
    WV          VA          q       step3              8.000e-01
    WV          VA          q       step4              1.000e+00
    WV          VA          q       step5              1.400e+00
    WV          VA          p       step1              4.243e-02
    WV          VA          p       step2              1.224e-01
    WV          VA          p       step3              1.424e-01
    WV          VA          p       step4              5.424e-01
    WV          VA          p       step5              1.000e+00
    WI          IL          q       step2              3.000e-01
    WI          IL          q       step3              6.000e-01
    WI          IL          q       step4              1.000e+00
    WI          IL          q       step5              1.400e+00
    WI          IL          p       step1             -8.244e-02
    WI          IL          p       step2             -3.244e-02
    WI          IL          p       step3              6.756e-02
    WI          IL          p       step4              2.176e-01
    WI          IL          p       step5              6.000e-01
    WI          MI          q       step2              4.000e-01
    WI          MI          q       step3              9.000e-01
    WI          MI          q       step4              1.000e+00
    WI          MI          q       step5              1.400e+00
    WI          MI          p       step1             -1.857e-02
    WI          MI          p       step2              2.143e-02
    WI          MI          p       step3              1.314e-01
    WI          MI          p       step4              3.814e-01
    WI          MI          p       step5              8.000e-01
    WI          MN          q       step2              6.000e-01
    WI          MN          q       step3              8.000e-01
    WI          MN          q       step4              1.000e+00
    WI          MN          q       step5              1.200e+00
    WI          MN          p       step1             -3.240e-01
    WI          MN          p       step2             -2.740e-01
    WI          MN          p       step3             -2.240e-01
    WI          MN          p       step4              6.760e-01
    WI          MN          p       step5              2.000e+00
    WY          CO          q       step2              4.000e-01
    WY          CO          q       step3              7.000e-01
    WY          CO          q       step4              1.000e+00
    WY          CO          q       step5              1.400e+00
    WY          CO          p       step1             -3.357e-02
    WY          CO          p       step2             -3.567e-03
    WY          CO          p       step3              1.164e-01
    WY          CO          p       step4              2.664e-01
    WY          CO          p       step5              6.000e-01
    WY          MT          q       step2              4.000e-01
    WY          MT          q       step3              6.000e-01
    WY          MT          q       step4              1.000e+00
    WY          MT          q       step5              1.400e+00
    WY          MT          p       step1             -1.977e-01
    WY          MT          p       step2             -1.577e-01
    WY          MT          p       step3              5.226e-02
    WY          MT          p       step4              3.023e-01
    WY          MT          p       step5              1.000e+00
    WY          NE          q       step2              6.000e-01
    WY          NE          q       step3              8.000e-01
    WY          NE          q       step4              1.000e+00
    WY          NE          q       step5              1.400e+00
    WY          NE          p       step1             -1.411e-01
    WY          NE          p       step2             -9.106e-02
    WY          NE          p       step3              8.942e-03
    WY          NE          p       step4              1.589e-01
    WY          NE          p       step5              6.000e-01
    WY          SD          q       step2              2.000e-01
    WY          SD          q       step3              6.000e-01
    WY          SD          q       step4              1.000e+00
    WY          SD          q       step5              1.400e+00
    WY          SD          p       step1             -5.367e-01
    WY          SD          p       step2             -4.367e-01
    WY          SD          p       step3             -1.367e-01
    WY          SD          p       step4              2.633e-01
    WY          SD          p       step5              1.600e+00
    WY          UT          q       step2              8.000e-01
    WY          UT          q       step3              9.000e-01
    WY          UT          q       step4              1.000e+00
    WY          UT          q       step5              1.400e+00
    WY          UT          p       step1              1.322e-01
    WY          UT          p       step2              1.422e-01
    WY          UT          p       step3              1.822e-01
    WY          UT          p       step4              2.322e-01
    WY          UT          p       step5              2.000e-01
    TX_W        NM          q       step2              3.000e-01
    TX_W        NM          q       step3              6.000e-01
    TX_W        NM          q       step4              1.000e+00
    TX_W        NM          q       step5              1.400e+00
    TX_W        NM          p       step1              1.994e-01
    TX_W        NM          p       step2              2.294e-01
    TX_W        NM          p       step3              4.494e-01
    TX_W        NM          p       step4              6.994e-01
    TX_W        NM          p       step5              1.000e+00
    TX_W        OK          q       step2              6.000e-01
    TX_W        OK          q       step3              8.000e-01
    TX_W        OK          q       step4              1.000e+00
    TX_W        OK          q       step5              1.200e+00
    TX_W        OK          p       step1              4.838e-01
    TX_W        OK          p       step2              5.338e-01
    TX_W        OK          p       step3              7.338e-01
    TX_W        OK          p       step4              9.838e-01
    TX_W        OK          p       step5              1.500e+00
    TX_W        TX_N        q       step2              6.000e-01
    TX_W        TX_N        q       step3              8.000e-01
    TX_W        TX_N        q       step4              1.000e+00
    TX_W        TX_N        q       step5              1.400e+00
    TX_W        TX_N        p       step2              3.000e-02
    TX_W        TX_N        p       step3              6.000e-02
    TX_W        TX_N        p       step4              1.200e-01
    TX_W        TX_N        p       step5              4.800e-01
    TX_W        TX_E        q       step2              7.000e-01
    TX_W        TX_E        q       step3              8.000e-01
    TX_W        TX_E        q       step4              1.000e+00
    TX_W        TX_E        q       step5              1.400e+00
    TX_W        TX_E        p       step2              2.000e-02
    TX_W        TX_E        p       step3              4.000e-02
    TX_W        TX_E        p       step4              8.000e-02
    TX_W        TX_E        p       step5              2.000e-01
    TX_W        TX_W-MX_NE  q       step2              4.000e-01
    TX_W        TX_W-MX_NE  q       step3              6.000e-01
    TX_W        TX_W-MX_NE  q       step4              1.000e+00
    TX_W        TX_W-MX_NE  q       step5              1.400e+00
    TX_W        TX_W-MX_NE  p       step1              3.552e-01
    TX_W        TX_W-MX_NE  p       step2              5.052e-01
    TX_W        TX_W-MX_NE  p       step3              6.552e-01
    TX_W        TX_W-MX_NE  p       step4              9.552e-01
    TX_W        TX_W-MX_NE  p       step5              2.400e+00
    TX_N        OK          q       step2              6.000e-01
    TX_N        OK          q       step3              8.000e-01
    TX_N        OK          q       step4              1.000e+00
    TX_N        OK          q       step5              1.400e+00
    TX_N        OK          p       step2              1.000e-02
    TX_N        OK          p       step3              2.000e-02
    TX_N        OK          p       step4              5.000e-02
    TX_N        OK          p       step5              2.500e-01
    TX_N        TX_W        q       step2              6.000e-01
    TX_N        TX_W        q       step3              8.000e-01
    TX_N        TX_W        q       step4              1.000e+00
    TX_N        TX_W        q       step5              1.200e+00
    TX_N        TX_W        p       step2              5.000e-02
    TX_N        TX_W        p       step3              2.500e-01
    TX_N        TX_W        p       step4              5.000e-01
    TX_N        TX_W        p       step5              1.500e+00
    TX_N        TX_E        q       step2              5.000e-01
    TX_N        TX_E        q       step3              7.000e-01
    TX_N        TX_E        q       step4              1.000e+00
    TX_N        TX_E        q       step5              1.400e+00
    TX_N        TX_E        p       step2              1.000e-01
    TX_N        TX_E        p       step3              2.000e-01
    TX_N        TX_E        p       step4              2.500e-01
    TX_N        TX_E        p       step5              1.000e+00
    TX_E        AR          q       step2              6.000e-01
    TX_E        AR          q       step3              8.000e-01
    TX_E        AR          q       step4              1.000e+00
    TX_E        AR          q       step5              1.400e+00
    TX_E        AR          p       step1             -8.045e-02
    TX_E        AR          p       step2             -7.045e-02
    TX_E        AR          p       step3             -6.045e-02
    TX_E        AR          p       step4             -3.045e-02
    TX_E        AR          p       step5              2.500e-01
    TX_E        LA          q       step2              6.000e-01
    TX_E        LA          q       step3              8.000e-01
    TX_E        LA          q       step4              1.000e+00
    TX_E        LA          q       step5              1.400e+00
    TX_E        LA          p       step1             -4.472e-02
    TX_E        LA          p       step2             -3.472e-02
    TX_E        LA          p       step3             -2.472e-02
    TX_E        LA          p       step4              5.277e-03
    TX_E        LA          p       step5              2.500e-01
    TX_E        TX_W        q       step2              6.000e-01
    TX_E        TX_W        q       step3              8.000e-01
    TX_E        TX_W        q       step4              1.000e+00
    TX_E        TX_W        q       step5              1.200e+00
    TX_E        TX_W        p       step2              5.000e-02
    TX_E        TX_W        p       step3              2.500e-01
    TX_E        TX_W        p       step4              5.000e-01
    TX_E        TX_W        p       step5              1.500e+00
    TX_E        TX_N        q       step2              6.000e-01
    TX_E        TX_N        q       step3              8.000e-01
    TX_E        TX_N        q       step4              1.000e+00
    TX_E        TX_N        q       step5              1.400e+00
    TX_E        TX_N        p       step2              2.000e-02
    TX_E        TX_N        p       step3              4.000e-02
    TX_E        TX_N        p       step4              1.000e-01
    TX_E        TX_N        p       step5              5.000e-01
    TX_E        TX_E-MX_SS  q       step2              6.000e-01
    TX_E        TX_E-MX_SS  q       step3              8.000e-01
    TX_E        TX_E-MX_SS  q       step4              1.000e+00
    TX_E        TX_E-MX_SS  q       step5              1.400e+00
    TX_E        TX_E-MX_SS  p       step2              4.000e-02
    TX_E        TX_E-MX_SS  p       step3              1.000e-01
    TX_E        TX_E-MX_SS  p       step4              2.000e-01
    TX_E        TX_E-MX_SS  p       step5              4.000e-01
    TX_E        TX_E-MX_NE  q       step2              6.000e-01
    TX_E        TX_E-MX_NE  q       step3              8.000e-01
    TX_E        TX_E-MX_NE  q       step4              1.000e+00
    TX_E        TX_E-MX_NE  q       step5              1.400e+00
    TX_E        TX_E-MX_NE  p       step1              1.036e+00
    TX_E        TX_E-MX_NE  p       step2              1.076e+00
    TX_E        TX_E-MX_NE  p       step3              1.116e+00
    TX_E        TX_E-MX_NE  p       step4              1.196e+00
    TX_E        TX_E-MX_NE  p       step5              4.000e-01
    ME-CN_E     ME          q       step2              2.000e-01
    ME-CN_E     ME          q       step3              9.000e-01
    ME-CN_E     ME          q       step4              1.000e+00
    ME-CN_E     ME          q       step5              1.400e+00
    ME-CN_E     ME          p       step1              2.288e+00
    ME-CN_E     ME          p       step2              2.338e+00
    ME-CN_E     ME          p       step3              2.538e+00
    ME-CN_E     ME          p       step4              2.788e+00
    ME-CN_E     ME          p       step5              1.500e+00
    ME-CN_E     CN_E        q       step2              6.000e-01
    ME-CN_E     CN_E        q       step3              8.000e-01
    ME-CN_E     CN_E        q       step4              1.000e+00
    ME-CN_E     CN_E        q       step5              1.200e+00
    ME-CN_E     CN_E        p       step2              5.000e-02
    ME-CN_E     CN_E        p       step3              2.500e-01
    ME-CN_E     CN_E        p       step4              5.000e-01
    ME-CN_E     CN_E        p       step5              1.500e+00
    NH-CN_E     NH          q       step2              6.000e-01
    NH-CN_E     NH          q       step3              8.000e-01
    NH-CN_E     NH          q       step4              1.000e+00
    NH-CN_E     NH          q       step5              1.400e+00
    NH-CN_E     NH          p       step1             -5.915e-01
    NH-CN_E     NH          p       step2             -4.415e-01
    NH-CN_E     NH          p       step3              1.585e-01
    NH-CN_E     NH          p       step4              9.085e-01
    NH-CN_E     NH          p       step5              3.000e+00
    NH-CN_E     CN_E        q       step2              6.000e-01
    NH-CN_E     CN_E        q       step3              9.000e-01
    NH-CN_E     CN_E        q       step4              1.000e+00
    NH-CN_E     CN_E        q       step5              1.400e+00
    NH-CN_E     CN_E        p       step1             -3.943e-01
    NH-CN_E     CN_E        p       step2             -2.943e-01
    NH-CN_E     CN_E        p       step3              3.057e-01
    NH-CN_E     CN_E        p       step4              1.006e+00
    NH-CN_E     CN_E        p       step5              2.800e+00
    VT-CN_E     VT          q       step2              6.000e-01
    VT-CN_E     VT          q       step3              8.000e-01
    VT-CN_E     VT          q       step4              1.000e+00
    VT-CN_E     VT          q       step5              1.400e+00
    VT-CN_E     VT          p       step1             -1.603e-02
    VT-CN_E     VT          p       step2              3.968e-03
    VT-CN_E     VT          p       step3              8.397e-02
    VT-CN_E     VT          p       step4              1.840e-01
    VT-CN_E     VT          p       step5              4.000e-01
    NY-CN_E     NY          q       step2              4.000e-01
    NY-CN_E     NY          q       step3              7.000e-01
    NY-CN_E     NY          q       step4              1.000e+00
    NY-CN_E     NY          q       step5              1.400e+00
    NY-CN_E     NY          p       step1              1.129e+00
    NY-CN_E     NY          p       step2              1.179e+00
    NY-CN_E     NY          p       step3              1.229e+00
    NY-CN_E     NY          p       step4              1.629e+00
    NY-CN_E     NY          p       step5              1.000e+00
    NY-CN_E     CN_E        q       step2              7.000e-01
    NY-CN_E     CN_E        q       step3              8.000e-01
    NY-CN_E     CN_E        q       step4              1.000e+00
    NY-CN_E     CN_E        q       step5              1.400e+00
    NY-CN_E     CN_E        p       step1             -7.518e-02
    NY-CN_E     CN_E        p       step2              1.248e-01
    NY-CN_E     CN_E        p       step3              2.248e-01
    NY-CN_E     CN_E        p       step4              9.248e-01
    NY-CN_E     CN_E        p       step5              2.000e+00
    MI-CN_E     MI          q       step2              2.000e-01
    MI-CN_E     MI          q       step3              8.000e-01
    MI-CN_E     MI          q       step4              1.000e+00
    MI-CN_E     MI          q       step5              1.400e+00
    MI-CN_E     MI          p       step1              1.031e+00
    MI-CN_E     MI          p       step2              1.111e+00
    MI-CN_E     MI          p       step3              1.131e+00
    MI-CN_E     MI          p       step4              1.281e+00
    MI-CN_E     MI          p       step5              5.000e-01
    MI-CN_E     CN_E        q       step2              4.000e-01
    MI-CN_E     CN_E        q       step3              8.000e-01
    MI-CN_E     CN_E        q       step4              1.000e+00
    MI-CN_E     CN_E        q       step5              1.400e+00
    MI-CN_E     CN_E        p       step1             -2.436e-01
    MI-CN_E     CN_E        p       step2             -4.364e-02
    MI-CN_E     CN_E        p       step3              1.564e-01
    MI-CN_E     CN_E        p       step4              5.564e-01
    MI-CN_E     CN_E        p       step5              1.600e+00
    MN-CN_W     MN          q       step2              6.000e-01
    MN-CN_W     MN          q       step3              8.000e-01
    MN-CN_W     MN          q       step4              1.000e+00
    MN-CN_W     MN          q       step5              1.400e+00
    MN-CN_W     MN          p       step1             -2.255e-02
    MN-CN_W     MN          p       step2              7.448e-03
    MN-CN_W     MN          p       step3              7.745e-02
    MN-CN_W     MN          p       step4              1.774e-01
    MN-CN_W     MN          p       step5              4.000e-01
    MN-CN_W     CN_W        q       step2              7.000e-01
    MN-CN_W     CN_W        q       step3              8.500e-01
    MN-CN_W     CN_W        q       step4              1.000e+00
    MN-CN_W     CN_W        q       step5              1.400e+00
    MN-CN_W     CN_W        p       step1             -1.804e-01
    MN-CN_W     CN_W        p       step2              1.958e-02
    MN-CN_W     CN_W        p       step3              4.196e-01
    MN-CN_W     CN_W        p       step4              1.120e+00
    MN-CN_W     CN_W        p       step5              1.600e+00
    ND-CN_W     ND          q       step2              7.000e-01
    ND-CN_W     ND          q       step3              9.000e-01
    ND-CN_W     ND          q       step4              1.000e+00
    ND-CN_W     ND          q       step5              1.400e+00
    ND-CN_W     ND          p       step1             -9.378e-02
    ND-CN_W     ND          p       step2              6.224e-03
    ND-CN_W     ND          p       step3              2.062e-01
    ND-CN_W     ND          p       step4              5.062e-01
    ND-CN_W     ND          p       step5              1.200e+00
    ND-CN_W     CN_W        q       step2              6.000e-01
    ND-CN_W     CN_W        q       step3              8.000e-01
    ND-CN_W     CN_W        q       step4              1.000e+00
    ND-CN_W     CN_W        q       step5              1.200e+00
    ND-CN_W     CN_W        p       step1             -9.378e-03
    ND-CN_W     CN_W        p       step2              6.224e-04
    ND-CN_W     CN_W        p       step3              4.062e-02
    ND-CN_W     CN_W        p       step4              4.906e-01
    ND-CN_W     CN_W        p       step5              1.000e+00
    MT-CN_W     MT          q       step2              7.000e-01
    MT-CN_W     MT          q       step3              8.500e-01
    MT-CN_W     MT          q       step4              1.000e+00
    MT-CN_W     MT          q       step5              1.400e+00
    MT-CN_W     MT          p       step1             -2.380e-02
    MT-CN_W     MT          p       step2              1.620e-02
    MT-CN_W     MT          p       step3              1.262e-01
    MT-CN_W     MT          p       step4              2.762e-01
    MT-CN_W     MT          p       step5              6.000e-01
    MT-CN_W     CN_W        q       step2              7.000e-01
    MT-CN_W     CN_W        q       step3              8.500e-01
    MT-CN_W     CN_W        q       step4              1.000e+00
    MT-CN_W     CN_W        q       step5              1.400e+00
    MT-CN_W     CN_W        p       step1             -6.940e-02
    MT-CN_W     CN_W        p       step2              3.060e-02
    MT-CN_W     CN_W        p       step3              1.306e-01
    MT-CN_W     CN_W        p       step4              3.306e-01
    MT-CN_W     CN_W        p       step5              8.000e-01
    ID-CN_W     ID          q       step2              6.000e-01
    ID-CN_W     ID          q       step3              9.000e-01
    ID-CN_W     ID          q       step4              1.000e+00
    ID-CN_W     ID          q       step5              1.400e+00
    ID-CN_W     ID          p       step1             -1.535e-01
    ID-CN_W     ID          p       step2             -1.235e-01
    ID-CN_W     ID          p       step3              4.647e-02
    ID-CN_W     ID          p       step4              2.465e-01
    ID-CN_W     ID          p       step5              8.000e-01
    WA-CN_W     WA          q       step2              5.000e-01
    WA-CN_W     WA          q       step3              8.000e-01
    WA-CN_W     WA          q       step4              1.000e+00
    WA-CN_W     WA          q       step5              1.400e+00
    WA-CN_W     WA          p       step1             -3.194e-02
    WA-CN_W     WA          p       step2             -1.942e-03
    WA-CN_W     WA          p       step3              6.806e-02
    WA-CN_W     WA          p       step4              1.681e-01
    WA-CN_W     WA          p       step5              4.000e-01
    WA-CN_W     CN_W        q       step2              5.000e-01
    WA-CN_W     CN_W        q       step3              8.000e-01
    WA-CN_W     CN_W        q       step4              1.000e+00
    WA-CN_W     CN_W        q       step5              1.400e+00
    WA-CN_W     CN_W        p       step1             -3.194e-01
    WA-CN_W     CN_W        p       step2             -1.942e-02
    WA-CN_W     CN_W        p       step3              6.806e-01
    WA-CN_W     CN_W        p       step4              1.681e+00
    WA-CN_W     CN_W        p       step5              4.000e+00
    TX_W-MX_NE  MX_NE       q       step2              4.000e-01
    TX_W-MX_NE  MX_NE       q       step3              6.000e-01
    TX_W-MX_NE  MX_NE       q       step4              1.000e+00
    TX_W-MX_NE  MX_NE       q       step5              1.400e+00
    TX_W-MX_NE  MX_NE       p       step1             -5.527e-02
    TX_W-MX_NE  MX_NE       p       step2              9.473e-02
    TX_W-MX_NE  MX_NE       p       step3              2.447e-01
    TX_W-MX_NE  MX_NE       p       step4              5.447e-01
    TX_W-MX_NE  MX_NE       p       step5              2.400e+00
    AZ-MX_NW    MX_NW       q       step2              4.000e-01
    AZ-MX_NW    MX_NW       q       step3              8.000e-01
    AZ-MX_NW    MX_NW       q       step4              1.000e+00
    AZ-MX_NW    MX_NW       q       step5              1.400e+00
    AZ-MX_NW    MX_NW       p       step1             -1.800e-01
    AZ-MX_NW    MX_NW       p       step5              8.000e-01
    CA-MX_NW    CA          q       step2              4.000e-01
    CA-MX_NW    CA          q       step3              8.000e-01
    CA-MX_NW    CA          q       step4              1.000e+00
    CA-MX_NW    CA          q       step5              1.400e+00
    CA-MX_NW    CA          p       step1              2.155e+00
    CA-MX_NW    CA          p       step2              2.175e+00
    CA-MX_NW    CA          p       step3              2.355e+00
    CA-MX_NW    CA          p       step4              2.555e+00
    CA-MX_NW    CA          p       step5              8.000e-01
    CA-MX_NW    MX_NW       q       step2              4.000e-01
    CA-MX_NW    MX_NW       q       step3              8.000e-01
    CA-MX_NW    MX_NW       q       step4              1.000e+00
    CA-MX_NW    MX_NW       q       step5              1.400e+00
    CA-MX_NW    MX_NW       p       step1             -1.792e-01
    CA-MX_NW    MX_NW       p       step2              7.571e-04
    CA-MX_NW    MX_NW       p       step3              7.571e-04
    CA-MX_NW    MX_NW       p       step4              7.571e-04
    CA-MX_NW    MX_NW       p       step5              8.000e-01
    TX_E-MX_SS  MX_SS       q       step2              6.000e-01
    TX_E-MX_SS  MX_SS       q       step3              8.000e-01
    TX_E-MX_SS  MX_SS       q       step4              1.000e+00
    TX_E-MX_SS  MX_SS       q       step5              1.400e+00
    TX_E-MX_SS  MX_SS       p       step2              4.000e-02
    TX_E-MX_SS  MX_SS       p       step3              1.000e-01
    TX_E-MX_SS  MX_SS       p       step4              2.000e-01
    TX_E-MX_SS  MX_SS       p       step5              4.000e-01
    TX_E-MX_NE  TX_E        q       step2              4.000e-01
    TX_E-MX_NE  TX_E        q       step3              6.000e-01
    TX_E-MX_NE  TX_E        q       step4              1.000e+00
    TX_E-MX_NE  TX_E        q       step5              1.400e+00
    TX_E-MX_NE  TX_E        p       step1              1.036e+00
    TX_E-MX_NE  TX_E        p       step2              1.076e+00
    TX_E-MX_NE  TX_E        p       step3              1.116e+00
    TX_E-MX_NE  TX_E        p       step4              1.196e+00
    TX_E-MX_NE  TX_E        p       step5              4.000e-01
    TX_E-MX_NE  MX_NE       q       step2              6.000e-01
    TX_E-MX_NE  MX_NE       q       step3              8.000e-01
    TX_E-MX_NE  MX_NE       q       step4              1.000e+00
    TX_E-MX_NE  MX_NE       q       step5              1.400e+00
    TX_E-MX_NE  MX_NE       p       step1             -4.004e-02
    TX_E-MX_NE  MX_NE       p       step2             -4.038e-05
    TX_E-MX_NE  MX_NE       p       step3              3.996e-02
    TX_E-MX_NE  MX_NE       p       step4              1.200e-01
    TX_E-MX_NE  MX_NE       p       step5              4.000e-01
    MX_NE       TX_W-MX_NE  q       step2              4.000e-01
    MX_NE       TX_W-MX_NE  q       step3              6.000e-01
    MX_NE       TX_W-MX_NE  q       step4              1.000e+00
    MX_NE       TX_W-MX_NE  q       step5              1.400e+00
    MX_NE       TX_W-MX_NE  p       step2              1.000e-01
    MX_NE       TX_W-MX_NE  p       step3              1.000e-01
    MX_NE       TX_W-MX_NE  p       step4              2.000e-01
    MX_NE       TX_W-MX_NE  p       step5              4.000e-01
    MX_NE       TX_E-MX_NE  q       step2              6.000e-01
    MX_NE       TX_E-MX_NE  q       step3              8.000e-01
    MX_NE       TX_E-MX_NE  q       step4              1.000e+00
    MX_NE       TX_E-MX_NE  q       step5              1.200e+00
    MX_NE       TX_E-MX_NE  p       step1             -4.004e-02
    MX_NE       TX_E-MX_NE  p       step2             -4.038e-05
    MX_NE       TX_E-MX_NE  p       step3              3.996e-02
    MX_NE       TX_E-MX_NE  p       step4              1.200e-01
    MX_NE       TX_E-MX_NE  p       step5              4.000e-01
    MX_NE       MX_NW       q       step2              4.000e-01
    MX_NE       MX_NW       q       step3              6.000e-01
    MX_NE       MX_NW       q       step4              1.000e+00
    MX_NE       MX_NW       q       step5              1.400e+00
    MX_NE       MX_NW       p       step2              5.400e-01
    MX_NE       MX_NW       p       step3              1.030e+00
    MX_NE       MX_NW       p       step4              1.330e+00
    MX_NE       MX_NW       p       step5              2.000e+00
    MX_NE       MX_IW       q       step2              4.000e-01
    MX_NE       MX_IW       q       step3              5.000e-01
    MX_NE       MX_IW       q       step4              1.000e+00
    MX_NE       MX_IW       q       step5              1.400e+00
    MX_NE       MX_IW       p       step2              3.400e-01
    MX_NE       MX_IW       p       step3              3.400e-01
    MX_NE       MX_IW       p       step4              5.700e-01
    MX_NE       MX_IW       p       step5              8.000e-01
    MX_NE       MX_SS       q       step2              4.000e-01
    MX_NE       MX_SS       q       step3              6.000e-01
    MX_NE       MX_SS       q       step4              1.000e+00
    MX_NE       MX_SS       q       step5              1.400e+00
    MX_NE       MX_SS       p       step2              1.000e-01
    MX_NE       MX_SS       p       step3              1.800e-01
    MX_NE       MX_SS       p       step4              3.600e-01
    MX_NE       MX_SS       p       step5              8.000e-01
    MX_NW       CA-MX_NW    q       step2              4.000e-01
    MX_NW       CA-MX_NW    q       step3              8.000e-01
    MX_NW       CA-MX_NW    q       step4              1.000e+00
    MX_NW       CA-MX_NW    q       step5              1.400e+00
    MX_NW       CA-MX_NW    p       step1             -1.792e-01
    MX_NW       CA-MX_NW    p       step2              7.571e-04
    MX_NW       CA-MX_NW    p       step3              7.571e-04
    MX_NW       CA-MX_NW    p       step4              7.571e-04
    MX_NW       CA-MX_NW    p       step5              8.000e-01
    MX_IW       MX_CE       q       step2              4.000e-01
    MX_IW       MX_CE       q       step3              8.000e-01
    MX_IW       MX_CE       q       step4              1.000e+00
    MX_IW       MX_CE       q       step5              1.400e+00
    MX_IW       MX_CE       p       step2              1.700e-01
    MX_IW       MX_CE       p       step3              1.700e-01
    MX_IW       MX_CE       p       step4              4.400e-01
    MX_IW       MX_CE       p       step5              8.000e-01
    MX_CE       MX_IW       q       step2              4.000e-01
    MX_CE       MX_IW       q       step3              6.000e-01
    MX_CE       MX_IW       q       step4              1.000e+00
    MX_CE       MX_IW       q       step5              1.400e+00
    MX_CE       MX_IW       p       step2              5.200e-01
    MX_CE       MX_IW       p       step3              5.200e-01
    MX_CE       MX_IW       p       step4              5.200e-01
    MX_CE       MX_IW       p       step5              8.000e-01
    MX_SS       MX_NE       q       step2              4.000e-01
    MX_SS       MX_NE       q       step3              6.000e-01
    MX_SS       MX_NE       q       step4              1.000e+00
    MX_SS       MX_NE       q       step5              1.400e+00
    MX_SS       MX_NE       p       step2              3.600e-01
    MX_SS       MX_NE       p       step3              3.600e-01
    MX_SS       MX_NE       p       step4              3.600e-01
    MX_SS       MX_NE       p       step5              8.000e-01
    MX_SS       MX_IW       q       step2              4.000e-01
    MX_SS       MX_IW       q       step3              6.000e-01
    MX_SS       MX_IW       q       step4              1.000e+00
    MX_SS       MX_IW       q       step5              1.400e+00
    MX_SS       MX_IW       p       step2              2.300e-01
    MX_SS       MX_IW       p       step3              3.600e-01
    MX_SS       MX_IW       p       step4              3.600e-01
    MX_SS       MX_IW       p       step5              8.000e-01
    MX_SS       MX_CE       q       step2              4.000e-01
    MX_SS       MX_CE       q       step3              8.000e-01
    MX_SS       MX_CE       q       step4              1.000e+00
    MX_SS       MX_CE       q       step5              1.400e+00
    MX_SS       MX_CE       p       step2              2.800e-01
    MX_SS       MX_CE       p       step3              2.800e-01
    MX_SS       MX_CE       p       step4              5.000e-01
    MX_SS       MX_CE       p       step5              8.000e-01
    CN_E        ME-CN_E     q       step2              4.000e-01
    CN_E        ME-CN_E     q       step3              8.000e-01
    CN_E        ME-CN_E     q       step4              1.000e+00
    CN_E        ME-CN_E     q       step5              1.400e+00
    CN_E        ME-CN_E     p       step2              5.000e-02
    CN_E        ME-CN_E     p       step3              2.500e-01
    CN_E        ME-CN_E     p       step4              5.000e-01
    CN_E        ME-CN_E     p       step5              1.500e+00
    CN_E        NH-CN_E     q       step2              6.000e-01
    CN_E        NH-CN_E     q       step3              9.000e-01
    CN_E        NH-CN_E     q       step4              1.000e+00
    CN_E        NH-CN_E     q       step5              1.400e+00
    CN_E        NH-CN_E     p       step1             -3.943e-01
    CN_E        NH-CN_E     p       step2             -2.943e-01
    CN_E        NH-CN_E     p       step3              3.057e-01
    CN_E        NH-CN_E     p       step4              1.006e+00
    CN_E        NH-CN_E     p       step5              2.800e+00
    CN_E        VT-CN_E     q       step2              6.000e-01
    CN_E        VT-CN_E     q       step3              9.000e-01
    CN_E        VT-CN_E     q       step4              1.000e+00
    CN_E        VT-CN_E     q       step5              1.400e+00
    CN_E        VT-CN_E     p       step1             -8.016e-02
    CN_E        VT-CN_E     p       step2              1.984e-02
    CN_E        VT-CN_E     p       step3              4.198e-01
    CN_E        VT-CN_E     p       step4              9.198e-01
    CN_E        VT-CN_E     p       step5              2.000e+00
    CN_E        NY-CN_E     q       step2              4.000e-01
    CN_E        NY-CN_E     q       step3              7.000e-01
    CN_E        NY-CN_E     q       step4              1.000e+00
    CN_E        NY-CN_E     q       step5              1.400e+00
    CN_E        NY-CN_E     p       step1             -7.518e-02
    CN_E        NY-CN_E     p       step2              1.248e-01
