Composite Table: 
seasons  regions   hours       load
'2'      '17'       '4'      2807.569403
'2'      '17'       '5'      2693.056074
'2'      '17'       '6'      2717.179125
'2'      '17'       '7'      2867.069833
'2'      '17'       '8'      3010.979060
'2'      '17'       '9'      3022.941142
'2'      '17'       '10'      3049.646590
'2'      '17'       '11'      3082.096814
'2'      '17'       '12'      3182.839271
'2'      '17'       '13'      3293.187537
'2'      '17'       '14'      3368.099030
'2'      '17'       '15'      3446.582091
'2'      '17'       '16'      3436.397022
'2'      '17'       '17'      3455.155120
'2'      '17'       '18'      3449.193033
'2'      '17'       '19'      3410.153707
'2'      '17'       '20'      3262.028469
'2'      '17'       '21'      3204.968220
'2'      '17'       '22'      3136.311804
'2'      '17'       '23'      3037.883355
'2'      '17'       '24'      3049.402869
'3'      '17'       '1'      1102.391069
'3'      '17'       '2'      1069.763198
'3'      '17'       '3'      1063.932562
'3'      '17'       '4'      1029.620743
'3'      '17'       '5'      981.633366
'3'      '17'       '6'      991.457178
'3'      '17'       '7'      1035.024346
'3'      '17'       '8'      1107.798779
'3'      '17'       '9'      1122.922322
'3'      '17'       '10'      1089.945921
'3'      '17'       '11'      1103.777328
'3'      '17'       '12'      1105.455555
'3'      '17'       '13'      1142.726324
'3'      '17'       '14'      1137.488758
'3'      '17'       '15'      1137.409389
'3'      '17'       '16'      1143.441869
'3'      '17'       '17'      1145.743190
'3'      '17'       '18'      1160.464101
'3'      '17'       '19'      1158.384864
'3'      '17'       '20'      1126.736438
'3'      '17'       '21'      1114.507653
'3'      '17'       '22'      1120.747317
'3'      '17'       '23'      1114.657792
'3'      '17'       '24'      1105.296201
'4'      '17'       '1'      2164.661876
'4'      '17'       '2'      2123.216405
'4'      '17'       '3'      2108.555567
'4'      '17'       '4'      2188.264623
'4'      '17'       '5'      2093.916864
'4'      '17'       '6'      2112.361473
'4'      '17'       '7'      2170.306301
'4'      '17'       '8'      2142.088704
'4'      '17'       '9'      2201.923139
'4'      '17'       '10'      2181.231393
'4'      '17'       '11'      2158.220237
'4'      '17'       '12'      2144.201397
'4'      '17'       '13'      2126.638726
'4'      '17'       '14'      2151.349078
'4'      '17'       '15'      2270.065764
'4'      '17'       '16'      2190.799985
'4'      '17'       '17'      2208.632097
'4'      '17'       '18'      2255.125536
'4'      '17'       '19'      2214.907131
'4'      '17'       '20'      2207.069042
'4'      '17'       '21'      2152.445957
'4'      '17'       '22'      2159.676943
'4'      '17'       '23'      2173.351018
'4'      '17'       '24'      2204.808389
'1'      '18'       '1'      524.962834
'1'      '18'       '2'      552.731982
'1'      '18'       '3'      530.650467
'1'      '18'       '4'      518.381514
'1'      '18'       '5'      511.511415
'1'      '18'       '6'      541.811961
'1'      '18'       '7'      582.008777
'1'      '18'       '8'      544.297152
'1'      '18'       '9'      593.572915
'1'      '18'       '10'      591.473899
'1'      '18'       '11'      599.587337
'1'      '18'       '12'      608.966949
'1'      '18'       '13'      612.487033
'1'      '18'       '14'      614.882632
'1'      '18'       '15'      612.548768
'1'      '18'       '16'      606.428381
'1'      '18'       '17'      603.550938
'1'      '18'       '18'      634.957885
'1'      '18'       '19'      579.742283
'1'      '18'       '20'      584.363478
'1'      '18'       '21'      571.411591
'1'      '18'       '22'      596.598213
'1'      '18'       '23'      567.100863
'1'      '18'       '24'      581.150859
'2'      '18'       '1'      1473.043825
'2'      '18'       '2'      1428.864600
'2'      '18'       '3'      1361.031248
'2'      '18'       '4'      1320.178874
'2'      '18'       '5'      1297.764451
'2'      '18'       '6'      1353.102334
'2'      '18'       '7'      1451.627948
'2'      '18'       '8'      1579.153126
'2'      '18'       '9'      1534.648184
'2'      '18'       '10'      1454.703444
'2'      '18'       '11'      1447.953431
'2'      '18'       '12'      1473.549402
'2'      '18'       '13'      1530.295037
'2'      '18'       '14'      1572.557145
'2'      '18'       '15'      1598.959189
'2'      '18'       '16'      1609.885843
'2'      '18'       '17'      1578.997463
'2'      '18'       '18'      1590.050868
'2'      '18'       '19'      1493.590274
'2'      '18'       '20'      1458.090330
'2'      '18'       '21'      1511.383484
'2'      '18'       '22'      1411.474407
'2'      '18'       '23'      1475.199202
'2'      '18'       '24'      1470.140986
'3'      '18'       '1'      571.361738
'3'      '18'       '2'      560.478165
'3'      '18'       '3'      539.610081
'3'      '18'       '4'      527.113125
'3'      '18'       '5'      516.070795
'3'      '18'       '6'      542.312388
'3'      '18'       '7'      585.980832
'3'      '18'       '8'      540.277780
'3'      '18'       '9'      580.857026
'3'      '18'       '10'      593.942375
'3'      '18'       '11'      585.041165
'3'      '18'       '12'      591.088335
'3'      '18'       '13'      589.705099
'3'      '18'       '14'      587.398871
'3'      '18'       '15'      581.550658
'3'      '18'       '16'      593.178713
'3'      '18'       '17'      593.014470
'3'      '18'       '18'      605.652338
'3'      '18'       '19'      607.242798
'3'      '18'       '20'      586.067324
'3'      '18'       '21'      582.468295
'3'      '18'       '22'      541.963161
'3'      '18'       '23'      562.646362
'3'      '18'       '24'      580.912481
'4'      '18'       '1'      1086.559684
'4'      '18'       '2'      1051.875059
'4'      '18'       '3'      1015.649152
'4'      '18'       '4'      989.281462
'4'      '18'       '5'      964.914375
'4'      '18'       '6'      1008.266315
'4'      '18'       '7'      1087.954277
'4'      '18'       '8'      1077.434376
'4'      '18'       '9'      1156.534012
'4'      '18'       '10'      1169.717364
'4'      '18'       '11'      1160.710598
'4'      '18'       '12'      1155.628822
'4'      '18'       '13'      1154.199985
'4'      '18'       '14'      1137.860815
'4'      '18'       '15'      1110.883803
'4'      '18'       '16'      1100.071567
'4'      '18'       '17'      1111.683825
'4'      '18'       '18'      1186.080893
'4'      '18'       '19'      1199.415631
'4'      '18'       '20'      1171.325330
'4'      '18'       '21'      1139.546084
'4'      '18'       '22'      1087.859972
'4'      '18'       '23'      1062.246491
'4'      '18'       '24'      1079.021204
'1'      '19'       '1'      472.346820
'1'      '19'       '2'      507.550625
'1'      '19'       '3'      491.080528
'1'      '19'       '4'      479.539969
'1'      '19'       '5'      467.282231
'1'      '19'       '6'      475.416499
'1'      '19'       '7'      500.045943
'1'      '19'       '8'      530.402938
'1'      '19'       '9'      510.080163
'1'      '19'       '10'      468.264897
'1'      '19'       '11'      451.348082
'1'      '19'       '12'      457.535948
'1'      '19'       '13'      454.647006
'1'      '19'       '14'      455.394956
'1'      '19'       '15'      453.659055
'1'      '19'       '16'      451.408247
'1'      '19'       '17'      453.817311
'1'      '19'       '18'      463.766965
'1'      '19'       '19'      468.862585
'1'      '19'       '20'      495.896972
'1'      '19'       '21'      505.612259
'1'      '19'       '22'      504.355937
'1'      '19'       '23'      491.564564
'1'      '19'       '24'      525.301972
'2'      '19'       '1'      894.224642
'2'      '19'       '2'      958.379155
'2'      '19'       '3'      915.652988
'2'      '19'       '4'      938.162879
'2'      '19'       '5'      902.054452
'2'      '19'       '6'      917.213173
'2'      '19'       '7'      932.532688
'2'      '19'       '8'      919.175969
'2'      '19'       '9'      961.657119
'2'      '19'       '10'      937.790941
'2'      '19'       '11'      965.248739
'2'      '19'       '12'      994.538433
'2'      '19'       '13'      1014.834875
'2'      '19'       '14'      1007.502818
'2'      '19'       '15'      1023.088387
'2'      '19'       '16'      1031.434271
'2'      '19'       '17'      1041.116262
'2'      '19'       '18'      1056.854262
'2'      '19'       '19'      1027.880376
'2'      '19'       '20'      973.173356
'2'      '19'       '21'      1019.354613
'2'      '19'       '22'      948.931027
'2'      '19'       '23'      968.867859
'2'      '19'       '24'      939.246176
'3'      '19'       '1'      482.818907
'3'      '19'       '2'      483.493357
'3'      '19'       '3'      513.617165
'3'      '19'       '4'      502.560048
'3'      '19'       '5'      490.497797
'3'      '19'       '6'      498.440876
'3'      '19'       '7'      523.240398
'3'      '19'       '8'      509.330724
'3'      '19'       '9'      475.430985
'3'      '19'       '10'      454.777363
'3'      '19'       '11'      440.683013
'3'      '19'       '12'      446.223225
'3'      '19'       '13'      446.902900
'3'      '19'       '14'      446.685313
'3'      '19'       '15'      442.914088
'3'      '19'       '16'      461.779276
'3'      '19'       '17'      467.965993
'3'      '19'       '18'      534.988325
'3'      '19'       '19'      491.020986
'3'      '19'       '20'      461.988658
'3'      '19'       '21'      470.257821
'3'      '19'       '22'      496.019623
'3'      '19'       '23'      507.285015
'3'      '19'       '24'      495.379158
'4'      '19'       '1'      886.972359
'4'      '19'       '2'      868.821566
'4'      '19'       '3'      911.364162
'4'      '19'       '4'      892.238202
'4'      '19'       '5'      866.331386
'4'      '19'       '6'      885.844864
'4'      '19'       '7'      932.795235
'4'      '19'       '8'      868.201499
'4'      '19'       '9'      903.934774
'4'      '19'       '10'      894.951751
'4'      '19'       '11'      892.778464
'4'      '19'       '12'      890.623400
'4'      '19'       '13'      880.380309
'4'      '19'       '14'      874.623650
'4'      '19'       '15'      924.312699
'4'      '19'       '16'      906.153313
'4'      '19'       '17'      880.290783
'4'      '19'       '18'      970.285885
'4'      '19'       '19'      929.012936
'4'      '19'       '20'      903.846621
'4'      '19'       '21'      879.351209
'4'      '19'       '22'      892.931782
'4'      '19'       '23'      893.199239
'4'      '19'       '24'      890.251603
'1'      '20'       '1'      1236.536130
'1'      '20'       '2'      1258.384854
'1'      '20'       '3'      1205.129769
'1'      '20'       '4'      1158.647983
'1'      '20'       '5'      1110.873280
'1'      '20'       '6'      1124.913281
'1'      '20'       '7'      1168.672018
'1'      '20'       '8'      1256.856758
'1'      '20'       '9'      1351.089890
'1'      '20'       '10'      1402.184201
'1'      '20'       '11'      1441.383825
'1'      '20'       '12'      1476.202222
'1'      '20'       '13'      1510.318661
'1'      '20'       '14'      1540.091356
'1'      '20'       '15'      1561.660875
'1'      '20'       '16'      1575.351366
'1'      '20'       '17'      1579.058587
'1'      '20'       '18'      1541.766921
'1'      '20'       '19'      1500.186574
'1'      '20'       '20'      1459.123556
'1'      '20'       '21'      1428.025921
'1'      '20'       '22'      1346.644550
'1'      '20'       '23'      1311.523361
'1'      '20'       '24'      1288.832738
'2'      '20'       '1'      2770.006735
'2'      '20'       '2'      2657.476477
'2'      '20'       '3'      2502.669559
'2'      '20'       '4'      2389.216433
'2'      '20'       '5'      2260.915155
'2'      '20'       '6'      2285.147281
'2'      '20'       '7'      2424.189719
'2'      '20'       '8'      2681.780719
'2'      '20'       '9'      2954.536814
'2'      '20'       '10'      3109.838531
'2'      '20'       '11'      3290.564458
'2'      '20'       '12'      3444.605902
'2'      '20'       '13'      3607.836419
'2'      '20'       '14'      3740.255414
'2'      '20'       '15'      3843.311463
'2'      '20'       '16'      3911.650863
'2'      '20'       '17'      3919.981074
'2'      '20'       '18'      3794.092091
'2'      '20'       '19'      3640.033825
'2'      '20'       '20'      3422.944873
'2'      '20'       '21'      3260.276024
'2'      '20'       '22'      3040.868210
'2'      '20'       '23'      2919.942111
'2'      '20'       '24'      2809.321021
'3'      '20'       '1'      1235.494034
'3'      '20'       '2'      1261.695599
'3'      '20'       '3'      1197.781894
'3'      '20'       '4'      1159.240552
'3'      '20'       '5'      1105.936331
'3'      '20'       '6'      1116.331728
'3'      '20'       '7'      1127.738807
'3'      '20'       '8'      1159.347431
'3'      '20'       '9'      1242.868316
'3'      '20'       '10'      1281.354850
'3'      '20'       '11'      1312.084219
'3'      '20'       '12'      1338.786077
'3'      '20'       '13'      1360.369707
'3'      '20'       '14'      1378.723431
'3'      '20'       '15'      1386.056635
'3'      '20'       '16'      1381.377589
'3'      '20'       '17'      1371.037965
'3'      '20'       '18'      1404.228688
'3'      '20'       '19'      1406.583665
'3'      '20'       '20'      1348.628124
'3'      '20'       '21'      1312.618832
'3'      '20'       '22'      1252.935331
'3'      '20'       '23'      1244.619906
'3'      '20'       '24'      1250.883995
'4'      '20'       '1'      2615.421721
'4'      '20'       '2'      2557.547618
'4'      '20'       '3'      2568.560229
'4'      '20'       '4'      2584.597636
'4'      '20'       '5'      2663.423182
'4'      '20'       '6'      2624.432887
'4'      '20'       '7'      2597.306033
'4'      '20'       '8'      2559.984275
'4'      '20'       '9'      2602.729557
'4'      '20'       '10'      2647.618938
'4'      '20'       '11'      2556.143157
'4'      '20'       '12'      2566.894158
'4'      '20'       '13'      2649.253330
'4'      '20'       '14'      2643.532071
'4'      '20'       '15'      2617.933157
'4'      '20'       '16'      2694.096000
'4'      '20'       '17'      2700.731464
'4'      '20'       '18'      2563.326645
'4'      '20'       '19'      2642.302274
'4'      '20'       '20'      2635.344203
'4'      '20'       '21'      2541.064790
'4'      '20'       '22'      2580.970334
'4'      '20'       '23'      2590.603308
'4'      '20'       '24'      2511.342066
'1'      '21'       '1'      940.776063
'1'      '21'       '2'      1116.050117
'1'      '21'       '3'      987.112249
'1'      '21'       '4'      931.811549
'1'      '21'       '5'      800.433900
'1'      '21'       '6'      807.324756
'1'      '21'       '7'      807.411488
'1'      '21'       '8'      938.081003
'1'      '21'       '9'      1029.158312
'1'      '21'       '10'      1111.262174
'1'      '21'       '11'      1120.453654
'1'      '21'       '12'      1129.944089
'1'      '21'       '13'      1132.243670
'1'      '21'       '14'      1128.793914
'1'      '21'       '15'      1122.981911
'1'      '21'       '16'      1108.763747
'1'      '21'       '17'      1081.472417
'1'      '21'       '18'      1114.361587
'1'      '21'       '19'      1071.562166
'1'      '21'       '20'      1002.329116
'1'      '21'       '21'      1018.104628
'1'      '21'       '22'      964.173652
'1'      '21'       '23'      981.780598
'1'      '21'       '24'      1083.927363
'2'      '21'       '1'      2881.381461
'2'      '21'       '2'      2990.894476
'2'      '21'       '3'      2698.769897
'2'      '21'       '4'      2459.670865
'2'      '21'       '5'      2342.241383
'2'      '21'       '6'      2410.269569
'2'      '21'       '7'      2511.559755
'2'      '21'       '8'      2812.567813
'2'      '21'       '9'      3252.388592
'2'      '21'       '10'      3355.185177
'2'      '21'       '11'      3462.002469
'2'      '21'       '12'      3504.460759
'2'      '21'       '13'      3674.999620
'2'      '21'       '14'      3705.694797
'2'      '21'       '15'      3746.373450
'2'      '21'       '16'      3781.149035
'2'      '21'       '17'      3758.887322
'2'      '21'       '18'      3711.456200
'2'      '21'       '19'      3664.512207
'2'      '21'       '20'      3466.048403
'2'      '21'       '21'      3449.110215
'2'      '21'       '22'      3115.377401
'2'      '21'       '23'      3018.457287
'2'      '21'       '24'      3017.621112
'3'      '21'       '1'      1071.356853
'3'      '21'       '2'      1095.262635
'3'      '21'       '3'      967.283192
'3'      '21'       '4'      843.432804
'3'      '21'       '5'      764.748324
'3'      '21'       '6'      758.094788
'3'      '21'       '7'      757.665444
'3'      '21'       '8'      816.902927
'3'      '21'       '9'      993.790703
'3'      '21'       '10'      1038.061866
'3'      '21'       '11'      1168.231901
'3'      '21'       '12'      1197.697236
'3'      '21'       '13'      1270.964259
'3'      '21'       '14'      1203.883688
'3'      '21'       '15'      1195.080536
'3'      '21'       '16'      1175.918366
'3'      '21'       '17'      1114.254863
'3'      '21'       '18'      1207.133879
'3'      '21'       '19'      1209.841366
'3'      '21'       '20'      1181.321976
'3'      '21'       '21'      1095.985718
'3'      '21'       '22'      963.634104
'3'      '21'       '23'      977.309688
'3'      '21'       '24'      1073.913187
'4'      '21'       '1'      1924.639872
'4'      '21'       '2'      1862.918674
'4'      '21'       '3'      1498.313083
'4'      '21'       '4'      1161.909217
'4'      '21'       '5'      993.228331
'4'      '21'       '6'      989.161343
'4'      '21'       '7'      988.370108
'4'      '21'       '8'      1131.250979
'4'      '21'       '9'      1699.837347
'4'      '21'       '10'      1850.562493
'4'      '21'       '11'      1890.370477
'4'      '21'       '12'      1915.261246
'4'      '21'       '13'      1910.322292
'4'      '21'       '14'      1920.672508
'4'      '21'       '15'      1893.004762
'4'      '21'       '16'      1873.259721
'4'      '21'       '17'      1878.349524
'4'      '21'       '18'      2024.240987
'4'      '21'       '19'      2138.818147
'4'      '21'       '20'      2126.515411
'4'      '21'       '21'      2040.133467
'4'      '21'       '22'      1464.109773
'4'      '21'       '23'      1579.009825
'4'      '21'       '24'      1869.608017
'1'      '22'       '1'      866.185989
'1'      '22'       '2'      1124.500754
'1'      '22'       '3'      905.303111
'1'      '22'       '4'      843.117537
'1'      '22'       '5'      619.739267
'1'      '22'       '6'      624.148128
'1'      '22'       '7'      622.428492
'1'      '22'       '8'      849.404174
'1'      '22'       '9'      967.862987
'1'      '22'       '10'      1136.249448
'1'      '22'       '11'      1151.309622
'1'      '22'       '12'      1170.269047
'1'      '22'       '13'      1169.766556
'1'      '22'       '14'      1169.361772
'1'      '22'       '15'      1160.543253
'1'      '22'       '16'      1147.231331
'1'      '22'       '17'      1118.847216
'1'      '22'       '18'      1149.996012
'1'      '22'       '19'      1091.221040
'1'      '22'       '20'      941.791173
'1'      '22'       '21'      954.170761
'1'      '22'       '22'      741.528950
'1'      '22'       '23'      906.552142
'1'      '22'       '24'      1087.013306
'2'      '22'       '1'      2391.281383
'2'      '22'       '2'      2497.747371
'2'      '22'       '3'      2104.684073
'2'      '22'       '4'      1979.217768
'2'      '22'       '5'      1831.921983
'2'      '22'       '6'      1900.290806
'2'      '22'       '7'      2007.936020
'2'      '22'       '8'      2332.609887
'2'      '22'       '9'      2772.700699
'2'      '22'       '10'      2884.582502
'2'      '22'       '11'      2963.395466
'2'      '22'       '12'      3177.603304
'2'      '22'       '13'      3231.007158
'2'      '22'       '14'      3274.071317
'2'      '22'       '15'      3326.190057
'2'      '22'       '16'      3366.423767
'2'      '22'       '17'      3340.080935
'2'      '22'       '18'      3310.471899
'2'      '22'       '19'      3191.367099
'2'      '22'       '20'      2992.926279
'2'      '22'       '21'      2957.099595
'2'      '22'       '22'      2624.652050
'2'      '22'       '23'      2534.887486
'2'      '22'       '24'      2534.369814
'3'      '22'       '1'      1077.159227
'3'      '22'       '2'      1105.977891
'3'      '22'       '3'      892.160004
'3'      '22'       '4'      676.026893
'3'      '22'       '5'      580.300503
'3'      '22'       '6'      568.540949
'3'      '22'       '7'      565.213115
'3'      '22'       '8'      644.017577
'3'      '22'       '9'      937.324953
'3'      '22'       '10'      1129.169441
'3'      '22'       '11'      1235.600659
'3'      '22'       '12'      1271.873228
'3'      '22'       '13'      1283.894326
'3'      '22'       '14'      1283.531869
'3'      '22'       '15'      1266.194935
'3'      '22'       '16'      1252.794785
'3'      '22'       '17'      1152.314939
'3'      '22'       '18'      1253.037646
'3'      '22'       '19'      1309.343658
'3'      '22'       '20'      1240.418342
'3'      '22'       '21'      1106.768667
'3'      '22'       '22'      889.989612
'3'      '22'       '23'      906.307143
'3'      '22'       '24'      1082.971026
'4'      '22'       '1'      2108.508136
'4'      '22'       '2'      2039.081627
'4'      '22'       '3'      1295.629813
'4'      '22'       '4'      986.251460
'4'      '22'       '5'      780.489717
'4'      '22'       '6'      767.669199
'4'      '22'       '7'      757.654048
'4'      '22'       '8'      940.520870
'4'      '22'       '9'      2003.290679
'4'      '22'       '10'      2064.628527
'4'      '22'       '11'      2112.436492
'4'      '22'       '12'      2147.606365
'4'      '22'       '13'      2142.872248
'4'      '22'       '14'      2161.239572
'4'      '22'       '15'      2126.840176
'4'      '22'       '16'      2100.540388
'4'      '22'       '17'      2100.361916
'4'      '22'       '18'      2621.940841
'4'      '22'       '19'      2699.699156
'4'      '22'       '20'      2389.079188
'4'      '22'       '21'      2178.893776
'4'      '22'       '22'      1404.024283
'4'      '22'       '23'      1593.831875
'4'      '22'       '24'      2052.147653
'1'      '23'       '1'      1772.124185
'1'      '23'       '2'      1745.319854
'1'      '23'       '3'      1678.904961
'1'      '23'       '4'      1644.820349
'1'      '23'       '5'      1759.113524
'1'      '23'       '6'      1675.873393
'1'      '23'       '7'      1643.442599
'1'      '23'       '8'      1637.599921
'1'      '23'       '9'      1717.329995
'1'      '23'       '10'      1696.344056
'1'      '23'       '11'      1677.926020
'1'      '23'       '12'      1678.141218
'1'      '23'       '13'      1664.788311
'1'      '23'       '14'      1722.019809
'1'      '23'       '15'      1717.552788
'1'      '23'       '16'      1715.868980
'1'      '23'       '17'      1718.433026
'1'      '23'       '18'      1641.792232
'1'      '23'       '19'      1800.103585
'1'      '23'       '20'      1689.456348
'1'      '23'       '21'      1721.761669
'1'      '23'       '22'      1914.320358
'1'      '23'       '23'      1759.800092
'1'      '23'       '24'      1664.971536
'2'      '23'       '1'      3485.745562
'2'      '23'       '2'      3553.341736
'2'      '23'       '3'      3633.740866
'2'      '23'       '4'      3535.529370
'2'      '23'       '5'      3389.489063
'2'      '23'       '6'      3484.951719
'2'      '23'       '7'      3636.201824
'2'      '23'       '8'      3730.007025
'2'      '23'       '9'      3672.051703
'2'      '23'       '10'      4035.012791
'2'      '23'       '11'      4123.033797
'2'      '23'       '12'      3838.440317
'2'      '23'       '13'      3898.130628
'2'      '23'       '14'      3936.543469
'2'      '23'       '15'      3979.737961
'2'      '23'       '16'      4021.407500
'2'      '23'       '17'      4019.626916
'2'      '23'       '18'      4059.405812
'2'      '23'       '19'      3879.376221
'2'      '23'       '20'      3757.332745
'2'      '23'       '21'      3703.771959
'2'      '23'       '22'      3662.729332
'2'      '23'       '23'      3622.955807
'2'      '23'       '24'      3633.917045
'3'      '23'       '1'      1732.397667
'3'      '23'       '2'      1715.416827
'3'      '23'       '3'      1780.453059
'3'      '23'       '4'      1733.964883
'3'      '23'       '5'      1682.675989
'3'      '23'       '6'      1747.211810
'3'      '23'       '7'      1796.611350
'3'      '23'       '8'      1863.092508
'3'      '23'       '9'      1805.831240
'3'      '23'       '10'      1786.192653
'3'      '23'       '11'      1773.835382
'3'      '23'       '12'      1769.811700
'3'      '23'       '13'      1686.747159
'3'      '23'       '14'      1901.965886
'3'      '23'       '15'      1905.665082
'3'      '23'       '16'      1782.763022
'3'      '23'       '17'      1844.597140
'3'      '23'       '18'      1740.334566
'3'      '23'       '19'      1689.224123
'3'      '23'       '20'      1813.345794
'3'      '23'       '21'      1725.436198
'3'      '23'       '22'      1743.382289
'3'      '23'       '23'      1754.315990
'3'      '23'       '24'      1796.472385
'4'      '23'       '1'      3482.904978
'4'      '23'       '2'      3567.152964
'4'      '23'       '3'      3560.443567
'4'      '23'       '4'      3751.117703
'4'      '23'       '5'      3622.350282
'4'      '23'       '6'      3743.205457
'4'      '23'       '7'      3866.825139
'4'      '23'       '8'      3690.763509
'4'      '23'       '9'      3668.044773
'4'      '23'       '10'      3522.469483
'4'      '23'       '11'      3616.592171
'4'      '23'       '12'      3576.881451
'4'      '23'       '13'      3594.794168
'4'      '23'       '14'      3653.713932
'4'      '23'       '15'      3753.149891
'4'      '23'       '16'      3707.344517
'4'      '23'       '17'      3636.981770
'4'      '23'       '18'      3531.120194
'4'      '23'       '19'      3700.601715
'4'      '23'       '20'      3540.594331
'4'      '23'       '21'      3609.808390
'4'      '23'       '22'      3627.233059
'4'      '23'       '23'      3731.695709
'4'      '23'       '24'      3644.433000
'1'      '24'       '1'      479.902795
'1'      '24'       '2'      570.433977
'1'      '24'       '3'      542.136585
'1'      '24'       '4'      527.683730
'1'      '24'       '5'      508.512097
'1'      '24'       '6'      528.638983
'1'      '24'       '7'      549.984177
'1'      '24'       '8'      588.161566
'1'      '24'       '9'      627.294672
'1'      '24'       '10'      640.241543
'1'      '24'       '11'      650.660240
'1'      '24'       '12'      657.478653
'1'      '24'       '13'      661.571308
'1'      '24'       '14'      668.689362
'1'      '24'       '15'      673.079677
'1'      '24'       '16'      673.781727
'1'      '24'       '17'      675.400486
'1'      '24'       '18'      693.138872
'1'      '24'       '19'      666.301237
'1'      '24'       '20'      651.990816
'1'      '24'       '21'      644.236734
'1'      '24'       '22'      598.349300
'1'      '24'       '23'      573.330690
'1'      '24'       '24'      466.852230
'2'      '24'       '1'      1621.088340
'2'      '24'       '2'      1672.478396
'2'      '24'       '3'      1651.278817
'2'      '24'       '4'      1604.722891
'2'      '24'       '5'      1552.807379
'2'      '24'       '6'      1605.126148
'2'      '24'       '7'      1649.194047
'2'      '24'       '8'      1730.865200
'2'      '24'       '9'      1752.828415
'2'      '24'       '10'      1759.941018
'2'      '24'       '11'      1817.088992
'2'      '24'       '12'      1814.834686
'2'      '24'       '13'      1883.852265
'2'      '24'       '14'      1948.389185
'2'      '24'       '15'      2003.304336
'2'      '24'       '16'      2045.756743
'2'      '24'       '17'      2046.496602
'2'      '24'       '18'      2128.197224
'2'      '24'       '19'      1985.867327
'2'      '24'       '20'      1893.579972
'2'      '24'       '21'      1837.514622
'2'      '24'       '22'      1781.452629
'2'      '24'       '23'      1706.571536
'2'      '24'       '24'      1588.048811
'3'      '24'       '1'      615.409359
'3'      '24'       '2'      609.950377
'3'      '24'       '3'      585.454566
'3'      '24'       '4'      566.739759
'3'      '24'       '5'      543.404413
'3'      '24'       '6'      564.445942
'3'      '24'       '7'      589.080186
'3'      '24'       '8'      621.123730
'3'      '24'       '9'      658.486231
'3'      '24'       '10'      667.054567
'3'      '24'       '11'      672.643276
'3'      '24'       '12'      677.429674
'3'      '24'       '13'      682.286445
'3'      '24'       '14'      685.295703
'3'      '24'       '15'      688.323805
'3'      '24'       '16'      692.151176
'3'      '24'       '17'      704.027019
'3'      '24'       '18'      820.734958
'3'      '24'       '19'      759.700016
'3'      '24'       '20'      721.756528
'3'      '24'       '21'      685.458924
'3'      '24'       '22'      635.936396
'3'      '24'       '23'      616.117428
'3'      '24'       '24'      553.973860
'4'      '24'       '1'      1266.738519
'4'      '24'       '2'      1254.384169
'4'      '24'       '3'      1202.445461
'4'      '24'       '4'      1161.779764
'4'      '24'       '5'      1123.742803
'4'      '24'       '6'      1139.899651
'4'      '24'       '7'      1196.042870
'4'      '24'       '8'      1255.883961
'4'      '24'       '9'      1280.483585
'4'      '24'       '10'      1288.256310
'4'      '24'       '11'      1291.237368
'4'      '24'       '12'      1290.793897
'4'      '24'       '13'      1295.841686
'4'      '24'       '14'      1307.230031
'4'      '24'       '15'      1299.680123
'4'      '24'       '16'      1302.182294
'4'      '24'       '17'      1324.506686
'4'      '24'       '18'      1520.523062
'4'      '24'       '19'      1523.419702
'4'      '24'       '20'      1405.031032
'4'      '24'       '21'      1366.808660
'4'      '24'       '22'      1309.336355
'4'      '24'       '23'      1275.507095
'4'      '24'       '24'      1256.695829
'1'      '25'       '1'      720.030273
'1'      '25'       '2'      802.703109
'1'      '25'       '3'      779.553907
'1'      '25'       '4'      764.980345
'1'      '25'       '5'      747.150115
'1'      '25'       '6'      785.076018
'1'      '25'       '7'      810.199006
'1'      '25'       '8'      845.053461
'1'      '25'       '9'      880.978607
'1'      '25'       '10'      878.326462
'1'      '25'       '11'      882.087092
'1'      '25'       '12'      882.172446
'1'      '25'       '13'      877.232028
'1'      '25'       '14'      873.786894
'1'      '25'       '15'      872.534380
'1'      '25'       '16'      869.822741
'1'      '25'       '17'      863.565415
'1'      '25'       '18'      883.460769
'1'      '25'       '19'      850.200964
'1'      '25'       '20'      832.985121
'1'      '25'       '21'      818.842196
'1'      '25'       '22'      771.072733
'1'      '25'       '23'      767.799329
'1'      '25'       '24'      782.514370
'2'      '25'       '1'      1652.021019
'2'      '25'       '2'      1673.984871
'2'      '25'       '3'      1575.221311
'2'      '25'       '4'      1514.513454
'2'      '25'       '5'      1445.844610
'2'      '25'       '6'      1520.632510
'2'      '25'       '7'      1687.384721
'2'      '25'       '8'      1906.785866
'2'      '25'       '9'      2120.979959
'2'      '25'       '10'      2207.368239
'2'      '25'       '11'      2267.255220
'2'      '25'       '12'      2329.672308
'2'      '25'       '13'      2386.109417
'2'      '25'       '14'      2451.945991
'2'      '25'       '15'      2528.123101
'2'      '25'       '16'      2568.702826
'2'      '25'       '17'      2568.299641
'2'      '25'       '18'      2721.497448
'2'      '25'       '19'      2418.985436
'2'      '25'       '20'      2196.106979
'2'      '25'       '21'      2074.964244
'2'      '25'       '22'      1876.253005
'2'      '25'       '23'      1772.464575
'2'      '25'       '24'      1726.227784
'3'      '25'       '1'      840.678710
'3'      '25'       '2'      845.822664
