Composite Table: 
seasons	regions	hours  	  technology 	        fuelcost
'4' 	 '9' 	 '4' 	 'electrolysis' 	 21.697498
'4' 	 '9' 	 '5' 	 'electrolysis' 	 21.694105
'4' 	 '9' 	 '6' 	 'electrolysis' 	 21.697498
'4' 	 '9' 	 '7' 	 'electrolysis' 	 21.931479
'4' 	 '9' 	 '8' 	 'electrolysis' 	 20.676704
'4' 	 '9' 	 '9' 	 'electrolysis' 	 16.921987
'4' 	 '9' 	 '10' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '11' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '12' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '13' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '14' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '15' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '16' 	 'electrolysis' 	 16.921480
'4' 	 '9' 	 '17' 	 'electrolysis' 	 21.675193
'4' 	 '9' 	 '18' 	 'electrolysis' 	 33.714645
'4' 	 '9' 	 '19' 	 'electrolysis' 	 24.698316
'4' 	 '9' 	 '20' 	 'electrolysis' 	 24.696542
'4' 	 '9' 	 '21' 	 'electrolysis' 	 24.696542
'4' 	 '9' 	 '22' 	 'electrolysis' 	 23.968305
'4' 	 '9' 	 '23' 	 'electrolysis' 	 23.968305
'4' 	 '9' 	 '24' 	 'electrolysis' 	 23.776797
'1' 	 '10' 	 '1' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '2' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '3' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '4' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '5' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '6' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '7' 	 'electrolysis' 	 12.472398
'1' 	 '10' 	 '8' 	 'electrolysis' 	 3.113543
'1' 	 '10' 	 '9' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '10' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '11' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '12' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '13' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '14' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '15' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '16' 	 'electrolysis' 	 1.401806
'1' 	 '10' 	 '17' 	 'electrolysis' 	 2.604325
'1' 	 '10' 	 '18' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '19' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '20' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '21' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '22' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '23' 	 'electrolysis' 	 13.012806
'1' 	 '10' 	 '24' 	 'electrolysis' 	 13.012806
'2' 	 '10' 	 '1' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '2' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '3' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '4' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '5' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '6' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '7' 	 'electrolysis' 	 42.395490
'2' 	 '10' 	 '8' 	 'electrolysis' 	 35.512681
'2' 	 '10' 	 '9' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '10' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '11' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '12' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '13' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '14' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '15' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '16' 	 'electrolysis' 	 19.191772
'2' 	 '10' 	 '17' 	 'electrolysis' 	 37.048187
'2' 	 '10' 	 '18' 	 'electrolysis' 	 42.395569
'2' 	 '10' 	 '19' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '20' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '21' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '22' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '23' 	 'electrolysis' 	 42.395851
'2' 	 '10' 	 '24' 	 'electrolysis' 	 42.395851
'3' 	 '10' 	 '1' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '2' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '3' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '4' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '5' 	 'electrolysis' 	 21.899849
'3' 	 '10' 	 '6' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '7' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '8' 	 'electrolysis' 	 12.346255
'3' 	 '10' 	 '9' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '10' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '11' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '12' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '13' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '14' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '15' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '16' 	 'electrolysis' 	 8.120421
'3' 	 '10' 	 '17' 	 'electrolysis' 	 21.017325
'3' 	 '10' 	 '18' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '19' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '20' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '21' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '22' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '23' 	 'electrolysis' 	 21.903182
'3' 	 '10' 	 '24' 	 'electrolysis' 	 21.903182
'4' 	 '10' 	 '1' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '2' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '3' 	 'electrolysis' 	 19.635622
'4' 	 '10' 	 '4' 	 'electrolysis' 	 19.635622
'4' 	 '10' 	 '5' 	 'electrolysis' 	 19.633778
'4' 	 '10' 	 '6' 	 'electrolysis' 	 19.635622
'4' 	 '10' 	 '7' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '8' 	 'electrolysis' 	 19.154338
'4' 	 '10' 	 '9' 	 'electrolysis' 	 8.373629
'4' 	 '10' 	 '10' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '11' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '12' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '13' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '14' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '15' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '16' 	 'electrolysis' 	 6.594480
'4' 	 '10' 	 '17' 	 'electrolysis' 	 11.935929
'4' 	 '10' 	 '18' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '19' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '20' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '21' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '22' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '23' 	 'electrolysis' 	 19.738726
'4' 	 '10' 	 '24' 	 'electrolysis' 	 19.738726
'1' 	 '11' 	 '1' 	 'electrolysis' 	 11.410921
'1' 	 '11' 	 '2' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '3' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '4' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '5' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '6' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '7' 	 'electrolysis' 	 10.575416
'1' 	 '11' 	 '8' 	 'electrolysis' 	 0.002000
'1' 	 '11' 	 '9' 	 'electrolysis' 	 0.001705
'1' 	 '11' 	 '10' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '11' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '12' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '13' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '14' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '15' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '16' 	 'electrolysis' 	 0.001355
'1' 	 '11' 	 '17' 	 'electrolysis' 	 0.001850
'1' 	 '11' 	 '18' 	 'electrolysis' 	 7.528411
'1' 	 '11' 	 '19' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '20' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '21' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '22' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '23' 	 'electrolysis' 	 11.664915
'1' 	 '11' 	 '24' 	 'electrolysis' 	 11.664915
'2' 	 '11' 	 '1' 	 'electrolysis' 	 47.216272
'2' 	 '11' 	 '2' 	 'electrolysis' 	 47.215627
'2' 	 '11' 	 '3' 	 'electrolysis' 	 47.215627
'2' 	 '11' 	 '4' 	 'electrolysis' 	 47.214982
'2' 	 '11' 	 '5' 	 'electrolysis' 	 45.392136
'2' 	 '11' 	 '6' 	 'electrolysis' 	 45.394206
'2' 	 '11' 	 '7' 	 'electrolysis' 	 45.873077
'2' 	 '11' 	 '8' 	 'electrolysis' 	 32.833718
'2' 	 '11' 	 '9' 	 'electrolysis' 	 24.272120
'2' 	 '11' 	 '10' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '11' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '12' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '13' 	 'electrolysis' 	 15.644423
'2' 	 '11' 	 '14' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '15' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '16' 	 'electrolysis' 	 15.647589
'2' 	 '11' 	 '17' 	 'electrolysis' 	 19.764981
'2' 	 '11' 	 '18' 	 'electrolysis' 	 47.842461
'2' 	 '11' 	 '19' 	 'electrolysis' 	 48.928475
'2' 	 '11' 	 '20' 	 'electrolysis' 	 48.928475
'2' 	 '11' 	 '21' 	 'electrolysis' 	 48.928475
'2' 	 '11' 	 '22' 	 'electrolysis' 	 48.928475
'2' 	 '11' 	 '23' 	 'electrolysis' 	 48.928475
'2' 	 '11' 	 '24' 	 'electrolysis' 	 48.928475
'3' 	 '11' 	 '1' 	 'electrolysis' 	 17.996112
'3' 	 '11' 	 '2' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '3' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '4' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '5' 	 'electrolysis' 	 17.996103
'3' 	 '11' 	 '6' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '7' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '8' 	 'electrolysis' 	 17.995430
'3' 	 '11' 	 '9' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '10' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '11' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '12' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '13' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '14' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '15' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '16' 	 'electrolysis' 	 2.482578
'3' 	 '11' 	 '17' 	 'electrolysis' 	 15.383204
'3' 	 '11' 	 '18' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '19' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '20' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '21' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '22' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '23' 	 'electrolysis' 	 17.996175
'3' 	 '11' 	 '24' 	 'electrolysis' 	 17.996175
'4' 	 '11' 	 '1' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '2' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '3' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '4' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '5' 	 'electrolysis' 	 16.221522
'4' 	 '11' 	 '6' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '7' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '8' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '9' 	 'electrolysis' 	 9.132972
'4' 	 '11' 	 '10' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '11' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '12' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '13' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '14' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '15' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '16' 	 'electrolysis' 	 3.521141
'4' 	 '11' 	 '17' 	 'electrolysis' 	 4.640619
'4' 	 '11' 	 '18' 	 'electrolysis' 	 15.396083
'4' 	 '11' 	 '19' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '20' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '21' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '22' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '23' 	 'electrolysis' 	 16.417621
'4' 	 '11' 	 '24' 	 'electrolysis' 	 16.417621
'1' 	 '12' 	 '1' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '2' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '3' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '4' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '5' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '6' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '7' 	 'electrolysis' 	 3.958426
'1' 	 '12' 	 '8' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '9' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '10' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '11' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '12' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '13' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '14' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '15' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '16' 	 'electrolysis' 	 3.948426
'1' 	 '12' 	 '17' 	 'electrolysis' 	 3.952727
'1' 	 '12' 	 '18' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '19' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '20' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '21' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '22' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '23' 	 'electrolysis' 	 4.645207
'1' 	 '12' 	 '24' 	 'electrolysis' 	 4.645207
'2' 	 '12' 	 '1' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '2' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '3' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '4' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '5' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '6' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '7' 	 'electrolysis' 	 48.481303
'2' 	 '12' 	 '8' 	 'electrolysis' 	 18.028578
'2' 	 '12' 	 '9' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '10' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '11' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '12' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '13' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '14' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '15' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '16' 	 'electrolysis' 	 17.376132
'2' 	 '12' 	 '17' 	 'electrolysis' 	 43.647589
'2' 	 '12' 	 '18' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '19' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '20' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '21' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '22' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '23' 	 'electrolysis' 	 48.481743
'2' 	 '12' 	 '24' 	 'electrolysis' 	 48.481743
'3' 	 '12' 	 '1' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '2' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '3' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '4' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '5' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '6' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '7' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '8' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '9' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '10' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '11' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '12' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '13' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '14' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '15' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '16' 	 'electrolysis' 	 4.995588
'3' 	 '12' 	 '17' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '18' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '19' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '20' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '21' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '22' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '23' 	 'electrolysis' 	 12.030402
'3' 	 '12' 	 '24' 	 'electrolysis' 	 12.030402
'4' 	 '12' 	 '1' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '2' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '3' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '4' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '5' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '6' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '7' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '8' 	 'electrolysis' 	 29.831685
'4' 	 '12' 	 '9' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '10' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '11' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '12' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '13' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '14' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '15' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '16' 	 'electrolysis' 	 20.079931
'4' 	 '12' 	 '17' 	 'electrolysis' 	 23.276977
'4' 	 '12' 	 '18' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '19' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '20' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '21' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '22' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '23' 	 'electrolysis' 	 33.109955
'4' 	 '12' 	 '24' 	 'electrolysis' 	 33.109955
'1' 	 '13' 	 '1' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '2' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '3' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '4' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '5' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '6' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '7' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '8' 	 'electrolysis' 	 24.787638
'1' 	 '13' 	 '9' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '10' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '11' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '12' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '13' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '14' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '15' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '16' 	 'electrolysis' 	 1.406326
'1' 	 '13' 	 '17' 	 'electrolysis' 	 20.100095
'1' 	 '13' 	 '18' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '19' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '20' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '21' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '22' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '23' 	 'electrolysis' 	 29.864627
'1' 	 '13' 	 '24' 	 'electrolysis' 	 29.864627
'2' 	 '13' 	 '1' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '2' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '3' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '4' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '5' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '6' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '7' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '8' 	 'electrolysis' 	 43.873108
'2' 	 '13' 	 '9' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '10' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '11' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '12' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '13' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '14' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '15' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '16' 	 'electrolysis' 	 25.803010
'2' 	 '13' 	 '17' 	 'electrolysis' 	 40.226269
'2' 	 '13' 	 '18' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '19' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '20' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '21' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '22' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '23' 	 'electrolysis' 	 43.874406
'2' 	 '13' 	 '24' 	 'electrolysis' 	 43.874406
'3' 	 '13' 	 '1' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '2' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '3' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '4' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '5' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '6' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '7' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '8' 	 'electrolysis' 	 41.309052
'3' 	 '13' 	 '9' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '10' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '11' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '12' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '13' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '14' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '15' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '16' 	 'electrolysis' 	 3.960859
'3' 	 '13' 	 '17' 	 'electrolysis' 	 43.876212
'3' 	 '13' 	 '18' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '19' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '20' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '21' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '22' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '23' 	 'electrolysis' 	 43.876557
'3' 	 '13' 	 '24' 	 'electrolysis' 	 43.876557
'4' 	 '13' 	 '1' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '2' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '3' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '4' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '5' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '6' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '7' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '8' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '9' 	 'electrolysis' 	 16.770022
'4' 	 '13' 	 '10' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '11' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '12' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '13' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '14' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '15' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '16' 	 'electrolysis' 	 10.096723
'4' 	 '13' 	 '17' 	 'electrolysis' 	 29.914386
'4' 	 '13' 	 '18' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '19' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '20' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '21' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '22' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '23' 	 'electrolysis' 	 34.310772
'4' 	 '13' 	 '24' 	 'electrolysis' 	 34.310772
'1' 	 '14' 	 '1' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '2' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '3' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '4' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '5' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '6' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '7' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '8' 	 'electrolysis' 	 7.669262
'1' 	 '14' 	 '9' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '10' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '11' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '12' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '13' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '14' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '15' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '16' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '17' 	 'electrolysis' 	 1.406517
'1' 	 '14' 	 '18' 	 'electrolysis' 	 24.448718
