Composite Table: 
seasons	regions	hours  	  technology 	        fuelcost
'1' 	 '23' 	 '1' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '2' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '3' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '4' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '5' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '6' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '7' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '8' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '9' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '10' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '11' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '12' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '13' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '14' 	 'electrolysis' 	 0.002843
'1' 	 '23' 	 '15' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '16' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '17' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '18' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '19' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '20' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '21' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '22' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '23' 	 'electrolysis' 	 0.003000
'1' 	 '23' 	 '24' 	 'electrolysis' 	 0.003000
'2' 	 '23' 	 '1' 	 'electrolysis' 	 41.489088
'2' 	 '23' 	 '2' 	 'electrolysis' 	 41.999642
'2' 	 '23' 	 '3' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '4' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '5' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '6' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '7' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '8' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '9' 	 'electrolysis' 	 34.729374
'2' 	 '23' 	 '10' 	 'electrolysis' 	 0.621564
'2' 	 '23' 	 '11' 	 'electrolysis' 	 1.245007
'2' 	 '23' 	 '12' 	 'electrolysis' 	 7.765449
'2' 	 '23' 	 '13' 	 'electrolysis' 	 15.320653
'2' 	 '23' 	 '14' 	 'electrolysis' 	 15.195055
'2' 	 '23' 	 '15' 	 'electrolysis' 	 19.351284
'2' 	 '23' 	 '16' 	 'electrolysis' 	 37.243144
'2' 	 '23' 	 '17' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '18' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '19' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '20' 	 'electrolysis' 	 41.999642
'2' 	 '23' 	 '21' 	 'electrolysis' 	 41.545813
'2' 	 '23' 	 '22' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '23' 	 'electrolysis' 	 41.488996
'2' 	 '23' 	 '24' 	 'electrolysis' 	 41.488996
'3' 	 '23' 	 '1' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '2' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '3' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '4' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '5' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '6' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '7' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '8' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '9' 	 'electrolysis' 	 27.053152
'3' 	 '23' 	 '10' 	 'electrolysis' 	 1.661974
'3' 	 '23' 	 '11' 	 'electrolysis' 	 0.135716
'3' 	 '23' 	 '12' 	 'electrolysis' 	 0.003000
'3' 	 '23' 	 '13' 	 'electrolysis' 	 0.111031
'3' 	 '23' 	 '14' 	 'electrolysis' 	 0.549021
'3' 	 '23' 	 '15' 	 'electrolysis' 	 2.685510
'3' 	 '23' 	 '16' 	 'electrolysis' 	 27.053334
'3' 	 '23' 	 '17' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '18' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '19' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '20' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '21' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '22' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '23' 	 'electrolysis' 	 27.053777
'3' 	 '23' 	 '24' 	 'electrolysis' 	 27.053777
'4' 	 '23' 	 '1' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '2' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '3' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '4' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '5' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '6' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '7' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '8' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '9' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '10' 	 'electrolysis' 	 14.039238
'4' 	 '23' 	 '11' 	 'electrolysis' 	 4.267906
'4' 	 '23' 	 '12' 	 'electrolysis' 	 0.970720
'4' 	 '23' 	 '13' 	 'electrolysis' 	 1.126899
'4' 	 '23' 	 '14' 	 'electrolysis' 	 6.037823
'4' 	 '23' 	 '15' 	 'electrolysis' 	 15.007506
'4' 	 '23' 	 '16' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '17' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '18' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '19' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '20' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '21' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '22' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '23' 	 'electrolysis' 	 15.218377
'4' 	 '23' 	 '24' 	 'electrolysis' 	 15.218377
'1' 	 '24' 	 '1' 	 'electrolysis' 	 27.238579
'1' 	 '24' 	 '2' 	 'electrolysis' 	 27.754058
'1' 	 '24' 	 '3' 	 'electrolysis' 	 27.754058
'1' 	 '24' 	 '4' 	 'electrolysis' 	 27.754058
'1' 	 '24' 	 '5' 	 'electrolysis' 	 27.754058
'1' 	 '24' 	 '6' 	 'electrolysis' 	 27.754058
'1' 	 '24' 	 '7' 	 'electrolysis' 	 24.795567
'1' 	 '24' 	 '8' 	 'electrolysis' 	 9.515298
'1' 	 '24' 	 '9' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '10' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '11' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '12' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '13' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '14' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '15' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '16' 	 'electrolysis' 	 8.382413
'1' 	 '24' 	 '17' 	 'electrolysis' 	 20.259265
'1' 	 '24' 	 '18' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '19' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '20' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '21' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '22' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '23' 	 'electrolysis' 	 28.456309
'1' 	 '24' 	 '24' 	 'electrolysis' 	 27.831945
'2' 	 '24' 	 '1' 	 'electrolysis' 	 49.589560
'2' 	 '24' 	 '2' 	 'electrolysis' 	 48.547626
'2' 	 '24' 	 '3' 	 'electrolysis' 	 50.139326
'2' 	 '24' 	 '4' 	 'electrolysis' 	 50.137493
'2' 	 '24' 	 '5' 	 'electrolysis' 	 49.070885
'2' 	 '24' 	 '6' 	 'electrolysis' 	 50.141773
'2' 	 '24' 	 '7' 	 'electrolysis' 	 48.997575
'2' 	 '24' 	 '8' 	 'electrolysis' 	 45.514811
'2' 	 '24' 	 '9' 	 'electrolysis' 	 45.035169
'2' 	 '24' 	 '10' 	 'electrolysis' 	 42.284633
'2' 	 '24' 	 '11' 	 'electrolysis' 	 43.368762
'2' 	 '24' 	 '12' 	 'electrolysis' 	 43.370053
'2' 	 '24' 	 '13' 	 'electrolysis' 	 43.370053
'2' 	 '24' 	 '14' 	 'electrolysis' 	 43.370053
'2' 	 '24' 	 '15' 	 'electrolysis' 	 43.370053
'2' 	 '24' 	 '16' 	 'electrolysis' 	 46.284559
'2' 	 '24' 	 '17' 	 'electrolysis' 	 50.238036
'2' 	 '24' 	 '18' 	 'electrolysis' 	 52.150938
'2' 	 '24' 	 '19' 	 'electrolysis' 	 51.585101
'2' 	 '24' 	 '20' 	 'electrolysis' 	 51.585101
'2' 	 '24' 	 '21' 	 'electrolysis' 	 51.585101
'2' 	 '24' 	 '22' 	 'electrolysis' 	 51.585101
'2' 	 '24' 	 '23' 	 'electrolysis' 	 50.136005
'2' 	 '24' 	 '24' 	 'electrolysis' 	 49.036924
'3' 	 '24' 	 '1' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '2' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '3' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '4' 	 'electrolysis' 	 28.454771
'3' 	 '24' 	 '5' 	 'electrolysis' 	 28.454484
'3' 	 '24' 	 '6' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '7' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '8' 	 'electrolysis' 	 24.706020
'3' 	 '24' 	 '9' 	 'electrolysis' 	 22.478534
'3' 	 '24' 	 '10' 	 'electrolysis' 	 22.478534
'3' 	 '24' 	 '11' 	 'electrolysis' 	 22.478534
'3' 	 '24' 	 '12' 	 'electrolysis' 	 22.478534
'3' 	 '24' 	 '13' 	 'electrolysis' 	 22.478534
'3' 	 '24' 	 '14' 	 'electrolysis' 	 22.478535
'3' 	 '24' 	 '15' 	 'electrolysis' 	 22.478535
'3' 	 '24' 	 '16' 	 'electrolysis' 	 28.450595
'3' 	 '24' 	 '17' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '18' 	 'electrolysis' 	 33.186965
'3' 	 '24' 	 '19' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '20' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '21' 	 'electrolysis' 	 28.457262
'3' 	 '24' 	 '22' 	 'electrolysis' 	 28.456151
'3' 	 '24' 	 '23' 	 'electrolysis' 	 28.456151
'3' 	 '24' 	 '24' 	 'electrolysis' 	 28.437047
'4' 	 '24' 	 '1' 	 'electrolysis' 	 28.681304
'4' 	 '24' 	 '2' 	 'electrolysis' 	 28.680417
'4' 	 '24' 	 '3' 	 'electrolysis' 	 27.960887
'4' 	 '24' 	 '4' 	 'electrolysis' 	 27.957661
'4' 	 '24' 	 '5' 	 'electrolysis' 	 27.962224
'4' 	 '24' 	 '6' 	 'electrolysis' 	 27.957661
'4' 	 '24' 	 '7' 	 'electrolysis' 	 28.266853
'4' 	 '24' 	 '8' 	 'electrolysis' 	 28.486118
'4' 	 '24' 	 '9' 	 'electrolysis' 	 10.750955
'4' 	 '24' 	 '10' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '11' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '12' 	 'electrolysis' 	 6.504959
'4' 	 '24' 	 '13' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '14' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '15' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '16' 	 'electrolysis' 	 10.490854
'4' 	 '24' 	 '17' 	 'electrolysis' 	 28.883321
'4' 	 '24' 	 '18' 	 'electrolysis' 	 30.828153
'4' 	 '24' 	 '19' 	 'electrolysis' 	 30.824927
'4' 	 '24' 	 '20' 	 'electrolysis' 	 28.884036
'4' 	 '24' 	 '21' 	 'electrolysis' 	 28.884036
'4' 	 '24' 	 '22' 	 'electrolysis' 	 28.884036
'4' 	 '24' 	 '23' 	 'electrolysis' 	 28.680417
'4' 	 '24' 	 '24' 	 'electrolysis' 	 28.306088
'1' 	 '25' 	 '1' 	 'electrolysis' 	 23.165604
'1' 	 '25' 	 '2' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '3' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '4' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '5' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '6' 	 'electrolysis' 	 17.311648
'1' 	 '25' 	 '7' 	 'electrolysis' 	 0.448650
'1' 	 '25' 	 '8' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '9' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '10' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '11' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '12' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '13' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '14' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '15' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '16' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '17' 	 'electrolysis' 	 0.160489
'1' 	 '25' 	 '18' 	 'electrolysis' 	 17.244209
'1' 	 '25' 	 '19' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '20' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '21' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '22' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '23' 	 'electrolysis' 	 24.210148
'1' 	 '25' 	 '24' 	 'electrolysis' 	 24.210148
'2' 	 '25' 	 '1' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '2' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '3' 	 'electrolysis' 	 54.521125
'2' 	 '25' 	 '4' 	 'electrolysis' 	 54.521125
'2' 	 '25' 	 '5' 	 'electrolysis' 	 54.521125
'2' 	 '25' 	 '6' 	 'electrolysis' 	 54.505138
'2' 	 '25' 	 '7' 	 'electrolysis' 	 51.609266
'2' 	 '25' 	 '8' 	 'electrolysis' 	 47.481283
'2' 	 '25' 	 '9' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '10' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '11' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '12' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '13' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '14' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '15' 	 'electrolysis' 	 46.343054
'2' 	 '25' 	 '16' 	 'electrolysis' 	 47.481019
'2' 	 '25' 	 '17' 	 'electrolysis' 	 52.177513
'2' 	 '25' 	 '18' 	 'electrolysis' 	 54.521115
'2' 	 '25' 	 '19' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '20' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '21' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '22' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '23' 	 'electrolysis' 	 54.521240
'2' 	 '25' 	 '24' 	 'electrolysis' 	 54.521087
'3' 	 '25' 	 '1' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '2' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '3' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '4' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '5' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '6' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '7' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '8' 	 'electrolysis' 	 21.148445
'3' 	 '25' 	 '9' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '10' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '11' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '12' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '13' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '14' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '15' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '16' 	 'electrolysis' 	 18.749884
'3' 	 '25' 	 '17' 	 'electrolysis' 	 41.072346
'3' 	 '25' 	 '18' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '19' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '20' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '21' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '22' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '23' 	 'electrolysis' 	 47.971317
'3' 	 '25' 	 '24' 	 'electrolysis' 	 47.971317
'4' 	 '25' 	 '1' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '2' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '3' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '4' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '5' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '6' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '7' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '8' 	 'electrolysis' 	 24.125291
'4' 	 '25' 	 '9' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '10' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '11' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '12' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '13' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '14' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '15' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '16' 	 'electrolysis' 	 16.716866
'4' 	 '25' 	 '17' 	 'electrolysis' 	 19.530067
'4' 	 '25' 	 '18' 	 'electrolysis' 	 24.133637
'4' 	 '25' 	 '19' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '20' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '21' 	 'electrolysis' 	 31.532006
'4' 	 '25' 	 '22' 	 'electrolysis' 	 31.531805
'4' 	 '25' 	 '23' 	 'electrolysis' 	 31.529990
'4' 	 '25' 	 '24' 	 'electrolysis' 	 31.532006
;

