COMPOSITE TABLE:
SReg   Sulf    Mtyp    Rank    DReg    SubSec  Trate1
6WSR   1A      1S      1B      01NE    C1        999.99
6WSR   1A      1S      1B      02YP    C1        999.99
6WSR   1A      1S      1B      03S1    C1        999.99
6WSR   1A      1S      1B      04S2    C1        999.99
6WSR   1A      1S      1B      05GF    C1        999.99
6WSR   1A      1S      1B      06OH    C1        999.99
6WSR   1A      1S      1B      07EN    C1        999.99
6WSR   1A      1S      1B      08KT    C1        999.99
6WSR   1A      1S      1B      09AM    C1        999.99
6WSR   1A      1S      1B      10C1    C1        999.99
6WSR   1A      1S      1B      11C2    C1        999.99
6WSR   1A      1S      1B      12WS    C1        999.99
6WSR   1A      1S      1B      13MT    C1        999.99
6WSR   1A      1S      1B      14CU    C1        999.99
6WSR   1A      1S      1B      15ZN    C1        999.99
6WSR   1A      1S      1B      16PC    C1        999.99
6WSR   1A      1S      2S      01NE    C1        999.99
6WSR   1A      1S      2S      02YP    C1        999.99
6WSR   1A      1S      2S      03S1    C1        999.99
6WSR   1A      1S      2S      04S2    C1        999.99
6WSR   1A      1S      2S      05GF    C1        999.99
6WSR   1A      1S      2S      06OH    C1        999.99
6WSR   1A      1S      2S      07EN    C1        999.99
6WSR   1A      1S      2S      08KT    C1        999.99
6WSR   1A      1S      2S      09AM    C1        999.99
6WSR   1A      1S      2S      10C1    C1        999.99
6WSR   1A      1S      2S      11C2    C1        999.99
6WSR   1A      1S      2S      12WS    C1        999.99
6WSR   1A      1S      2S      13MT    C1        999.99
6WSR   1A      1S      2S      14CU    C1        999.99
6WSR   1A      1S      2S      15ZN    C1        999.99
6WSR   1A      1S      2S      16PC    C1        999.99
1APN   1A      2D      1B      01NE    C1        999.99
1APN   1A      2D      1B      02YP    C1        999.99
1APN   1A      2D      1B      03S1    C1        999.99
1APN   1A      2D      1B      04S2    C1        999.99
1APN   1A      2D      1B      05GF    C1        999.99
1APN   1A      2D      1B      06OH    C1        999.99
1APN   1A      2D      1B      07EN    C1        999.99
1APN   1A      2D      1B      08KT    C1        999.99
1APN   1A      2D      1B      09AM    C1        999.99
1APN   1A      2D      1B      10C1    C1        999.99
1APN   1A      2D      1B      11C2    C1        999.99
1APN   1A      2D      1B      12WS    C1        999.99
1APN   1A      2D      1B      13MT    C1        999.99
1APN   1A      2D      1B      14CU    C1        999.99
1APN   1A      2D      1B      15ZN    C1        999.99
1APN   1A      2D      1B      16PC    C1        999.99
2APR   1A      2D      1B      01NE    C1        999.99
2APR   1A      2D      1B      02YP    C1        999.99
2APR   1A      2D      1B      03S1    C1        999.99
2APR   1A      2D      1B      04S2    C1        999.99
2APR   1A      2D      1B      05GF    C1        999.99
2APR   1A      2D      1B      06OH    C1        999.99
2APR   1A      2D      1B      07EN    C1        999.99
2APR   1A      2D      1B      08KT    C1        999.99
2APR   1A      2D      1B      09AM    C1        999.99
2APR   1A      2D      1B      10C1    C1        999.99
2APR   1A      2D      1B      11C2    C1        999.99
2APR   1A      2D      1B      12WS    C1        999.99
2APR   1A      2D      1B      13MT    C1        999.99
2APR   1A      2D      1B      14CU    C1        999.99
2APR   1A      2D      1B      15ZN    C1        999.99
2APR   1A      2D      1B      16PC    C1        999.99
3INR   1A      2D      1B      01NE    C1        999.99
3INR   1A      2D      1B      02YP    C1        999.99
3INR   1A      2D      1B      03S1    C1        999.99
3INR   1A      2D      1B      04S2    C1        999.99
3INR   1A      2D      1B      05GF    C1        999.99
3INR   1A      2D      1B      06OH    C1        999.99
3INR   1A      2D      1B      07EN    C1        999.99
3INR   1A      2D      1B      08KT    C1        999.99
3INR   1A      2D      1B      09AM    C1        999.99
3INR   1A      2D      1B      10C1    C1         29.31
3INR   1A      2D      1B      11C2    C1        999.99
3INR   1A      2D      1B      12WS    C1        999.99
3INR   1A      2D      1B      13MT    C1        999.99
3INR   1A      2D      1B      14CU    C1        999.99
3INR   1A      2D      1B      15ZN    C1        999.99
3INR   1A      2D      1B      16PC    C1        999.99
1APN   1A      2D      4P      01NE    C1        999.99
1APN   1A      2D      4P      02YP    C1        999.99
1APN   1A      2D      4P      03S1    C1          2.83
1APN   1A      2D      4P      04S2    C1        999.99
1APN   1A      2D      4P      05GF    C1        999.99
1APN   1A      2D      4P      06OH    C1         12.33
1APN   1A      2D      4P      07EN    C1        21.612
1APN   1A      2D      4P      08KT    C1        999.99
1APN   1A      2D      4P      09AM    C1         18.76
1APN   1A      2D      4P      10C1    C1        999.99
1APN   1A      2D      4P      11C2    C1        999.99
1APN   1A      2D      4P      12WS    C1        999.99
1APN   1A      2D      4P      13MT    C1        999.99
1APN   1A      2D      4P      14CU    C1        999.99
1APN   1A      2D      4P      15ZN    C1        999.99
1APN   1A      2D      4P      16PC    C1        999.99
2APR   1A      2D      4P      01NE    C1        999.99
2APR   1A      2D      4P      02YP    C1          3.98
2APR   1A      2D      4P      03S1    C1           2.9
2APR   1A      2D      4P      04S2    C1          5.12
2APR   1A      2D      4P      05GF    C1        999.99
2APR   1A      2D      4P      06OH    C1         13.12
2APR   1A      2D      4P      07EN    C1         17.94
2APR   1A      2D      4P      08KT    C1         14.97
2APR   1A      2D      4P      09AM    C1         11.46
2APR   1A      2D      4P      10C1    C1        999.99
2APR   1A      2D      4P      11C2    C1        999.99
2APR   1A      2D      4P      12WS    C1        999.99
2APR   1A      2D      4P      13MT    C1        999.99
2APR   1A      2D      4P      14CU    C1        999.99
2APR   1A      2D      4P      15ZN    C1        999.99
2APR   1A      2D      4P      16PC    C1        999.99
1APN   1A      1S      1B      01NE    C2        999.99
1APN   1A      1S      1B      02YP    C2        999.99
1APN   1A      1S      1B      03S1    C2        999.99
1APN   1A      1S      1B      04S2    C2        999.99
1APN   1A      1S      1B      05GF    C2        999.99
1APN   1A      1S      1B      06OH    C2        999.99
1APN   1A      1S      1B      07EN    C2        999.99
1APN   1A      1S      1B      08KT    C2        999.99
1APN   1A      1S      1B      09AM    C2        999.99
1APN   1A      1S      1B      10C1    C2        999.99
1APN   1A      1S      1B      11C2    C2        999.99
1APN   1A      1S      1B      12WS    C2        999.99
1APN   1A      1S      1B      13MT    C2        999.99
1APN   1A      1S      1B      14CU    C2        999.99
1APN   1A      1S      1B      15ZN    C2        999.99
1APN   1A      1S      1B      16PC    C2        999.99
1APN   1A      1S      5G      01NE    C2        999.99
1APN   1A      1S      5G      02YP    C2        999.99
1APN   1A      1S      5G      03S1    C2        999.99
1APN   1A      1S      5G      04S2    C2        999.99
1APN   1A      1S      5G      05GF    C2        999.99
1APN   1A      1S      5G      06OH    C2        999.99
1APN   1A      1S      5G      07EN    C2        999.99
1APN   1A      1S      5G      08KT    C2        999.99
1APN   1A      1S      5G      09AM    C2        999.99
1APN   1A      1S      5G      10C1    C2        999.99
1APN   1A      1S      5G      11C2    C2        999.99
1APN   1A      1S      5G      12WS    C2        999.99
1APN   1A      1S      5G      13MT    C2        999.99
1APN   1A      1S      5G      14CU    C2        999.99
1APN   1A      1S      5G      15ZN    C2        999.99
1APN   1A      1S      5G      16PC    C2        999.99
2APR   1A      1S      1B      01NE    C2        999.99
2APR   1A      1S      1B      02YP    C2        999.99
2APR   1A      1S      1B      03S1    C2        999.99
2APR   1A      1S      1B      04S2    C2        999.99
2APR   1A      1S      1B      05GF    C2        999.99
2APR   1A      1S      1B      06OH    C2        999.99
2APR   1A      1S      1B      07EN    C2        999.99
2APR   1A      1S      1B      08KT    C2        999.99
2APR   1A      1S      1B      09AM    C2        999.99
2APR   1A      1S      1B      10C1    C2        999.99
2APR   1A      1S      1B      11C2    C2        999.99
2APR   1A      1S      1B      12WS    C2        999.99
2APR   1A      1S      1B      13MT    C2        999.99
2APR   1A      1S      1B      14CU    C2        999.99
2APR   1A      1S      1B      15ZN    C2        999.99
2APR   1A      1S      1B      16PC    C2        999.99
3INR   1A      1S      1B      01NE    C2        999.99
3INR   1A      1S      1B      02YP    C2        999.99
3INR   1A      1S      1B      03S1    C2        999.99
3INR   1A      1S      1B      04S2    C2        999.99
3INR   1A      1S      1B      05GF    C2        999.99
3INR   1A      1S      1B      06OH    C2        999.99
3INR   1A      1S      1B      07EN    C2        999.99
3INR   1A      1S      1B      08KT    C2        999.99
3INR   1A      1S      1B      09AM    C2        999.99
3INR   1A      1S      1B      10C1    C2        999.99
3INR   1A      1S      1B      11C2    C2        999.99
3INR   1A      1S      1B      12WS    C2        999.99
3INR   1A      1S      1B      13MT    C2        999.99
3INR   1A      1S      1B      14CU    C2        999.99
3INR   1A      1S      1B      15ZN    C2        999.99
3INR   1A      1S      1B      16PC    C2        999.99
4LGN   1A      1S      3L      01NE    C2        999.99
4LGN   1A      1S      3L      02YP    C2        999.99
4LGN   1A      1S      3L      03S1    C2        999.99
4LGN   1A      1S      3L      04S2    C2        999.99
4LGN   1A      1S      3L      05GF    C2        999.99
4LGN   1A      1S      3L      06OH    C2        999.99
4LGN   1A      1S      3L      07EN    C2        999.99
4LGN   1A      1S      3L      08KT    C2        999.99
4LGN   1A      1S      3L      09AM    C2        999.99
4LGN   1A      1S      3L      10C1    C2        999.99
4LGN   1A      1S      3L      11C2    C2        999.99
4LGN   1A      1S      3L      12WS    C2        999.99
4LGN   1A      1S      3L      13MT    C2        999.99
4LGN   1A      1S      3L      14CU    C2        999.99
4LGN   1A      1S      3L      15ZN    C2        999.99
4LGN   1A      1S      3L      16PC    C2        999.99
5PRB   1A      1S      2S      01NE    C2        999.99
5PRB   1A      1S      2S      02YP    C2        999.99
5PRB   1A      1S      2S      03S1    C2        999.99
5PRB   1A      1S      2S      04S2    C2        999.99
5PRB   1A      1S      2S      05GF    C2        999.99
5PRB   1A      1S      2S      06OH    C2        999.99
5PRB   1A      1S      2S      07EN    C2        999.99
5PRB   1A      1S      2S      08KT    C2        999.99
5PRB   1A      1S      2S      09AM    C2        999.99
5PRB   1A      1S      2S      10C1    C2        999.99
5PRB   1A      1S      2S      11C2    C2        999.99
5PRB   1A      1S      2S      12WS    C2        999.99
5PRB   1A      1S      2S      13MT    C2        999.99
5PRB   1A      1S      2S      14CU    C2        999.99
5PRB   1A      1S      2S      15ZN    C2        999.99
5PRB   1A      1S      2S      16PC    C2        999.99
6WSR   1A      1S      1B      01NE    C2        999.99
6WSR   1A      1S      1B      02YP    C2        999.99
6WSR   1A      1S      1B      03S1    C2        999.99
6WSR   1A      1S      1B      04S2    C2        999.99
6WSR   1A      1S      1B      05GF    C2        999.99
6WSR   1A      1S      1B      06OH    C2        999.99
6WSR   1A      1S      1B      07EN    C2        999.99
6WSR   1A      1S      1B      08KT    C2        999.99
6WSR   1A      1S      1B      09AM    C2        999.99
6WSR   1A      1S      1B      10C1    C2        999.99
6WSR   1A      1S      1B      11C2    C2        999.99
6WSR   1A      1S      1B      12WS    C2        999.99
6WSR   1A      1S      1B      13MT    C2        999.99
6WSR   1A      1S      1B      14CU    C2        999.99
6WSR   1A      1S      1B      15ZN    C2        999.99
6WSR   1A      1S      1B      16PC    C2        999.99
6WSR   1A      1S      2S      01NE    C2        999.99
6WSR   1A      1S      2S      02YP    C2        999.99
6WSR   1A      1S      2S      03S1    C2        999.99
6WSR   1A      1S      2S      04S2    C2        999.99
6WSR   1A      1S      2S      05GF    C2        999.99
6WSR   1A      1S      2S      06OH    C2        999.99
6WSR   1A      1S      2S      07EN    C2        999.99
6WSR   1A      1S      2S      08KT    C2        999.99
6WSR   1A      1S      2S      09AM    C2        999.99
6WSR   1A      1S      2S      10C1    C2        999.99
6WSR   1A      1S      2S      11C2    C2        999.99
6WSR   1A      1S      2S      12WS    C2        999.99
6WSR   1A      1S      2S      13MT    C2        999.99
6WSR   1A      1S      2S      14CU    C2        999.99
6WSR   1A      1S      2S      15ZN    C2        999.99
6WSR   1A      1S      2S      16PC    C2        999.99
1APN   1A      2D      1B      01NE    C2        999.99
1APN   1A      2D      1B      02YP    C2        999.99
1APN   1A      2D      1B      03S1    C2        999.99
1APN   1A      2D      1B      04S2    C2        999.99
1APN   1A      2D      1B      05GF    C2        999.99
1APN   1A      2D      1B      06OH    C2        999.99
1APN   1A      2D      1B      07EN    C2        999.99
1APN   1A      2D      1B      08KT    C2        999.99
1APN   1A      2D      1B      09AM    C2        999.99
1APN   1A      2D      1B      10C1    C2        999.99
1APN   1A      2D      1B      11C2    C2        999.99
1APN   1A      2D      1B      12WS    C2        999.99
1APN   1A      2D      1B      13MT    C2        999.99
1APN   1A      2D      1B      14CU    C2        999.99
1APN   1A      2D      1B      15ZN    C2        999.99
1APN   1A      2D      1B      16PC    C2        999.99
2APR   1A      2D      1B      01NE    C2        999.99
2APR   1A      2D      1B      02YP    C2        999.99
2APR   1A      2D      1B      03S1    C2        999.99
2APR   1A      2D      1B      04S2    C2        999.99
2APR   1A      2D      1B      05GF    C2        999.99
2APR   1A      2D      1B      06OH    C2        999.99
2APR   1A      2D      1B      07EN    C2        999.99
2APR   1A      2D      1B      08KT    C2        999.99
2APR   1A      2D      1B      09AM    C2        999.99
2APR   1A      2D      1B      10C1    C2        999.99
2APR   1A      2D      1B      11C2    C2        999.99
2APR   1A      2D      1B      12WS    C2        999.99
2APR   1A      2D      1B      13MT    C2        999.99
2APR   1A      2D      1B      14CU    C2        999.99
2APR   1A      2D      1B      15ZN    C2        999.99
2APR   1A      2D      1B      16PC    C2        999.99
3INR   1A      2D      1B      01NE    C2        999.99
3INR   1A      2D      1B      02YP    C2        999.99
3INR   1A      2D      1B      03S1    C2        999.99
3INR   1A      2D      1B      04S2    C2        999.99
3INR   1A      2D      1B      05GF    C2        999.99
3INR   1A      2D      1B      06OH    C2        999.99
3INR   1A      2D      1B      07EN    C2        999.99
3INR   1A      2D      1B      08KT    C2        999.99
3INR   1A      2D      1B      09AM    C2        999.99
3INR   1A      2D      1B      10C1    C2        999.99
3INR   1A      2D      1B      11C2    C2        999.99
3INR   1A      2D      1B      12WS    C2        999.99
3INR   1A      2D      1B      13MT    C2        999.99
3INR   1A      2D      1B      14CU    C2        999.99
3INR   1A      2D      1B      15ZN    C2        999.99
3INR   1A      2D      1B      16PC    C2        999.99
1APN   1A      2D      4P      01NE    C2        999.99
1APN   1A      2D      4P      02YP    C2        999.99
1APN   1A      2D      4P      03S1    C2          2.83
1APN   1A      2D      4P      04S2    C2        999.99
1APN   1A      2D      4P      05GF    C2        999.99
1APN   1A      2D      4P      06OH    C2         12.33
1APN   1A      2D      4P      07EN    C2        21.612
1APN   1A      2D      4P      08KT    C2        999.99
1APN   1A      2D      4P      09AM    C2         18.76
1APN   1A      2D      4P      10C1    C2        999.99
1APN   1A      2D      4P      11C2    C2        999.99
1APN   1A      2D      4P      12WS    C2        999.99
1APN   1A      2D      4P      13MT    C2        999.99
1APN   1A      2D      4P      14CU    C2        999.99
1APN   1A      2D      4P      15ZN    C2        999.99
1APN   1A      2D      4P      16PC    C2        999.99
2APR   1A      2D      4P      01NE    C2        999.99
2APR   1A      2D      4P      02YP    C2          3.98
2APR   1A      2D      4P      03S1    C2           2.9
2APR   1A      2D      4P      04S2    C2          5.12
2APR   1A      2D      4P      05GF    C2        999.99
2APR   1A      2D      4P      06OH    C2         13.12
2APR   1A      2D      4P      07EN    C2         17.94
2APR   1A      2D      4P      08KT    C2        999.99
2APR   1A      2D      4P      09AM    C2         11.46
2APR   1A      2D      4P      10C1    C2        999.99
2APR   1A      2D      4P      11C2    C2        999.99
2APR   1A      2D      4P      12WS    C2        999.99
2APR   1A      2D      4P      13MT    C2        999.99
2APR   1A      2D      4P      14CU    C2        999.99
2APR   1A      2D      4P      15ZN    C2        999.99
2APR   1A      2D      4P      16PC    C2        999.99
1APN   1A      1S      1B      01NE    L1         39.43
1APN   1A      1S      1B      02YP    L1          2.26
1APN   1A      1S      1B      03S1    L1         17.53
1APN   1A      1S      1B      04S2    L1         11.32
1APN   1A      1S      1B      05GF    L1         35.14
1APN   1A      1S      1B      06OH    L1          4.23
1APN   1A      1S      1B      07EN    L1           5.5
1APN   1A      1S      1B      08KT    L1         18.41
1APN   1A      1S      1B      09AM    L1         16.35
1APN   1A      1S      1B      10C1    L1        999.99
1APN   1A      1S      1B      11C2    L1        999.99
1APN   1A      1S      1B      12WS    L1        999.99
1APN   1A      1S      1B      13MT    L1        999.99
1APN   1A      1S      1B      14CU    L1        999.99
1APN   1A      1S      1B      15ZN    L1        999.99
1APN   1A      1S      1B      16PC    L1        999.99
1APN   1A      1S      5G      01NE    L1        999.99
1APN   1A      1S      5G      02YP    L1        999.99
1APN   1A      1S      5G      03S1    L1        999.99
1APN   1A      1S      5G      04S2    L1        999.99
1APN   1A      1S      5G      05GF    L1        999.99
1APN   1A      1S      5G      06OH    L1        999.99
1APN   1A      1S      5G      07EN    L1        999.99
1APN   1A      1S      5G      08KT    L1        999.99
1APN   1A      1S      5G      09AM    L1        999.99
1APN   1A      1S      5G      10C1    L1        999.99
1APN   1A      1S      5G      11C2    L1        999.99
1APN   1A      1S      5G      12WS    L1        999.99
1APN   1A      1S      5G      13MT    L1        999.99
1APN   1A      1S      5G      14CU    L1        999.99
1APN   1A      1S      5G      15ZN    L1        999.99
1APN   1A      1S      5G      16PC    L1        999.99
2APR   1A      1S      1B      01NE    L1        999.99
2APR   1A      1S      1B      02YP    L1         32.81
2APR   1A      1S      1B      03S1    L1         22.69
2APR   1A      1S      1B      04S2    L1         25.08
2APR   1A      1S      1B      05GF    L1         33.14
2APR   1A      1S      1B      06OH    L1         29.81
2APR   1A      1S      1B      07EN    L1          5.85
2APR   1A      1S      1B      08KT    L1         14.97
2APR   1A      1S      1B      09AM    L1         15.35
2APR   1A      1S      1B      10C1    L1        999.99
2APR   1A      1S      1B      11C2    L1        999.99
2APR   1A      1S      1B      12WS    L1        999.99
2APR   1A      1S      1B      13MT    L1        999.99
2APR   1A      1S      1B      14CU    L1        999.99
2APR   1A      1S      1B      15ZN    L1        999.99
2APR   1A      1S      1B      16PC    L1        999.99
3INR   1A      1S      1B      01NE    L1        999.99
3INR   1A      1S      1B      02YP    L1        999.99
3INR   1A      1S      1B      03S1    L1        999.99
3INR   1A      1S      1B      04S2    L1         20.67
3INR   1A      1S      1B      05GF    L1        999.99
3INR   1A      1S      1B      06OH    L1        999.99
3INR   1A      1S      1B      07EN    L1        999.99
3INR   1A      1S      1B      08KT    L1           4.2
3INR   1A      1S      1B      09AM    L1        999.99
3INR   1A      1S      1B      10C1    L1        999.99
3INR   1A      1S      1B      11C2    L1        999.99
3INR   1A      1S      1B      12WS    L1        999.99
3INR   1A      1S      1B      13MT    L1        999.99
3INR   1A      1S      1B      14CU    L1        999.99
3INR   1A      1S      1B      15ZN    L1        999.99
3INR   1A      1S      1B      16PC    L1        999.99
4LGN   1A      1S      3L      01NE    L1        999.99
4LGN   1A      1S      3L      02YP    L1        999.99
4LGN   1A      1S      3L      03S1    L1        999.99
4LGN   1A      1S      3L      04S2    L1        999.99
4LGN   1A      1S      3L      05GF    L1        999.99
4LGN   1A      1S      3L      06OH    L1        999.99
4LGN   1A      1S      3L      07EN    L1        999.99
4LGN   1A      1S      3L      08KT    L1        999.99
4LGN   1A      1S      3L      09AM    L1        999.99
4LGN   1A      1S      3L      10C1    L1        999.99
4LGN   1A      1S      3L      11C2    L1        999.99
4LGN   1A      1S      3L      12WS    L1        999.99
4LGN   1A      1S      3L      13MT    L1        999.99
4LGN   1A      1S      3L      14CU    L1        999.99
4LGN   1A      1S      3L      15ZN    L1        999.99
4LGN   1A      1S      3L      16PC    L1        999.99
5PRB   1A      1S      2S      01NE    L1        999.99
5PRB   1A      1S      2S      02YP    L1        999.99
5PRB   1A      1S      2S      03S1    L1        999.99
5PRB   1A      1S      2S      04S2    L1        999.99
5PRB   1A      1S      2S      05GF    L1        999.99
5PRB   1A      1S      2S      06OH    L1        999.99
5PRB   1A      1S      2S      07EN    L1        999.99
5PRB   1A      1S      2S      08KT    L1        999.99
5PRB   1A      1S      2S      09AM    L1        999.99
5PRB   1A      1S      2S      10C1    L1        999.99
5PRB   1A      1S      2S      11C2    L1        999.99
5PRB   1A      1S      2S      12WS    L1        999.99
5PRB   1A      1S      2S      13MT    L1        999.99
5PRB   1A      1S      2S      14CU    L1        999.99
5PRB   1A      1S      2S      15ZN    L1        999.99
5PRB   1A      1S      2S      16PC    L1        999.99
6WSR   1A      1S      1B      01NE    L1        999.99
6WSR   1A      1S      1B      02YP    L1        999.99
6WSR   1A      1S      1B      03S1    L1        999.99
6WSR   1A      1S      1B      04S2    L1        999.99
6WSR   1A      1S      1B      05GF    L1        999.99
6WSR   1A      1S      1B      06OH    L1        999.99
6WSR   1A      1S      1B      07EN    L1        999.99
6WSR   1A      1S      1B      08KT    L1        999.99
6WSR   1A      1S      1B      09AM    L1        999.99
6WSR   1A      1S      1B      10C1    L1        999.99
6WSR   1A      1S      1B      11C2    L1        999.99
6WSR   1A      1S      1B      12WS    L1        999.99
6WSR   1A      1S      1B      13MT    L1        999.99
6WSR   1A      1S      1B      14CU    L1        999.99
6WSR   1A      1S      1B      15ZN    L1        999.99
6WSR   1A      1S      1B      16PC    L1        999.99
6WSR   1A      1S      2S      01NE    L1        999.99
6WSR   1A      1S      2S      02YP    L1        999.99
6WSR   1A      1S      2S      03S1    L1        999.99
6WSR   1A      1S      2S      04S2    L1        999.99
6WSR   1A      1S      2S      05GF    L1        999.99
6WSR   1A      1S      2S      06OH    L1        999.99
6WSR   1A      1S      2S      07EN    L1        999.99
6WSR   1A      1S      2S      08KT    L1        999.99
6WSR   1A      1S      2S      09AM    L1        999.99
6WSR   1A      1S      2S      10C1    L1        999.99
6WSR   1A      1S      2S      11C2    L1        999.99
6WSR   1A      1S      2S      12WS    L1        999.99
6WSR   1A      1S      2S      13MT    L1        999.99
6WSR   1A      1S      2S      14CU    L1        999.99
6WSR   1A      1S      2S      15ZN    L1        999.99
6WSR   1A      1S      2S      16PC    L1        999.99
1APN   1A      2D      1B      01NE    L1         39.43
1APN   1A      2D      1B      02YP    L1          2.26
1APN   1A      2D      1B      03S1    L1         17.53
1APN   1A      2D      1B      04S2    L1         11.32
1APN   1A      2D      1B      05GF    L1         35.14
1APN   1A      2D      1B      06OH    L1          4.23
1APN   1A      2D      1B      07EN    L1           5.5
1APN   1A      2D      1B      08KT    L1         18.41
1APN   1A      2D      1B      09AM    L1         16.35
1APN   1A      2D      1B      10C1    L1        999.99
1APN   1A      2D      1B      11C2    L1        999.99
1APN   1A      2D      1B      12WS    L1        999.99
1APN   1A      2D      1B      13MT    L1        999.99
1APN   1A      2D      1B      14CU    L1        999.99
1APN   1A      2D      1B      15ZN    L1        999.99
1APN   1A      2D      1B      16PC    L1        999.99
2APR   1A      2D      1B      01NE    L1        999.99
2APR   1A      2D      1B      02YP    L1         32.81
2APR   1A      2D      1B      03S1    L1         22.69
2APR   1A      2D      1B      04S2    L1         25.08
2APR   1A      2D      1B      05GF    L1         33.14
2APR   1A      2D      1B      06OH    L1         29.81
2APR   1A      2D      1B      07EN    L1          5.85
2APR   1A      2D      1B      08KT    L1         14.97
2APR   1A      2D      1B      09AM    L1         15.35
2APR   1A      2D      1B      10C1    L1        999.99
2APR   1A      2D      1B      11C2    L1        999.99
2APR   1A      2D      1B      12WS    L1        999.99
2APR   1A      2D      1B      13MT    L1        999.99
2APR   1A      2D      1B      14CU    L1        999.99
2APR   1A      2D      1B      15ZN    L1        999.99
2APR   1A      2D      1B      16PC    L1        999.99
3INR   1A      2D      1B      01NE    L1        999.99
3INR   1A      2D      1B      02YP    L1        999.99
3INR   1A      2D      1B      03S1    L1        999.99
3INR   1A      2D      1B      04S2    L1         20.67
3INR   1A      2D      1B      05GF    L1        999.99
3INR   1A      2D      1B      06OH    L1        999.99
3INR   1A      2D      1B      07EN    L1        999.99
3INR   1A      2D      1B      08KT    L1           4.2
3INR   1A      2D      1B      09AM    L1        999.99
3INR   1A      2D      1B      10C1    L1        999.99
3INR   1A      2D      1B      11C2    L1        999.99
3INR   1A      2D      1B      12WS    L1        999.99
3INR   1A      2D      1B      13MT    L1        999.99
3INR   1A      2D      1B      14CU    L1        999.99
3INR   1A      2D      1B      15ZN    L1        999.99
3INR   1A      2D      1B      16PC    L1        999.99
1APN   1A      2D      4P      01NE    L1        999.99
1APN   1A      2D      4P      02YP    L1        999.99
1APN   1A      2D      4P      03S1    L1        999.99
1APN   1A      2D      4P      04S2    L1        999.99
1APN   1A      2D      4P      05GF    L1        999.99
1APN   1A      2D      4P      06OH    L1        999.99
1APN   1A      2D      4P      07EN    L1        999.99
1APN   1A      2D      4P      08KT    L1        999.99
1APN   1A      2D      4P      09AM    L1        999.99
1APN   1A      2D      4P      10C1    L1        999.99
1APN   1A      2D      4P      11C2    L1        999.99
1APN   1A      2D      4P      12WS    L1        999.99
1APN   1A      2D      4P      13MT    L1        999.99
1APN   1A      2D      4P      14CU    L1        999.99
1APN   1A      2D      4P      15ZN    L1        999.99
1APN   1A      2D      4P      16PC    L1        999.99
1APN   1A      2D      4P      01NE    L1        999.99
1APN   1A      2D      4P      02YP    L1        999.99
1APN   1A      2D      4P      03S1    L1        999.99
1APN   1A      2D      4P      04S2    L1        999.99
1APN   1A      2D      4P      05GF    L1        999.99
1APN   1A      2D      4P      06OH    L1        999.99
1APN   1A      2D      4P      07EN    L1        999.99
1APN   1A      2D      4P      08KT    L1        999.99
1APN   1A      2D      4P      09AM    L1        999.99
1APN   1A      2D      4P      10C1    L1        999.99
1APN   1A      2D      4P      11C2    L1        999.99
1APN   1A      2D      4P      12WS    L1        999.99
1APN   1A      2D      4P      13MT    L1        999.99
1APN   1A      2D      4P      14CU    L1        999.99
1APN   1A      2D      4P      15ZN    L1        999.99
1APN   1A      2D      4P      16PC    L1        999.99
1APN   1A      1S      1B      01NE    X1        999.99
1APN   1A      1S      1B      02YP    X1        999.99
1APN   1A      1S      1B      03S1    X1        999.99
1APN   1A      1S      1B      04S2    X1        999.99
1APN   1A      1S      1B      05GF    X1        999.99
1APN   1A      1S      1B      06OH    X1        999.99
1APN   1A      1S      1B      07EN    X1        999.99
1APN   1A      1S      1B      08KT    X1        999.99
1APN   1A      1S      1B      09AM    X1        999.99
1APN   1A      1S      1B      10C1    X1        999.99
1APN   1A      1S      1B      11C2    X1        999.99
1APN   1A      1S      1B      12WS    X1        999.99
1APN   1A      1S      1B      13MT    X1        999.99
1APN   1A      1S      1B      14CU    X1        999.99
1APN   1A      1S      1B      15ZN    X1        999.99
1APN   1A      1S      1B      16PC    X1        999.99
1APN   1A      1S      5G      01NE    X1        999.99
1APN   1A      1S      5G      02YP    X1        999.99
1APN   1A      1S      5G      03S1    X1        999.99
1APN   1A      1S      5G      04S2    X1        999.99
1APN   1A      1S      5G      05GF    X1        999.99
1APN   1A      1S      5G      06OH    X1        999.99
1APN   1A      1S      5G      07EN    X1        999.99
1APN   1A      1S      5G      08KT    X1        999.99
1APN   1A      1S      5G      09AM    X1        999.99
1APN   1A      1S      5G      10C1    X1        999.99
1APN   1A      1S      5G      11C2    X1        999.99
1APN   1A      1S      5G      12WS    X1        999.99
1APN   1A      1S      5G      13MT    X1        999.99
1APN   1A      1S      5G      14CU    X1        999.99
1APN   1A      1S      5G      15ZN    X1        999.99
1APN   1A      1S      5G      16PC    X1        999.99
2APR   1A      1S      1B      01NE    X1        999.99
2APR   1A      1S      1B      02YP    X1        999.99
2APR   1A      1S      1B      03S1    X1        999.99
2APR   1A      1S      1B      04S2    X1        999.99
2APR   1A      1S      1B      05GF    X1        999.99
2APR   1A      1S      1B      06OH    X1        999.99
2APR   1A      1S      1B      07EN    X1        999.99
2APR   1A      1S      1B      08KT    X1        999.99
2APR   1A      1S      1B      09AM    X1        999.99
2APR   1A      1S      1B      10C1    X1        999.99
2APR   1A      1S      1B      11C2    X1        999.99
2APR   1A      1S      1B      12WS    X1        999.99
2APR   1A      1S      1B      13MT    X1        999.99
