COMPOSITE TABLE:
pu_id               mx_unt_echo         Plantid             Unitid              PlantName                     PlantState          NDReg_plant         Bit_share      GOB_share      Lig_share      SubBit_share   Plant_L_Prof   Plant_S_Prof
50835_GEN1          1014                50835               "GEN1"              "TES Filer City Stati"        "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
50879_GEN1          1015                50879               "GEN1"              "Wheelabrator Frackvi"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
50888_GEN1          1016                50888               "GEN1"              "Northampton Generati"        "PA"                2                   0.0000         1.0000         0.0000         0.0000         11             1
50951_GEN1          1017                50951               "GEN1"              "Sunnyside Cogen Asso"        "UT"                14                  0.0000         1.0000         0.0000         1.0000         11             11
50974_GEN1          1018                50974               "GEN1"              "Scrubgrass Generatin"        "PA"                2                   0.0552         0.9448         0.0000         0.0000         11             1
50976_GEN1          1019                50976               "GEN1"              "Indiantown Cogenerat"        "FL"                5                   1.0000         0.0000         0.0000         0.0000         1              1
52007_GEN1          1020                52007               "GEN1"              "Mecklenburg Power St"        "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
52007_GEN2          1021                52007               "GEN2"              "Mecklenburg Power St"        "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
52071_5             1022                52071               "5"                 "Sandow No 5"                 "TX"                12                  1.0000         0.0000         0.0000         0.0000         1              1
54035_GEN1          1023                54035               "GEN1"              "Roanoke Valley Energ"        "NC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
54081_GEN1          1024                54081               "GEN1"              "Spruance Operating S"        "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
54081_GEN2          1025                54081               "GEN2"              "Spruance Operating S"        "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
54144_GEN1          1026                54144               "GEN1"              "Piney Creek Project"         "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
54304_1             1027                54304               "1"                 "Birchwood Power"             "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
54634_SNCP          1028                54634               "SNCP"              "St Nicholas Cogen Pr"        "PA"                2                   0.0000         1.0000         0.0000         0.0000         11             1
54755_GEN2          1029                54755               "GEN2"              "Roanoke Valley Energ"        "NC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
55076_RHGF          1030                55076               "RHGF"              "Red Hills Generating"        "MS"                9                   0.0000         0.0000         1.0000         0.0000         11             1
55479_0001          1031                55479               "0001"              "Wygen 1"                     "WY"                13                  0.0000         0.0000         0.0000         1.0000         1              11
55749_UNT1          1032                55749               "UNT1"              "Hardin Generator Pro"        "MT"                13                  0.0000         0.0000         0.0000         1.0000         1              11
55856_PC1           1033                55856               "PC1"               "Prairie State Genera"        "IL"                7                   1.0000         0.0000         0.0000         0.0000         1              1
55856_PC2           1034                55856               "PC2"               "Prairie State Genera"        "IL"                7                   1.0000         0.0000         0.0000         0.0000         1              1
56068_1             1035                56068               "1"                 "Elm Road Generating"         "WI"                7                   0.1331         0.0000         0.0000         0.8669         1              10
56068_2             1036                56068               "2"                 "Elm Road Generating"         "WI"                7                   0.1331         0.0000         0.0000         0.8669         1              10
56224_001           1037                56224               "001"               "TS Power Plant"              "NV"                14                  0.0000         0.0000         0.0000         1.0000         1              11
56319_0001          1038                56319               "0001"              "Wygen 2"                     "WY"                13                  0.0000         0.0000         0.0000         1.0000         1              11
56456_STG1          1039                56456               "STG1"              "Plum Point Energy St"        "AR"                12                  0.0000         0.0000         0.0000         1.0000         1              11
56564_1             1040                56564               "1"                 "John W Turk Jr Power"        "AR"                12                  0.0000         0.0000         0.0000         1.0000         1              11
56596_5             1041                56596               "5"                 "Wygen III"                   "WY"                13                  0.0000         0.0000         0.0000         1.0000         1              11
56609_01            1042                56609               "01"                "Dry Fork Station"            "WY"                13                  0.0000         0.0000         0.0000         1.0000         1              11
56611_S01           1043                56611               "S01"               "Sandy Creek Energy S"        "TX"                12                  0.0000         0.0000         0.0000         1.0000         1              11
56671_MKA0          1044                56671               "MKA01"             "Longview Power Plant"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
56786_1             1045                56786               "1"                 "Spiritwood Station"          "ND"                10                  0.0000         0.0000         1.0000         0.0000         11             1
56808_1             1046                56808               "1"                 "Virginia City Hybrid"        "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
57842_1             1047                57842               "1"                 "Wabash Valley Power"         "IN"                7                   1.0000         0.0000         0.0000         0.0000         1              1
57842_1A            1048                57842               "1A"                "Wabash Valley Power"         "IN"                7                   1.0000         0.0000         0.0000         0.0000         1              1
57918_1             1049                57918               "1"                 "Jacksonville Develop"        "IL"                7                   1.0000         0.0000         0.0000         0.0000         1              1
57918_2             1050                57918               "2"                 "Jacksonville Develop"        "IL"                7                   1.0000         0.0000         0.0000         0.0000         1              1
57918_3             1051                57918               "3"                 "Jacksonville Develop"        "IL"                7                   1.0000         0.0000         0.0000         0.0000         1              1
58923_500K          1052                58923               "500K"              "Missouri S&T - Power"        "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
65284_2             1053                65284               "2"                 "Dickerson"                   "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
65284_3             1054                65284               "3"                 "Dickerson"                   "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
65284_ST1           1055                65284               "ST1"               "Dickerson"                   "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
65285_ST1           1056                65285               "ST1"               "Chalk Point Steam"           "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
65285_ST2           1057                65285               "ST2"               "Chalk Point Steam"           "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
;
COMPOSITE TABLE:
pu_id               pltnum              map_pltnum_puid
3_3                 3                   1
3_4                 3                   1
3_5                 3                   1
8_10                8                   1
8_6                 8                   1
8_7                 8                   1
8_8                 8                   1
8_9                 8                   1
26_5                26                  1
47_1                47                  1
47_2                47                  1
47_3                47                  1
47_4                47                  1
47_5                47                  1
50_1                50                  1
50_2                50                  1
50_3                50                  1
50_4                50                  1
50_5                50                  1
50_6                50                  1
50_7                50                  1
50_8                50                  1
51_1                51                  1
56_1                56                  1
56_2                56                  1
56_3                56                  1
59_1                59                  1
60_1                60                  1
60_2                60                  1
87_1                87                  1
108_1               108                 1
113_1               113                 1
113_2               113                 1
113_3               113                 1
113_4               113                 1
127_1               127                 1
130_1               130                 1
130_2               130                 1
130_3               130                 1
130_4               130                 1
136_1               136                 1
136_2               136                 1
160_ST3             160                 1
165_2               165                 1
207_1               207                 1
207_2               207                 1
298_1               298                 1
298_2               298                 1
462_1               462                 1
462_2               462                 1
465_3               465                 1
465_4               465                 1
468_1               468                 1
468_2               468                 1
469_1               469                 1
469_2               469                 1
469_3               469                 1
470_1               470                 1
470_2               470                 1
470_3               470                 1
477_5               477                 1
492_5               492                 1
508_4               508                 1
508_6               508                 1
511_1               511                 1
525_1               525                 1
525_2               525                 1
527_1               527                 1
527_2               527                 1
527_3               527                 1
527_ST4             527                 1
564_1               564                 1
564_2               564                 1
568_3               568                 1
594_1               594                 1
594_2               594                 1
594_3               594                 1
594_4               594                 1
602_1               602                 1
602_2               602                 1
628_1               628                 1
628_2               628                 1
628_5               628                 1
628_ST4             628                 1
642_1               642                 1
642_2               642                 1
643_1               643                 1
643_2               643                 1
645_ST2             645                 1
645_ST4             645                 1
667_1               667                 1
667_2               667                 1
676_3               676                 1
703_1               703                 1
703_2               703                 1
703_3               703                 1
703_4               703                 1
708_1               708                 1
708_2               708                 1
708_3               708                 1
708_4               708                 1
709_1               709                 1
709_2               709                 1
709_3               709                 1
709_4               709                 1
710_1               710                 1
710_2               710                 1
727_3               727                 1
728_1               728                 1
728_2               728                 1
728_3               728                 1
728_4               728                 1
728_5               728                 1
733_2               733                 1
733_3               733                 1
733_ST1             733                 1
856_1               856                 1
856_2               856                 1
856_3               856                 1
861_1               861                 1
861_2               861                 1
863_3               863                 1
863_4               863                 1
864_1               864                 1
864_2               864                 1
864_3               864                 1
867_7               867                 1
867_8               867                 1
876_1               876                 1
876_2               876                 1
879_5               879                 1
879_6               879                 1
883_7               883                 1
883_8               883                 1
884_1               884                 1
884_2               884                 1
884_3               884                 1
884_4               884                 1
886_19              886                 1
887_1               887                 1
887_2               887                 1
887_3               887                 1
887_4               887                 1
887_5               887                 1
887_6               887                 1
889_1               889                 1
889_2               889                 1
889_3               889                 1
891_6               891                 1
892_1               892                 1
892_2               892                 1
897_2               897                 1
897_ST1             897                 1
898_4               898                 1
898_5               898                 1
963_1               963                 1
963_2               963                 1
963_3               963                 1
963_4               963                 1
964_6               964                 1
964_7               964                 1
976_1               976                 1
976_2               976                 1
976_3               976                 1
976_4               976                 1
981_3               981                 1
981_4               981                 1
983_1               983                 1
983_2               983                 1
983_3               983                 1
983_4               983                 1
983_5               983                 1
983_6               983                 1
988_1               988                 1
988_2               988                 1
988_3               988                 1
988_4               988                 1
991_3               991                 1
991_4               991                 1
991_5               991                 1
991_6               991                 1
994_4               994                 1
994_ST1             994                 1
994_ST2             994                 1
994_ST3             994                 1
995_7               995                 1
995_8               995                 1
996_11              996                 1
996_5               996                 1
996_6               996                 1
997_12              997                 1
1001_1              1001                1
1001_2              1001                1
1004_7              1004                1
1004_8              1004                1
1004_CT1            1004                1
1004_CT2            1004                1
1004_ST             1004                1
1008_1              1008                1
1008_2              1008                1
1008_3              1008                1
1008_4              1008                1
1010_2              1010                1
1010_3              1010                1
1010_4              1010                1
1010_5              1010                1
1010_6              1010                1
1012_2              1012                1
1012_3              1012                1
1024_4              1024                1
1024_5              1024                1
1032_4              1032                1
1032_5              1032                1
1037_2              1037                1
1037_3              1037                1
1040_1              1040                1
1040_2              1040                1
1043_1              1043                1
1043_2              1043                1
1046_ST2            1046                1
1047_2              1047                1
1047_3              1047                1
1047_4              1047                1
1058_1              1058                1
1058_2              1058                1
1058_4              1058                1
1058_6              1058                1
1058_7              1058                1
1058_8              1058                1
1073_1              1073                1
1073_2              1073                1
1073_3              1073                1
1077_2              1077                1
1081_3HS            1081                1
1082_1              1082                1
1082_2              1082                1
1082_3              1082                1
1082_4              1082                1
1091_1              1091                1
1091_2              1091                1
1091_3              1091                1
1104_1              1104                1
1167_7              1167                1
1167_8              1167                1
1167_8A             1167                1
1167_9              1167                1
1218_1              1218                1
1218_2              1218                1
1241_1              1241                1
1241_2              1241                1
1250_3              1250                1
1250_4              1250                1
1250_5              1250                1
1252_7              1252                1
1252_8              1252                1
1353_2              1353                1
1355_1              1355                1
1355_2              1355                1
1355_3              1355                1
1356_1              1356                1
1356_2              1356                1
1356_3              1356                1
1356_4              1356                1
1357_3              1357                1
1357_4              1357                1
1361_3              1361                1
1363_4              1363                1
1363_5              1363                1
1363_6              1363                1
1364_1              1364                1
1364_2              1364                1
1364_3              1364                1
1364_4              1364                1
1374_1              1374                1
1374_2              1374                1
1378_1              1378                1
1378_2              1378                1
1378_3              1378                1
1379_1              1379                1
1379_10             1379                1
1379_2              1379                1
1379_3              1379                1
1379_4              1379                1
1379_5              1379                1
1379_6              1379                1
1379_7              1379                1
1379_8              1379                1
1379_9              1379                1
1381_1              1381                1
1381_2              1381                1
1381_3              1381                1
1382_1              1382                1
1382_2              1382                1
1383_1              1383                1
1384_1              1384                1
1384_2              1384                1
1385_1              1385                1
1385_2              1385                1
1385_3              1385                1
1385_4              1385                1
1393_6              1393                1
1552_1              1552                1
1552_2              1552                1
1554_2              1554                1
1554_3              1554                1
1570_11             1570                1
1570_9              1570                1
1573_ST1            1573                1
1573_ST2            1573                1
1606_1              1606                1
1613_6              1613                1
1619_1              1619                1
1619_2              1619                1
1619_3              1619                1
1626_1              1626                1
1626_2              1626                1
1626_3              1626                1
1695_4              1695                1
1695_5              1695                1
1702_1A             1702                1
1702_1B             1702                1
1702_2A             1702                1
1702_2B             1702                1
1710_1              1710                1
1710_2              1710                1
1710_3              1710                1
1720_7              1720                1
1720_8              1720                1
1723_1              1723                1
1723_2              1723                1
1723_3              1723                1
1731_1              1731                1
1732_7              1732                1
1732_8              1732                1
1733_1              1733                1
1733_2              1733                1
1733_3              1733                1
1733_4              1733                1
1740_2              1740                1
1740_3              1740                1
1743_1              1743                1
1743_2              1743                1
1743_3              1743                1
1743_4              1743                1
1743_6              1743                1
1743_7              1743                1
1745_7              1745                1
1745_8              1745                1
1745_9              1745                1
1769_3              1769                1
1769_4              1769                1
1769_5              1769                1
1769_6              1769                1
1769_7              1769                1
1769_8              1769                1
1769_9              1769                1
1771_1              1771                1
1771_2              1771                1
1825_3              1825                1
1830_3              1830                1
1830_4              1830                1
1830_5              1830                1
1831_1              1831                1
1831_2              1831                1
1831_3              1831                1
1831_4              1831                1
1831_5              1831                1
1831_6              1831                1
1832_1              1832                1
1843_1              1843                1
1843_2              1843                1
1843_3              1843                1
1893_1              1893                1
1893_2              1893                1
1893_3              1893                1
1893_4              1893                1
1904_3              1904                1
1904_4              1904                1
1915_1              1915                1
1927_8              1927                1
1943_2              1943                1
1943_3              1943                1
1979_3              1979                1
1979_5              1979                1
1979_6              1979                1
2008_1              2008                1
2008_2              2008                1
2008_3              2008                1
2008_4              2008                1
2076_1              2076                1
2076_2              2076                1
2079_5              2079                1
2080_1              2080                1
2080_2              2080                1
2080_3              2080                1
2094_1              2094                1
2094_2              2094                1
2094_3              2094                1
2103_1              2103                1
2103_2              2103                1
2103_3              2103                1
2103_4              2103                1
2104_3              2104                1
2104_4              2104                1
2107_1              2107                1
2107_2              2107                1
2123_5              2123                1
2123_7              2123                1
2144_4              2144                1
2144_5              2144                1
2161_1              2161                1
2161_2              2161                1
2161_3              2161                1
2167_1              2167                1
2167_2              2167                1
2168_1              2168                1
2168_2              2168                1
2168_3              2168                1
2169_1              2169                1
2169_2              2169                1
2171_1              2171                1
2171_2              2171                1
2187_1              2187                1
2240_6              2240                1
2240_7              2240                1
2240_8              2240                1
2277_1              2277                1
2277_2              2277                1
2291_4              2291                1
2291_5              2291                1
2324_1              2324                1
2324_2              2324                1
2324_3              2324                1
2324_4              2324                1
2341_1              2341                1
2341_2              2341                1
2364_1              2364                1
2364_2              2364                1
2367_4              2367                1
2367_6              2367                1
2378_1              2378                1
2378_2              2378                1
2408_1              2408                1
2408_2              2408                1
2442_1              2442                1
2442_2              2442                1
2442_3              2442                1
2442_4              2442                1
2442_5              2442                1
2451_1              2451                1
2451_2              2451                1
2451_3              2451                1
2451_4              2451                1
2468_5              2468                1
2526_7              2526                1
2526_8              2526                1
2527_3              2527                1
2535_1              2535                1
2535_2              2535                1
2549_67             2549                1
2549_S68            2549                1
2554_1              2554                1
2554_2              2554                1
2554_3              2554                1
2554_ST4            2554                1
2706_1              2706                1
2706_2              2706                1
2708_5              2708                1
2708_6              2708                1
2709_1              2709                1
2709_2              2709                1
2709_3              2709                1
2712_1              2712                1
2712_2              2712                1
2712_3              2712                1
2712_4              2712                1
2713_1              2713                1
2713_2              2713                1
2713_3              2713                1
2716_1              2716                1
2716_2              2716                1
2716_3              2716                1
2718_1              2718                1
2718_2              2718                1
2718_3              2718                1
2718_4              2718                1
2718_5              2718                1
2720_3              2720                1
2720_4              2720                1
2720_5              2720                1
2720_6              2720                1
2721_1              2721                1
2721_2              2721                1
2721_3              2721                1
2721_4              2721                1
2721_5              2721                1
2721_6              2721                1
2723_1              2723                1
2723_2              2723                1
2723_3              2723                1
2727_1              2727                1
2727_2              2727                1
2727_3              2727                1
2727_4              2727                1
2732_4              2732                1
2732_5              2732                1
2732_6              2732                1
2732_7              2732                1
2790_1              2790                1
2790_2              2790                1
2817_1              2817                1
2817_2              2817                1
2823_1              2823                1
2823_2              2823                1
2824_1              2824                1
2828_1              2828                1
2828_2              2828                1
2828_3              2828                1
2830_1              2830                1
2830_2              2830                1
2830_3              2830                1
2830_4              2830                1
2830_5              2830                1
2830_6              2830                1
2832_6              2832                1
2832_7              2832                1
2832_8              2832                1
2835_5              2835                1
2836_7              2836                1
2836_9              2836                1
2837_1              2837                1
2837_2              2837                1
2837_3              2837                1
2837_4              2837                1
2837_5              2837                1
2838_18             2838                1
2840_3              2840                1
2840_4              2840                1
2840_5              2840                1
2840_6              2840                1
2843_5              2843                1
2848_1              2848                1
2848_2              2848                1
2848_3              2848                1
2848_4              2848                1
2848_5              2848                1
2848_6              2848                1
2850_1              2850                1
2850_2              2850                1
2850_3              2850                1
2850_4              2850                1
2861_1              2861                1
2861_2              2861                1
2864_3              2864                1
2864_4              2864                1
2864_5              2864                1
2866_1              2866                1
2866_2              2866                1
2866_3              2866                1
2866_4              2866                1
2866_5              2866                1
2866_6              2866                1
2866_7              2866                1
2872_1              2872                1
2872_2              2872                1
2872_3              2872                1
2872_4              2872                1
2872_5              2872                1
2876_1              2876                1
2876_2              2876                1
2876_3              2876                1
2876_4              2876                1
2876_5              2876                1
2878_2              2878                1
2878_3              2878                1
2878_4              2878                1
2914_3              2914                1
2914_4              2914                1
2935_10             2935                1
2935_7              2935                1
2935_8              2935                1
2935_9              2935                1
2936_3              2936                1
2936_5              2936                1
2936_7              2936                1
2936_ST2            2936                1
2943_1              2943                1
2943_2              2943                1
2943_3              2943                1
2943_4              2943                1
2952_6              2952                1
2963_3              2963                1
2963_4              2963                1
3098_1              3098                1
3098_2              3098                1
3098_3              3098                1
3098_4              3098                1
3113_2              3113                1
3115_1              3115                1
3115_2              3115                1
3115_3              3115                1
3118_1              3118                1
3118_2              3118                1
3122_1              3122                1
3122_2              3122                1
3122_3              3122                1
3130_FB1            3130                1
3136_1              3136                1
3136_2              3136                1
3140_1              3140                1
3140_2              3140                1
3140_3              3140                1
3149_1              3149                1
3149_11             3149                1
3149_2              3149                1
3152_1              3152                1
3152_2              3152                1
3152_3              3152                1
3152_4              3152                1
3159_1              3159                1
3161_1              3161                1
3161_2              3161                1
3178_1              3178                1
3178_2              3178                1
3179_1              3179                1
3179_2              3179                1
3179_3              3179                1
3181_3              3181                1
3251_1              3251                1
3264_1              3264                1
3264_2              3264                1
3280_1              3280                1
3280_2              3280                1
3280_3              3280                1
3297_1              3297                1
3297_2              3297                1
3298_ST1            3298                1
3317_1              3317                1
3317_2              3317                1
3319_3              3319                1
3319_4              3319                1
3325_ST1            3325                1
3393_1              3393                1
3393_2              3393                1
3393_3              3393                1
3396_1              3396                1
3399_1              3399                1
3399_2              3399                1
3403_1              3403                1
3403_2              3403                1
3403_3              3403                1
3403_4              3403                1
3405_1              3405                1
3405_2              3405                1
3405_3              3405                1
3405_4              3405                1
3406_1              3406                1
3406_10             3406                1
3406_2              3406                1
3406_3              3406                1
3406_4              3406                1
3406_5              3406                1
3406_6              3406                1
3406_7              3406                1
3406_8              3406                1
3406_9              3406                1
3407_1              3407                1
3407_2              3407                1
3407_3              3407                1
3407_4              3407                1
3407_5              3407                1
3407_6              3407                1
3407_7              3407                1
3407_8              3407                1
3407_9              3407                1
3419_ST1            3419                1
3419_ST2            3419                1
3419_ST3            3419                1
3419_ST4            3419                1
3470_5              3470                1
3470_6              3470                1
3470_7              3470                1
3470_8              3470                1
3497_1              3497                1
3497_2              3497                1
3644_1              3644                1
3644_2              3644                1
3775_3              3775                1
3776_5              3776                1
3776_6              3776                1
3788_1              3788                1
3788_2              3788                1
3788_3              3788                1
3788_4              3788                1
3788_5              3788                1
3797_3              3797                1
3797_4              3797                1
3797_5              3797                1
3797_6              3797                1
3803_3              3803                1
3803_ST1            3803                1
3803_ST2            3803                1
3803_ST4            3803                1
3809_1              3809                1
3809_2              3809                1
3845_1              3845                1
3845_2              3845                1
3935_1              3935                1
3935_2              3935                1
3935_3              3935                1
3936_1              3936                1
3936_2              3936                1
3938_1              3938                1
3938_2              3938                1
3938_3              3938                1
3938_4              3938                1
3938_5              3938                1
3942_1              3942                1
3942_2              3942                1
3942_3              3942                1
3943_1              3943                1
3943_2              3943                1
3944_1              3944                1
3944_2              3944                1
3944_3              3944                1
3945_5              3945                1
3945_6              3945                1
3946_1              3946                1
3946_2              3946                1
3947_1              3947                1
3947_2              3947                1
3947_3              3947                1
3948_1              3948                1
3948_2              3948                1
3954_1              3954                1
3954_2              3954                1
3954_3              3954                1
3992_3              3992                1
3992_4              3992                1
3992_5              3992                1
4041_5              4041                1
4041_6              4041                1
4041_7              4041                1
4041_8              4041                1
4050_3              4050                1
4050_4              4050                1
4050_5              4050                1
4054_1              4054                1
4054_2              4054                1
4072_5              4072                1
4072_6              4072                1
4072_7              4072                1
4072_8              4072                1
4078_1              4078                1
4078_3              4078                1
4078_4              4078                1
4127_3              4127                1
4127_4              4127                1
4127_5              4127                1
4140_1              4140                1
4140_2              4140                1
4140_3              4140                1
4140_4              4140                1
4140_5              4140                1
4143_ST3            4143                1
4150_5              4150                1
4151_1              4151                1
4151_2              4151                1
4151_3              4151                1
4158_1              4158                1
4158_2              4158                1
4158_3              4158                1
4158_4              4158                1
4162_1              4162                1
4162_2              4162                1
4259_1              4259                1
4271_1              4271                1
4941_NAV1           4941                1
4941_NAV2           4941                1
4941_NAV3           4941                1
6002_1              6002                1
6002_2              6002                1
6002_3              6002                1
6002_4              6002                1
6004_1              6004                1
6004_2              6004                1
6009_1              6009                1
6009_2              6009                1
6016_1              6016                1
6017_1              6017                1
6017_2              6017                1
6018_2              6018                1
6019_ST1            6019                1
6021_1              6021                1
6021_2              6021                1
6021_3              6021                1
6030_1              6030                1
6030_2              6030                1
6031_2              6031                1
6034_ST1            6034                1
6034_ST2            6034                1
6041_1              6041                1
6041_2              6041                1
6041_3              6041                1
6041_4              6041                1
6052_1              6052                1
6052_2              6052                1
6055_1              6055                1
6061_1              6061                1
6061_2              6061                1
6064_1              6064                1
6065_1              6065                1
6065_2              6065                1
6068_1              6068                1
6068_2              6068                1
6068_3              6068                1
6071_1              6071                1
6071_2              6071                1
6073_1              6073                1
6073_2              6073                1
6076_1              6076                1
6076_2              6076                1
6076_3              6076                1
6076_4              6076                1
6077_1              6077                1
6077_2              6077                1
6082_1              6082                1
6085_14             6085                1
6085_15             6085                1
6085_17             6085                1
6085_18             6085                1
6089_1              6089                1
