COMPOSITE TABLE:
SCrv1   SReg    Sulf    Mtyp    Rank    yr      TPH_Growth_Rate     WAGE_MULTIPLIER     ADJ_MMP_MULT         ADJ_MMP_ADD        P_EQUIP             PPI_STEEL_EXPLO     SCLIMIT
25      07DL    2M      1S      3L      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
26      08WM    1C      2D      1B      1999    1.000               1.000               1.000               0.000               135.1               100.6               999.99
27      08WM    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
28      08WM    2M      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
29      09NW    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
30      09NW    2M      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
31      10SW    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
32      11WW    1C      2D      2S      1999    1.000               1.000               1.000               0.000               135.1               100.6               999.99
33      11WW    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
34      11WW    2M      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
35      12RM    1C      2D      1B      1999    1.000               1.000               1.000               0.000               135.1               100.6               999.99
36      12RM    1C      2D      4P      1999    1.000               1.000               1.000               0.000               135.1               100.6               999.99
37      12RM    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
38      13ZN    2M      2D      1B      1999    1.000               1.000               1.000               0.000               135.1               100.6               999.99
39      13ZN    1C      1S      1B      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
40      13ZN    2M      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
41      14AW    1C      1S      2S      1999    1.000               1.000               1.000               0.000               150.7               127.6               999.99
1       01NA    2M      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
2       01NA    3H      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
3       01NA    2M      2D      4P      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
4       01NA    2M      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
5       01NA    3H      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
6       01NA    3H      1S      5G      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
7       02CA    1C      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
8       02CA    2M      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
9       02CA    2M      2D      4P      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
10      02CA    1C      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
11      02CA    2M      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
12      03SA    1C      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
13      03SA    2M      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
14      03SA    1C      2D      4P      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
15      03SA    1C      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
16      03SA    2M      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
17      04EI    2M      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
18      04EI    3H      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
19      04EI    2M      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
20      04EI    3H      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
21      04EI    2M      1S      3L      2000    1.000               1.000               1.000               0.000               149.1               100.7               999.99
22      05WI    3H      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
23      06GL    2M      1S      3L      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
24      06GL    3H      1S      3L      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
25      07DL    2M      1S      3L      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
26      08WM    1C      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
27      08WM    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
28      08WM    2M      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
29      09NW    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
30      09NW    2M      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
31      10SW    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
32      11WW    1C      2D      2S      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
33      11WW    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
34      11WW    2M      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
35      12RM    1C      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
36      12RM    1C      2D      4P      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
37      12RM    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
38      13ZN    2M      2D      1B      2000    1.000               1.000               1.000               0.000               133.9               100.7               999.99
39      13ZN    1C      1S      1B      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
40      13ZN    2M      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
41      14AW    1C      1S      2S      2000    1.000               1.000               1.000               0.000               149.1               118.2               999.99
1       01NA    2M      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
2       01NA    3H      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
3       01NA    2M      2D      4P      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
4       01NA    2M      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
5       01NA    3H      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
6       01NA    3H      1S      5G      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
7       02CA    1C      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
8       02CA    2M      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
9       02CA    2M      2D      4P      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
10      02CA    1C      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
11      02CA    2M      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
12      03SA    1C      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
13      03SA    2M      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
14      03SA    1C      2D      4P      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
15      03SA    1C      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
16      03SA    2M      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
17      04EI    2M      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
18      04EI    3H      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
19      04EI    2M      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
20      04EI    3H      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
21      04EI    2M      1S      3L      2001    1.000               1.000               1.000               0.000               146.6               92.7                999.99
22      05WI    3H      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
23      06GL    2M      1S      3L      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
24      06GL    3H      1S      3L      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
25      07DL    2M      1S      3L      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
26      08WM    1C      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
27      08WM    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
28      08WM    2M      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
29      09NW    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
30      09NW    2M      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
31      10SW    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
32      11WW    1C      2D      2S      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
33      11WW    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
34      11WW    2M      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
35      12RM    1C      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
36      12RM    1C      2D      4P      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
37      12RM    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
38      13ZN    2M      2D      1B      2001    1.000               1.000               1.000               0.000               133.3               92.7                999.99
39      13ZN    1C      1S      1B      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
40      13ZN    2M      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
41      14AW    1C      1S      2S      2001    1.000               1.000               1.000               0.000               146.6               120.6               999.99
1       01NA    2M      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
2       01NA    3H      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
3       01NA    2M      2D      4P      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
4       01NA    2M      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
5       01NA    3H      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
6       01NA    3H      1S      5G      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
7       02CA    1C      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
8       02CA    2M      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
9       02CA    2M      2D      4P      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
10      02CA    1C      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
11      02CA    2M      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
12      03SA    1C      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
13      03SA    2M      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
14      03SA    1C      2D      4P      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
15      03SA    1C      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
16      03SA    2M      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
17      04EI    2M      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
18      04EI    3H      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
19      04EI    2M      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
20      04EI    3H      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
21      04EI    2M      1S      3L      2002    1.000               1.000               1.000               0.000               146.2               94.8                999.99
22      05WI    3H      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
23      06GL    2M      1S      3L      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
24      06GL    3H      1S      3L      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
25      07DL    2M      1S      3L      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
26      08WM    1C      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
27      08WM    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
28      08WM    2M      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
29      09NW    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
30      09NW    2M      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
31      10SW    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
32      11WW    1C      2D      2S      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
33      11WW    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
34      11WW    2M      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
35      12RM    1C      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
36      12RM    1C      2D      4P      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
37      12RM    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
38      13ZN    2M      2D      1B      2002    1.000               1.000               1.000               0.000               133.9               94.8                999.99
39      13ZN    1C      1S      1B      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
40      13ZN    2M      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
41      14AW    1C      1S      2S      2002    1.000               1.000               1.000               0.000               146.2               122.8               999.99
1       01NA    2M      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
2       01NA    3H      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
3       01NA    2M      2D      4P      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
4       01NA    2M      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
5       01NA    3H      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
6       01NA    3H      1S      5G      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
7       02CA    1C      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
8       02CA    2M      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
9       02CA    2M      2D      4P      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
10      02CA    1C      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
11      02CA    2M      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
12      03SA    1C      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
13      03SA    2M      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
14      03SA    1C      2D      4P      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
15      03SA    1C      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
16      03SA    2M      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
17      04EI    2M      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
18      04EI    3H      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
19      04EI    2M      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
20      04EI    3H      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
21      04EI    2M      1S      3L      2003    1.000               1.000               1.000               0.000               145.0               98.8                999.99
22      05WI    3H      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
23      06GL    2M      1S      3L      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
24      06GL    3H      1S      3L      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
25      07DL    2M      1S      3L      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
26      08WM    1C      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
27      08WM    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
28      08WM    2M      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
29      09NW    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
30      09NW    2M      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
31      10SW    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
32      11WW    1C      2D      2S      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
33      11WW    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
34      11WW    2M      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
35      12RM    1C      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
36      12RM    1C      2D      4P      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
37      12RM    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
38      13ZN    2M      2D      1B      2003    1.000               1.000               1.000               0.000               134.2               98.8                999.99
39      13ZN    1C      1S      1B      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
40      13ZN    2M      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
41      14AW    1C      1S      2S      2003    1.000               1.000               1.000               0.000               145.0               126.9               999.99
1       01NA    2M      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
2       01NA    3H      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
3       01NA    2M      2D      4P      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
4       01NA    2M      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
5       01NA    3H      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
6       01NA    3H      1S      5G      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
7       02CA    1C      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
8       02CA    2M      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
9       02CA    2M      2D      4P      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
10      02CA    1C      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
11      02CA    2M      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
12      03SA    1C      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
13      03SA    2M      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
14      03SA    1C      2D      4P      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
15      03SA    1C      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
16      03SA    2M      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
17      04EI    2M      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
18      04EI    3H      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
19      04EI    2M      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
20      04EI    3H      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
21      04EI    2M      1S      3L      2004    1.000               1.000               1.000               0.000               145.5               128.4               999.99
22      05WI    3H      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
23      06GL    2M      1S      3L      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
24      06GL    3H      1S      3L      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
25      07DL    2M      1S      3L      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
26      08WM    1C      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
27      08WM    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
28      08WM    2M      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
29      09NW    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
30      09NW    2M      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
31      10SW    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
32      11WW    1C      2D      2S      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
33      11WW    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
34      11WW    2M      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
35      12RM    1C      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
36      12RM    1C      2D      4P      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
37      12RM    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
38      13ZN    2M      2D      1B      2004    1.000               1.000               1.000               0.000               135.9               128.4               999.99
39      13ZN    1C      1S      1B      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
40      13ZN    2M      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
41      14AW    1C      1S      2S      2004    1.000               1.000               1.000               0.000               145.5               133.6               999.99
1       01NA    2M      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
2       01NA    3H      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
3       01NA    2M      2D      4P      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
4       01NA    2M      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
5       01NA    3H      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
6       01NA    3H      1S      5G      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
7       02CA    1C      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
8       02CA    2M      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
9       02CA    2M      2D      4P      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
10      02CA    1C      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
11      02CA    2M      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
12      03SA    1C      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
13      03SA    2M      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
14      03SA    1C      2D      4P      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
15      03SA    1C      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
16      03SA    2M      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
17      04EI    2M      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
18      04EI    3H      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
19      04EI    2M      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
20      04EI    3H      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               131.6               999.99
21      04EI    2M      1S      3L      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
22      05WI    3H      1S      1B      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
23      06GL    2M      1S      3L      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
24      06GL    3H      1S      3L      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
25      07DL    2M      1S      3L      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
26      08WM    1C      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
27      08WM    1C      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
28      08WM    2M      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
29      09NW    1C      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
30      09NW    2M      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
31      10SW    1C      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
32      11WW    1C      2D      2S      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
33      11WW    1C      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
34      11WW    2M      1S      2S      2005    1.000               1.000               1.000               0.000               148.0               132.6               999.99
35      12RM    1C      2D      1B      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
36      12RM    1C      2D      4P      2005    1.000               1.000               1.000               0.000               139.3               131.6               999.99
