COMPOSITE TABLE:
nUS     s       tc      yr      InternationalFOB        InternationalSupply
CL      5       2       2040    42.54                   2.01
CL      6       2       2040    45.00                   2.01
CL      7       2       2040    47.54                   2.01
CL      8       2       2040    50.17                   2.01
CL      9       2       2040    52.88                   2.01
CL      10      2       2040    55.68                   2.01
CL      1       1       2041    0.00                    0.00
CL      2       1       2041    0.00                    0.00
CL      3       1       2041    0.00                    0.00
CL      4       1       2041    0.00                    0.00
CL      5       1       2041    0.00                    0.00
CL      6       1       2041    0.00                    0.00
CL      7       1       2041    0.00                    0.00
CL      8       1       2041    0.00                    0.00
CL      9       1       2041    0.00                    0.00
CL      10      1       2041    0.00                    0.00
CL      1       2       2041    33.52                   81.97
CL      2       2       2041    35.66                   2.02
CL      3       2       2041    37.87                   2.02
CL      4       2       2041    40.17                   2.02
CL      5       2       2041    42.54                   2.02
CL      6       2       2041    45.00                   2.02
CL      7       2       2041    47.54                   2.02
CL      8       2       2041    50.17                   2.02
CL      9       2       2041    52.88                   2.02
CL      10      2       2041    55.68                   2.02
CL      1       1       2042    0.00                    0.00
CL      2       1       2042    0.00                    0.00
CL      3       1       2042    0.00                    0.00
CL      4       1       2042    0.00                    0.00
CL      5       1       2042    0.00                    0.00
CL      6       1       2042    0.00                    0.00
CL      7       1       2042    0.00                    0.00
CL      8       1       2042    0.00                    0.00
CL      9       1       2042    0.00                    0.00
CL      10      1       2042    0.00                    0.00
CL      1       2       2042    33.52                   82.38
CL      2       2       2042    35.66                   2.03
CL      3       2       2042    37.87                   2.03
CL      4       2       2042    40.17                   2.03
CL      5       2       2042    42.54                   2.03
CL      6       2       2042    45.00                   2.03
CL      7       2       2042    47.54                   2.03
CL      8       2       2042    50.17                   2.03
CL      9       2       2042    52.88                   2.03
CL      10      2       2042    55.68                   2.03
CL      1       1       2043    0.00                    0.00
CL      2       1       2043    0.00                    0.00
CL      3       1       2043    0.00                    0.00
CL      4       1       2043    0.00                    0.00
CL      5       1       2043    0.00                    0.00
CL      6       1       2043    0.00                    0.00
CL      7       1       2043    0.00                    0.00
CL      8       1       2043    0.00                    0.00
CL      9       1       2043    0.00                    0.00
CL      10      1       2043    0.00                    0.00
CL      1       2       2043    33.52                   82.79
CL      2       2       2043    35.66                   2.04
CL      3       2       2043    37.87                   2.04
CL      4       2       2043    40.17                   2.04
CL      5       2       2043    42.54                   2.04
CL      6       2       2043    45.00                   2.04
CL      7       2       2043    47.54                   2.04
CL      8       2       2043    50.17                   2.04
CL      9       2       2043    52.88                   2.04
CL      10      2       2043    55.68                   2.04
CL      1       1       2044    0.00                    0.00
CL      2       1       2044    0.00                    0.00
CL      3       1       2044    0.00                    0.00
CL      4       1       2044    0.00                    0.00
CL      5       1       2044    0.00                    0.00
CL      6       1       2044    0.00                    0.00
CL      7       1       2044    0.00                    0.00
CL      8       1       2044    0.00                    0.00
CL      9       1       2044    0.00                    0.00
CL      10      1       2044    0.00                    0.00
CL      1       2       2044    33.52                   83.20
CL      2       2       2044    35.66                   2.05
CL      3       2       2044    37.87                   2.05
CL      4       2       2044    40.17                   2.05
CL      5       2       2044    42.54                   2.05
CL      6       2       2044    45.00                   2.05
CL      7       2       2044    47.54                   2.05
CL      8       2       2044    50.17                   2.05
CL      9       2       2044    52.88                   2.05
CL      10      2       2044    55.68                   2.05
CL      1       1       2045    0.00                    0.00
CL      2       1       2045    0.00                    0.00
CL      3       1       2045    0.00                    0.00
CL      4       1       2045    0.00                    0.00
CL      5       1       2045    0.00                    0.00
CL      6       1       2045    0.00                    0.00
CL      7       1       2045    0.00                    0.00
CL      8       1       2045    0.00                    0.00
CL      9       1       2045    0.00                    0.00
CL      10      1       2045    0.00                    0.00
CL      1       2       2045    33.52                   83.62
CL      2       2       2045    35.66                   2.06
CL      3       2       2045    37.87                   2.06
CL      4       2       2045    40.17                   2.06
CL      5       2       2045    42.54                   2.06
CL      6       2       2045    45.00                   2.06
CL      7       2       2045    47.54                   2.06
CL      8       2       2045    50.17                   2.06
CL      9       2       2045    52.88                   2.06
CL      10      2       2045    55.68                   2.06
CL      1       1       2046    0.00                    0.00
CL      2       1       2046    0.00                    0.00
CL      3       1       2046    0.00                    0.00
CL      4       1       2046    0.00                    0.00
CL      5       1       2046    0.00                    0.00
CL      6       1       2046    0.00                    0.00
CL      7       1       2046    0.00                    0.00
CL      8       1       2046    0.00                    0.00
CL      9       1       2046    0.00                    0.00
CL      10      1       2046    0.00                    0.00
CL      1       2       2046    33.52                   84.04
CL      2       2       2046    35.66                   2.08
CL      3       2       2046    37.87                   2.08
CL      4       2       2046    40.17                   2.08
CL      5       2       2046    42.54                   2.08
CL      6       2       2046    45.00                   2.08
CL      7       2       2046    47.54                   2.08
CL      8       2       2046    50.17                   2.08
CL      9       2       2046    52.88                   2.08
CL      10      2       2046    55.68                   2.08
CL      1       1       2047    0.00                    0.00
CL      2       1       2047    0.00                    0.00
CL      3       1       2047    0.00                    0.00
CL      4       1       2047    0.00                    0.00
CL      5       1       2047    0.00                    0.00
CL      6       1       2047    0.00                    0.00
CL      7       1       2047    0.00                    0.00
CL      8       1       2047    0.00                    0.00
CL      9       1       2047    0.00                    0.00
CL      10      1       2047    0.00                    0.00
CL      1       2       2047    33.52                   84.46
CL      2       2       2047    35.66                   2.09
CL      3       2       2047    37.87                   2.09
CL      4       2       2047    40.17                   2.09
CL      5       2       2047    42.54                   2.09
CL      6       2       2047    45.00                   2.09
CL      7       2       2047    47.54                   2.09
CL      8       2       2047    50.17                   2.09
CL      9       2       2047    52.88                   2.09
CL      10      2       2047    55.68                   2.09
CL      1       1       2048    0.00                    0.00
CL      2       1       2048    0.00                    0.00
CL      3       1       2048    0.00                    0.00
CL      4       1       2048    0.00                    0.00
CL      5       1       2048    0.00                    0.00
CL      6       1       2048    0.00                    0.00
CL      7       1       2048    0.00                    0.00
CL      8       1       2048    0.00                    0.00
CL      9       1       2048    0.00                    0.00
CL      10      1       2048    0.00                    0.00
CL      1       2       2048    33.52                   84.88
CL      2       2       2048    35.66                   2.10
CL      3       2       2048    37.87                   2.10
CL      4       2       2048    40.17                   2.10
CL      5       2       2048    42.54                   2.10
CL      6       2       2048    45.00                   2.10
CL      7       2       2048    47.54                   2.10
CL      8       2       2048    50.17                   2.10
CL      9       2       2048    52.88                   2.10
CL      10      2       2048    55.68                   2.10
CL      1       1       2049    0.00                    0.00
CL      2       1       2049    0.00                    0.00
CL      3       1       2049    0.00                    0.00
CL      4       1       2049    0.00                    0.00
CL      5       1       2049    0.00                    0.00
CL      6       1       2049    0.00                    0.00
CL      7       1       2049    0.00                    0.00
CL      8       1       2049    0.00                    0.00
CL      9       1       2049    0.00                    0.00
CL      10      1       2049    0.00                    0.00
CL      1       2       2049    33.52                   85.31
CL      2       2       2049    35.66                   2.11
CL      3       2       2049    37.87                   2.11
CL      4       2       2049    40.17                   2.11
CL      5       2       2049    42.54                   2.11
CL      6       2       2049    45.00                   2.11
CL      7       2       2049    47.54                   2.11
CL      8       2       2049    50.17                   2.11
CL      9       2       2049    52.88                   2.11
CL      10      2       2049    55.68                   2.11
CL      1       1       2050    0.00                    0.00
CL      2       1       2050    0.00                    0.00
CL      3       1       2050    0.00                    0.00
CL      4       1       2050    0.00                    0.00
CL      5       1       2050    0.00                    0.00
CL      6       1       2050    0.00                    0.00
CL      7       1       2050    0.00                    0.00
CL      8       1       2050    0.00                    0.00
CL      9       1       2050    0.00                    0.00
CL      10      1       2050    0.00                    0.00
CL      1       2       2050    33.52                   85.73
CL      2       2       2050    35.66                   2.12
CL      3       2       2050    37.87                   2.12
CL      4       2       2050    40.17                   2.12
CL      5       2       2050    42.54                   2.12
CL      6       2       2050    45.00                   2.12
CL      7       2       2050    47.54                   2.12
CL      8       2       2050    50.17                   2.12
CL      9       2       2050    52.88                   2.12
CL      10      2       2050    55.68                   2.12
HI      1       1       2015    44.44                   1.75
HI      2       1       2015    53.78                   0.17
HI      3       1       2015    64.00                   0.17
HI      4       1       2015    75.11                   0.17
HI      5       1       2015    87.11                   0.17
HI      6       1       2015    100.00                  0.17
HI      7       1       2015    113.78                  0.17
HI      8       1       2015    128.44                  0.17
HI      9       1       2015    144.00                  0.17
HI      10      1       2015    160.44                  0.17
HI      1       2       2015    40.66                   4.90
HI      2       2       2015    44.02                   0.47
HI      3       2       2015    47.33                   0.47
HI      4       2       2015    50.59                   0.47
HI      5       2       2015    53.82                   0.47
HI      6       2       2015    57.00                   0.47
HI      7       2       2015    60.15                   0.47
HI      8       2       2015    63.27                   0.47
HI      9       2       2015    66.35                   0.47
HI      10      2       2015    69.41                   0.47
HI      1       1       2016    44.44                   1.77
HI      2       1       2016    53.78                   0.17
HI      3       1       2016    64.00                   0.17
HI      4       1       2016    75.11                   0.17
HI      5       1       2016    87.11                   0.17
HI      6       1       2016    100.00                  0.17
HI      7       1       2016    113.78                  0.17
HI      8       1       2016    128.44                  0.17
HI      9       1       2016    144.00                  0.17
HI      10      1       2016    160.44                  0.17
HI      1       2       2016    40.66                   4.90
HI      2       2       2016    44.02                   0.47
HI      3       2       2016    47.33                   0.47
HI      4       2       2016    50.59                   0.47
HI      5       2       2016    53.82                   0.47
HI      6       2       2016    57.00                   0.47
HI      7       2       2016    60.15                   0.47
HI      8       2       2016    63.27                   0.47
HI      9       2       2016    66.35                   0.47
HI      10      2       2016    69.41                   0.47
HI      1       1       2017    44.44                   1.79
HI      2       1       2017    53.78                   0.17
HI      3       1       2017    64.00                   0.17
HI      4       1       2017    75.11                   0.17
HI      5       1       2017    87.11                   0.17
HI      6       1       2017    100.00                  0.17
HI      7       1       2017    113.78                  0.17
HI      8       1       2017    128.44                  0.17
HI      9       1       2017    144.00                  0.17
HI      10      1       2017    160.44                  0.17
HI      1       2       2017    40.66                   4.90
HI      2       2       2017    44.02                   0.47
HI      3       2       2017    47.33                   0.47
HI      4       2       2017    50.59                   0.47
HI      5       2       2017    53.82                   0.47
HI      6       2       2017    57.00                   0.47
HI      7       2       2017    60.15                   0.47
HI      8       2       2017    63.27                   0.47
HI      9       2       2017    66.35                   0.47
HI      10      2       2017    69.41                   0.47
HI      1       1       2018    44.44                   1.80
HI      2       1       2018    53.78                   0.17
HI      3       1       2018    64.00                   0.17
HI      4       1       2018    75.11                   0.17
HI      5       1       2018    87.11                   0.17
HI      6       1       2018    100.00                  0.17
HI      7       1       2018    113.78                  0.17
HI      8       1       2018    128.44                  0.17
HI      9       1       2018    144.00                  0.17
HI      10      1       2018    160.44                  0.17
HI      1       2       2018    40.66                   4.90
HI      2       2       2018    44.02                   0.47
HI      3       2       2018    47.33                   0.47
HI      4       2       2018    50.59                   0.47
HI      5       2       2018    53.82                   0.47
HI      6       2       2018    57.00                   0.47
HI      7       2       2018    60.15                   0.47
HI      8       2       2018    63.27                   0.47
HI      9       2       2018    66.35                   0.47
HI      10      2       2018    69.41                   0.47
HI      1       1       2019    44.44                   1.82
HI      2       1       2019    53.78                   0.17
HI      3       1       2019    64.00                   0.17
HI      4       1       2019    75.11                   0.17
HI      5       1       2019    87.11                   0.17
HI      6       1       2019    100.00                  0.17
HI      7       1       2019    113.78                  0.17
HI      8       1       2019    128.44                  0.17
HI      9       1       2019    144.00                  0.17
HI      10      1       2019    160.44                  0.17
HI      1       2       2019    40.66                   4.90
HI      2       2       2019    44.02                   0.47
HI      3       2       2019    47.33                   0.47
HI      4       2       2019    50.59                   0.47
HI      5       2       2019    53.82                   0.47
HI      6       2       2019    57.00                   0.47
HI      7       2       2019    60.15                   0.47
HI      8       2       2019    63.27                   0.47
HI      9       2       2019    66.35                   0.47
HI      10      2       2019    69.41                   0.47
HI      1       1       2020    44.44                   1.84
HI      2       1       2020    53.78                   0.18
HI      3       1       2020    64.00                   0.18
HI      4       1       2020    75.11                   0.18
HI      5       1       2020    87.11                   0.18
HI      6       1       2020    100.00                  0.18
HI      7       1       2020    113.78                  0.18
HI      8       1       2020    128.44                  0.18
HI      9       1       2020    144.00                  0.18
HI      10      1       2020    160.44                  0.18
HI      1       2       2020    40.66                   4.90
HI      2       2       2020    44.02                   0.47
HI      3       2       2020    47.33                   0.47
HI      4       2       2020    50.59                   0.47
HI      5       2       2020    53.82                   0.47
HI      6       2       2020    57.00                   0.47
HI      7       2       2020    60.15                   0.47
HI      8       2       2020    63.27                   0.47
HI      9       2       2020    66.35                   0.47
HI      10      2       2020    69.41                   0.47
HI      1       1       2021    44.44                   1.86
HI      2       1       2021    53.78                   0.18
HI      3       1       2021    64.00                   0.18
HI      4       1       2021    75.11                   0.18
HI      5       1       2021    87.11                   0.18
HI      6       1       2021    100.00                  0.18
HI      7       1       2021    113.78                  0.18
HI      8       1       2021    128.44                  0.18
HI      9       1       2021    144.00                  0.18
HI      10      1       2021    160.44                  0.18
HI      1       2       2021    40.66                   4.90
HI      2       2       2021    44.02                   0.47
HI      3       2       2021    47.33                   0.47
HI      4       2       2021    50.59                   0.47
HI      5       2       2021    53.82                   0.47
HI      6       2       2021    57.00                   0.47
HI      7       2       2021    60.15                   0.47
HI      8       2       2021    63.27                   0.47
HI      9       2       2021    66.35                   0.47
HI      10      2       2021    69.41                   0.47
HI      1       1       2022    44.44                   1.88
HI      2       1       2022    53.78                   0.18
HI      3       1       2022    64.00                   0.18
HI      4       1       2022    75.11                   0.18
HI      5       1       2022    87.11                   0.18
HI      6       1       2022    100.00                  0.18
HI      7       1       2022    113.78                  0.18
HI      8       1       2022    128.44                  0.18
HI      9       1       2022    144.00                  0.18
HI      10      1       2022    160.44                  0.18
HI      1       2       2022    40.66                   4.90
HI      2       2       2022    44.02                   0.47
HI      3       2       2022    47.33                   0.47
HI      4       2       2022    50.59                   0.47
HI      5       2       2022    53.82                   0.47
HI      6       2       2022    57.00                   0.47
HI      7       2       2022    60.15                   0.47
HI      8       2       2022    63.27                   0.47
HI      9       2       2022    66.35                   0.47
HI      10      2       2022    69.41                   0.47
HI      1       1       2023    44.44                   1.89
HI      2       1       2023    53.78                   0.18
HI      3       1       2023    64.00                   0.18
HI      4       1       2023    75.11                   0.18
HI      5       1       2023    87.11                   0.18
HI      6       1       2023    100.00                  0.18
HI      7       1       2023    113.78                  0.18
HI      8       1       2023    128.44                  0.18
HI      9       1       2023    144.00                  0.18
HI      10      1       2023    160.44                  0.18
HI      1       2       2023    40.66                   4.90
HI      2       2       2023    44.02                   0.47
HI      3       2       2023    47.33                   0.47
HI      4       2       2023    50.59                   0.47
HI      5       2       2023    53.82                   0.47
HI      6       2       2023    57.00                   0.47
HI      7       2       2023    60.15                   0.47
HI      8       2       2023    63.27                   0.47
HI      9       2       2023    66.35                   0.47
HI      10      2       2023    69.41                   0.47
HI      1       1       2024    44.44                   1.91
HI      2       1       2024    53.78                   0.18
HI      3       1       2024    64.00                   0.18
HI      4       1       2024    75.11                   0.18
HI      5       1       2024    87.11                   0.18
HI      6       1       2024    100.00                  0.18
HI      7       1       2024    113.78                  0.18
HI      8       1       2024    128.44                  0.18
HI      9       1       2024    144.00                  0.18
HI      10      1       2024    160.44                  0.18
HI      1       2       2024    40.66                   4.90
HI      2       2       2024    44.02                   0.47
HI      3       2       2024    47.33                   0.47
HI      4       2       2024    50.59                   0.47
HI      5       2       2024    53.82                   0.47
HI      6       2       2024    57.00                   0.47
HI      7       2       2024    60.15                   0.47
HI      8       2       2024    63.27                   0.47
HI      9       2       2024    66.35                   0.47
HI      10      2       2024    69.41                   0.47
HI      1       1       2025    44.44                   1.93
HI      2       1       2025    53.78                   0.18
HI      3       1       2025    64.00                   0.18
HI      4       1       2025    75.11                   0.18
HI      5       1       2025    87.11                   0.18
HI      6       1       2025    100.00                  0.18
HI      7       1       2025    113.78                  0.18
HI      8       1       2025    128.44                  0.18
HI      9       1       2025    144.00                  0.18
HI      10      1       2025    160.44                  0.18
HI      1       2       2025    40.66                   4.90
HI      2       2       2025    44.02                   0.47
HI      3       2       2025    47.33                   0.47
HI      4       2       2025    50.59                   0.47
HI      5       2       2025    53.82                   0.47
HI      6       2       2025    57.00                   0.47
HI      7       2       2025    60.15                   0.47
HI      8       2       2025    63.27                   0.47
HI      9       2       2025    66.35                   0.47
HI      10      2       2025    69.41                   0.47
HI      1       1       2026    44.44                   1.95
HI      2       1       2026    53.78                   0.19
HI      3       1       2026    64.00                   0.19
HI      4       1       2026    75.11                   0.19
HI      5       1       2026    87.11                   0.19
HI      6       1       2026    100.00                  0.19
HI      7       1       2026    113.78                  0.19
HI      8       1       2026    128.44                  0.19
HI      9       1       2026    144.00                  0.19
HI      10      1       2026    160.44                  0.19
HI      1       2       2026    40.66                   4.90
HI      2       2       2026    44.02                   0.47
HI      3       2       2026    47.33                   0.47
HI      4       2       2026    50.59                   0.47
HI      5       2       2026    53.82                   0.47
HI      6       2       2026    57.00                   0.47
HI      7       2       2026    60.15                   0.47
HI      8       2       2026    63.27                   0.47
HI      9       2       2026    66.35                   0.47
HI      10      2       2026    69.41                   0.47
HI      1       1       2027    44.44                   1.97
HI      2       1       2027    53.78                   0.19
HI      3       1       2027    64.00                   0.19
HI      4       1       2027    75.11                   0.19
HI      5       1       2027    87.11                   0.19
HI      6       1       2027    100.00                  0.19
HI      7       1       2027    113.78                  0.19
HI      8       1       2027    128.44                  0.19
HI      9       1       2027    144.00                  0.19
HI      10      1       2027    160.44                  0.19
HI      1       2       2027    40.66                   4.90
HI      2       2       2027    44.02                   0.47
HI      3       2       2027    47.33                   0.47
HI      4       2       2027    50.59                   0.47
HI      5       2       2027    53.82                   0.47
HI      6       2       2027    57.00                   0.47
HI      7       2       2027    60.15                   0.47
HI      8       2       2027    63.27                   0.47
HI      9       2       2027    66.35                   0.47
HI      10      2       2027    69.41                   0.47
HI      1       1       2028    44.44                   1.99
HI      2       1       2028    53.78                   0.19
HI      3       1       2028    64.00                   0.19
HI      4       1       2028    75.11                   0.19
HI      5       1       2028    87.11                   0.19
HI      6       1       2028    100.00                  0.19
HI      7       1       2028    113.78                  0.19
HI      8       1       2028    128.44                  0.19
HI      9       1       2028    144.00                  0.19
HI      10      1       2028    160.44                  0.19
HI      1       2       2028    40.66                   4.90
HI      2       2       2028    44.02                   0.47
HI      3       2       2028    47.33                   0.47
HI      4       2       2028    50.59                   0.47
HI      5       2       2028    53.82                   0.47
HI      6       2       2028    57.00                   0.47
HI      7       2       2028    60.15                   0.47
HI      8       2       2028    63.27                   0.47
HI      9       2       2028    66.35                   0.47
HI      10      2       2028    69.41                   0.47
HI      1       1       2029    44.44                   2.01
HI      2       1       2029    53.78                   0.19
HI      3       1       2029    64.00                   0.19
HI      4       1       2029    75.11                   0.19
HI      5       1       2029    87.11                   0.19
HI      6       1       2029    100.00                  0.19
HI      7       1       2029    113.78                  0.19
HI      8       1       2029    128.44                  0.19
HI      9       1       2029    144.00                  0.19
HI      10      1       2029    160.44                  0.19
HI      1       2       2029    40.66                   4.90
HI      2       2       2029    44.02                   0.47
HI      3       2       2029    47.33                   0.47
HI      4       2       2029    50.59                   0.47
HI      5       2       2029    53.82                   0.47
HI      6       2       2029    57.00                   0.47
HI      7       2       2029    60.15                   0.47
HI      8       2       2029    63.27                   0.47
HI      9       2       2029    66.35                   0.47
HI      10      2       2029    69.41                   0.47
HI      1       1       2030    44.44                   2.03
HI      2       1       2030    53.78                   0.19
HI      3       1       2030    64.00                   0.19
HI      4       1       2030    75.11                   0.19
HI      5       1       2030    87.11                   0.19
HI      6       1       2030    100.00                  0.19
HI      7       1       2030    113.78                  0.19
HI      8       1       2030    128.44                  0.19
HI      9       1       2030    144.00                  0.19
HI      10      1       2030    160.44                  0.19
HI      1       2       2030    40.66                   4.90
HI      2       2       2030    44.02                   0.47
HI      3       2       2030    47.33                   0.47
HI      4       2       2030    50.59                   0.47
HI      5       2       2030    53.82                   0.47
HI      6       2       2030    57.00                   0.47
HI      7       2       2030    60.15                   0.47
HI      8       2       2030    63.27                   0.47
HI      9       2       2030    66.35                   0.47
HI      10      2       2030    69.41                   0.47
HI      1       1       2031    44.44                   2.05
HI      2       1       2031    53.78                   0.20
HI      3       1       2031    64.00                   0.20
HI      4       1       2031    75.11                   0.20
HI      5       1       2031    87.11                   0.20
HI      6       1       2031    100.00                  0.20
HI      7       1       2031    113.78                  0.20
HI      8       1       2031    128.44                  0.20
HI      9       1       2031    144.00                  0.20
HI      10      1       2031    160.44                  0.20
HI      1       2       2031    40.66                   4.90
HI      2       2       2031    44.02                   0.47
HI      3       2       2031    47.33                   0.47
HI      4       2       2031    50.59                   0.47
HI      5       2       2031    53.82                   0.47
HI      6       2       2031    57.00                   0.47
HI      7       2       2031    60.15                   0.47
HI      8       2       2031    63.27                   0.47
HI      9       2       2031    66.35                   0.47
HI      10      2       2031    69.41                   0.47
HI      1       1       2032    44.44                   2.07
HI      2       1       2032    53.78                   0.20
HI      3       1       2032    64.00                   0.20
HI      4       1       2032    75.11                   0.20
HI      5       1       2032    87.11                   0.20
HI      6       1       2032    100.00                  0.20
HI      7       1       2032    113.78                  0.20
HI      8       1       2032    128.44                  0.20
HI      9       1       2032    144.00                  0.20
HI      10      1       2032    160.44                  0.20
HI      1       2       2032    40.66                   4.90
HI      2       2       2032    44.02                   0.47
HI      3       2       2032    47.33                   0.47
HI      4       2       2032    50.59                   0.47
HI      5       2       2032    53.82                   0.47
HI      6       2       2032    57.00                   0.47
HI      7       2       2032    60.15                   0.47
HI      8       2       2032    63.27                   0.47
HI      9       2       2032    66.35                   0.47
HI      10      2       2032    69.41                   0.47
HI      1       1       2033    44.44                   2.09
HI      2       1       2033    53.78                   0.20
HI      3       1       2033    64.00                   0.20
HI      4       1       2033    75.11                   0.20
HI      5       1       2033    87.11                   0.20
HI      6       1       2033    100.00                  0.20
HI      7       1       2033    113.78                  0.20
HI      8       1       2033    128.44                  0.20
HI      9       1       2033    144.00                  0.20
HI      10      1       2033    160.44                  0.20
HI      1       2       2033    40.66                   4.90
HI      2       2       2033    44.02                   0.47
HI      3       2       2033    47.33                   0.47
HI      4       2       2033    50.59                   0.47
HI      5       2       2033    53.82                   0.47
HI      6       2       2033    57.00                   0.47
HI      7       2       2033    60.15                   0.47
HI      8       2       2033    63.27                   0.47
HI      9       2       2033    66.35                   0.47
HI      10      2       2033    69.41                   0.47
HI      1       1       2034    44.44                   2.11
HI      2       1       2034    53.78                   0.20
HI      3       1       2034    64.00                   0.20
HI      4       1       2034    75.11                   0.20
HI      5       1       2034    87.11                   0.20
HI      6       1       2034    100.00                  0.20
HI      7       1       2034    113.78                  0.20
HI      8       1       2034    128.44                  0.20
HI      9       1       2034    144.00                  0.20
HI      10      1       2034    160.44                  0.20
HI      1       2       2034    40.66                   4.90
HI      2       2       2034    44.02                   0.47
HI      3       2       2034    47.33                   0.47
HI      4       2       2034    50.59                   0.47
HI      5       2       2034    53.82                   0.47
HI      6       2       2034    57.00                   0.47
HI      7       2       2034    60.15                   0.47
HI      8       2       2034    63.27                   0.47
HI      9       2       2034    66.35                   0.47
HI      10      2       2034    69.41                   0.47
HI      1       1       2035    44.44                   2.14
HI      2       1       2035    53.78                   0.20
HI      3       1       2035    64.00                   0.20
HI      4       1       2035    75.11                   0.20
HI      5       1       2035    87.11                   0.20
HI      6       1       2035    100.00                  0.20
HI      7       1       2035    113.78                  0.20
HI      8       1       2035    128.44                  0.20
HI      9       1       2035    144.00                  0.20
HI      10      1       2035    160.44                  0.20
HI      1       2       2035    40.66                   4.90
HI      2       2       2035    44.02                   0.47
HI      3       2       2035    47.33                   0.47
HI      4       2       2035    50.59                   0.47
HI      5       2       2035    53.82                   0.47
HI      6       2       2035    57.00                   0.47
HI      7       2       2035    60.15                   0.47
HI      8       2       2035    63.27                   0.47
HI      9       2       2035    66.35                   0.47
HI      10      2       2035    69.41                   0.47
HI      1       1       2036    44.44                   2.16
HI      2       1       2036    53.78                   0.21
HI      3       1       2036    64.00                   0.21
HI      4       1       2036    75.11                   0.21
HI      5       1       2036    87.11                   0.21
HI      6       1       2036    100.00                  0.21
HI      7       1       2036    113.78                  0.21
HI      8       1       2036    128.44                  0.21
HI      9       1       2036    144.00                  0.21
HI      10      1       2036    160.44                  0.21
HI      1       2       2036    40.66                   4.90
HI      2       2       2036    44.02                   0.47
HI      3       2       2036    47.33                   0.47
HI      4       2       2036    50.59                   0.47
HI      5       2       2036    53.82                   0.47
HI      6       2       2036    57.00                   0.47
HI      7       2       2036    60.15                   0.47
HI      8       2       2036    63.27                   0.47
HI      9       2       2036    66.35                   0.47
HI      10      2       2036    69.41                   0.47
HI      1       1       2037    44.44                   2.18
HI      2       1       2037    53.78                   0.21
HI      3       1       2037    64.00                   0.21
HI      4       1       2037    75.11                   0.21
HI      5       1       2037    87.11                   0.21
HI      6       1       2037    100.00                  0.21
HI      7       1       2037    113.78                  0.21
HI      8       1       2037    128.44                  0.21
HI      9       1       2037    144.00                  0.21
HI      10      1       2037    160.44                  0.21
HI      1       2       2037    40.66                   4.90
HI      2       2       2037    44.02                   0.47
HI      3       2       2037    47.33                   0.47
HI      4       2       2037    50.59                   0.47
HI      5       2       2037    53.82                   0.47
HI      6       2       2037    57.00                   0.47
HI      7       2       2037    60.15                   0.47
HI      8       2       2037    63.27                   0.47
HI      9       2       2037    66.35                   0.47
HI      10      2       2037    69.41                   0.47
HI      1       1       2038    44.44                   2.20
HI      2       1       2038    53.78                   0.21
HI      3       1       2038    64.00                   0.21
HI      4       1       2038    75.11                   0.21
HI      5       1       2038    87.11                   0.21
HI      6       1       2038    100.00                  0.21
HI      7       1       2038    113.78                  0.21
HI      8       1       2038    128.44                  0.21
HI      9       1       2038    144.00                  0.21
HI      10      1       2038    160.44                  0.21
HI      1       2       2038    40.66                   4.90
HI      2       2       2038    44.02                   0.47
HI      3       2       2038    47.33                   0.47
HI      4       2       2038    50.59                   0.47
HI      5       2       2038    53.82                   0.47
HI      6       2       2038    57.00                   0.47
HI      7       2       2038    60.15                   0.47
HI      8       2       2038    63.27                   0.47
HI      9       2       2038    66.35                   0.47
HI      10      2       2038    69.41                   0.47
HI      1       1       2039    44.44                   2.22
HI      2       1       2039    53.78                   0.21
HI      3       1       2039    64.00                   0.21
HI      4       1       2039    75.11                   0.21
HI      5       1       2039    87.11                   0.21
HI      6       1       2039    100.00                  0.21
HI      7       1       2039    113.78                  0.21
HI      8       1       2039    128.44                  0.21
HI      9       1       2039    144.00                  0.21
HI      10      1       2039    160.44                  0.21
HI      1       2       2039    40.66                   4.90
HI      2       2       2039    44.02                   0.47
HI      3       2       2039    47.33                   0.47
HI      4       2       2039    50.59                   0.47
HI      5       2       2039    53.82                   0.47
HI      6       2       2039    57.00                   0.47
HI      7       2       2039    60.15                   0.47
HI      8       2       2039    63.27                   0.47
HI      9       2       2039    66.35                   0.47
HI      10      2       2039    69.41                   0.47
HI      1       1       2040    44.44                   2.24
HI      2       1       2040    53.78                   0.21
HI      3       1       2040    64.00                   0.21
HI      4       1       2040    75.11                   0.21
HI      5       1       2040    87.11                   0.21
HI      6       1       2040    100.00                  0.21
HI      7       1       2040    113.78                  0.21
HI      8       1       2040    128.44                  0.21
HI      9       1       2040    144.00                  0.21
HI      10      1       2040    160.44                  0.21
HI      1       2       2040    40.66                   4.90
HI      2       2       2040    44.02                   0.47
HI      3       2       2040    47.33                   0.47
HI      4       2       2040    50.59                   0.47
HI      5       2       2040    53.82                   0.47
HI      6       2       2040    57.00                   0.47
HI      7       2       2040    60.15                   0.47
HI      8       2       2040    63.27                   0.47
HI      9       2       2040    66.35                   0.47
HI      10      2       2040    69.41                   0.47
HI      1       1       2041    44.44                   2.27
HI      2       1       2041    53.78                   0.22
HI      3       1       2041    64.00                   0.22
HI      4       1       2041    75.11                   0.22
HI      5       1       2041    87.11                   0.22
HI      6       1       2041    100.00                  0.22
HI      7       1       2041    113.78                  0.22
HI      8       1       2041    128.44                  0.22
