COMPOSITE TABLE:
DReg      tc   ExpSec   USe      yr       ExportLowerBound      ExportUpperBound
10C1      2    X6       UI       2020     0.000                 0.000
12WS      1    X1       UG       2020     0.000                 100.000
12WS      1    X2       UG       2020     0.000                 60.000
12WS      1    X3       UG       2020     0.000                 1.453
12WS      2    X4       UG       2020     0.000                 100.000
12WS      2    X5       UG       2020     50.000                700.000
12WS      2    X6       UG       2020     0.000                 125.000
16PC      1    X1       UW       2020     0.000                 0.000
16PC      1    X2       UW       2020     0.000                 0.000
16PC      1    X3       UW       2020     0.001                 23.568
16PC      2    X4       UW       2020     10.000                150.000
16PC      2    X5       UA       2020     0.000                 25.000
16PC      2    X6       UW       2020     10.000                1000.000
02YP      1    X1       UI       2021     0.000                 0.000
02YP      1    X2       UI       2021     25.000                100.000
02YP      1    X3       UI       2021     0.000                 0.000
02YP      2    X4       UI       2021     0.000                 10.000
02YP      2    X5       UI       2021     0.000                 25.000
02YP      2    X6       UI       2021     0.000                 0.000
03S1      1    X1       UE       2021     200.000               375.000
03S1      1    X2       UE       2021     0.000                 0.000
03S1      1    X3       UE       2021     0.000                 0.000
03S1      2    X4       UE       2021     0.001                 500.000
03S1      2    X5       UE       2021     0.000                 0.000
03S1      2    X6       UE       2021     0.000                 0.000
04S2      1    X1       UE       2021     0.000                 0.000
04S2      1    X2       UE       2021     500.000               1250.000
04S2      1    X3       UE       2021     0.000                 0.000
04S2      2    X4       UE       2021     0.000                 0.000
04S2      2    X5       UE       2021     0.001                 300.000
04S2      2    X6       UE       2021     0.000                 0.000
06OH      1    X1       UI       2021     0.001                 40.000
06OH      1    X2       UI       2021     0.001                 60.000
06OH      1    X3       UI       2021     0.000                 0.000
06OH      2    X4       UI       2021     0.000                 0.000
06OH      2    X5       UI       2021     0.001                 50.000
06OH      2    X6       UI       2021     0.000                 0.000
07EN      1    X1       UI       2021     0.000                 6.000
07EN      1    X2       UI       2021     0.000                 0.000
07EN      1    X3       UI       2021     0.000                 0.000
07EN      2    X4       UI       2021     0.000                 50.000
07EN      2    X5       UI       2021     0.000                 0.000
07EN      2    X6       UI       2021     0.000                 0.000
09AM      1    X1       UG       2021     150.000               600.000
09AM      1    X2       UG       2021     0.000                 0.000
09AM      1    X3       UG       2021     0.000                 0.000
09AM      2    X4       UG       2021     0.000                 0.000
09AM      2    X5       UG       2021     0.000                 100.000
09AM      2    X6       UG       2021     0.000                 100.000
10C1      1    X1       UI       2021     0.000                 0.000
10C1      1    X2       UI       2021     0.000                 0.000
10C1      1    X3       UI       2021     0.000                 0.000
10C1      2    X4       UI       2021     0.000                 0.000
10C1      2    X5       UI       2021     0.000                 25.000
10C1      2    X6       UI       2021     0.000                 0.000
12WS      1    X1       UG       2021     0.000                 100.000
12WS      1    X2       UG       2021     0.000                 60.000
12WS      1    X3       UG       2021     0.000                 1.453
12WS      2    X4       UG       2021     0.000                 100.000
12WS      2    X5       UG       2021     50.000                700.000
12WS      2    X6       UG       2021     0.000                 125.000
16PC      1    X1       UW       2021     0.000                 0.000
16PC      1    X2       UW       2021     0.000                 0.000
16PC      1    X3       UW       2021     0.001                 23.568
16PC      2    X4       UW       2021     10.000                150.000
16PC      2    X5       UA       2021     0.000                 25.000
16PC      2    X6       UW       2021     10.000                1000.000
02YP      1    X1       UI       2022     0.000                 0.000
02YP      1    X2       UI       2022     25.000                100.000
02YP      1    X3       UI       2022     0.000                 0.000
02YP      2    X4       UI       2022     0.000                 10.000
02YP      2    X5       UI       2022     0.000                 25.000
02YP      2    X6       UI       2022     0.000                 0.000
03S1      1    X1       UE       2022     200.000               375.000
03S1      1    X2       UE       2022     0.000                 0.000
03S1      1    X3       UE       2022     0.000                 0.000
03S1      2    X4       UE       2022     0.001                 500.000
03S1      2    X5       UE       2022     0.000                 0.000
03S1      2    X6       UE       2022     0.000                 0.000
04S2      1    X1       UE       2022     0.000                 0.000
04S2      1    X2       UE       2022     500.000               1250.000
04S2      1    X3       UE       2022     0.000                 0.000
04S2      2    X4       UE       2022     0.000                 0.000
04S2      2    X5       UE       2022     0.001                 300.000
04S2      2    X6       UE       2022     0.000                 0.000
06OH      1    X1       UI       2022     0.001                 40.000
06OH      1    X2       UI       2022     0.001                 60.000
06OH      1    X3       UI       2022     0.000                 0.000
06OH      2    X4       UI       2022     0.000                 0.000
06OH      2    X5       UI       2022     0.001                 50.000
06OH      2    X6       UI       2022     0.000                 0.000
07EN      1    X1       UI       2022     0.000                 6.000
07EN      1    X2       UI       2022     0.000                 0.000
07EN      1    X3       UI       2022     0.000                 0.000
07EN      2    X4       UI       2022     0.000                 50.000
07EN      2    X5       UI       2022     0.000                 0.000
07EN      2    X6       UI       2022     0.000                 0.000
09AM      1    X1       UG       2022     150.000               600.000
09AM      1    X2       UG       2022     0.000                 0.000
09AM      1    X3       UG       2022     0.000                 0.000
09AM      2    X4       UG       2022     0.000                 0.000
09AM      2    X5       UG       2022     0.000                 100.000
09AM      2    X6       UG       2022     0.000                 100.000
10C1      1    X1       UI       2022     0.000                 0.000
10C1      1    X2       UI       2022     0.000                 0.000
10C1      1    X3       UI       2022     0.000                 0.000
10C1      2    X4       UI       2022     0.000                 0.000
10C1      2    X5       UI       2022     0.000                 25.000
10C1      2    X6       UI       2022     0.000                 0.000
12WS      1    X1       UG       2022     0.000                 100.000
12WS      1    X2       UG       2022     0.000                 60.000
12WS      1    X3       UG       2022     0.000                 1.453
12WS      2    X4       UG       2022     0.000                 100.000
12WS      2    X5       UG       2022     50.000                700.000
12WS      2    X6       UG       2022     0.000                 125.000
16PC      1    X1       UW       2022     0.000                 0.000
16PC      1    X2       UW       2022     0.000                 0.000
16PC      1    X3       UW       2022     0.001                 23.568
16PC      2    X4       UW       2022     10.000                150.000
16PC      2    X5       UA       2022     0.000                 25.000
16PC      2    X6       UW       2022     10.000                1000.000
02YP      1    X1       UI       2023     0.000                 0.000
02YP      1    X2       UI       2023     25.000                100.000
02YP      1    X3       UI       2023     0.000                 0.000
02YP      2    X4       UI       2023     0.000                 10.000
02YP      2    X5       UI       2023     0.000                 25.000
02YP      2    X6       UI       2023     0.000                 0.000
03S1      1    X1       UE       2023     200.000               375.000
03S1      1    X2       UE       2023     0.000                 0.000
03S1      1    X3       UE       2023     0.000                 0.000
03S1      2    X4       UE       2023     0.001                 500.000
03S1      2    X5       UE       2023     0.000                 0.000
03S1      2    X6       UE       2023     0.000                 0.000
04S2      1    X1       UE       2023     0.000                 0.000
04S2      1    X2       UE       2023     500.000               1250.000
04S2      1    X3       UE       2023     0.000                 0.000
04S2      2    X4       UE       2023     0.000                 0.000
04S2      2    X5       UE       2023     0.001                 300.000
04S2      2    X6       UE       2023     0.000                 0.000
06OH      1    X1       UI       2023     0.001                 40.000
06OH      1    X2       UI       2023     0.001                 60.000
06OH      1    X3       UI       2023     0.000                 0.000
06OH      2    X4       UI       2023     0.000                 0.000
06OH      2    X5       UI       2023     0.001                 50.000
06OH      2    X6       UI       2023     0.000                 0.000
07EN      1    X1       UI       2023     0.000                 6.000
07EN      1    X2       UI       2023     0.000                 0.000
07EN      1    X3       UI       2023     0.000                 0.000
07EN      2    X4       UI       2023     0.000                 50.000
07EN      2    X5       UI       2023     0.000                 0.000
07EN      2    X6       UI       2023     0.000                 0.000
09AM      1    X1       UG       2023     150.000               600.000
09AM      1    X2       UG       2023     0.000                 0.000
09AM      1    X3       UG       2023     0.000                 0.000
09AM      2    X4       UG       2023     0.000                 0.000
09AM      2    X5       UG       2023     0.000                 100.000
09AM      2    X6       UG       2023     0.000                 100.000
10C1      1    X1       UI       2023     0.000                 0.000
10C1      1    X2       UI       2023     0.000                 0.000
10C1      1    X3       UI       2023     0.000                 0.000
10C1      2    X4       UI       2023     0.000                 0.000
10C1      2    X5       UI       2023     0.000                 25.000
10C1      2    X6       UI       2023     0.000                 0.000
12WS      1    X1       UG       2023     0.000                 100.000
12WS      1    X2       UG       2023     0.000                 60.000
12WS      1    X3       UG       2023     0.000                 1.453
12WS      2    X4       UG       2023     0.000                 100.000
12WS      2    X5       UG       2023     50.000                700.000
12WS      2    X6       UG       2023     0.000                 125.000
16PC      1    X1       UW       2023     0.000                 0.000
16PC      1    X2       UW       2023     0.000                 0.000
16PC      1    X3       UW       2023     0.001                 23.568
16PC      2    X4       UW       2023     10.000                150.000
16PC      2    X5       UA       2023     0.000                 25.000
16PC      2    X6       UW       2023     10.000                1000.000
02YP      1    X1       UI       2024     0.000                 0.000
02YP      1    X2       UI       2024     25.000                100.000
02YP      1    X3       UI       2024     0.000                 0.000
02YP      2    X4       UI       2024     0.000                 10.000
02YP      2    X5       UI       2024     0.000                 25.000
02YP      2    X6       UI       2024     0.000                 0.000
03S1      1    X1       UE       2024     200.000               375.000
03S1      1    X2       UE       2024     0.000                 0.000
03S1      1    X3       UE       2024     0.000                 0.000
03S1      2    X4       UE       2024     0.001                 500.000
03S1      2    X5       UE       2024     0.000                 0.000
03S1      2    X6       UE       2024     0.000                 0.000
04S2      1    X1       UE       2024     0.000                 0.000
04S2      1    X2       UE       2024     500.000               1250.000
04S2      1    X3       UE       2024     0.000                 0.000
04S2      2    X4       UE       2024     0.000                 0.000
04S2      2    X5       UE       2024     0.001                 300.000
04S2      2    X6       UE       2024     0.000                 0.000
06OH      1    X1       UI       2024     0.001                 40.000
06OH      1    X2       UI       2024     0.001                 60.000
06OH      1    X3       UI       2024     0.000                 0.000
06OH      2    X4       UI       2024     0.000                 0.000
06OH      2    X5       UI       2024     0.001                 50.000
06OH      2    X6       UI       2024     0.000                 0.000
07EN      1    X1       UI       2024     0.000                 6.000
07EN      1    X2       UI       2024     0.000                 0.000
07EN      1    X3       UI       2024     0.000                 0.000
07EN      2    X4       UI       2024     0.000                 50.000
07EN      2    X5       UI       2024     0.000                 0.000
07EN      2    X6       UI       2024     0.000                 0.000
09AM      1    X1       UG       2024     150.000               600.000
09AM      1    X2       UG       2024     0.000                 0.000
09AM      1    X3       UG       2024     0.000                 0.000
09AM      2    X4       UG       2024     0.000                 0.000
09AM      2    X5       UG       2024     0.000                 100.000
09AM      2    X6       UG       2024     0.000                 100.000
10C1      1    X1       UI       2024     0.000                 0.000
10C1      1    X2       UI       2024     0.000                 0.000
10C1      1    X3       UI       2024     0.000                 0.000
10C1      2    X4       UI       2024     0.000                 0.000
10C1      2    X5       UI       2024     0.000                 25.000
10C1      2    X6       UI       2024     0.000                 0.000
12WS      1    X1       UG       2024     0.000                 100.000
12WS      1    X2       UG       2024     0.000                 60.000
12WS      1    X3       UG       2024     0.000                 1.453
12WS      2    X4       UG       2024     0.000                 100.000
12WS      2    X5       UG       2024     50.000                700.000
12WS      2    X6       UG       2024     0.000                 125.000
16PC      1    X1       UW       2024     0.000                 0.000
16PC      1    X2       UW       2024     0.000                 0.000
16PC      1    X3       UW       2024     0.001                 23.568
16PC      2    X4       UW       2024     10.000                150.000
16PC      2    X5       UA       2024     0.000                 25.000
16PC      2    X6       UW       2024     10.000                1000.000
02YP      1    X1       UI       2025     0.000                 0.000
02YP      1    X2       UI       2025     25.000                100.000
02YP      1    X3       UI       2025     0.000                 0.000
02YP      2    X4       UI       2025     0.000                 10.000
02YP      2    X5       UI       2025     0.000                 25.000
02YP      2    X6       UI       2025     0.000                 0.000
03S1      1    X1       UE       2025     200.000               375.000
03S1      1    X2       UE       2025     0.000                 0.000
03S1      1    X3       UE       2025     0.000                 0.000
03S1      2    X4       UE       2025     0.001                 500.000
03S1      2    X5       UE       2025     0.000                 0.000
03S1      2    X6       UE       2025     0.000                 0.000
04S2      1    X1       UE       2025     0.000                 0.000
04S2      1    X2       UE       2025     500.000               1250.000
04S2      1    X3       UE       2025     0.000                 0.000
04S2      2    X4       UE       2025     0.000                 0.000
04S2      2    X5       UE       2025     0.001                 300.000
04S2      2    X6       UE       2025     0.000                 0.000
06OH      1    X1       UI       2025     0.001                 40.000
06OH      1    X2       UI       2025     0.001                 60.000
06OH      1    X3       UI       2025     0.000                 0.000
06OH      2    X4       UI       2025     0.000                 0.000
06OH      2    X5       UI       2025     0.001                 50.000
06OH      2    X6       UI       2025     0.000                 0.000
07EN      1    X1       UI       2025     0.000                 6.000
07EN      1    X2       UI       2025     0.000                 0.000
07EN      1    X3       UI       2025     0.000                 0.000
07EN      2    X4       UI       2025     0.000                 50.000
07EN      2    X5       UI       2025     0.000                 0.000
07EN      2    X6       UI       2025     0.000                 0.000
09AM      1    X1       UG       2025     150.000               600.000
09AM      1    X2       UG       2025     0.000                 0.000
09AM      1    X3       UG       2025     0.000                 0.000
09AM      2    X4       UG       2025     0.000                 0.000
09AM      2    X5       UG       2025     0.000                 100.000
09AM      2    X6       UG       2025     0.000                 100.000
10C1      1    X1       UI       2025     0.000                 0.000
10C1      1    X2       UI       2025     0.000                 0.000
10C1      1    X3       UI       2025     0.000                 0.000
10C1      2    X4       UI       2025     0.000                 0.000
10C1      2    X5       UI       2025     0.000                 25.000
10C1      2    X6       UI       2025     0.000                 0.000
12WS      1    X1       UG       2025     0.000                 100.000
12WS      1    X2       UG       2025     0.000                 60.000
12WS      1    X3       UG       2025     0.000                 1.453
12WS      2    X4       UG       2025     0.000                 100.000
12WS      2    X5       UG       2025     50.000                700.000
12WS      2    X6       UG       2025     0.000                 125.000
16PC      1    X1       UW       2025     0.000                 0.000
16PC      1    X2       UW       2025     0.000                 0.000
16PC      1    X3       UW       2025     0.001                 23.568
16PC      2    X4       UW       2025     10.000                150.000
16PC      2    X5       UA       2025     0.000                 25.000
16PC      2    X6       UW       2025     10.000                1000.000
02YP      1    X1       UI       2026     0.000                 0.000
02YP      1    X2       UI       2026     25.000                100.000
02YP      1    X3       UI       2026     0.000                 0.000
02YP      2    X4       UI       2026     0.000                 10.000
02YP      2    X5       UI       2026     0.000                 25.000
02YP      2    X6       UI       2026     0.000                 0.000
03S1      1    X1       UE       2026     200.000               375.000
03S1      1    X2       UE       2026     0.000                 0.000
03S1      1    X3       UE       2026     0.000                 0.000
03S1      2    X4       UE       2026     0.001                 500.000
03S1      2    X5       UE       2026     0.000                 0.000
03S1      2    X6       UE       2026     0.000                 0.000
04S2      1    X1       UE       2026     0.000                 0.000
04S2      1    X2       UE       2026     500.000               1250.000
04S2      1    X3       UE       2026     0.000                 0.000
04S2      2    X4       UE       2026     0.000                 0.000
04S2      2    X5       UE       2026     0.001                 300.000
04S2      2    X6       UE       2026     0.000                 0.000
06OH      1    X1       UI       2026     0.001                 40.000
06OH      1    X2       UI       2026     0.001                 60.000
06OH      1    X3       UI       2026     0.000                 0.000
06OH      2    X4       UI       2026     0.000                 0.000
06OH      2    X5       UI       2026     0.001                 50.000
06OH      2    X6       UI       2026     0.000                 0.000
07EN      1    X1       UI       2026     0.000                 6.000
07EN      1    X2       UI       2026     0.000                 0.000
07EN      1    X3       UI       2026     0.000                 0.000
07EN      2    X4       UI       2026     0.000                 50.000
07EN      2    X5       UI       2026     0.000                 0.000
07EN      2    X6       UI       2026     0.000                 0.000
09AM      1    X1       UG       2026     150.000               600.000
09AM      1    X2       UG       2026     0.000                 0.000
09AM      1    X3       UG       2026     0.000                 0.000
09AM      2    X4       UG       2026     0.000                 0.000
09AM      2    X5       UG       2026     0.000                 100.000
09AM      2    X6       UG       2026     0.000                 100.000
10C1      1    X1       UI       2026     0.000                 0.000
10C1      1    X2       UI       2026     0.000                 0.000
10C1      1    X3       UI       2026     0.000                 0.000
10C1      2    X4       UI       2026     0.000                 0.000
10C1      2    X5       UI       2026     0.000                 25.000
10C1      2    X6       UI       2026     0.000                 0.000
12WS      1    X1       UG       2026     0.000                 100.000
12WS      1    X2       UG       2026     0.000                 60.000
12WS      1    X3       UG       2026     0.000                 1.453
12WS      2    X4       UG       2026     0.000                 100.000
12WS      2    X5       UG       2026     50.000                700.000
12WS      2    X6       UG       2026     0.000                 125.000
16PC      1    X1       UW       2026     0.000                 0.000
16PC      1    X2       UW       2026     0.000                 0.000
16PC      1    X3       UW       2026     0.001                 23.568
16PC      2    X4       UW       2026     10.000                150.000
16PC      2    X5       UA       2026     0.000                 25.000
16PC      2    X6       UW       2026     10.000                1000.000
02YP      1    X1       UI       2027     0.000                 0.000
02YP      1    X2       UI       2027     25.000                100.000
02YP      1    X3       UI       2027     0.000                 0.000
02YP      2    X4       UI       2027     0.000                 10.000
02YP      2    X5       UI       2027     0.000                 25.000
02YP      2    X6       UI       2027     0.000                 0.000
03S1      1    X1       UE       2027     200.000               375.000
03S1      1    X2       UE       2027     0.000                 0.000
03S1      1    X3       UE       2027     0.000                 0.000
03S1      2    X4       UE       2027     0.001                 500.000
03S1      2    X5       UE       2027     0.000                 0.000
03S1      2    X6       UE       2027     0.000                 0.000
04S2      1    X1       UE       2027     0.000                 0.000
04S2      1    X2       UE       2027     500.000               1250.000
04S2      1    X3       UE       2027     0.000                 0.000
04S2      2    X4       UE       2027     0.000                 0.000
04S2      2    X5       UE       2027     0.001                 300.000
04S2      2    X6       UE       2027     0.000                 0.000
06OH      1    X1       UI       2027     0.001                 40.000
06OH      1    X2       UI       2027     0.001                 60.000
06OH      1    X3       UI       2027     0.000                 0.000
06OH      2    X4       UI       2027     0.000                 0.000
06OH      2    X5       UI       2027     0.001                 50.000
06OH      2    X6       UI       2027     0.000                 0.000
07EN      1    X1       UI       2027     0.000                 6.000
07EN      1    X2       UI       2027     0.000                 0.000
07EN      1    X3       UI       2027     0.000                 0.000
07EN      2    X4       UI       2027     0.000                 50.000
07EN      2    X5       UI       2027     0.000                 0.000
07EN      2    X6       UI       2027     0.000                 0.000
09AM      1    X1       UG       2027     150.000               600.000
09AM      1    X2       UG       2027     0.000                 0.000
09AM      1    X3       UG       2027     0.000                 0.000
09AM      2    X4       UG       2027     0.000                 0.000
09AM      2    X5       UG       2027     0.000                 100.000
09AM      2    X6       UG       2027     0.000                 100.000
10C1      1    X1       UI       2027     0.000                 0.000
10C1      1    X2       UI       2027     0.000                 0.000
10C1      1    X3       UI       2027     0.000                 0.000
10C1      2    X4       UI       2027     0.000                 0.000
10C1      2    X5       UI       2027     0.000                 25.000
10C1      2    X6       UI       2027     0.000                 0.000
12WS      1    X1       UG       2027     0.000                 100.000
12WS      1    X2       UG       2027     0.000                 60.000
12WS      1    X3       UG       2027     0.000                 1.453
12WS      2    X4       UG       2027     0.000                 100.000
12WS      2    X5       UG       2027     50.000                700.000
12WS      2    X6       UG       2027     0.000                 125.000
16PC      1    X1       UW       2027     0.000                 0.000
16PC      1    X2       UW       2027     0.000                 0.000
16PC      1    X3       UW       2027     0.001                 23.568
16PC      2    X4       UW       2027     10.000                150.000
16PC      2    X5       UA       2027     0.000                 25.000
16PC      2    X6       UW       2027     10.000                1000.000
02YP      1    X1       UI       2028     0.000                 0.000
02YP      1    X2       UI       2028     25.000                100.000
02YP      1    X3       UI       2028     0.000                 0.000
02YP      2    X4       UI       2028     0.000                 10.000
02YP      2    X5       UI       2028     0.000                 25.000
02YP      2    X6       UI       2028     0.000                 0.000
03S1      1    X1       UE       2028     200.000               375.000
03S1      1    X2       UE       2028     0.000                 0.000
03S1      1    X3       UE       2028     0.000                 0.000
03S1      2    X4       UE       2028     0.001                 500.000
03S1      2    X5       UE       2028     0.000                 0.000
03S1      2    X6       UE       2028     0.000                 0.000
04S2      1    X1       UE       2028     0.000                 0.000
04S2      1    X2       UE       2028     500.000               1250.000
04S2      1    X3       UE       2028     0.000                 0.000
04S2      2    X4       UE       2028     0.000                 0.000
04S2      2    X5       UE       2028     0.001                 300.000
04S2      2    X6       UE       2028     0.000                 0.000
06OH      1    X1       UI       2028     0.001                 40.000
06OH      1    X2       UI       2028     0.001                 60.000
06OH      1    X3       UI       2028     0.000                 0.000
06OH      2    X4       UI       2028     0.000                 0.000
06OH      2    X5       UI       2028     0.001                 50.000
06OH      2    X6       UI       2028     0.000                 0.000
07EN      1    X1       UI       2028     0.000                 6.000
07EN      1    X2       UI       2028     0.000                 0.000
07EN      1    X3       UI       2028     0.000                 0.000
07EN      2    X4       UI       2028     0.000                 50.000
07EN      2    X5       UI       2028     0.000                 0.000
07EN      2    X6       UI       2028     0.000                 0.000
09AM      1    X1       UG       2028     150.000               600.000
09AM      1    X2       UG       2028     0.000                 0.000
09AM      1    X3       UG       2028     0.000                 0.000
09AM      2    X4       UG       2028     0.000                 0.000
09AM      2    X5       UG       2028     0.000                 100.000
09AM      2    X6       UG       2028     0.000                 100.000
10C1      1    X1       UI       2028     0.000                 0.000
10C1      1    X2       UI       2028     0.000                 0.000
10C1      1    X3       UI       2028     0.000                 0.000
10C1      2    X4       UI       2028     0.000                 0.000
10C1      2    X5       UI       2028     0.000                 25.000
10C1      2    X6       UI       2028     0.000                 0.000
12WS      1    X1       UG       2028     0.000                 100.000
12WS      1    X2       UG       2028     0.000                 60.000
12WS      1    X3       UG       2028     0.000                 1.453
12WS      2    X4       UG       2028     0.000                 100.000
12WS      2    X5       UG       2028     50.000                700.000
12WS      2    X6       UG       2028     0.000                 125.000
16PC      1    X1       UW       2028     0.000                 0.000
16PC      1    X2       UW       2028     0.000                 0.000
16PC      1    X3       UW       2028     0.001                 23.568
16PC      2    X4       UW       2028     10.000                150.000
16PC      2    X5       UA       2028     0.000                 25.000
16PC      2    X6       UW       2028     10.000                1000.000
02YP      1    X1       UI       2029     0.000                 0.000
02YP      1    X2       UI       2029     25.000                100.000
02YP      1    X3       UI       2029     0.000                 0.000
02YP      2    X4       UI       2029     0.000                 10.000
02YP      2    X5       UI       2029     0.000                 25.000
02YP      2    X6       UI       2029     0.000                 0.000
03S1      1    X1       UE       2029     200.000               375.000
03S1      1    X2       UE       2029     0.000                 0.000
03S1      1    X3       UE       2029     0.000                 0.000
03S1      2    X4       UE       2029     0.001                 500.000
03S1      2    X5       UE       2029     0.000                 0.000
03S1      2    X6       UE       2029     0.000                 0.000
04S2      1    X1       UE       2029     0.000                 0.000
04S2      1    X2       UE       2029     500.000               1250.000
04S2      1    X3       UE       2029     0.000                 0.000
04S2      2    X4       UE       2029     0.000                 0.000
04S2      2    X5       UE       2029     0.001                 300.000
04S2      2    X6       UE       2029     0.000                 0.000
06OH      1    X1       UI       2029     0.001                 40.000
06OH      1    X2       UI       2029     0.001                 60.000
06OH      1    X3       UI       2029     0.000                 0.000
06OH      2    X4       UI       2029     0.000                 0.000
06OH      2    X5       UI       2029     0.001                 50.000
06OH      2    X6       UI       2029     0.000                 0.000
07EN      1    X1       UI       2029     0.000                 6.000
07EN      1    X2       UI       2029     0.000                 0.000
07EN      1    X3       UI       2029     0.000                 0.000
07EN      2    X4       UI       2029     0.000                 50.000
07EN      2    X5       UI       2029     0.000                 0.000
07EN      2    X6       UI       2029     0.000                 0.000
09AM      1    X1       UG       2029     150.000               600.000
09AM      1    X2       UG       2029     0.000                 0.000
09AM      1    X3       UG       2029     0.000                 0.000
09AM      2    X4       UG       2029     0.000                 0.000
09AM      2    X5       UG       2029     0.000                 100.000
09AM      2    X6       UG       2029     0.000                 100.000
10C1      1    X1       UI       2029     0.000                 0.000
10C1      1    X2       UI       2029     0.000                 0.000
10C1      1    X3       UI       2029     0.000                 0.000
10C1      2    X4       UI       2029     0.000                 0.000
10C1      2    X5       UI       2029     0.000                 25.000
10C1      2    X6       UI       2029     0.000                 0.000
12WS      1    X1       UG       2029     0.000                 100.000
12WS      1    X2       UG       2029     0.000                 60.000
12WS      1    X3       UG       2029     0.000                 1.453
12WS      2    X4       UG       2029     0.000                 100.000
12WS      2    X5       UG       2029     50.000                700.000
12WS      2    X6       UG       2029     0.000                 125.000
16PC      1    X1       UW       2029     0.000                 0.000
16PC      1    X2       UW       2029     0.000                 0.000
16PC      1    X3       UW       2029     0.001                 23.568
16PC      2    X4       UW       2029     10.000                150.000
16PC      2    X5       UA       2029     0.000                 25.000
16PC      2    X6       UW       2029     10.000                1000.000
02YP      1    X1       UI       2030     0.000                 0.000
02YP      1    X2       UI       2030     25.000                100.000
02YP      1    X3       UI       2030     0.000                 0.000
02YP      2    X4       UI       2030     0.000                 10.000
02YP      2    X5       UI       2030     0.000                 25.000
02YP      2    X6       UI       2030     0.000                 0.000
03S1      1    X1       UE       2030     200.000               375.000
03S1      1    X2       UE       2030     0.000                 0.000
03S1      1    X3       UE       2030     0.000                 0.000
03S1      2    X4       UE       2030     0.001                 500.000
03S1      2    X5       UE       2030     0.000                 0.000
03S1      2    X6       UE       2030     0.000                 0.000
04S2      1    X1       UE       2030     0.000                 0.000
04S2      1    X2       UE       2030     500.000               1250.000
04S2      1    X3       UE       2030     0.000                 0.000
04S2      2    X4       UE       2030     0.000                 0.000
04S2      2    X5       UE       2030     0.001                 300.000
04S2      2    X6       UE       2030     0.000                 0.000
06OH      1    X1       UI       2030     0.001                 40.000
06OH      1    X2       UI       2030     0.001                 60.000
06OH      1    X3       UI       2030     0.000                 0.000
06OH      2    X4       UI       2030     0.000                 0.000
06OH      2    X5       UI       2030     0.001                 50.000
06OH      2    X6       UI       2030     0.000                 0.000
07EN      1    X1       UI       2030     0.000                 6.000
07EN      1    X2       UI       2030     0.000                 0.000
07EN      1    X3       UI       2030     0.000                 0.000
07EN      2    X4       UI       2030     0.000                 50.000
07EN      2    X5       UI       2030     0.000                 0.000
07EN      2    X6       UI       2030     0.000                 0.000
09AM      1    X1       UG       2030     150.000               600.000
09AM      1    X2       UG       2030     0.000                 0.000
09AM      1    X3       UG       2030     0.000                 0.000
09AM      2    X4       UG       2030     0.000                 0.000
09AM      2    X5       UG       2030     0.000                 100.000
09AM      2    X6       UG       2030     0.000                 100.000
10C1      1    X1       UI       2030     0.000                 0.000
10C1      1    X2       UI       2030     0.000                 0.000
10C1      1    X3       UI       2030     0.000                 0.000
10C1      2    X4       UI       2030     0.000                 0.000
10C1      2    X5       UI       2030     0.000                 25.000
10C1      2    X6       UI       2030     0.000                 0.000
12WS      1    X1       UG       2030     0.000                 100.000
12WS      1    X2       UG       2030     0.000                 60.000
12WS      1    X3       UG       2030     0.000                 1.453
12WS      2    X4       UG       2030     0.000                 100.000
12WS      2    X5       UG       2030     50.000                700.000
12WS      2    X6       UG       2030     0.000                 125.000
16PC      1    X1       UW       2030     0.000                 0.000
16PC      1    X2       UW       2030     0.000                 0.000
16PC      1    X3       UW       2030     0.001                 23.568
16PC      2    X4       UW       2030     10.000                150.000
16PC      2    X5       UA       2030     0.000                 25.000
16PC      2    X6       UW       2030     10.000                1000.000
02YP      1    X1       UI       2031     0.000                 0.000
02YP      1    X2       UI       2031     25.000                100.000
02YP      1    X3       UI       2031     0.000                 0.000
02YP      2    X4       UI       2031     0.000                 10.000
02YP      2    X5       UI       2031     0.000                 25.000
02YP      2    X6       UI       2031     0.000                 0.000
03S1      1    X1       UE       2031     200.000               375.000
03S1      1    X2       UE       2031     0.000                 0.000
03S1      1    X3       UE       2031     0.000                 0.000
03S1      2    X4       UE       2031     0.001                 500.000
03S1      2    X5       UE       2031     0.000                 0.000
03S1      2    X6       UE       2031     0.000                 0.000
04S2      1    X1       UE       2031     0.000                 0.000
04S2      1    X2       UE       2031     500.000               1250.000
04S2      1    X3       UE       2031     0.000                 0.000
04S2      2    X4       UE       2031     0.000                 0.000
04S2      2    X5       UE       2031     0.001                 300.000
04S2      2    X6       UE       2031     0.000                 0.000
06OH      1    X1       UI       2031     0.001                 40.000
06OH      1    X2       UI       2031     0.001                 60.000
06OH      1    X3       UI       2031     0.000                 0.000
06OH      2    X4       UI       2031     0.000                 0.000
06OH      2    X5       UI       2031     0.001                 50.000
06OH      2    X6       UI       2031     0.000                 0.000
07EN      1    X1       UI       2031     0.000                 6.000
07EN      1    X2       UI       2031     0.000                 0.000
07EN      1    X3       UI       2031     0.000                 0.000
07EN      2    X4       UI       2031     0.000                 50.000
07EN      2    X5       UI       2031     0.000                 0.000
07EN      2    X6       UI       2031     0.000                 0.000
