COMPOSITE TABLE:
DReg      tc   ExpSec   USe      yr       ExportLowerBound      ExportUpperBound
06OH      1    X2       UI       2042     0.001                 60.000
06OH      1    X3       UI       2042     0.000                 0.000
06OH      2    X4       UI       2042     0.000                 0.000
06OH      2    X5       UI       2042     0.001                 50.000
06OH      2    X6       UI       2042     0.000                 0.000
07EN      1    X1       UI       2042     0.000                 6.000
07EN      1    X2       UI       2042     0.000                 0.000
07EN      1    X3       UI       2042     0.000                 0.000
07EN      2    X4       UI       2042     0.000                 50.000
07EN      2    X5       UI       2042     0.000                 0.000
07EN      2    X6       UI       2042     0.000                 0.000
09AM      1    X1       UG       2042     150.000               600.000
09AM      1    X2       UG       2042     0.000                 0.000
09AM      1    X3       UG       2042     0.000                 0.000
09AM      2    X4       UG       2042     0.000                 0.000
09AM      2    X5       UG       2042     0.000                 100.000
09AM      2    X6       UG       2042     0.000                 100.000
10C1      1    X1       UI       2042     0.000                 0.000
10C1      1    X2       UI       2042     0.000                 0.000
10C1      1    X3       UI       2042     0.000                 0.000
10C1      2    X4       UI       2042     0.000                 0.000
10C1      2    X5       UI       2042     0.000                 25.000
10C1      2    X6       UI       2042     0.000                 0.000
12WS      1    X1       UG       2042     0.000                 100.000
12WS      1    X2       UG       2042     0.000                 60.000
12WS      1    X3       UG       2042     0.000                 1.453
12WS      2    X4       UG       2042     0.000                 100.000
12WS      2    X5       UG       2042     50.000                700.000
12WS      2    X6       UG       2042     0.000                 125.000
16PC      1    X1       UW       2042     0.000                 0.000
16PC      1    X2       UW       2042     0.000                 0.000
16PC      1    X3       UW       2042     0.001                 23.568
16PC      2    X4       UW       2042     10.000                150.000
16PC      2    X5       UA       2042     0.000                 25.000
16PC      2    X6       UW       2042     10.000                1000.000
02YP      1    X1       UI       2043     0.000                 0.000
02YP      1    X2       UI       2043     25.000                100.000
02YP      1    X3       UI       2043     0.000                 0.000
02YP      2    X4       UI       2043     0.000                 10.000
02YP      2    X5       UI       2043     0.000                 25.000
02YP      2    X6       UI       2043     0.000                 0.000
03S1      1    X1       UE       2043     200.000               375.000
03S1      1    X2       UE       2043     0.000                 0.000
03S1      1    X3       UE       2043     0.000                 0.000
03S1      2    X4       UE       2043     0.001                 500.000
03S1      2    X5       UE       2043     0.000                 0.000
03S1      2    X6       UE       2043     0.000                 0.000
04S2      1    X1       UE       2043     0.000                 0.000
04S2      1    X2       UE       2043     500.000               1250.000
04S2      1    X3       UE       2043     0.000                 0.000
04S2      2    X4       UE       2043     0.000                 0.000
04S2      2    X5       UE       2043     0.001                 300.000
04S2      2    X6       UE       2043     0.000                 0.000
06OH      1    X1       UI       2043     0.001                 40.000
06OH      1    X2       UI       2043     0.001                 60.000
06OH      1    X3       UI       2043     0.000                 0.000
06OH      2    X4       UI       2043     0.000                 0.000
06OH      2    X5       UI       2043     0.001                 50.000
06OH      2    X6       UI       2043     0.000                 0.000
07EN      1    X1       UI       2043     0.000                 6.000
07EN      1    X2       UI       2043     0.000                 0.000
07EN      1    X3       UI       2043     0.000                 0.000
07EN      2    X4       UI       2043     0.000                 50.000
07EN      2    X5       UI       2043     0.000                 0.000
07EN      2    X6       UI       2043     0.000                 0.000
09AM      1    X1       UG       2043     150.000               600.000
09AM      1    X2       UG       2043     0.000                 0.000
09AM      1    X3       UG       2043     0.000                 0.000
09AM      2    X4       UG       2043     0.000                 0.000
09AM      2    X5       UG       2043     0.000                 100.000
09AM      2    X6       UG       2043     0.000                 100.000
10C1      1    X1       UI       2043     0.000                 0.000
10C1      1    X2       UI       2043     0.000                 0.000
10C1      1    X3       UI       2043     0.000                 0.000
10C1      2    X4       UI       2043     0.000                 0.000
10C1      2    X5       UI       2043     0.000                 25.000
10C1      2    X6       UI       2043     0.000                 0.000
12WS      1    X1       UG       2043     0.000                 100.000
12WS      1    X2       UG       2043     0.000                 60.000
12WS      1    X3       UG       2043     0.000                 1.453
12WS      2    X4       UG       2043     0.000                 100.000
12WS      2    X5       UG       2043     50.000                700.000
12WS      2    X6       UG       2043     0.000                 125.000
16PC      1    X1       UW       2043     0.000                 0.000
16PC      1    X2       UW       2043     0.000                 0.000
16PC      1    X3       UW       2043     0.001                 23.568
16PC      2    X4       UW       2043     10.000                150.000
16PC      2    X5       UA       2043     0.000                 25.000
16PC      2    X6       UW       2043     10.000                1000.000
02YP      1    X1       UI       2044     0.000                 0.000
02YP      1    X2       UI       2044     25.000                100.000
02YP      1    X3       UI       2044     0.000                 0.000
02YP      2    X4       UI       2044     0.000                 10.000
02YP      2    X5       UI       2044     0.000                 25.000
02YP      2    X6       UI       2044     0.000                 0.000
03S1      1    X1       UE       2044     200.000               375.000
03S1      1    X2       UE       2044     0.000                 0.000
03S1      1    X3       UE       2044     0.000                 0.000
03S1      2    X4       UE       2044     0.001                 500.000
03S1      2    X5       UE       2044     0.000                 0.000
03S1      2    X6       UE       2044     0.000                 0.000
04S2      1    X1       UE       2044     0.000                 0.000
04S2      1    X2       UE       2044     500.000               1250.000
04S2      1    X3       UE       2044     0.000                 0.000
04S2      2    X4       UE       2044     0.000                 0.000
04S2      2    X5       UE       2044     0.001                 300.000
04S2      2    X6       UE       2044     0.000                 0.000
06OH      1    X1       UI       2044     0.001                 40.000
06OH      1    X2       UI       2044     0.001                 60.000
06OH      1    X3       UI       2044     0.000                 0.000
06OH      2    X4       UI       2044     0.000                 0.000
06OH      2    X5       UI       2044     0.001                 50.000
06OH      2    X6       UI       2044     0.000                 0.000
07EN      1    X1       UI       2044     0.000                 6.000
07EN      1    X2       UI       2044     0.000                 0.000
07EN      1    X3       UI       2044     0.000                 0.000
07EN      2    X4       UI       2044     0.000                 50.000
07EN      2    X5       UI       2044     0.000                 0.000
07EN      2    X6       UI       2044     0.000                 0.000
09AM      1    X1       UG       2044     150.000               600.000
09AM      1    X2       UG       2044     0.000                 0.000
09AM      1    X3       UG       2044     0.000                 0.000
09AM      2    X4       UG       2044     0.000                 0.000
09AM      2    X5       UG       2044     0.000                 100.000
09AM      2    X6       UG       2044     0.000                 100.000
10C1      1    X1       UI       2044     0.000                 0.000
10C1      1    X2       UI       2044     0.000                 0.000
10C1      1    X3       UI       2044     0.000                 0.000
10C1      2    X4       UI       2044     0.000                 0.000
10C1      2    X5       UI       2044     0.000                 25.000
10C1      2    X6       UI       2044     0.000                 0.000
12WS      1    X1       UG       2044     0.000                 100.000
12WS      1    X2       UG       2044     0.000                 60.000
12WS      1    X3       UG       2044     0.000                 1.453
12WS      2    X4       UG       2044     0.000                 100.000
12WS      2    X5       UG       2044     50.000                700.000
12WS      2    X6       UG       2044     0.000                 125.000
16PC      1    X1       UW       2044     0.000                 0.000
16PC      1    X2       UW       2044     0.000                 0.000
16PC      1    X3       UW       2044     0.001                 23.568
16PC      2    X4       UW       2044     10.000                150.000
16PC      2    X5       UA       2044     0.000                 25.000
16PC      2    X6       UW       2044     10.000                1000.000
02YP      1    X1       UI       2045     0.000                 0.000
02YP      1    X2       UI       2045     25.000                100.000
02YP      1    X3       UI       2045     0.000                 0.000
02YP      2    X4       UI       2045     0.000                 10.000
02YP      2    X5       UI       2045     0.000                 25.000
02YP      2    X6       UI       2045     0.000                 0.000
03S1      1    X1       UE       2045     200.000               375.000
03S1      1    X2       UE       2045     0.000                 0.000
03S1      1    X3       UE       2045     0.000                 0.000
03S1      2    X4       UE       2045     0.001                 500.000
03S1      2    X5       UE       2045     0.000                 0.000
03S1      2    X6       UE       2045     0.000                 0.000
04S2      1    X1       UE       2045     0.000                 0.000
04S2      1    X2       UE       2045     500.000               1250.000
04S2      1    X3       UE       2045     0.000                 0.000
04S2      2    X4       UE       2045     0.000                 0.000
04S2      2    X5       UE       2045     0.001                 300.000
04S2      2    X6       UE       2045     0.000                 0.000
06OH      1    X1       UI       2045     0.001                 40.000
06OH      1    X2       UI       2045     0.001                 60.000
06OH      1    X3       UI       2045     0.000                 0.000
06OH      2    X4       UI       2045     0.000                 0.000
06OH      2    X5       UI       2045     0.001                 50.000
06OH      2    X6       UI       2045     0.000                 0.000
07EN      1    X1       UI       2045     0.000                 6.000
07EN      1    X2       UI       2045     0.000                 0.000
07EN      1    X3       UI       2045     0.000                 0.000
07EN      2    X4       UI       2045     0.000                 50.000
07EN      2    X5       UI       2045     0.000                 0.000
07EN      2    X6       UI       2045     0.000                 0.000
09AM      1    X1       UG       2045     150.000               600.000
09AM      1    X2       UG       2045     0.000                 0.000
09AM      1    X3       UG       2045     0.000                 0.000
09AM      2    X4       UG       2045     0.000                 0.000
09AM      2    X5       UG       2045     0.000                 100.000
09AM      2    X6       UG       2045     0.000                 100.000
10C1      1    X1       UI       2045     0.000                 0.000
10C1      1    X2       UI       2045     0.000                 0.000
10C1      1    X3       UI       2045     0.000                 0.000
10C1      2    X4       UI       2045     0.000                 0.000
10C1      2    X5       UI       2045     0.000                 25.000
10C1      2    X6       UI       2045     0.000                 0.000
12WS      1    X1       UG       2045     0.000                 100.000
12WS      1    X2       UG       2045     0.000                 60.000
12WS      1    X3       UG       2045     0.000                 1.453
12WS      2    X4       UG       2045     0.000                 100.000
12WS      2    X5       UG       2045     50.000                700.000
12WS      2    X6       UG       2045     0.000                 125.000
16PC      1    X1       UW       2045     0.000                 0.000
16PC      1    X2       UW       2045     0.000                 0.000
16PC      1    X3       UW       2045     0.001                 23.568
16PC      2    X4       UW       2045     10.000                150.000
16PC      2    X5       UA       2045     0.000                 25.000
16PC      2    X6       UW       2045     10.000                1000.000
02YP      1    X1       UI       2046     0.000                 0.000
02YP      1    X2       UI       2046     25.000                100.000
02YP      1    X3       UI       2046     0.000                 0.000
02YP      2    X4       UI       2046     0.000                 10.000
02YP      2    X5       UI       2046     0.000                 25.000
02YP      2    X6       UI       2046     0.000                 0.000
03S1      1    X1       UE       2046     200.000               375.000
03S1      1    X2       UE       2046     0.000                 0.000
03S1      1    X3       UE       2046     0.000                 0.000
03S1      2    X4       UE       2046     0.001                 500.000
03S1      2    X5       UE       2046     0.000                 0.000
03S1      2    X6       UE       2046     0.000                 0.000
04S2      1    X1       UE       2046     0.000                 0.000
04S2      1    X2       UE       2046     500.000               1250.000
04S2      1    X3       UE       2046     0.000                 0.000
04S2      2    X4       UE       2046     0.000                 0.000
04S2      2    X5       UE       2046     0.001                 300.000
04S2      2    X6       UE       2046     0.000                 0.000
06OH      1    X1       UI       2046     0.001                 40.000
06OH      1    X2       UI       2046     0.001                 60.000
06OH      1    X3       UI       2046     0.000                 0.000
06OH      2    X4       UI       2046     0.000                 0.000
06OH      2    X5       UI       2046     0.001                 50.000
06OH      2    X6       UI       2046     0.000                 0.000
07EN      1    X1       UI       2046     0.000                 6.000
07EN      1    X2       UI       2046     0.000                 0.000
07EN      1    X3       UI       2046     0.000                 0.000
07EN      2    X4       UI       2046     0.000                 50.000
07EN      2    X5       UI       2046     0.000                 0.000
07EN      2    X6       UI       2046     0.000                 0.000
09AM      1    X1       UG       2046     150.000               600.000
09AM      1    X2       UG       2046     0.000                 0.000
09AM      1    X3       UG       2046     0.000                 0.000
09AM      2    X4       UG       2046     0.000                 0.000
09AM      2    X5       UG       2046     0.000                 100.000
09AM      2    X6       UG       2046     0.000                 100.000
10C1      1    X1       UI       2046     0.000                 0.000
10C1      1    X2       UI       2046     0.000                 0.000
10C1      1    X3       UI       2046     0.000                 0.000
10C1      2    X4       UI       2046     0.000                 0.000
10C1      2    X5       UI       2046     0.000                 25.000
10C1      2    X6       UI       2046     0.000                 0.000
12WS      1    X1       UG       2046     0.000                 100.000
12WS      1    X2       UG       2046     0.000                 60.000
12WS      1    X3       UG       2046     0.000                 1.453
12WS      2    X4       UG       2046     0.000                 100.000
12WS      2    X5       UG       2046     50.000                700.000
12WS      2    X6       UG       2046     0.000                 125.000
16PC      1    X1       UW       2046     0.000                 0.000
16PC      1    X2       UW       2046     0.000                 0.000
16PC      1    X3       UW       2046     0.001                 23.568
16PC      2    X4       UW       2046     10.000                150.000
16PC      2    X5       UA       2046     0.000                 25.000
16PC      2    X6       UW       2046     10.000                1000.000
02YP      1    X1       UI       2047     0.000                 0.000
02YP      1    X2       UI       2047     25.000                100.000
02YP      1    X3       UI       2047     0.000                 0.000
02YP      2    X4       UI       2047     0.000                 10.000
02YP      2    X5       UI       2047     0.000                 25.000
02YP      2    X6       UI       2047     0.000                 0.000
03S1      1    X1       UE       2047     200.000               375.000
03S1      1    X2       UE       2047     0.000                 0.000
03S1      1    X3       UE       2047     0.000                 0.000
03S1      2    X4       UE       2047     0.001                 500.000
03S1      2    X5       UE       2047     0.000                 0.000
03S1      2    X6       UE       2047     0.000                 0.000
04S2      1    X1       UE       2047     0.000                 0.000
04S2      1    X2       UE       2047     500.000               1250.000
04S2      1    X3       UE       2047     0.000                 0.000
04S2      2    X4       UE       2047     0.000                 0.000
04S2      2    X5       UE       2047     0.001                 300.000
04S2      2    X6       UE       2047     0.000                 0.000
06OH      1    X1       UI       2047     0.001                 40.000
06OH      1    X2       UI       2047     0.001                 60.000
06OH      1    X3       UI       2047     0.000                 0.000
06OH      2    X4       UI       2047     0.000                 0.000
06OH      2    X5       UI       2047     0.001                 50.000
06OH      2    X6       UI       2047     0.000                 0.000
07EN      1    X1       UI       2047     0.000                 6.000
07EN      1    X2       UI       2047     0.000                 0.000
07EN      1    X3       UI       2047     0.000                 0.000
07EN      2    X4       UI       2047     0.000                 50.000
07EN      2    X5       UI       2047     0.000                 0.000
07EN      2    X6       UI       2047     0.000                 0.000
09AM      1    X1       UG       2047     150.000               600.000
09AM      1    X2       UG       2047     0.000                 0.000
09AM      1    X3       UG       2047     0.000                 0.000
09AM      2    X4       UG       2047     0.000                 0.000
09AM      2    X5       UG       2047     0.000                 100.000
09AM      2    X6       UG       2047     0.000                 100.000
10C1      1    X1       UI       2047     0.000                 0.000
10C1      1    X2       UI       2047     0.000                 0.000
10C1      1    X3       UI       2047     0.000                 0.000
10C1      2    X4       UI       2047     0.000                 0.000
10C1      2    X5       UI       2047     0.000                 25.000
10C1      2    X6       UI       2047     0.000                 0.000
12WS      1    X1       UG       2047     0.000                 100.000
12WS      1    X2       UG       2047     0.000                 60.000
12WS      1    X3       UG       2047     0.000                 1.453
12WS      2    X4       UG       2047     0.000                 100.000
12WS      2    X5       UG       2047     50.000                700.000
12WS      2    X6       UG       2047     0.000                 125.000
16PC      1    X1       UW       2047     0.000                 0.000
16PC      1    X2       UW       2047     0.000                 0.000
16PC      1    X3       UW       2047     0.001                 23.568
16PC      2    X4       UW       2047     10.000                150.000
16PC      2    X5       UA       2047     0.000                 25.000
16PC      2    X6       UW       2047     10.000                1000.000
02YP      1    X1       UI       2048     0.000                 0.000
02YP      1    X2       UI       2048     25.000                100.000
02YP      1    X3       UI       2048     0.000                 0.000
02YP      2    X4       UI       2048     0.000                 10.000
02YP      2    X5       UI       2048     0.000                 25.000
02YP      2    X6       UI       2048     0.000                 0.000
03S1      1    X1       UE       2048     200.000               375.000
03S1      1    X2       UE       2048     0.000                 0.000
03S1      1    X3       UE       2048     0.000                 0.000
03S1      2    X4       UE       2048     0.001                 500.000
03S1      2    X5       UE       2048     0.000                 0.000
03S1      2    X6       UE       2048     0.000                 0.000
04S2      1    X1       UE       2048     0.000                 0.000
04S2      1    X2       UE       2048     500.000               1250.000
04S2      1    X3       UE       2048     0.000                 0.000
04S2      2    X4       UE       2048     0.000                 0.000
04S2      2    X5       UE       2048     0.001                 300.000
04S2      2    X6       UE       2048     0.000                 0.000
06OH      1    X1       UI       2048     0.001                 40.000
06OH      1    X2       UI       2048     0.001                 60.000
06OH      1    X3       UI       2048     0.000                 0.000
06OH      2    X4       UI       2048     0.000                 0.000
06OH      2    X5       UI       2048     0.001                 50.000
06OH      2    X6       UI       2048     0.000                 0.000
07EN      1    X1       UI       2048     0.000                 6.000
07EN      1    X2       UI       2048     0.000                 0.000
07EN      1    X3       UI       2048     0.000                 0.000
07EN      2    X4       UI       2048     0.000                 50.000
07EN      2    X5       UI       2048     0.000                 0.000
07EN      2    X6       UI       2048     0.000                 0.000
09AM      1    X1       UG       2048     150.000               600.000
09AM      1    X2       UG       2048     0.000                 0.000
09AM      1    X3       UG       2048     0.000                 0.000
09AM      2    X4       UG       2048     0.000                 0.000
09AM      2    X5       UG       2048     0.000                 100.000
09AM      2    X6       UG       2048     0.000                 100.000
10C1      1    X1       UI       2048     0.000                 0.000
10C1      1    X2       UI       2048     0.000                 0.000
10C1      1    X3       UI       2048     0.000                 0.000
10C1      2    X4       UI       2048     0.000                 0.000
10C1      2    X5       UI       2048     0.000                 25.000
10C1      2    X6       UI       2048     0.000                 0.000
12WS      1    X1       UG       2048     0.000                 100.000
12WS      1    X2       UG       2048     0.000                 60.000
12WS      1    X3       UG       2048     0.000                 1.453
12WS      2    X4       UG       2048     0.000                 100.000
12WS      2    X5       UG       2048     50.000                700.000
12WS      2    X6       UG       2048     0.000                 125.000
16PC      1    X1       UW       2048     0.000                 0.000
16PC      1    X2       UW       2048     0.000                 0.000
16PC      1    X3       UW       2048     0.001                 23.568
16PC      2    X4       UW       2048     10.000                150.000
16PC      2    X5       UA       2048     0.000                 25.000
16PC      2    X6       UW       2048     10.000                1000.000
02YP      1    X1       UI       2049     0.000                 0.000
02YP      1    X2       UI       2049     25.000                100.000
02YP      1    X3       UI       2049     0.000                 0.000
02YP      2    X4       UI       2049     0.000                 10.000
02YP      2    X5       UI       2049     0.000                 25.000
02YP      2    X6       UI       2049     0.000                 0.000
03S1      1    X1       UE       2049     200.000               375.000
03S1      1    X2       UE       2049     0.000                 0.000
03S1      1    X3       UE       2049     0.000                 0.000
03S1      2    X4       UE       2049     0.001                 500.000
03S1      2    X5       UE       2049     0.000                 0.000
03S1      2    X6       UE       2049     0.000                 0.000
04S2      1    X1       UE       2049     0.000                 0.000
04S2      1    X2       UE       2049     500.000               1250.000
04S2      1    X3       UE       2049     0.000                 0.000
04S2      2    X4       UE       2049     0.000                 0.000
04S2      2    X5       UE       2049     0.001                 300.000
04S2      2    X6       UE       2049     0.000                 0.000
06OH      1    X1       UI       2049     0.001                 40.000
06OH      1    X2       UI       2049     0.001                 60.000
06OH      1    X3       UI       2049     0.000                 0.000
06OH      2    X4       UI       2049     0.000                 0.000
06OH      2    X5       UI       2049     0.001                 50.000
06OH      2    X6       UI       2049     0.000                 0.000
07EN      1    X1       UI       2049     0.000                 6.000
07EN      1    X2       UI       2049     0.000                 0.000
07EN      1    X3       UI       2049     0.000                 0.000
07EN      2    X4       UI       2049     0.000                 50.000
07EN      2    X5       UI       2049     0.000                 0.000
07EN      2    X6       UI       2049     0.000                 0.000
09AM      1    X1       UG       2049     150.000               600.000
09AM      1    X2       UG       2049     0.000                 0.000
09AM      1    X3       UG       2049     0.000                 0.000
09AM      2    X4       UG       2049     0.000                 0.000
09AM      2    X5       UG       2049     0.000                 100.000
09AM      2    X6       UG       2049     0.000                 100.000
10C1      1    X1       UI       2049     0.000                 0.000
10C1      1    X2       UI       2049     0.000                 0.000
10C1      1    X3       UI       2049     0.000                 0.000
10C1      2    X4       UI       2049     0.000                 0.000
10C1      2    X5       UI       2049     0.000                 25.000
10C1      2    X6       UI       2049     0.000                 0.000
12WS      1    X1       UG       2049     0.000                 100.000
12WS      1    X2       UG       2049     0.000                 60.000
12WS      1    X3       UG       2049     0.000                 1.453
12WS      2    X4       UG       2049     0.000                 100.000
12WS      2    X5       UG       2049     50.000                700.000
12WS      2    X6       UG       2049     0.000                 125.000
16PC      1    X1       UW       2049     0.000                 0.000
16PC      1    X2       UW       2049     0.000                 0.000
16PC      1    X3       UW       2049     0.001                 23.568
16PC      2    X4       UW       2049     10.000                150.000
16PC      2    X5       UA       2049     0.000                 25.000
16PC      2    X6       UW       2049     10.000                1000.000
02YP      1    X1       UI       2050     0.000                 0.000
02YP      1    X2       UI       2050     25.000                100.000
02YP      1    X3       UI       2050     0.000                 0.000
02YP      2    X4       UI       2050     0.000                 10.000
02YP      2    X5       UI       2050     0.000                 25.000
02YP      2    X6       UI       2050     0.000                 0.000
03S1      1    X1       UE       2050     200.000               375.000
03S1      1    X2       UE       2050     0.000                 0.000
03S1      1    X3       UE       2050     0.000                 0.000
03S1      2    X4       UE       2050     0.001                 500.000
03S1      2    X5       UE       2050     0.000                 0.000
03S1      2    X6       UE       2050     0.000                 0.000
04S2      1    X1       UE       2050     0.000                 0.000
04S2      1    X2       UE       2050     500.000               1250.000
04S2      1    X3       UE       2050     0.000                 0.000
04S2      2    X4       UE       2050     0.000                 0.000
04S2      2    X5       UE       2050     0.001                 300.000
04S2      2    X6       UE       2050     0.000                 0.000
06OH      1    X1       UI       2050     0.001                 40.000
06OH      1    X2       UI       2050     0.001                 60.000
06OH      1    X3       UI       2050     0.000                 0.000
06OH      2    X4       UI       2050     0.000                 0.000
06OH      2    X5       UI       2050     0.001                 50.000
06OH      2    X6       UI       2050     0.000                 0.000
07EN      1    X1       UI       2050     0.000                 6.000
07EN      1    X2       UI       2050     0.000                 0.000
07EN      1    X3       UI       2050     0.000                 0.000
07EN      2    X4       UI       2050     0.000                 50.000
07EN      2    X5       UI       2050     0.000                 0.000
07EN      2    X6       UI       2050     0.000                 0.000
09AM      1    X1       UG       2050     150.000               600.000
09AM      1    X2       UG       2050     0.000                 0.000
09AM      1    X3       UG       2050     0.000                 0.000
09AM      2    X4       UG       2050     0.000                 0.000
09AM      2    X5       UG       2050     0.000                 100.000
09AM      2    X6       UG       2050     0.000                 100.000
10C1      1    X1       UI       2050     0.000                 0.000
10C1      1    X2       UI       2050     0.000                 0.000
10C1      1    X3       UI       2050     0.000                 0.000
10C1      2    X4       UI       2050     0.000                 0.000
10C1      2    X5       UI       2050     0.000                 25.000
10C1      2    X6       UI       2050     0.000                 0.000
12WS      1    X1       UG       2050     0.000                 100.000
12WS      1    X2       UG       2050     0.000                 60.000
12WS      1    X3       UG       2050     0.000                 1.453
12WS      2    X4       UG       2050     0.000                 100.000
12WS      2    X5       UG       2050     50.000                700.000
12WS      2    X6       UG       2050     0.000                 125.000
16PC      1    X1       UW       2050     0.000                 0.000
16PC      1    X2       UW       2050     0.000                 0.000
16PC      1    X3       UW       2050     0.001                 23.568
16PC      2    X4       UW       2050     10.000                150.000
16PC      2    X5       UA       2050     0.000                 25.000
16PC      2    X6       UW       2050     10.000                1000.000
