COMPOSITE TABLE:
M4     M11    tc     yr     hclworld
4      7      1      2022   4.30
1      8      1      2022   38.77
2      8      1      2022   4.40
3      8      1      2022   16.13
4      8      1      2022   59.29
1      9      1      2022   0.10
2      9      1      2022   1.03
3      9      1      2022   0.07
4      9      1      2022   1.21
1      10     1      2022   5.42
2      10     1      2022   389.17
3      10     1      2022   0.14
4      10     1      2022   394.73
1      11     1      2022   138.71
2      11     1      2022   789.84
3      11     1      2022   44.81
4      11     1      2022   973.36
1      1      2      2022   21.95
2      1      2      2022   123.09
3      1      2      2022   1.01
4      1      2      2022   146.05
1      2      2      2022   15.95
2      2      2      2022   17.67
3      2      2      2022   2.97
4      2      2      2022   36.59
1      3      2      2022   1.16
2      3      2      2022   4.75
3      3      2      2022   0.00
4      3      2      2022   5.91
1      4      2      2022   3.66
2      4      2      2022   36.73
3      4      2      2022   0.00
4      4      2      2022   40.39
1      5      2      2022   2.38
2      5      2      2022   0.00
3      5      2      2022   0.00
4      5      2      2022   2.38
1      6      2      2022   3.76
2      6      2      2022   23.12
3      6      2      2022   0.28
4      6      2      2022   27.16
1      7      2      2022   0.11
2      7      2      2022   0.17
3      7      2      2022   0.00
4      7      2      2022   0.28
1      8      2      2022   0.80
2      8      2      2022   0.80
3      8      2      2022   0.02
4      8      2      2022   1.62
1      9      2      2022   0.00
2      9      2      2022   0.00
3      9      2      2022   0.00
4      9      2      2022   0.00
1      10     2      2022   0.00
2      10     2      2022   13.74
3      10     2      2022   0.00
4      10     2      2022   13.74
1      11     2      2022   49.78
2      11     2      2022   220.07
3      11     2      2022   4.28
4      11     2      2022   274.13
;
