year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
2018,"Food           ",  7,  4,"other ",   10,         9800.,     35702370.,       234895.,       443360., 0.4159,    6579.,0.0062,
2019,"Food           ",  7,  4,"other ",   10,         9800.,     59014876.,       388523.,       669327., 0.6874,    6583.,0.0242,
2020,"Food           ",  7,  4,"other ",   10,         9800.,     52244629.,       350782.,       612387., 0.6069,    6714.,0.0285,
2021,"Food           ",  7,  4,"other ",   10,         9800.,     64277067.,       427829.,       787947., 0.7487,    6656.,0.0411,
1996,"Food           ",  7,  4,"othgas",    9,            0.,      3818689.,        34324.,        92843., 0.0000,    8988.,0.0009,
1997,"Food           ",  7,  4,"othgas",    9,            0.,      6716113.,        72615.,       151784., 0.0000,   10812.,0.0002,
1998,"Food           ",  7,  4,"othgas",    9,            0.,      7884543.,        56603.,       204467., 0.0000,    7179.,0.0000,
1999,"Food           ",  7,  4,"othgas",    9,            0.,      9242030.,        62282.,       240422., 0.0000,    6739.,0.0000,
2000,"Food           ",  7,  4,"othgas",    9,            0.,      7577064.,        78286.,       204672., 0.0000,   10332.,0.0004,
2001,"Food           ",  7,  4,"othgas",    9,            0.,      8797000.,        90890.,       237625., 0.0000,   10332.,0.0004,
2002,"Food           ",  7,  4,"othgas",    9,            0.,      8556892.,        88410.,       231139., 0.0000,   10332.,0.0004,
2003,"Food           ",  7,  4,"othgas",    9,            0.,      8191002.,        84629.,       221256., 0.0000,   10332.,0.0004,
2004,"Food           ",  7,  4,"othgas",    9,            0.,      9356405.,       118235.,        61310., 0.0000,   12637.,0.0300,
2005,"Food           ",  7,  4,"othgas",    9,            0.,      8493428.,       107330.,        58663., 0.0000,   12637.,0.0310,
2006,"Food           ",  7,  4,"othgas",    9,            0.,      8525026.,       107729.,        60671., 0.0000,   12637.,0.0195,
2007,"Food           ",  7,  4,"othgas",    9,            0.,      7245405.,        91561.,        54070., 0.0000,   12637.,0.0332,
2008,"Food           ",  7,  4,"othgas",    9,            0.,      7496212.,        94727.,        54566., 0.0000,   12637.,0.0399,
2009,"Food           ",  7,  4,"othgas",    9,            0.,      4739986.,        59899.,        41319., 0.0000,   12637.,0.0206,
2010,"Food           ",  7,  4,"othgas",    9,            0.,      3745575.,        47331.,        35480., 0.0000,   12637.,0.0168,
2011,"Food           ",  7,  4,"othgas",    9,            0.,      3923073.,        49576.,        36956., 0.0000,   12637.,0.0149,
2012,"Food           ",  7,  4,"othgas",    9,            0.,      4721897.,        59669.,        36040., 0.0000,   12637.,0.0152,
2013,"Food           ",  7,  4,"othgas",    9,            0.,      3214367.,        40620.,        26988., 0.0000,   12637.,0.0169,
2014,"Food           ",  7,  4,"othgas",    9,            0.,      3294567.,        39978.,        28955., 0.0000,   12135.,0.0035,
2015,"Food           ",  7,  4,"othgas",    9,            0.,      2627175.,        33199.,        25437., 0.0000,   12637.,0.0152,
2016,"Food           ",  7,  4,"othgas",    9,            0.,      3214249.,        12464.,        95692., 0.0000,    3878.,0.0103,
2017,"Food           ",  7,  4,"othgas",    9,            0.,      3152842.,        12224.,       101885., 0.0000,    3877.,0.0216,
2018,"Food           ",  7,  4,"othgas",    9,            0.,      3034360.,        11766.,       103634., 0.0000,    3878.,0.0062,
2019,"Food           ",  7,  4,"othgas",    9,            0.,      2278992.,         8837.,        98547., 0.0000,    3878.,0.0242,
2020,"Food           ",  7,  4,"othgas",    9,            0.,      2516894.,         9967.,        81199., 0.0000,    3960.,0.0285,
2021,"Food           ",  7,  4,"othgas",    9,            0.,      2769869.,        10776.,        89694., 0.0000,    3890.,0.0411,
1990,"Food           ",  7,  5,"all fl",   11,        77610.,    560599150.,      5360371.,      6568690., 0.8246,    9562.,0.1837,
1991,"Food           ",  7,  5,"all fl",   11,        77610.,    591329312.,      5341905.,      5431527., 0.8698,    9034.,0.2102,
1992,"Food           ",  7,  5,"all fl",   11,       107610.,    688560663.,      6034504.,      7770248., 0.7304,    8764.,0.1949,
1993,"Food           ",  7,  5,"all fl",   11,       108010.,    793779104.,      7419450.,      7618289., 0.8389,    9347.,0.1439,
1994,"Food           ",  7,  5,"all fl",   11,       130010.,    852194252.,      7781558.,      8640905., 0.7483,    9131.,0.1243,
1995,"Food           ",  7,  5,"all fl",   11,       148010.,    909646263.,      8607413.,      8567826., 0.7016,    9462.,0.0490,
1996,"Food           ",  7,  5,"all fl",   11,       145510.,    894724911.,      8380099.,      8908570., 0.7019,    9366.,0.0457,
1997,"Food           ",  7,  5,"all fl",   11,       144110.,    790948920.,      7584745.,      7379537., 0.6265,    9589.,0.0000,
1998,"Food           ",  7,  5,"all fl",   11,       157610.,    755397524.,      6726850.,      5553038., 0.5471,    8905.,0.0113,
1999,"Food           ",  7,  5,"all fl",   11,       157610.,    772946686.,      7026304.,      6981036., 0.5598,    9090.,0.0000,
2000,"Food           ",  7,  5,"all fl",   11,       163210.,    669095141.,      6083152.,      6092698., 0.4680,    9092.,0.0000,
2001,"Food           ",  7,  5,"all fl",   11,       170710.,    609691100.,      5237595.,      5128657., 0.4077,    8591.,0.0000,
2002,"Food           ",  7,  5,"all fl",   11,       163120.,    565530120.,      5384133.,      5638821., 0.3958,    9521.,0.0000,
2003,"Food           ",  7,  5,"all fl",   11,       173310.,    586529726.,      5611306.,      6028038., 0.3863,    9567.,0.0000,
2004,"Food           ",  7,  5,"all fl",   11,       173090.,    607328898.,      4730561.,      6654499., 0.3994,    7789.,0.0300,
2005,"Food           ",  7,  5,"all fl",   11,       172030.,    566987138.,      4406522.,      5898342., 0.3762,    7772.,0.0310,
2006,"Food           ",  7,  5,"all fl",   11,       172030.,    513370427.,      3886759.,      5578847., 0.3407,    7571.,0.0801,
2007,"Food           ",  7,  5,"all fl",   11,       126700.,    533843277.,      3967095.,      6104907., 0.4810,    7431.,0.0280,
2008,"Food           ",  7,  5,"all fl",   11,       171700.,    405354553.,      3279370.,      2619131., 0.2728,    8090.,0.0213,
2009,"Food           ",  7,  5,"all fl",   11,       169200.,    512973000.,      4014503.,      4639753., 0.3461,    7826.,0.0847,
2010,"Food           ",  7,  5,"all fl",   11,       179300.,    544758745.,      4251132.,      5680160., 0.3669,    7804.,0.0299,
2011,"Food           ",  7,  5,"all fl",   11,       170200.,    565706607.,      4432973.,      5304656., 0.3794,    7836.,0.0389,
2012,"Food           ",  7,  5,"all fl",   11,       179300.,    477358590.,      4283066.,      5025753., 0.3031,    8972.,0.0114,
2013,"Food           ",  7,  5,"all fl",   11,       183983.,    505242380.,      4036553.,      4298893., 0.3271,    7989.,0.0219,
2014,"Food           ",  7,  5,"all fl",   11,       180983.,    479204240.,      4160206.,      4905843., 0.3022,    8681.,0.0248,
2015,"Food           ",  7,  5,"all fl",   11,       209200.,    571808200.,      4531042.,      4952628., 0.3472,    7924.,0.0261,
2016,"Food           ",  7,  5,"all fl",   11,       197800.,    617013601.,      3475940.,      6958257., 0.3623,    5633.,0.0543,
2017,"Food           ",  7,  5,"all fl",   11,       192300.,    572129002.,      3305543.,      6503800., 0.3396,    5778.,0.0161,
2018,"Food           ",  7,  5,"all fl",   11,       191800.,    584018973.,      3317164.,      6672757., 0.3476,    5680.,0.0509,
2019,"Food           ",  7,  5,"all fl",   11,       194300.,    619811088.,      3470290.,      6985712., 0.3642,    5599.,0.0187,
2020,"Food           ",  7,  5,"all fl",   11,       194300.,    599288413.,      3365997.,      7235105., 0.3511,    5617.,0.0075,
2021,"Food           ",  7,  5,"all fl",   11,       195400.,    609195536.,      3512630.,      7169444., 0.3559,    5766.,0.0354,
1990,"Food           ",  7,  5,"biomas",    7,         9100.,     39659615.,       452336.,      1947222., 0.4975,   11405.,0.1837,
1991,"Food           ",  7,  5,"biomas",    7,         9100.,      5628573.,        51196.,       528387., 0.0706,    9096.,0.2102,
1992,"Food           ",  7,  5,"biomas",    7,         9100.,     39659615.,       452336.,      1947222., 0.4975,   11405.,0.1949,
1993,"Food           ",  7,  5,"biomas",    7,         9500.,     37610699.,       750515.,      1410184., 0.4519,   19955.,0.1439,
1994,"Food           ",  7,  5,"biomas",    7,         9500.,     35677338.,       621965.,      1249794., 0.4287,   17433.,0.1243,
1995,"Food           ",  7,  5,"biomas",    7,         9500.,     39422990.,       728210.,      1491850., 0.4737,   18472.,0.0490,
1996,"Food           ",  7,  5,"biomas",    7,         7000.,     38455041.,       703440.,      1207904., 0.6271,   18293.,0.0457,
1997,"Food           ",  7,  5,"biomas",    7,         7000.,     33414493.,       658284.,       810173., 0.5449,   19701.,0.0000,
1998,"Food           ",  7,  5,"biomas",    7,         7000.,     43162734.,       974769.,       875925., 0.7039,   22584.,0.0113,
1999,"Food           ",  7,  5,"biomas",    7,         7000.,     43807191.,       946843.,       966762., 0.7144,   21614.,0.0000,
2000,"Food           ",  7,  5,"biomas",    7,         7000.,     42475602.,       982563.,      1168563., 0.6927,   23132.,0.0000,
2001,"Food           ",  7,  5,"biomas",    7,         7000.,     18883000.,       436809.,       519498., 0.3079,   23132.,0.0000,
2002,"Food           ",  7,  5,"biomas",    7,         7000.,     48190000.,      1114751.,      1325774., 0.7859,   23132.,0.0000,
2003,"Food           ",  7,  5,"biomas",    7,         7000.,     49327001.,      1141052.,      1357055., 0.8044,   23132.,0.0000,
2004,"Food           ",  7,  5,"biomas",    7,         7000.,     51505647.,       258260.,      1687915., 0.8377,    5014.,0.0300,
2005,"Food           ",  7,  5,"biomas",    7,         7000.,     58630425.,       293985.,      1682238., 0.9561,    5014.,0.0310,
2006,"Food           ",  7,  5,"biomas",    7,         7000.,     55532301.,       278451.,      1675949., 0.9056,    5014.,0.0801,
2007,"Food           ",  7,  5,"biomas",    7,         7000.,     52007408.,       252957.,      1826657., 0.8481,    4864.,0.0280,
2008,"Food           ",  7,  5,"biomas",    7,         7000.,     51686934.,       251393.,       313623., 0.8406,    4864.,0.0213,
2009,"Food           ",  7,  5,"biomas",    7,         7000.,     50682074.,       258448.,      1683235., 0.8265,    5099.,0.0847,
2010,"Food           ",  7,  5,"biomas",    7,         7000.,     50197544.,       244151.,      1583486., 0.8186,    4864.,0.0299,
2011,"Food           ",  7,  5,"biomas",    7,         7000.,     42731927.,       214266.,      1692153., 0.6969,    5014.,0.0389,
2012,"Food           ",  7,  5,"biomas",    7,         7000.,     49676984.,       249090.,      1566585., 0.8079,    5014.,0.0114,
2013,"Food           ",  7,  5,"biomas",    7,         7583.,     35742314.,       179221.,      1177418., 0.5373,    5014.,0.0219,
2014,"Food           ",  7,  5,"biomas",    7,         7583.,     44332270.,       215622.,      1412286., 0.6664,    4864.,0.0248,
2015,"Food           ",  7,  5,"biomas",    7,         7000.,     50714342.,       246665.,      1498137., 0.8270,    4864.,0.0261,
2016,"Food           ",  7,  5,"biomas",    7,         7000.,     32464306.,       153846.,      1209572., 0.5280,    4739.,0.0543,
2017,"Food           ",  7,  5,"biomas",    7,         7000.,      8146238.,        39797.,      1422412., 0.1328,    4885.,0.0161,
2018,"Food           ",  7,  5,"biomas",    7,         7000.,     26143169.,       124059.,      1551600., 0.4263,    4745.,0.0509,
2019,"Food           ",  7,  5,"biomas",    7,         7000.,     37229764.,       176429.,      1110577., 0.6071,    4739.,0.0187,
2020,"Food           ",  7,  5,"biomas",    7,         7000.,     36621976.,       173547.,      1399569., 0.5956,    4739.,0.0075,
2021,"Food           ",  7,  5,"biomas",    7,         7000.,     27299450.,       194714.,      1357347., 0.4452,    7133.,0.0354,
1990,"Food           ",  7,  5,"coal  ",    1,        12790.,    162082832.,      1705849.,      1884022., 1.4466,   10525.,0.1837,
1991,"Food           ",  7,  5,"coal  ",    1,        12790.,    138390956.,      1509663.,      1402412., 1.2352,   10909.,0.2102,
1992,"Food           ",  7,  5,"coal  ",    1,        12790.,    153728557.,      1726984.,      1913178., 1.3721,   11234.,0.1949,
1993,"Food           ",  7,  5,"coal  ",    1,        12790.,    154593715.,      1764040.,      1725556., 1.3798,   11411.,0.1439,
1994,"Food           ",  7,  5,"coal  ",    1,        12790.,    150992076.,      1817101.,      1783343., 1.3477,   12034.,0.1243,
1995,"Food           ",  7,  5,"coal  ",    1,        12790.,    142534810.,      1729509.,      1780954., 1.2722,   12134.,0.0490,
1996,"Food           ",  7,  5,"coal  ",    1,        12790.,    151458456.,      1841143.,      1933462., 1.3518,   12156.,0.0457,
1997,"Food           ",  7,  5,"coal  ",    1,        12790.,     11908178.,       234060.,       293657., 0.1063,   19655.,0.0000,
1998,"Food           ",  7,  5,"coal  ",    1,        12790.,     41366783.,       564444.,      1462530., 0.3692,   13645.,0.0113,
1999,"Food           ",  7,  5,"coal  ",    1,        12790.,     35147353.,       476391.,      1315678., 0.3137,   13554.,0.0000,
2000,"Food           ",  7,  5,"coal  ",    1,        12790.,     37538474.,       498918.,      1157845., 0.3350,   13291.,0.0000,
2001,"Food           ",  7,  5,"coal  ",    1,        12790.,     33014000.,       438784.,      1018291., 0.2947,   13291.,0.0000,
2002,"Food           ",  7,  5,"coal  ",    1,        11200.,     44735370.,       594571.,      1379827., 0.4560,   13291.,0.0000,
2003,"Food           ",  7,  5,"coal  ",    1,        12790.,     46418610.,       616943.,      1431746., 0.4143,   13291.,0.0000,
2004,"Food           ",  7,  5,"coal  ",    1,        11200.,     40211562.,       215656.,      1193169., 0.4087,    5363.,0.0300,
2005,"Food           ",  7,  5,"coal  ",    1,        11200.,     45441575.,       243741.,      1203092., 0.4632,    5364.,0.0310,
2006,"Food           ",  7,  5,"coal  ",    1,        11200.,     45544903.,       244591.,      1199116., 0.4642,    5370.,0.0801,
2007,"Food           ",  7,  5,"coal  ",    1,        11200.,     48726548.,       251445.,      1339008., 0.4966,    5160.,0.0280,
2008,"Food           ",  7,  5,"coal  ",    1,        11200.,     13134123.,        66262.,       168443., 0.1335,    5045.,0.0213,
2009,"Food           ",  7,  5,"coal  ",    1,        11200.,      2083926.,        10627.,        69281., 0.0212,    5100.,0.0847,
2010,"Food           ",  7,  5,"coal  ",    1,        11200.,     23741979.,       121884.,       679991., 0.2420,    5134.,0.0299,
2011,"Food           ",  7,  5,"coal  ",    1,        11200.,     19111613.,       100552.,       568598., 0.1948,    5261.,0.0389,
2012,"Food           ",  7,  5,"coal  ",    1,        11200.,     13747509.,        71977.,       489033., 0.1397,    5236.,0.0114,
2013,"Food           ",  7,  5,"coal  ",    1,        12800.,     10317677.,        54203.,       383598., 0.0920,    5253.,0.0219,
2014,"Food           ",  7,  5,"coal  ",    1,        12800.,     20182536.,       105263.,       677494., 0.1800,    5216.,0.0248,
2015,"Food           ",  7,  5,"coal  ",    1,            0.,     14434091.,        74774.,       532205., 0.0000,    5180.,0.0261,
2016,"Food           ",  7,  5,"coal  ",    1,            0.,     23119177.,       111451.,       907292., 0.0000,    4821.,0.0543,
2017,"Food           ",  7,  5,"coal  ",    1,            0.,      6490526.,        31408.,       297144., 0.0000,    4839.,0.0161,
2018,"Food           ",  7,  5,"coal  ",    1,            0.,      9484115.,        46165.,       373435., 0.0000,    4868.,0.0509,
2019,"Food           ",  7,  5,"coal  ",    1,            0.,     12053264.,        57974.,       416286., 0.0000,    4810.,0.0187,
2020,"Food           ",  7,  5,"coal  ",    1,            0.,      3414481.,        16389.,       153060., 0.0000,    4800.,0.0075,
2021,"Food           ",  7,  5,"coal  ",    1,            0.,      2706063.,        17310.,       127389., 0.0000,    6397.,0.0354,
1990,"Food           ",  7,  5,"msw   ",    6,            0.,        16450.,          150.,         1544., 0.0000,    9119.,0.1837,
1991,"Food           ",  7,  5,"msw   ",    6,            0.,        16450.,          150.,         1544., 0.0000,    9119.,0.2102,
1992,"Food           ",  7,  5,"msw   ",    6,            0.,        16450.,          150.,         1544., 0.0000,    9119.,0.1949,
2004,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0300,
2005,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0310,
2006,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0801,
2007,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  5,"msw   ",    6,            0.,            0.,            0.,            0., 0.0000,       0.,0.0847,
1990,"Food           ",  7,  5,"n.gas ",    3,        55720.,    345187035.,      3056431.,      2566532., 0.7072,    8854.,0.1837,
1991,"Food           ",  7,  5,"n.gas ",    3,        55720.,    446445124.,      3770123.,      3451058., 0.9146,    8445.,0.2102,
1992,"Food           ",  7,  5,"n.gas ",    3,        85720.,    481312701.,      3742336.,      3749068., 0.6410,    7775.,0.1949,
1993,"Food           ",  7,  5,"n.gas ",    3,        85720.,    589888389.,      4783832.,      4214400., 0.7856,    8110.,0.1439,
1994,"Food           ",  7,  5,"n.gas ",    3,        95720.,    633264931.,      5045491.,      5005593., 0.7552,    7967.,0.1243,
1995,"Food           ",  7,  5,"n.gas ",    3,       110720.,    718351513.,      6045791.,      5040630., 0.7406,    8416.,0.0490,
1996,"Food           ",  7,  5,"n.gas ",    3,       110720.,    662108320.,      5441068.,      4993599., 0.6827,    8218.,0.0457,
1997,"Food           ",  7,  5,"n.gas ",    3,       109320.,    719137295.,      6401589.,      5787245., 0.7509,    8902.,0.0000,
1998,"Food           ",  7,  5,"n.gas ",    3,       109320.,    662380344.,      5112615.,      3181564., 0.6917,    7719.,0.0113,
1999,"Food           ",  7,  5,"n.gas ",    3,       109320.,    673890141.,      5396325.,      4433200., 0.7037,    8008.,0.0000,
2000,"Food           ",  7,  5,"n.gas ",    3,       114920.,    573155495.,      4435235.,      3445855., 0.5693,    7738.,0.0000,
2001,"Food           ",  7,  5,"n.gas ",    3,       122420.,    540969900.,      4186174.,      3252353., 0.5044,    7738.,0.0000,
2002,"Food           ",  7,  5,"n.gas ",    3,       113820.,    466092210.,      3606750.,      2802183., 0.4675,    7738.,0.0000,
2003,"Food           ",  7,  5,"n.gas ",    3,       122420.,    470328251.,      3639530.,      2827650., 0.4386,    7738.,0.0000,
2004,"Food           ",  7,  5,"n.gas ",    3,       120990.,    438162620.,      3796759.,      2745564., 0.4123,    8665.,0.0300,
2005,"Food           ",  7,  5,"n.gas ",    3,       119930.,    370490371.,      3306052.,      1793307., 0.3527,    8923.,0.0310,
2006,"Food           ",  7,  5,"n.gas ",    3,       119930.,    372458028.,      3132239.,      2167514., 0.3545,    8410.,0.0801,
2007,"Food           ",  7,  5,"n.gas ",    3,        74600.,    409654457.,      3329326.,      2768637., 0.6269,    8127.,0.0280,
2008,"Food           ",  7,  5,"n.gas ",    3,       119600.,    339937496.,      2956570.,      2136751., 0.3236,    8697.,0.0213,
2009,"Food           ",  7,  5,"n.gas ",    3,       119900.,    459565000.,      3740095.,      2887237., 0.4375,    8138.,0.0847,
2010,"Food           ",  7,  5,"n.gas ",    3,       130000.,    470069222.,      3878277.,      3416683., 0.4464,    8250.,0.0299,
2011,"Food           ",  7,  5,"n.gas ",    3,       120900.,    503338067.,      4112956.,      3043905., 0.4753,    8171.,0.0389,
2012,"Food           ",  7,  5,"n.gas ",    3,       130000.,    413532777.,      3957651.,      2970082., 0.3621,    9570.,0.0114,
2013,"Food           ",  7,  5,"n.gas ",    3,       123300.,    458675108.,      3797707.,      2736596., 0.4247,    8280.,0.0219,
2014,"Food           ",  7,  5,"n.gas ",    3,       122900.,    412258142.,      3818287.,      2793843., 0.3829,    9262.,0.0248,
2015,"Food           ",  7,  5,"n.gas ",    3,       164500.,    503004574.,      4175962.,      2899034., 0.4007,    8302.,0.0261,
2016,"Food           ",  7,  5,"n.gas ",    3,       153100.,    559529534.,      3196319.,      4835040., 0.4270,    5713.,0.0543,
2017,"Food           ",  7,  5,"n.gas ",    3,       147600.,    555375007.,      3215643.,      4776638., 0.4295,    5790.,0.0161,
2018,"Food           ",  7,  5,"n.gas ",    3,       147100.,    544263774.,      3099686.,      4737830., 0.4224,    5695.,0.0509,
2019,"Food           ",  7,  5,"n.gas ",    3,       149600.,    568948871.,      3224143.,      5450093., 0.4341,    5667.,0.0187,
2020,"Food           ",  7,  5,"n.gas ",    3,       149600.,    557733848.,      3164922.,      5678302., 0.4244,    5675.,0.0075,
2021,"Food           ",  7,  5,"n.gas ",    3,       150700.,    577325195.,      3287407.,      5675877., 0.4373,    5694.,0.0354,
1990,"Food           ",  7,  5,"oil   ",    2,            0.,     13439442.,       143661.,       149302., 0.0000,   10690.,0.1837,
1991,"Food           ",  7,  5,"oil   ",    2,            0.,       634433.,         8829.,        28057., 0.0000,   13916.,0.2102,
1992,"Food           ",  7,  5,"oil   ",    2,            0.,      8353546.,        75535.,       110288., 0.0000,    9042.,0.1949,
1993,"Food           ",  7,  5,"oil   ",    2,            0.,     11686301.,       121063.,       268149., 0.0000,   10359.,0.1439,
1994,"Food           ",  7,  5,"oil   ",    2,        12000.,     23694768.,       237796.,       538915., 0.2254,   10036.,0.1243,
1995,"Food           ",  7,  5,"oil   ",    2,        15000.,      9336950.,       103903.,       254392., 0.0711,   11128.,0.0490,
1996,"Food           ",  7,  5,"oil   ",    2,        15000.,     33936886.,       336397.,       712046., 0.2583,    9912.,0.0457,
1997,"Food           ",  7,  5,"oil   ",    2,        15000.,     26488954.,       290812.,       488462., 0.2016,   10979.,0.0000,
1998,"Food           ",  7,  5,"oil   ",    2,        28500.,      8487663.,        75022.,        33019., 0.0340,    8839.,0.0113,
1999,"Food           ",  7,  5,"oil   ",    2,        28500.,     20102001.,       206745.,       265396., 0.0805,   10285.,0.0000,
2000,"Food           ",  7,  5,"oil   ",    2,        28500.,     15925570.,       166436.,       320434., 0.0638,   10451.,0.0000,
2001,"Food           ",  7,  5,"oil   ",    2,        28500.,     16824200.,       175827.,       338516., 0.0674,   10451.,0.0000,
2002,"Food           ",  7,  5,"oil   ",    2,        31100.,      6512540.,        68062.,       131037., 0.0239,   10451.,0.0000,
2003,"Food           ",  7,  5,"oil   ",    2,        31100.,     20455864.,       213781.,       411587., 0.0751,   10451.,0.0000,
2004,"Food           ",  7,  5,"oil   ",    2,        33900.,     77020136.,       457617.,       869645., 0.2586,    5942.,0.0300,
2005,"Food           ",  7,  5,"oil   ",    2,        33900.,     92354584.,       562372.,      1105035., 0.3110,    6089.,0.0310,
2006,"Food           ",  7,  5,"oil   ",    2,        33900.,     39800871.,       231297.,       432064., 0.1340,    5811.,0.0801,
2007,"Food           ",  7,  5,"oil   ",    2,        33900.,     23454864.,       133367.,       170605., 0.0790,    5686.,0.0280,
2008,"Food           ",  7,  5,"oil   ",    2,        33900.,       596000.,         5145.,          314., 0.0022,    8633.,0.0213,
2009,"Food           ",  7,  5,"oil   ",    2,        31100.,       642000.,         5333.,            0., 0.0024,    8307.,0.0847,
2010,"Food           ",  7,  5,"oil   ",    2,        31100.,       750000.,         6820.,            0., 0.0028,    9093.,0.0299,
2011,"Food           ",  7,  5,"oil   ",    2,        31100.,       525000.,         5199.,            0., 0.0019,    9903.,0.0389,
2012,"Food           ",  7,  5,"oil   ",    2,        31100.,       401320.,         4348.,           53., 0.0015,   10834.,0.0114,
2013,"Food           ",  7,  5,"oil   ",    2,        40300.,       507281.,         5422.,         1281., 0.0018,   10688.,0.0219,
2014,"Food           ",  7,  5,"oil   ",    2,        37700.,      2431292.,        21034.,        22220., 0.0074,    8651.,0.0248,
2015,"Food           ",  7,  5,"oil   ",    2,        37700.,      3655193.,        33641.,        23252., 0.0111,    9204.,0.0261,
2016,"Food           ",  7,  5,"oil   ",    2,        37700.,      1900584.,        14324.,         6353., 0.0057,    7537.,0.0543,
2017,"Food           ",  7,  5,"oil   ",    2,        37700.,      2117231.,        18695.,         7606., 0.0064,    8830.,0.0161,
2018,"Food           ",  7,  5,"oil   ",    2,        37700.,      4127915.,        47254.,         9892., 0.0125,   11447.,0.0509,
2019,"Food           ",  7,  5,"oil   ",    2,        37700.,      1579189.,        11744.,         8756., 0.0048,    7437.,0.0187,
2020,"Food           ",  7,  5,"oil   ",    2,        37700.,      1518108.,        11139.,         4174., 0.0046,    7337.,0.0075,
2021,"Food           ",  7,  5,"oil   ",    2,        37700.,      1864828.,        13199.,         8831., 0.0056,    7078.,0.0354,
1990,"Food           ",  7,  5,"other ",   10,            0.,       213776.,         1944.,        20069., 0.0000,    9094.,0.1837,
1991,"Food           ",  7,  5,"other ",   10,            0.,       213776.,         1944.,        20069., 0.0000,    9094.,0.2102,
1992,"Food           ",  7,  5,"other ",   10,            0.,       213776.,         1944.,        20069., 0.0000,    9094.,0.1949,
2004,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0300,
2005,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0310,
2006,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0801,
2007,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  5,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.0847,
1992,"Food           ",  7,  5,"othgas",    9,            0.,      5276018.,        35219.,        28880., 0.0000,    6675.,0.1949,
1994,"Food           ",  7,  5,"othgas",    9,            0.,      8565139.,        59205.,        63259., 0.0000,    6912.,0.1243,
1996,"Food           ",  7,  5,"othgas",    9,            0.,      8766208.,        58051.,        61558., 0.0000,    6622.,0.0457,
2004,"Food           ",  7,  5,"othgas",    9,            0.,       428934.,         2269.,       158206., 0.0000,    5291.,0.0300,
2005,"Food           ",  7,  5,"othgas",    9,            0.,        70183.,          371.,       114670., 0.0000,    5291.,0.0310,
2006,"Food           ",  7,  5,"othgas",    9,            0.,        34324.,          182.,       104204., 0.0000,    5291.,0.0801,
2007,"Food           ",  7,  5,"othgas",    9,            0.,            0.,            0.,            0., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  5,"othgas",    9,            0.,            0.,            0.,            0., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  5,"othgas",    9,            0.,            0.,            0.,            0., 0.0000,       0.,0.0847,
1990,"Food           ",  7,  6,"all fl",   11,        10300.,     43516210.,       455245.,      2711029., 0.4823,   10462.,0.0244,
1991,"Food           ",  7,  6,"all fl",   11,        14600.,     60514345.,       619650.,      2411029., 0.4732,   10240.,0.0175,
1992,"Food           ",  7,  6,"all fl",   11,        14600.,     88312848.,       898094.,      2761029., 0.6905,   10169.,0.0120,
1993,"Food           ",  7,  6,"all fl",   11,        14600.,     97054590.,       952834.,      2760597., 0.7589,    9818.,0.0150,
1994,"Food           ",  7,  6,"all fl",   11,        14600.,     90465762.,       815260.,      2845896., 0.7073,    9012.,0.0000,
1995,"Food           ",  7,  6,"all fl",   11,        14600.,     94344686.,       897900.,      2890000., 0.7377,    9517.,0.0000,
1996,"Food           ",  7,  6,"all fl",   11,        14600.,     68818546.,       801081.,      2340000., 0.5381,   11640.,0.0044,
1997,"Food           ",  7,  6,"all fl",   11,        14600.,     49097898.,       510500.,      2690000., 0.3839,   10398.,0.0260,
1998,"Food           ",  7,  6,"all fl",   11,        14600.,     56715647.,       535114.,      3541187., 0.4435,    9435.,0.0000,
1999,"Food           ",  7,  6,"all fl",   11,        14600.,     64613378.,       598792.,      2570638., 0.5052,    9267.,0.0000,
2000,"Food           ",  7,  6,"all fl",   11,        14600.,     53277850.,       497241.,      3911391., 0.4166,    9333.,0.0000,
2001,"Food           ",  7,  6,"all fl",   11,        14600.,     47886000.,       446919.,      3515549., 0.3744,    9333.,0.0000,
