year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
2002,"Food           ",  7,  6,"all fl",   11,        14600.,     32052770.,       299148.,      2353153., 0.2506,    9333.,0.0000,
2003,"Food           ",  7,  6,"all fl",   11,        14600.,      1747999.,        16314.,       128329., 0.0137,    9333.,0.0000,
2004,"Food           ",  7,  6,"all fl",   11,        14600.,     19564422.,        94523.,      2758047., 0.1526,    4831.,0.0300,
2005,"Food           ",  7,  6,"all fl",   11,        14600.,       668373.,         2973.,      2946493., 0.0052,    4449.,0.0310,
2006,"Food           ",  7,  6,"all fl",   11,        14600.,            0.,            0.,      2933983., 0.0000,       0.,0.0801,
2007,"Food           ",  7,  6,"all fl",   11,        14600.,            0.,            0.,      2760961., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  6,"all fl",   11,        14600.,            0.,            0.,      1986949., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  6,"all fl",   11,        14600.,     29947000.,       127940.,      2482286., 0.2342,    4272.,0.0206,
2010,"Food           ",  7,  6,"all fl",   11,        14600.,     40234648.,       178994.,      2346601., 0.3921,    4449.,0.0168,
2011,"Food           ",  7,  6,"all fl",   11,        10300.,     30813000.,       131638.,      2313077., 0.3415,    4272.,0.0149,
2012,"Food           ",  7,  6,"all fl",   11,        10300.,     25063000.,       107072.,      1866977., 0.2770,    4272.,0.0152,
2013,"Food           ",  7,  6,"all fl",   11,        10300.,     32962000.,       140818.,       142394., 0.3653,    4272.,0.0169,
2014,"Food           ",  7,  6,"all fl",   11,        10300.,     35061000.,       149787.,      2481129., 0.3886,    4272.,0.0202,
2015,"Food           ",  7,  6,"all fl",   11,        20600.,      2193000.,         9368.,       421980., 0.0243,    4272.,0.0152,
2016,"Food           ",  7,  6,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.0141,
2017,"Food           ",  7,  6,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.0132,
2018,"Food           ",  7,  6,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.0062,
2019,"Food           ",  7,  6,"all fl",   11,        52000.,    404308800.,      4606944.,            0., 0.8876,   11395.,0.0139,
2020,"Food           ",  7,  6,"all fl",   11,        52000.,    328991000.,      3705842.,            0., 0.7203,   11264.,0.0138,
2021,"Food           ",  7,  6,"all fl",   11,        52000.,    346156000.,      3945365.,        70435., 0.7599,   11398.,0.0213,
1990,"Food           ",  7,  6,"coal  ",    1,        10300.,     32115869.,       279604.,      2480157., 0.3559,    8706.,0.0244,
1991,"Food           ",  7,  6,"coal  ",    1,        10300.,     48310622.,       436054.,      2212485., 0.5354,    9026.,0.0175,
1992,"Food           ",  7,  6,"coal  ",    1,        10300.,     66966201.,       627746.,      2285483., 0.7422,    9374.,0.0120,
1993,"Food           ",  7,  6,"coal  ",    1,        10300.,     74038464.,       669870.,      2272744., 0.8206,    9048.,0.0150,
1994,"Food           ",  7,  6,"coal  ",    1,        10300.,     72293560.,       645872.,      2417702., 0.8012,    8934.,0.0000,
1995,"Food           ",  7,  6,"coal  ",    1,        10300.,     75083989.,       701280.,      2478176., 0.8322,    9340.,0.0000,
1996,"Food           ",  7,  6,"coal  ",    1,        10300.,     55403410.,       566583.,      2061934., 0.6140,   10227.,0.0044,
1997,"Food           ",  7,  6,"coal  ",    1,        10300.,     37015757.,       355813.,      2544950., 0.4102,    9612.,0.0260,
1998,"Food           ",  7,  6,"coal  ",    1,        10300.,     37664639.,       359861.,      2436911., 0.4174,    9554.,0.0000,
1999,"Food           ",  7,  6,"coal  ",    1,        10300.,     61727032.,       572043.,      2455806., 0.6841,    9267.,0.0000,
2000,"Food           ",  7,  6,"coal  ",    1,        10300.,     34725438.,       324092.,      2549366., 0.3849,    9333.,0.0000,
2001,"Food           ",  7,  6,"coal  ",    1,        10300.,     31211138.,       291293.,      2291364., 0.3459,    9333.,0.0000,
2002,"Food           ",  7,  6,"coal  ",    1,        10300.,     11195740.,       104490.,       821935., 0.1241,    9333.,0.0000,
2003,"Food           ",  7,  6,"coal  ",    1,        10300.,      1041001.,         9716.,        76425., 0.0115,    9333.,0.0000,
2004,"Food           ",  7,  6,"coal  ",    1,        10300.,     17408351.,        77446.,      2592671., 0.1924,    4449.,0.0300,
2005,"Food           ",  7,  6,"coal  ",    1,        10300.,       639514.,         2845.,      2819595., 0.0071,    4449.,0.0310,
2006,"Food           ",  7,  6,"coal  ",    1,        10300.,            0.,            0.,      2818073., 0.0000,       0.,0.0801,
2007,"Food           ",  7,  6,"coal  ",    1,        10300.,            0.,            0.,      2638322., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  6,"coal  ",    1,        10300.,            0.,            0.,      1836026., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  6,"coal  ",    1,        10300.,     28692436.,       122580.,      2385732., 0.3180,    4272.,0.0206,
2010,"Food           ",  7,  6,"coal  ",    1,        10300.,     40074543.,       178282.,      2337037., 0.4441,    4449.,0.0168,
2011,"Food           ",  7,  6,"coal  ",    1,        10300.,     29148358.,       124526.,      2160051., 0.3231,    4272.,0.0149,
2012,"Food           ",  7,  6,"coal  ",    1,        10300.,     18204425.,        77771.,      1365377., 0.2012,    4272.,0.0152,
2013,"Food           ",  7,  6,"coal  ",    1,        10300.,     29848835.,       127520.,       128103., 0.3308,    4272.,0.0169,
2014,"Food           ",  7,  6,"coal  ",    1,        10300.,     31475897.,       134470.,      2232394., 0.3488,    4272.,0.0202,
2015,"Food           ",  7,  6,"coal  ",    1,        20600.,      1507539.,         6440.,       110081., 0.0167,    4272.,0.0152,
2016,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0141,
2017,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0132,
2018,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0062,
2019,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0139,
2020,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0138,
2021,"Food           ",  7,  6,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0213,
1990,"Food           ",  7,  6,"n.gas ",    3,            0.,     11400341.,       175641.,       230872., 0.0000,   15407.,0.0244,
1991,"Food           ",  7,  6,"n.gas ",    3,         4300.,     12203723.,       183596.,       198544., 0.3240,   15044.,0.0175,
1992,"Food           ",  7,  6,"n.gas ",    3,         4300.,     21346647.,       270348.,       475546., 0.5667,   12665.,0.0120,
1993,"Food           ",  7,  6,"n.gas ",    3,         4300.,     23016126.,       282964.,       487853., 0.6110,   12294.,0.0150,
1994,"Food           ",  7,  6,"n.gas ",    3,         4300.,     18172202.,       169388.,       428194., 0.4824,    9321.,0.0000,
1995,"Food           ",  7,  6,"n.gas ",    3,         4300.,     19260697.,       196620.,       411824., 0.5113,   10208.,0.0000,
1996,"Food           ",  7,  6,"n.gas ",    3,         4300.,     13415136.,       234498.,       278066., 0.3561,   17480.,0.0044,
1997,"Food           ",  7,  6,"n.gas ",    3,         4300.,     12082141.,       154687.,       145050., 0.3208,   12803.,0.0260,
1998,"Food           ",  7,  6,"n.gas ",    3,         4300.,     19051008.,       175253.,      1104276., 0.5058,    9199.,0.0000,
1999,"Food           ",  7,  6,"n.gas ",    3,         4300.,      2886346.,        26749.,       114833., 0.0766,    9267.,0.0000,
2000,"Food           ",  7,  6,"n.gas ",    3,         4300.,     18552412.,       173149.,      1362025., 0.4925,    9333.,0.0000,
2001,"Food           ",  7,  6,"n.gas ",    3,         4300.,     16674862.,       155626.,      1224185., 0.4427,    9333.,0.0000,
2002,"Food           ",  7,  6,"n.gas ",    3,         4300.,     20857030.,       194658.,      1531218., 0.5537,    9333.,0.0000,
2003,"Food           ",  7,  6,"n.gas ",    3,         4300.,       706998.,         6598.,        51904., 0.0188,    9333.,0.0000,
2004,"Food           ",  7,  6,"n.gas ",    3,         4300.,      2156071.,        17077.,       165376., 0.0571,    7920.,0.0300,
2005,"Food           ",  7,  6,"n.gas ",    3,         4300.,        28859.,          128.,       126898., 0.0008,    4449.,0.0310,
2006,"Food           ",  7,  6,"n.gas ",    3,         4300.,            0.,            0.,       115910., 0.0000,       0.,0.0801,
2007,"Food           ",  7,  6,"n.gas ",    3,         4300.,            0.,            0.,       122639., 0.0000,       0.,0.0280,
2008,"Food           ",  7,  6,"n.gas ",    3,         4300.,            0.,            0.,       150923., 0.0000,       0.,0.0213,
2009,"Food           ",  7,  6,"n.gas ",    3,         4300.,      1254564.,         5360.,        96554., 0.0333,    4272.,0.0206,
2010,"Food           ",  7,  6,"n.gas ",    3,         4300.,       160105.,          712.,         9564., 0.0129,    4447.,0.0168,
2011,"Food           ",  7,  6,"n.gas ",    3,            0.,      1664642.,         7112.,       153026., 0.0000,    4272.,0.0149,
2012,"Food           ",  7,  6,"n.gas ",    3,            0.,      6858575.,        29301.,       501600., 0.0000,    4272.,0.0152,
2013,"Food           ",  7,  6,"n.gas ",    3,            0.,      3113165.,        13298.,        14291., 0.0000,    4272.,0.0169,
2014,"Food           ",  7,  6,"n.gas ",    3,            0.,      3585103.,        15317.,       248735., 0.0000,    4272.,0.0202,
2015,"Food           ",  7,  6,"n.gas ",    3,            0.,       685461.,         2928.,       311899., 0.0000,    4272.,0.0152,
2016,"Food           ",  7,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0141,
2017,"Food           ",  7,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0132,
2018,"Food           ",  7,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0062,
2019,"Food           ",  7,  6,"n.gas ",    3,        52000.,    404308800.,      4606944.,            0., 0.8876,   11395.,0.0139,
2020,"Food           ",  7,  6,"n.gas ",    3,        52000.,    328991000.,      3705842.,            0., 0.7203,   11264.,0.0138,
2021,"Food           ",  7,  6,"n.gas ",    3,        52000.,    346156000.,      3945365.,        70435., 0.7599,   11398.,0.0213,
1990,"Food           ",  7,  7,"all fl",   11,        31050.,    126758747.,      2112564.,      5702278., 0.4660,   16666.,0.0000,
1991,"Food           ",  7,  7,"all fl",   11,        29670.,     84010148.,      1535944.,      3637226., 0.3232,   18283.,0.0000,
1992,"Food           ",  7,  7,"all fl",   11,        31050.,    130588209.,      2125578.,      5542822., 0.4801,   16277.,0.0000,
1993,"Food           ",  7,  7,"all fl",   11,        38050.,    145873546.,      1906874.,      6213231., 0.4376,   13072.,0.0000,
1994,"Food           ",  7,  7,"all fl",   11,        38050.,    147684236.,      2050758.,      6339941., 0.4431,   13886.,0.2149,
1995,"Food           ",  7,  7,"all fl",   11,        41050.,    139802720.,      1846497.,      6617670., 0.3888,   13208.,0.0000,
1996,"Food           ",  7,  7,"all fl",   11,        39670.,    143459967.,      2461052.,      5103272., 0.4128,   17155.,0.1861,
1997,"Food           ",  7,  7,"all fl",   11,        39670.,    145908498.,      2186138.,      4881769., 0.4199,   14983.,0.1830,
1998,"Food           ",  7,  7,"all fl",   11,        38360.,    147775741.,      1986430.,      5147282., 0.4398,   13442.,0.0000,
1999,"Food           ",  7,  7,"all fl",   11,        37060.,    127703810.,      1874045.,      5282538., 0.3934,   14675.,0.0098,
2000,"Food           ",  7,  7,"all fl",   11,        37060.,    129286719.,      2022670.,      6599029., 0.3982,   15645.,0.0000,
2001,"Food           ",  7,  7,"all fl",   11,        37060.,    129950440.,      2028126.,      6616192., 0.4003,   15607.,0.0000,
2002,"Food           ",  7,  7,"all fl",   11,        37060.,    128186063.,      2001082.,      7002401., 0.3948,   15611.,0.0000,
2003,"Food           ",  7,  7,"all fl",   11,        47860.,    101756996.,      1589325.,      6352469., 0.2427,   15619.,0.0000,
2004,"Food           ",  7,  7,"all fl",   11,        36050.,     48308138.,       375447.,      2837619., 0.1526,    7772.,0.0300,
2005,"Food           ",  7,  7,"all fl",   11,        36260.,     95133501.,       601714.,      3679843., 0.3088,    6325.,0.0310,
2006,"Food           ",  7,  7,"all fl",   11,        31400.,     82942761.,       483939.,      3841473., 0.3015,    5835.,0.0801,
2007,"Food           ",  7,  7,"all fl",   11,        27400.,     88638539.,       518869.,      3418704., 0.3693,    5854.,0.0280,
2008,"Food           ",  7,  7,"all fl",   11,        23200.,     89184960.,       531021.,      3779928., 0.4376,    5954.,0.0213,
2009,"Food           ",  7,  7,"all fl",   11,        35200.,     88443560.,       520836.,      3389600., 0.3237,    5889.,0.0206,
2010,"Food           ",  7,  7,"all fl",   11,        35000.,     72450430.,       571127.,      3910127., 0.2363,    7883.,0.0168,
2011,"Food           ",  7,  7,"all fl",   11,        36400.,     89590450.,       512100.,      3666777., 0.2884,    5716.,0.0123,
2012,"Food           ",  7,  7,"all fl",   11,        32300.,     62905640.,       503672.,      4119920., 0.2217,    8007.,0.0324,
2013,"Food           ",  7,  7,"all fl",   11,        36242.,     58632110.,       458923.,      7302238., 0.1846,    7827.,0.1145,
2014,"Food           ",  7,  7,"all fl",   11,        36192.,     61799010.,       475605.,      6575036., 0.1965,    7696.,0.2354,
2015,"Food           ",  7,  7,"all fl",   11,        34900.,     60305660.,       476232.,      7575545., 0.1973,    7897.,0.0152,
2016,"Food           ",  7,  7,"all fl",   11,        34900.,     60834980.,       415456.,      6691507., 0.1984,    6829.,0.0141,
2017,"Food           ",  7,  7,"all fl",   11,        37900.,     69682120.,       491485.,      6576317., 0.2099,    7053.,0.0132,
