MNUMYR,MNUMNR,M24,M4,M3,Gen45VDataByTech
46,4,4,1,1,1238.47
46,4,4,1,3,85.56
46,4,4,2,1,1785.71
46,4,4,2,3,166.8
46,4,4,3,1,1110.62
46,4,4,3,3,73.53
46,4,4,4,1,2290.85
46,4,4,4,3,170.16
46,4,5,1,1,1219.15
46,4,5,1,3,85.58
46,4,5,2,1,1732.81
46,4,5,2,3,158.03
46,4,5,3,1,1079.32
46,4,5,3,3,72.87
46,4,5,4,1,2267.06
46,4,5,4,3,159.52
46,4,6,1,1,1212.56
46,4,6,1,2,0.86
46,4,6,1,3,87.93
46,4,6,2,1,1646.61
46,4,6,2,2,19.13
46,4,6,2,3,168.6
46,4,6,3,1,1054.51
46,4,6,3,3,83.12
46,4,6,4,1,2254.99
46,4,6,4,3,164.01
46,4,7,1,1,1170.42
46,4,7,1,2,27.74
46,4,7,1,3,90.22
46,4,7,2,1,1313.6
46,4,7,2,2,115.23
46,4,7,2,3,183.53
46,4,7,3,1,1023.6
46,4,7,3,2,24.04
46,4,7,3,3,83.24
46,4,7,4,1,2251.31
46,4,7,4,2,0.04
46,4,7,4,3,176.58
46,4,8,1,1,1020.26
46,4,8,1,2,120.54
46,4,8,1,3,85.97
46,4,8,2,1,843.64
46,4,8,2,2,322.95
46,4,8,2,3,179.46
46,4,8,3,1,898.49
46,4,8,3,2,130.94
46,4,8,3,3,81.33
46,4,8,4,1,2244.9
46,4,8,4,2,103.15
46,4,8,4,3,180.33
46,4,9,1,1,874.75
46,4,9,1,2,237.55
46,4,9,1,3,52.98
46,4,9,2,1,684.06
46,4,9,2,2,565.01
46,4,9,2,3,145.53
46,4,9,3,1,656.23
46,4,9,3,2,262.05
46,4,9,3,3,59.94
46,4,9,4,1,2113.32
46,4,9,4,2,290.62
46,4,9,4,3,149.88
46,4,10,1,1,831.99
46,4,10,1,2,347.08
46,4,10,1,3,35.13
46,4,10,2,1,734.3
46,4,10,2,2,779.64
46,4,10,2,3,135.55
46,4,10,3,1,506.98
46,4,10,3,2,372.85
46,4,10,3,3,52.87
46,4,10,4,1,1800.79
46,4,10,4,2,487.89
46,4,10,4,3,104.92
46,4,11,1,1,851.01
46,4,11,1,2,418.92
46,4,11,1,3,20.33
46,4,11,2,1,814.44
46,4,11,2,2,889.09
46,4,11,2,3,128.57
46,4,11,3,1,503.84
46,4,11,3,2,437.1
46,4,11,3,3,42.49
46,4,11,4,1,1607.38
46,4,11,4,2,656.32
46,4,11,4,3,102.23
46,4,12,1,1,880.28
46,4,12,1,2,458.29
46,4,12,1,3,7.65
46,4,12,2,1,887.99
46,4,12,2,2,964.76
46,4,12,2,3,121.58
46,4,12,3,1,544.8
46,4,12,3,2,465.36
46,4,12,3,3,33.7
46,4,12,4,1,1578.35
46,4,12,4,2,716.27
46,4,12,4,3,80.52
46,4,13,1,1,920.51
46,4,13,1,2,465.1
46,4,13,1,3,7.65
46,4,13,2,1,964.28
46,4,13,2,2,976.57
46,4,13,2,3,121.67
46,4,13,3,1,580.38
46,4,13,3,2,461.94
46,4,13,3,3,30.91
46,4,13,4,1,1625.37
46,4,13,4,2,723.29
46,4,13,4,3,59.61
46,4,14,1,1,942.45
46,4,14,1,2,441.32
46,4,14,1,3,7.65
46,4,14,2,1,1042.38
46,4,14,2,2,931.1
46,4,14,2,3,126.73
46,4,14,3,1,621.95
46,4,14,3,2,431.49
46,4,14,3,3,40.72
46,4,14,4,1,1693.6
46,4,14,4,2,678.6
46,4,14,4,3,65.72
46,4,15,1,1,969.53
46,4,15,1,2,383.61
46,4,15,1,3,20.3
46,4,15,2,1,1113
46,4,15,2,2,823.67
46,4,15,2,3,130.33
46,4,15,3,1,656.78
46,4,15,3,2,364.17
46,4,15,3,3,50.62
46,4,15,4,1,1766.4
46,4,15,4,2,566.02
46,4,15,4,3,77.04
46,4,16,1,1,991.84
46,4,16,1,2,297.05
46,4,16,1,3,33.97
46,4,16,2,1,1180.15
46,4,16,2,2,676.73
46,4,16,2,3,140.95
46,4,16,3,1,681.45
46,4,16,3,2,278.35
46,4,16,3,3,62.02
46,4,16,4,1,1831.83
46,4,16,4,2,391.38
46,4,16,4,3,112.5
46,4,17,1,1,1007.6
46,4,17,1,2,190.07
46,4,17,1,3,52.96
46,4,17,2,1,1226.36
46,4,17,2,2,472.02
46,4,17,2,3,181.17
46,4,17,3,1,690.21
46,4,17,3,2,170.73
46,4,17,3,3,88.38
46,4,17,4,1,1973.63
46,4,17,4,2,199.85
46,4,17,4,3,171.04
46,4,18,1,1,1025
46,4,18,1,2,91.91
46,4,18,1,3,88.18
46,4,18,2,1,1234.46
46,4,18,2,2,256.68
46,4,18,2,3,184.56
46,4,18,3,1,753.24
46,4,18,3,2,57.1
46,4,18,3,3,88.41
46,4,18,4,1,2237.42
46,4,18,4,2,55.71
46,4,18,4,3,180.65
46,4,19,1,1,1097.08
46,4,19,1,2,25.91
46,4,19,1,3,90.31
46,4,19,2,1,1278.37
46,4,19,2,2,97.95
46,4,19,2,3,184.31
46,4,19,3,1,923.99
46,4,19,3,2,19.44
46,4,19,3,3,88.44
46,4,19,4,1,2449.18
46,4,19,4,2,34.04
46,4,19,4,3,180.73
46,4,20,1,1,1215.35
46,4,20,1,2,15.55
46,4,20,1,3,90.35
46,4,20,2,1,1517.16
46,4,20,2,2,42.59
46,4,20,2,3,184.17
46,4,20,3,1,1063.18
46,4,20,3,2,17.31
46,4,20,3,3,86.21
46,4,20,4,1,2555.9
46,4,20,4,2,17.02
46,4,20,4,3,171.28
46,4,21,1,1,1284.84
46,4,21,1,2,5.96
46,4,21,1,3,88.11
46,4,21,2,1,1745.85
46,4,21,2,2,20.99
46,4,21,2,3,182.13
46,4,21,3,1,1149.66
46,4,21,3,3,86.11
46,4,21,4,1,2591.87
46,4,21,4,3,173.63
46,4,22,1,1,1312.43
46,4,22,1,3,87.09
46,4,22,2,1,1857.04
46,4,22,2,2,2.55
46,4,22,2,3,179.38
46,4,22,3,1,1197.26
46,4,22,3,3,83.24
46,4,22,4,1,2574.96
46,4,22,4,3,173.46
46,4,23,1,1,1322.75
46,4,23,1,3,85.68
46,4,23,2,1,1931.12
46,4,23,2,3,180.41
46,4,23,3,1,1210.89
46,4,23,3,3,83.14
46,4,23,4,1,2539.51
46,4,23,4,3,170.61
46,4,24,1,1,1311.29
46,4,24,1,3,85.63
46,4,24,2,1,1938.76
46,4,24,2,3,176.71
46,4,24,3,1,1203.22
46,4,24,3,3,83.07
46,4,24,4,1,2487.54
46,4,24,4,3,170.47
46,5,1,1,1,536.29
46,5,1,1,3,73.02
46,5,1,2,1,796.87
46,5,1,2,3,160.13
46,5,1,3,1,499.47
46,5,1,3,3,71.18
46,5,1,4,1,1072.32
46,5,1,4,3,150.07
46,5,2,1,1,520.53
46,5,2,1,3,73.01
46,5,2,2,1,775.48
46,5,2,2,2,0.01
46,5,2,2,3,160.47
46,5,2,3,1,482.25
46,5,2,3,3,73.54
46,5,2,4,1,1060.35
46,5,2,4,3,149.91
46,5,3,1,1,509.71
46,5,3,1,3,72.94
46,5,3,2,1,757.46
46,5,3,2,3,160.33
46,5,3,3,1,470.8
46,5,3,3,3,71.28
46,5,3,4,1,1058.34
46,5,3,4,3,149.69
46,5,4,1,1,509.15
46,5,4,1,3,72.92
46,5,4,2,1,740.62
46,5,4,2,3,160.32
46,5,4,3,1,462.97
46,5,4,3,3,71.54
46,5,4,4,1,1056.36
46,5,4,4,3,149.22
46,5,5,1,1,497.15
46,5,5,1,3,72.95
46,5,5,2,1,715.76
46,5,5,2,3,160.4
46,5,5,3,1,455.19
46,5,5,3,3,71.34
46,5,5,4,1,1045.88
46,5,5,4,3,149.14
46,5,6,1,1,491.16
46,5,6,1,3,73.12
46,5,6,2,1,700.24
46,5,6,2,2,6.7
46,5,6,2,3,161.15
46,5,6,3,1,454.68
46,5,6,3,3,73.75
46,5,6,4,1,1041.86
46,5,6,4,3,149.74
46,5,7,1,1,486.64
46,5,7,1,2,5.86
46,5,7,1,3,73.23
46,5,7,2,1,587.37
46,5,7,2,2,50
46,5,7,2,3,162.91
46,5,7,3,1,449.71
46,5,7,3,2,1.56
46,5,7,3,3,74.36
46,5,7,4,1,1041.45
46,5,7,4,3,150.6
46,5,8,1,1,440.17
46,5,8,1,2,57.14
46,5,8,1,3,71.41
46,5,8,2,1,406.85
46,5,8,2,2,201.35
46,5,8,2,3,164.77
46,5,8,3,1,427.66
46,5,8,3,2,53.94
46,5,8,3,3,74.44
46,5,8,4,1,1048.16
46,5,8,4,2,1.99
46,5,8,4,3,151.32
46,5,9,1,1,381.95
46,5,9,1,2,152.23
46,5,9,1,3,69.57
46,5,9,2,1,378.82
46,5,9,2,2,401.25
46,5,9,2,3,162.41
46,5,9,3,1,349.58
46,5,9,3,2,151.55
46,5,9,3,3,71.45
46,5,9,4,1,1018.59
46,5,9,4,2,99.93
46,5,9,4,3,147.76
46,5,10,1,1,361.87
46,5,10,1,2,255.15
46,5,10,1,3,58.59
46,5,10,2,1,419.48
46,5,10,2,2,579.74
46,5,10,2,3,157.27
46,5,10,3,1,309.21
46,5,10,3,2,238.25
46,5,10,3,3,68.26
46,5,10,4,1,887.35
46,5,10,4,2,271.92
46,5,10,4,3,143.63
46,5,11,1,1,369.07
46,5,11,1,2,331.03
46,5,11,1,3,42.2
46,5,11,2,1,472.08
46,5,11,2,2,708.09
46,5,11,2,3,151.81
46,5,11,3,1,298.25
46,5,11,3,2,294.05
46,5,11,3,3,66.64
46,5,11,4,1,774.32
46,5,11,4,2,390.9
46,5,11,4,3,142.34
46,5,12,1,1,376.92
46,5,12,1,2,379.07
46,5,12,1,3,24.01
46,5,12,2,1,523.95
46,5,12,2,2,783.74
46,5,12,2,3,142.25
46,5,12,3,1,306.46
46,5,12,3,2,333.98
46,5,12,3,3,64.73
46,5,12,4,1,744.42
46,5,12,4,2,472.89
46,5,12,4,3,139.09
46,5,13,1,1,381.82
46,5,13,1,2,398.53
46,5,13,1,3,10.71
46,5,13,2,1,559.17
46,5,13,2,2,801.25
46,5,13,2,3,135.4
46,5,13,3,1,320.33
46,5,13,3,2,347.56
46,5,13,3,3,61.42
46,5,13,4,1,758.15
46,5,13,4,2,509.94
46,5,13,4,3,131.34
46,5,14,1,1,383.6
46,5,14,1,2,396.6
46,5,14,1,3,9.97
46,5,14,2,1,590.5
46,5,14,2,2,782.19
46,5,14,2,3,132.61
46,5,14,3,1,329.23
46,5,14,3,2,340.17
46,5,14,3,3,64.69
46,5,14,4,1,780.53
46,5,14,4,2,499.29
46,5,14,4,3,136.2
46,5,15,1,1,395.17
46,5,15,1,2,365.27
46,5,15,1,3,22.91
46,5,15,2,1,611.51
46,5,15,2,2,715.32
46,5,15,2,3,143.38
46,5,15,3,1,339.21
46,5,15,3,2,297.48
46,5,15,3,3,66.58
46,5,15,4,1,806.1
46,5,15,4,2,436.58
46,5,15,4,3,141.52
46,5,16,1,1,425.58
46,5,16,1,2,290.37
46,5,16,1,3,39.09
46,5,16,2,1,606.89
46,5,16,2,2,605.86
46,5,16,2,3,153.09
46,5,16,3,1,346.41
46,5,16,3,2,227.01
46,5,16,3,3,68.48
46,5,16,4,1,831.47
46,5,16,4,2,314.65
46,5,16,4,3,147.55
46,5,17,1,1,441.81
46,5,17,1,2,198.48
46,5,17,1,3,60.78
46,5,17,2,1,601.56
46,5,17,2,2,452.03
46,5,17,2,3,160.54
46,5,17,3,1,348.7
46,5,17,3,2,146.8
46,5,17,3,3,74.42
46,5,17,4,1,885.61
46,5,17,4,2,173.46
46,5,17,4,3,150.66
46,5,18,1,1,433.19
46,5,18,1,2,97.04
46,5,18,1,3,71.39
46,5,18,2,1,569.71
46,5,18,2,2,261.59
46,5,18,2,3,163.76
46,5,18,3,1,346.92
46,5,18,3,2,50.81
46,5,18,3,3,74.47
46,5,18,4,1,1000.78
46,5,18,4,2,24.67
46,5,18,4,3,156.5
46,5,19,1,1,439.74
46,5,19,1,2,15.12
46,5,19,1,3,73.37
46,5,19,2,1,512.23
46,5,19,2,2,85.75
46,5,19,2,3,165.92
46,5,19,3,1,412.24
46,5,19,3,2,3.45
46,5,19,3,3,74.55
46,5,19,4,1,1085.3
46,5,19,4,2,0.03
46,5,19,4,3,153.47
46,5,20,1,1,487.08
46,5,20,1,2,0.05
46,5,20,1,3,73.46
46,5,20,2,1,572.58
46,5,20,2,2,18.02
46,5,20,2,3,163.5
46,5,20,3,1,478.63
46,5,20,3,2,0.01
46,5,20,3,3,74.57
46,5,20,4,1,1133.28
46,5,20,4,2,0.01
46,5,20,4,3,151.53
46,5,21,1,1,520.97
46,5,21,1,2,0.01
46,5,21,1,3,73.42
46,5,21,2,1,698.19
46,5,21,2,2,0.02
46,5,21,2,3,163.22
46,5,21,3,1,503.03
46,5,21,3,2,0.01
46,5,21,3,3,74.47
46,5,21,4,1,1149.6
46,5,21,4,2,0.02
46,5,21,4,3,151.4
46,5,22,1,1,546.41
46,5,22,1,3,73.25
46,5,22,2,1,765.89
46,5,22,2,2,0
46,5,22,2,3,162.98
46,5,22,3,1,505
46,5,22,3,3,74.27
46,5,22,4,1,1145.06
46,5,22,4,3,151.15
46,5,23,1,1,555.79
46,5,23,1,3,73.14
46,5,23,2,1,787.32
46,5,23,2,3,162.29
46,5,23,3,1,507.57
46,5,23,3,3,71.51
46,5,23,4,1,1117.63
46,5,23,4,3,150.93
46,5,24,1,1,548.99
46,5,24,1,3,73.07
46,5,24,2,1,795.86
46,5,24,2,3,161.07
46,5,24,3,1,498.04
46,5,24,3,3,71.4
46,5,24,4,1,1082.84
46,5,24,4,3,150.19
46,6,1,1,1,21.35
46,6,1,1,2,17.22
46,6,1,1,3,244.12
46,6,1,2,1,24.9
46,6,1,2,2,17.23
46,6,1,2,3,508.5
46,6,1,3,1,15.1
46,6,1,3,3,232.38
46,6,1,4,1,37.85
46,6,1,4,2,16.65
46,6,1,4,3,480.75
46,6,2,1,1,20.96
46,6,2,1,2,24.28
46,6,2,1,3,244.81
46,6,2,2,1,23.71
46,6,2,2,2,8.17
46,6,2,2,3,506.4
46,6,2,3,1,15.06
46,6,2,3,3,232.75
46,6,2,4,1,37.22
46,6,2,4,2,11.38
46,6,2,4,3,487.99
46,6,3,1,1,20.16
46,6,3,1,2,23.18
46,6,3,1,3,244.43
46,6,3,2,1,22.45
46,6,3,2,3,505.13
46,6,3,3,1,14.89
46,6,3,3,3,232.45
46,6,3,4,1,36
46,6,3,4,2,7.07
46,6,3,4,3,487.5
46,6,4,1,1,19.38
46,6,4,1,3,244.3
46,6,4,2,1,21.55
46,6,4,2,3,500.01
46,6,4,3,1,14.56
46,6,4,3,3,232.24
46,6,4,4,1,35.11
46,6,4,4,2,14.88
46,6,4,4,3,487.21
46,6,5,1,1,19.02
46,6,5,1,2,9.93
46,6,5,1,3,244.15
46,6,5,2,1,20.49
46,6,5,2,3,494.39
46,6,5,3,1,14.28
46,6,5,3,3,232.06
46,6,5,4,1,34.26
46,6,5,4,3,485.94
46,6,6,1,1,18.63
46,6,6,1,2,10.8
46,6,6,1,3,244.36
46,6,6,2,1,18.75
46,6,6,2,2,85.06
46,6,6,2,3,491.73
46,6,6,3,1,13.9
46,6,6,3,3,233.99
46,6,6,4,1,34.2
46,6,6,4,2,0.59
46,6,6,4,3,487.48
46,6,7,1,1,17.23
46,6,7,1,2,161.97
46,6,7,1,3,244.77
46,6,7,2,1,11.62
46,6,7,2,2,685.22
46,6,7,2,3,495.57
46,6,7,3,1,13.16
46,6,7,3,2,206.06
46,6,7,3,3,232.51
46,6,7,4,1,34.32
46,6,7,4,2,15.75
46,6,7,4,3,488.42
46,6,8,1,1,12.37
46,6,8,1,2,858.34
46,6,8,1,3,204.29
46,6,8,2,1,7.18
46,6,8,2,2,2178.52
46,6,8,2,3,461.77
46,6,8,3,1,9.03
46,6,8,3,2,1100.8
46,6,8,3,3,186.84
46,6,8,4,1,32.31
46,6,8,4,2,1026.63
46,6,8,4,3,463.01
46,6,9,1,2,1466.62
46,6,9,1,3,125.99
46,6,9,2,1,2.17
46,6,9,2,2,3669.2
46,6,9,2,3,322.18
46,6,9,3,2,1507.39
46,6,9,3,3,121.57
46,6,9,4,1,18.57
46,6,9,4,2,2563.53
46,6,9,4,3,333.2
46,6,10,1,2,1312.44
46,6,10,1,3,73.15
46,6,10,2,2,3827.86
46,6,10,2,3,198.36
46,6,10,3,2,1579.04
46,6,10,3,3,69.22
46,6,10,4,2,3071.44
46,6,10,4,3,202.63
46,6,11,1,2,1310.77
46,6,11,1,3,20.54
46,6,11,2,2,4586.33
46,6,11,2,3,87.73
46,6,11,3,2,1805.76
46,6,11,3,3,17.12
46,6,11,4,2,3502.9
46,6,11,4,3,93.67
46,6,12,1,2,1635.54
46,6,12,2,2,4998.62
46,6,12,3,2,2099.95
46,6,12,4,2,3998.9
46,6,13,1,2,1828.71
46,6,13,2,2,5085.71
46,6,13,3,2,2185.84
46,6,13,4,2,3868.6
46,6,14,1,2,1823.02
46,6,14,2,2,5244.25
46,6,14,2,3,86.45
46,6,14,3,2,2166.83
46,6,14,3,3,45.23
46,6,14,4,2,3940.43
46,6,14,4,3,51.75
46,6,15,1,2,1722.9
46,6,15,1,3,52.38
46,6,15,2,2,4926.08
46,6,15,2,3,197.08
46,6,15,3,2,2183.09
46,6,15,3,3,97.57
46,6,15,4,2,3822.02
46,6,15,4,3,160.33
46,6,16,1,2,1708.02
46,6,16,1,3,105.23
46,6,16,2,1,10.15
46,6,16,2,2,4057.79
46,6,16,2,3,330.71
46,6,16,3,1,3.59
46,6,16,3,2,1847.66
46,6,16,3,3,155.37
46,6,16,4,1,3.84
46,6,16,4,2,3137.81
46,6,16,4,3,271.64
46,6,17,1,1,10.8
46,6,17,1,2,1242.97
46,6,17,1,3,166.45
46,6,17,2,1,16.76
46,6,17,2,2,2587.27
46,6,17,2,3,462.98
46,6,17,3,1,8.29
46,6,17,3,2,970.56
46,6,17,3,3,215.19
46,6,17,4,1,22.88
46,6,17,4,2,1572.63
46,6,17,4,3,405.96
46,6,18,1,1,15.3
46,6,18,1,2,411.55
46,6,18,1,3,236.37
46,6,18,2,1,17.39
46,6,18,2,2,1106.04
46,6,18,2,3,511.15
46,6,18,3,1,10.05
46,6,18,3,2,223.74
46,6,18,3,3,227.91
46,6,18,4,1,28.99
46,6,18,4,2,244.87
46,6,18,4,3,485.84
46,6,19,1,1,18.7
46,6,19,1,2,25.92
46,6,19,1,3,243.09
46,6,19,2,1,20.38
46,6,19,2,2,285.86
46,6,19,2,3,513.1
46,6,19,3,1,13.01
46,6,19,3,2,43.33
46,6,19,3,3,231.32
46,6,19,4,1,34.18
46,6,19,4,2,71.08
46,6,19,4,3,485.38
46,6,20,1,1,20.72
46,6,20,1,2,33.11
46,6,20,1,3,243.35
46,6,20,2,1,25.74
46,6,20,2,2,80.92
46,6,20,2,3,510.27
46,6,20,3,1,14.21
46,6,20,3,2,43.04
46,6,20,3,3,234.58
46,6,20,4,1,36.56
46,6,20,4,2,96.01
46,6,20,4,3,490.94
46,6,21,1,1,21.52
46,6,21,1,2,40.72
46,6,21,1,3,243.54
46,6,21,2,1,27
46,6,21,2,2,92.7
46,6,21,2,3,511.57
46,6,21,3,1,14.81
46,6,21,3,2,46.35
46,6,21,3,3,234.47
46,6,21,4,1,38.09
46,6,21,4,2,57.39
46,6,21,4,3,490.72
46,6,22,1,1,21.87
46,6,22,1,2,34.21
46,6,22,1,3,243.4
46,6,22,2,1,27.03
46,6,22,2,2,43.04
46,6,22,2,3,512.01
46,6,22,3,1,15.24
46,6,22,3,2,45.25
46,6,22,3,3,234.15
46,6,22,4,1,39
46,6,22,4,2,40.83
46,6,22,4,3,490.26
46,6,23,1,1,21.9
46,6,23,1,2,46.9
46,6,23,1,3,243.76
46,6,23,2,1,26.27
46,6,23,2,2,70.63
46,6,23,2,3,511.36
46,6,23,3,1,15.43
46,6,23,3,3,233.8
46,6,23,4,1,39.37
46,6,23,4,2,33.11
46,6,23,4,3,489.73
46,6,24,1,1,21.74
46,6,24,1,2,9.93
46,6,24,1,3,245.42
46,6,24,2,1,25.2
46,6,24,2,2,56.28
46,6,24,2,3,510.4
46,6,24,3,1,15.28
46,6,24,3,2,24.28
46,6,24,3,3,233.37
46,6,24,4,1,38.96
46,6,24,4,2,22.07
46,6,24,4,3,488.95
46,7,1,1,1,490.97
46,7,1,1,3,300.35
46,7,1,2,1,680.25
46,7,1,2,2,2.99
46,7,1,2,3,545.02
46,7,1,3,1,409.04
46,7,1,3,2,4.16
46,7,1,3,3,253.7
46,7,1,4,1,966.99
46,7,1,4,2,2.94
46,7,1,4,3,578.46
46,7,2,1,1,485.26
46,7,2,1,2,2.82
46,7,2,1,3,300.17
46,7,2,2,1,665.43
46,7,2,2,2,5.94
46,7,2,2,3,555.39
46,7,2,3,1,399.91
46,7,2,3,2,2.95
46,7,2,3,3,257.59
46,7,2,4,1,962.39
46,7,2,4,2,5.47
46,7,2,4,3,558.64
46,7,3,1,1,480.27
46,7,3,1,2,2.94
46,7,3,1,3,299.6
46,7,3,2,1,656.88
46,7,3,2,2,2.95
46,7,3,2,3,533.2
46,7,3,3,1,396.05
46,7,3,3,2,2.07
46,7,3,3,3,256.99
46,7,3,4,1,956.42
46,7,3,4,3,548.56
46,7,4,1,1,475
46,7,4,1,2,2.94
46,7,4,1,3,298.66
46,7,4,2,1,646.7
46,7,4,2,2,2.95
46,7,4,2,3,516.49
46,7,4,3,1,390.89
46,7,4,3,2,0.89
46,7,4,3,3,241.32
46,7,4,4,1,953.1
46,7,4,4,3,545.96
46,7,5,1,1,466.57
46,7,5,1,3,285.24
46,7,5,2,1,634.04
46,7,5,2,2,1.44
46,7,5,2,3,486.93
46,7,5,3,1,383.54
46,7,5,3,3,218.09
46,7,5,4,1,952.13
46,7,5,4,3,494.79
46,7,6,1,1,461.47
46,7,6,1,2,1.48
46,7,6,1,3,294.9
46,7,6,2,1,578.76
46,7,6,2,2,14.53
46,7,6,2,3,489.91
46,7,6,3,1,382.04
46,7,6,3,2,0.24
46,7,6,3,3,218.11
46,7,6,4,1,956.51
46,7,6,4,3,510.66
46,7,7,1,1,438.84
46,7,7,1,2,16.92
46,7,7,1,3,298.76
46,7,7,2,1,454.04
46,7,7,2,2,59.92
46,7,7,2,3,507.88
46,7,7,3,1,375.48
46,7,7,3,2,14.86
46,7,7,3,3,220.09
46,7,7,4,1,960.54
46,7,7,4,2,0.09
46,7,7,4,3,543.28
46,7,8,1,1,404.21
46,7,8,1,2,54.72
46,7,8,1,3,299.5
46,7,8,2,1,408.24
46,7,8,2,2,129.43
46,7,8,2,3,503.54
46,7,8,3,1,330.63
46,7,8,3,2,49.32
46,7,8,3,3,219.38
46,7,8,4,1,952.21
46,7,8,4,2,34.88
46,7,8,4,3,567.25
46,7,9,1,1,388.72
46,7,9,1,2,89.45
46,7,9,1,3,277.08
46,7,9,2,1,428.44
46,7,9,2,2,188.48
46,7,9,2,3,487.67
46,7,9,3,1,297.27
46,7,9,3,2,81.24
46,7,9,3,3,220.03
46,7,9,4,1,890.62
46,7,9,4,2,113.23
46,7,9,4,3,531.72
46,7,10,1,1,393.83
46,7,10,1,2,118.75
46,7,10,1,3,210.65
46,7,10,2,1,460.66
46,7,10,2,2,234.4
46,7,10,2,3,467.73
46,7,10,3,1,296
46,7,10,3,2,104.75
46,7,10,3,3,220.11
46,7,10,4,1,814.77
46,7,10,4,2,172.91
46,7,10,4,3,472.88
46,7,11,1,1,409.08
46,7,11,1,2,134.11
46,7,11,1,3,191.88
46,7,11,2,1,499.02
46,7,11,2,2,255.2
46,7,11,2,3,468.09
46,7,11,3,1,307.72
46,7,11,3,2,113.38
46,7,11,3,3,220.19
46,7,11,4,1,785.88
46,7,11,4,2,199.18
46,7,11,4,3,472.89
46,7,12,1,1,424.09
46,7,12,1,2,134.35
46,7,12,1,3,165.89
46,7,12,2,1,542.34
46,7,12,2,2,251.85
46,7,12,2,3,468.36
46,7,12,3,1,320.05
46,7,12,3,2,114.15
46,7,12,3,3,220.26
46,7,12,4,1,789.75
46,7,12,4,2,198.86
46,7,12,4,3,472.85
46,7,13,1,1,441.36
46,7,13,1,2,131.93
46,7,13,1,3,156.3
46,7,13,2,1,585.67
46,7,13,2,2,245.44
46,7,13,2,3,468.44
46,7,13,3,1,335.16
46,7,13,3,2,110.15
46,7,13,3,3,220.21
46,7,13,4,1,802.53
46,7,13,4,2,191.27
46,7,13,4,3,471.18
46,7,14,1,1,455.16
46,7,14,1,2,118.77
46,7,14,1,3,165.82
46,7,14,2,1,623.9
46,7,14,2,2,227.99
46,7,14,2,3,468.55
46,7,14,3,1,347.53
46,7,14,3,2,95.08
46,7,14,3,3,220.22
46,7,14,4,1,818.73
46,7,14,4,2,169
46,7,14,4,3,472.3
46,7,15,1,1,466.65
46,7,15,1,2,100.35
46,7,15,1,3,205.56
46,7,15,2,1,653.76
46,7,15,2,2,194.71
46,7,15,2,3,468.66
46,7,15,3,1,358.34
46,7,15,3,2,78.12
46,7,15,3,3,220.17
46,7,15,4,1,837.71
46,7,15,4,2,127.73
46,7,15,4,3,472.4
46,7,16,1,1,469.89
46,7,16,1,2,70.99
46,7,16,1,3,232.27
46,7,16,2,1,671.57
46,7,16,2,2,155.86
46,7,16,2,3,468.68
46,7,16,3,1,360.54
46,7,16,3,2,52.93
46,7,16,3,3,220.14
46,7,16,4,1,876.9
46,7,16,4,2,75.59
46,7,16,4,3,501.08
46,7,17,1,1,469.95
46,7,17,1,2,39.65
46,7,17,1,3,276.87
46,7,17,2,1,665.09
46,7,17,2,2,94.69
46,7,17,2,3,516.56
46,7,17,3,1,370.03
46,7,17,3,2,28.89
46,7,17,3,3,240.46
46,7,17,4,1,957
46,7,17,4,2,22.65
46,7,17,4,3,567.9
46,7,18,1,1,487.59
46,7,18,1,2,16.15
46,7,18,1,3,300.63
46,7,18,2,1,636.9
46,7,18,2,2,46.62
46,7,18,2,3,566
46,7,18,3,1,422.28
46,7,18,3,2,6.01
46,7,18,3,3,258.53
46,7,18,4,1,1014.17
46,7,18,4,2,16.04
46,7,18,4,3,582.56
46,7,19,1,1,526.17
46,7,19,1,2,8.25
46,7,19,1,3,300.68
46,7,19,2,1,694.35
46,7,19,2,2,18.12
46,7,19,2,3,574.5
46,7,19,3,1,459.24
46,7,19,3,3,250.86
46,7,19,4,1,1033.88
46,7,19,4,2,10.43
46,7,19,4,3,570.17
46,7,20,1,1,544.83
46,7,20,1,2,2.41
46,7,20,1,3,300.49
46,7,20,2,1,776.95
46,7,20,2,2,2.42
46,7,20,2,3,534.81
46,7,20,3,1,465.16
46,7,20,3,2,5.26
46,7,20,3,3,258.34
46,7,20,4,1,1030.28
46,7,20,4,2,6.55
46,7,20,4,3,567.69
46,7,21,1,1,541.52
46,7,21,1,2,2.07
46,7,21,1,3,293.61
46,7,21,2,1,784.12
46,7,21,2,2,1.21
46,7,21,2,3,547.48
46,7,21,3,1,461.85
46,7,21,3,2,4.05
46,7,21,3,3,258.05
46,7,21,4,1,1023.46
46,7,21,4,2,5.35
46,7,21,4,3,573.01
46,7,22,1,1,533.02
46,7,22,1,2,0.34
46,7,22,1,3,292.77
46,7,22,2,1,759.17
46,7,22,2,2,1.21
46,7,22,2,3,543.53
46,7,22,3,1,450.06
46,7,22,3,2,1.48
46,7,22,3,3,257.46
46,7,22,4,1,1006.05
46,7,22,4,2,1.2
46,7,22,4,3,566.01
46,7,23,1,1,517.41
46,7,23,1,2,2.82
46,7,23,1,3,291.62
46,7,23,2,1,735.01
46,7,23,2,2,1.21
46,7,23,2,3,563.97
46,7,23,3,1,437.68
46,7,23,3,2,1.21
46,7,23,3,3,257.49
46,7,23,4,1,989.27
46,7,23,4,2,3.87
46,7,23,4,3,566.12
