MNUMYR,MNUMNR,M24,M4,M3,Gen45VDataByTech
34,5,10,1,3,80.06
34,5,10,2,1,62.95
34,5,10,2,2,43.33
34,5,10,2,3,171.32
34,5,10,3,1,47.1
34,5,10,3,2,18.86
34,5,10,3,3,85.58
34,5,10,4,1,132.32
34,5,10,4,2,20.43
34,5,10,4,3,151.79
34,5,11,1,1,55.84
34,5,11,1,2,26.58
34,5,11,1,3,80.07
34,5,11,2,1,70.85
34,5,11,2,2,52.88
34,5,11,2,3,171.36
34,5,11,3,1,45.43
34,5,11,3,2,23.3
34,5,11,3,3,85.1
34,5,11,4,1,115.5
34,5,11,4,2,29.23
34,5,11,4,3,151.84
34,5,12,1,1,58.48
34,5,12,1,2,30.32
34,5,12,1,3,79
34,5,12,2,1,78.58
34,5,12,2,2,58.44
34,5,12,2,3,171.53
34,5,12,3,1,46.66
34,5,12,3,2,26.47
34,5,12,3,3,85.1
34,5,12,4,1,111.04
34,5,12,4,2,35.24
34,5,12,4,3,151.83
34,5,13,1,1,60.6
34,5,13,1,2,31.82
34,5,13,1,3,78.98
34,5,13,2,1,83.82
34,5,13,2,2,59.72
34,5,13,2,3,171.85
34,5,13,3,1,48.75
34,5,13,3,2,27.5
34,5,13,3,3,85.1
34,5,13,4,1,113.07
34,5,13,4,2,37.87
34,5,13,4,3,151.8
34,5,14,1,1,63.78
34,5,14,1,2,31.68
34,5,14,1,3,78.94
34,5,14,2,1,88.71
34,5,14,2,2,58.23
34,5,14,2,3,171.83
34,5,14,3,1,50.09
34,5,14,3,2,26.84
34,5,14,3,3,85.07
34,5,14,4,1,116.39
34,5,14,4,2,37.12
34,5,14,4,3,151.78
34,5,15,1,1,65.47
34,5,15,1,2,29.13
34,5,15,1,3,78.9
34,5,15,2,1,91.83
34,5,15,2,2,53.21
34,5,15,2,3,171.8
34,5,15,3,1,51.59
34,5,15,3,2,23.39
34,5,15,3,3,85.03
34,5,15,4,1,120.17
34,5,15,4,2,32.25
34,5,15,4,3,151.73
34,5,16,1,1,66.5
34,5,16,1,2,23.24
34,5,16,1,3,79.92
34,5,16,2,1,90.98
34,5,16,2,2,45.1
34,5,16,2,3,172.16
34,5,16,3,1,52.65
34,5,16,3,2,17.72
34,5,16,3,3,85
34,5,16,4,1,123.92
34,5,16,4,2,23.12
34,5,16,4,3,151.7
34,5,17,1,1,66.95
34,5,17,1,2,15.96
34,5,17,1,3,79.89
34,5,17,2,1,90.15
34,5,17,2,2,33.59
34,5,17,2,3,172.05
34,5,17,3,1,52.96
34,5,17,3,2,11.34
34,5,17,3,3,85.44
34,5,17,4,1,131.94
34,5,17,4,2,12.65
34,5,17,4,3,152.25
34,5,18,1,1,65.57
34,5,18,1,2,7.89
34,5,18,1,3,79.89
34,5,18,2,1,85.41
34,5,18,2,2,19.37
34,5,18,2,3,171.91
34,5,18,3,1,52.74
34,5,18,3,2,3.75
34,5,18,3,3,85.84
34,5,18,4,1,149.16
34,5,18,4,2,1.7
34,5,18,4,3,153.45
34,5,19,1,1,66.4
34,5,19,1,2,1.31
34,5,19,1,3,79.96
34,5,19,2,1,76.81
34,5,19,2,2,6.34
34,5,19,2,3,171.71
34,5,19,3,1,62.65
34,5,19,3,2,0.24
34,5,19,3,3,85.95
34,5,19,4,1,161.82
34,5,19,4,3,154.01
34,5,20,1,1,73.53
34,5,20,1,2,0.01
34,5,20,1,3,80.09
34,5,20,2,1,85.78
34,5,20,2,2,1.32
34,5,20,2,3,171.72
34,5,20,3,1,72.6
34,5,20,3,3,85.99
34,5,20,4,1,169.02
34,5,20,4,3,153.96
34,5,21,1,1,78.66
34,5,21,1,2,0
34,5,21,1,3,80.04
34,5,21,2,1,104.5
34,5,21,2,3,171.35
34,5,21,3,1,76.28
34,5,21,3,3,85.86
34,5,21,4,1,171.46
34,5,21,4,3,153.41
34,5,22,1,1,82.58
34,5,22,1,2,0.01
34,5,22,1,3,79.86
34,5,22,2,1,114.56
34,5,22,2,2,0
34,5,22,2,3,171.08
34,5,22,3,1,76.61
34,5,22,3,3,84.76
34,5,22,4,1,170.8
34,5,22,4,3,153.17
34,5,23,1,1,84.06
34,5,23,1,3,78.66
34,5,23,2,1,117.7
34,5,23,2,3,169.24
34,5,23,3,1,77
34,5,23,3,3,84.53
34,5,23,4,1,166.71
34,5,23,4,3,151.46
34,5,24,1,1,83.06
34,5,24,1,3,77.45
34,5,24,2,1,119.03
34,5,24,2,3,167.06
34,5,24,3,1,75.53
34,5,24,3,3,83.39
34,5,24,4,1,161.51
34,5,24,4,3,149.33
34,6,1,1,3,286.38
34,6,1,2,3,639.23
34,6,1,3,3,314.44
34,6,1,4,3,530.2
34,6,2,1,3,296.54
34,6,2,2,3,641.78
34,6,2,3,3,324.52
34,6,2,4,3,539.61
34,6,3,1,3,292.47
34,6,3,2,3,638.11
34,6,3,3,3,314.77
34,6,3,4,3,533.01
34,6,4,1,3,287.03
34,6,4,2,3,637.71
34,6,4,3,3,314.63
34,6,4,4,3,531.37
34,6,5,1,3,287.15
34,6,5,2,3,637.63
34,6,5,3,3,314.66
34,6,5,4,3,531.66
34,6,6,1,2,0.02
34,6,6,1,3,290.65
34,6,6,2,2,1.13
34,6,6,2,3,638.01
34,6,6,3,3,315.02
34,6,6,4,3,538.38
34,6,7,1,2,4.01
34,6,7,1,3,304.16
34,6,7,2,2,8.79
34,6,7,2,3,639.3
34,6,7,3,2,3.53
34,6,7,3,3,315.7
34,6,7,4,2,0.1
34,6,7,4,3,561.83
34,6,8,1,2,17.32
34,6,8,1,3,304.7
34,6,8,2,2,28.64
34,6,8,2,3,649.46
34,6,8,3,2,20.65
34,6,8,3,3,316.96
34,6,8,4,2,16.55
34,6,8,4,3,567.54
34,6,9,1,2,33.38
34,6,9,1,3,304.04
34,6,9,2,2,51.77
34,6,9,2,3,647.58
34,6,9,3,2,37.72
34,6,9,3,3,318.41
34,6,9,4,2,40.29
34,6,9,4,3,549
34,6,10,1,2,46.32
34,6,10,1,3,303.67
34,6,10,2,2,70.32
34,6,10,2,3,655.38
34,6,10,3,2,51.22
34,6,10,3,3,319.76
34,6,10,4,2,59.27
34,6,10,4,3,544.18
34,6,11,1,2,55.45
34,6,11,1,3,297.72
34,6,11,2,2,81.65
34,6,11,2,3,663
34,6,11,3,2,58.39
34,6,11,3,3,328.41
34,6,11,4,2,71.71
34,6,11,4,3,548.73
34,6,12,1,2,57.35
34,6,12,1,3,292.31
34,6,12,2,2,84.66
34,6,12,2,3,666.32
34,6,12,3,2,58.39
34,6,12,3,3,326.74
34,6,12,4,2,78.62
34,6,12,4,3,539.44
34,6,13,1,2,57.35
34,6,13,1,3,292.5
34,6,13,2,2,84.66
34,6,13,2,3,672.15
34,6,13,3,2,58.39
34,6,13,3,3,327.08
34,6,13,4,2,79.28
34,6,13,4,3,535.02
34,6,14,1,2,57.35
34,6,14,1,3,289.77
34,6,14,2,2,82.89
34,6,14,2,3,676.36
34,6,14,3,2,57.51
34,6,14,3,3,327.38
34,6,14,4,2,73.32
34,6,14,4,3,534.7
34,6,15,1,2,51.01
34,6,15,1,3,296.23
34,6,15,2,2,71.71
34,6,15,2,3,679.39
34,6,15,3,2,48.28
34,6,15,3,3,324.8
34,6,15,4,2,61.02
34,6,15,4,3,534.43
34,6,16,1,2,38.69
34,6,16,1,3,293.07
34,6,16,2,2,55.29
34,6,16,2,3,679.68
34,6,16,3,2,34.37
34,6,16,3,3,324.79
34,6,16,4,2,42.7
34,6,16,4,3,534.11
34,6,17,1,2,23.28
34,6,17,1,3,299.13
34,6,17,2,2,34.7
34,6,17,2,3,679.65
34,6,17,3,2,16.89
34,6,17,3,3,331.38
34,6,17,4,2,19.25
34,6,17,4,3,558.73
34,6,18,1,2,7.79
34,6,18,1,3,302.84
34,6,18,2,2,15.43
34,6,18,2,3,682.12
34,6,18,3,2,1.78
34,6,18,3,3,334.36
34,6,18,4,2,1.02
34,6,18,4,3,561.05
34,6,19,1,2,0.24
34,6,19,1,3,299.07
34,6,19,2,2,2.5
34,6,19,2,3,680.98
34,6,19,3,2,0
34,6,19,3,3,331.56
34,6,19,4,3,573.13
34,6,20,1,3,305.92
34,6,20,2,3,680.68
34,6,20,3,3,334.02
34,6,20,4,3,567.39
34,6,21,1,2,0.09
34,6,21,1,3,308.94
34,6,21,2,3,674.93
34,6,21,3,3,325.81
34,6,21,4,3,567.07
34,6,22,1,3,305.99
34,6,22,2,3,671.49
34,6,22,3,3,323.86
34,6,22,4,3,560.65
34,6,23,1,3,298.88
34,6,23,2,3,652.4
34,6,23,3,3,319.98
34,6,23,4,3,553.4
34,6,24,1,3,297.67
34,6,24,2,3,651.08
34,6,24,3,3,319.04
34,6,24,4,3,539.18
34,7,1,1,1,32.53
34,7,1,1,3,270.68
34,7,1,2,1,45.24
34,7,1,2,3,428.35
34,7,1,3,1,27.09
34,7,1,3,3,214.43
34,7,1,4,1,63.49
34,7,1,4,3,503.39
34,7,2,1,1,32.18
34,7,2,1,3,254.9
34,7,2,2,1,44.29
34,7,2,2,3,464.37
34,7,2,3,1,26.45
34,7,2,3,3,221.68
34,7,2,4,1,63.26
34,7,2,4,3,482.27
34,7,3,1,1,31.87
34,7,3,1,3,251.84
34,7,3,2,1,43.8
34,7,3,2,3,448.3
34,7,3,3,1,26.22
34,7,3,3,3,216.06
34,7,3,4,1,62.86
34,7,3,4,3,470.55
34,7,4,1,1,31.5
34,7,4,1,3,254.25
34,7,4,2,1,43.16
34,7,4,2,3,443.54
34,7,4,3,1,25.86
34,7,4,3,3,214.4
34,7,4,4,1,62.59
34,7,4,4,3,469.03
34,7,5,1,1,30.85
34,7,5,1,3,265.05
34,7,5,2,1,42.31
34,7,5,2,2,1.01
34,7,5,2,3,447.49
34,7,5,3,1,25.34
34,7,5,3,3,214.51
34,7,5,4,1,62.51
34,7,5,4,3,477.87
34,7,6,1,1,30.47
34,7,6,1,2,1.11
34,7,6,1,3,274.16
34,7,6,2,1,38.29
34,7,6,2,2,10.37
34,7,6,2,3,452.12
34,7,6,3,1,25.23
34,7,6,3,2,0.17
34,7,6,3,3,217.64
34,7,6,4,1,62.83
34,7,6,4,3,488.82
34,7,7,1,1,28.84
34,7,7,1,2,12.28
34,7,7,1,3,296.85
34,7,7,2,1,29.15
34,7,7,2,2,42.25
34,7,7,2,3,458.26
34,7,7,3,1,24.75
34,7,7,3,2,10.59
34,7,7,3,3,271.01
34,7,7,4,1,63.12
34,7,7,4,2,0.06
34,7,7,4,3,562.82
34,7,8,1,1,26.38
34,7,8,1,2,39.07
34,7,8,1,3,296.13
34,7,8,2,1,26.03
34,7,8,2,2,89.4
34,7,8,2,3,461.24
34,7,8,3,1,21.4
34,7,8,3,2,35.36
34,7,8,3,3,267.51
34,7,8,4,1,62.43
34,7,8,4,2,24.48
34,7,8,4,3,583.87
34,7,9,1,1,25.39
34,7,9,1,2,63.46
34,7,9,1,3,286.86
34,7,9,2,1,27.75
34,7,9,2,2,128.81
34,7,9,2,3,465.69
34,7,9,3,1,19.02
34,7,9,3,2,58.35
34,7,9,3,3,237.62
34,7,9,4,1,57.86
34,7,9,4,2,78.26
34,7,9,4,3,522.5
34,7,10,1,1,25.85
34,7,10,1,2,84.3
34,7,10,1,3,248.76
34,7,10,2,1,30.22
34,7,10,2,2,163.46
34,7,10,2,3,447.56
34,7,10,3,1,19.06
34,7,10,3,2,75.22
34,7,10,3,3,219.35
34,7,10,4,1,52.5
34,7,10,4,2,119.27
34,7,10,4,3,531.69
34,7,11,1,1,27
34,7,11,1,2,94.67
34,7,11,1,3,248.89
34,7,11,2,1,32.98
34,7,11,2,2,182.32
34,7,11,2,3,440.34
34,7,11,3,1,19.99
34,7,11,3,2,84.23
34,7,11,3,3,218.83
34,7,11,4,1,50.68
34,7,11,4,2,142.18
34,7,11,4,3,485.42
34,7,12,1,1,28.09
34,7,12,1,2,96.42
34,7,12,1,3,250.11
34,7,12,2,1,36.03
34,7,12,2,2,185.93
34,7,12,2,3,434.99
34,7,12,3,1,20.9
34,7,12,3,2,87.16
34,7,12,3,3,218.37
34,7,12,4,1,51.17
34,7,12,4,2,147.92
34,7,12,4,3,475.51
34,7,13,1,1,29.31
34,7,13,1,2,95.62
34,7,13,1,3,266.03
34,7,13,2,1,38.93
34,7,13,2,2,180.63
34,7,13,2,3,435.08
34,7,13,3,1,21.95
34,7,13,3,2,84.92
34,7,13,3,3,217.56
34,7,13,4,1,52.2
34,7,13,4,2,142.61
34,7,13,4,3,478.73
34,7,14,1,1,30.25
34,7,14,1,2,86.59
34,7,14,1,3,268.05
34,7,14,2,1,41.43
34,7,14,2,2,168.14
34,7,14,2,3,454.3
34,7,14,3,1,22.78
34,7,14,3,2,74.09
34,7,14,3,3,217.53
34,7,14,4,1,53.37
34,7,14,4,2,127.27
34,7,14,4,3,495.1
34,7,15,1,1,31.01
34,7,15,1,2,72.49
34,7,15,1,3,271.92
34,7,15,2,1,43.29
34,7,15,2,2,144.51
34,7,15,2,3,459.34
34,7,15,3,1,23.5
34,7,15,3,2,61.47
34,7,15,3,3,217.7
34,7,15,4,1,54.64
34,7,15,4,2,97.94
34,7,15,4,3,509.64
34,7,16,1,1,31.14
34,7,16,1,2,53.95
34,7,16,1,3,296.45
34,7,16,2,1,44.36
34,7,16,2,2,110.99
34,7,16,2,3,491.19
34,7,16,3,1,23.56
34,7,16,3,2,39.71
34,7,16,3,3,225.66
34,7,16,4,1,57.39
34,7,16,4,2,54.12
34,7,16,4,3,533.16
34,7,17,1,1,31.1
34,7,17,1,2,29.81
34,7,17,1,3,304.8
34,7,17,2,1,43.72
34,7,17,2,2,66.89
34,7,17,2,3,501.16
34,7,17,3,1,24.26
34,7,17,3,2,15.7
34,7,17,3,3,219
34,7,17,4,1,63.05
34,7,17,4,2,8.92
34,7,17,4,3,541.03
34,7,18,1,1,32.44
34,7,18,1,2,6.75
34,7,18,1,3,298.94
34,7,18,2,1,41.55
34,7,18,2,2,28.02
34,7,18,2,3,530.38
34,7,18,3,1,28.16
34,7,18,3,2,1.36
34,7,18,3,3,242.62
34,7,18,4,1,66.84
34,7,18,4,3,586.93
34,7,19,1,1,35.27
34,7,19,1,2,2.37
34,7,19,1,3,305.2
34,7,19,2,1,46.06
34,7,19,2,2,8.86
34,7,19,2,3,533.36
34,7,19,3,1,30.77
34,7,19,3,3,254.76
34,7,19,4,1,67.99
34,7,19,4,3,583.81
34,7,20,1,1,36.51
34,7,20,1,2,3.71
34,7,20,1,3,305.44
34,7,20,2,1,52.22
34,7,20,2,2,1.04
34,7,20,2,3,525.41
34,7,20,3,1,31.03
34,7,20,3,2,0
34,7,20,3,3,273.87
34,7,20,4,1,67.63
34,7,20,4,3,586.41
34,7,21,1,1,36.16
34,7,21,1,2,3.29
34,7,21,1,3,305.38
34,7,21,2,1,52.53
34,7,21,2,2,4.76
34,7,21,2,3,530.9
34,7,21,3,1,30.76
34,7,21,3,3,264.36
34,7,21,4,1,67.14
34,7,21,4,3,567.25
34,7,22,1,1,35.51
34,7,22,1,2,2.31
34,7,22,1,3,296.55
34,7,22,2,1,50.64
34,7,22,2,2,0.45
34,7,22,2,3,528.09
34,7,22,3,1,29.92
34,7,22,3,3,225.31
34,7,22,4,1,65.93
34,7,22,4,3,555.41
34,7,23,1,1,34.39
34,7,23,1,3,303.92
34,7,23,2,1,48.96
34,7,23,2,2,0.99
34,7,23,2,3,446.19
34,7,23,3,1,29.06
34,7,23,3,3,224.48
34,7,23,4,1,64.83
34,7,23,4,3,517.53
34,7,24,1,1,33.33
34,7,24,1,3,297.71
34,7,24,2,1,46.86
34,7,24,2,3,455.94
34,7,24,3,1,28.16
34,7,24,3,3,215.43
34,7,24,4,1,63.89
34,7,24,4,3,508.82
34,8,1,1,1,26.65
34,8,1,1,3,3.04
34,8,1,2,1,31.58
34,8,1,2,3,5.99
34,8,1,3,1,20.49
34,8,1,3,3,2.98
34,8,1,4,1,52.69
34,8,1,4,3,6.01
34,8,2,1,1,26.19
34,8,2,1,3,3.04
34,8,2,2,1,30.47
34,8,2,2,3,5.99
34,8,2,3,1,20.16
34,8,2,3,3,2.98
34,8,2,4,1,52.21
34,8,2,4,3,6.01
34,8,3,1,1,25.78
34,8,3,1,3,3.04
34,8,3,2,1,29.29
34,8,3,2,3,5.99
34,8,3,3,1,19.94
34,8,3,3,3,2.98
34,8,3,4,1,51.83
34,8,3,4,3,6.01
34,8,4,1,1,25.32
34,8,4,1,3,3.04
34,8,4,2,1,28.18
34,8,4,2,3,5.99
34,8,4,3,1,19.71
34,8,4,3,3,2.98
34,8,4,4,1,51.51
34,8,4,4,3,6.01
34,8,5,1,1,25.05
34,8,5,1,3,3.04
34,8,5,2,1,27.1
34,8,5,2,3,5.99
34,8,5,3,1,19.46
34,8,5,3,3,2.98
34,8,5,4,1,51.32
34,8,5,4,3,6.01
34,8,6,1,1,24.77
34,8,6,1,2,0.03
34,8,6,1,3,3.04
34,8,6,2,1,26.11
34,8,6,2,2,0.54
34,8,6,2,3,5.99
34,8,6,3,1,19.33
34,8,6,3,3,2.98
34,8,6,4,1,51.08
34,8,6,4,3,6.01
34,8,7,1,1,24.49
34,8,7,1,2,0.51
34,8,7,1,3,3.04
34,8,7,2,1,24.62
34,8,7,2,2,2.16
34,8,7,2,3,5.99
34,8,7,3,1,19.26
34,8,7,3,2,0.48
34,8,7,3,3,2.98
34,8,7,4,1,50.91
34,8,7,4,3,6.01
34,8,8,1,1,23.66
34,8,8,1,2,2.09
34,8,8,1,3,3.04
34,8,8,2,1,22.73
34,8,8,2,2,5.45
34,8,8,2,3,5.99
34,8,8,3,1,18.95
34,8,8,3,2,2.09
34,8,8,3,3,2.98
34,8,8,4,1,50.82
34,8,8,4,2,1.34
34,8,8,4,3,6.01
34,8,9,1,1,22.53
34,8,9,1,2,3.79
34,8,9,1,3,3.04
34,8,9,2,1,21.31
34,8,9,2,2,8.44
34,8,9,2,3,5.99
34,8,9,3,1,18.22
34,8,9,3,2,3.98
34,8,9,3,3,2.98
34,8,9,4,1,50.04
34,8,9,4,2,4.98
34,8,9,4,3,6.01
34,8,10,1,1,21.64
34,8,10,1,2,5.1
34,8,10,1,3,3.04
34,8,10,2,1,20.78
34,8,10,2,2,11.34
34,8,10,2,3,5.99
34,8,10,3,1,17.34
34,8,10,3,2,5.14
34,8,10,3,3,2.98
34,8,10,4,1,47.97
34,8,10,4,2,8.1
34,8,10,4,3,6.01
34,8,11,1,1,21.23
34,8,11,1,2,6.22
34,8,11,1,3,3.04
34,8,11,2,1,21.43
34,8,11,2,2,12.77
34,8,11,2,3,5.99
34,8,11,3,1,16.84
34,8,11,3,2,5.82
34,8,11,3,3,2.98
34,8,11,4,1,45.96
34,8,11,4,2,9.81
34,8,11,4,3,6.01
34,8,12,1,1,21.24
34,8,12,1,2,6.5
34,8,12,1,3,3.04
34,8,12,2,1,23.1
34,8,12,2,2,12.77
34,8,12,2,3,5.99
34,8,12,3,1,16.74
34,8,12,3,2,6
34,8,12,3,3,2.98
34,8,12,4,1,44.57
34,8,12,4,2,10.39
34,8,12,4,3,6.01
34,8,13,1,1,21.62
34,8,13,1,2,6.36
34,8,13,1,3,3.04
34,8,13,2,1,25.78
34,8,13,2,2,12.26
34,8,13,2,3,5.99
34,8,13,3,1,17.03
34,8,13,3,2,5.9
34,8,13,3,3,2.98
34,8,13,4,1,44.16
34,8,13,4,2,10.37
34,8,13,4,3,6.01
34,8,14,1,1,22.32
34,8,14,1,2,6.29
34,8,14,1,3,3.04
34,8,14,2,1,29.1
34,8,14,2,2,12.09
34,8,14,2,3,5.99
34,8,14,3,1,17.71
34,8,14,3,2,5.51
34,8,14,3,3,2.98
34,8,14,4,1,44.35
34,8,14,4,2,9.61
34,8,14,4,3,6.01
34,8,15,1,1,23.25
34,8,15,1,2,5.13
34,8,15,1,3,3.04
34,8,15,2,1,32.59
34,8,15,2,2,10.3
34,8,15,2,3,5.99
34,8,15,3,1,18.43
34,8,15,3,2,4.61
34,8,15,3,3,2.98
34,8,15,4,1,45.02
34,8,15,4,2,7.74
34,8,15,4,3,6.01
34,8,16,1,1,24.06
34,8,16,1,2,3.55
34,8,16,1,3,3.04
34,8,16,2,1,35.24
34,8,16,2,2,7.58
34,8,16,2,3,5.99
34,8,16,3,1,19.29
34,8,16,3,2,3.06
34,8,16,3,3,2.98
34,8,16,4,1,46.21
34,8,16,4,2,4.92
34,8,16,4,3,6.01
34,8,17,1,1,24.82
34,8,17,1,2,1.98
34,8,17,1,3,3.04
34,8,17,2,1,36.7
34,8,17,2,2,4.71
34,8,17,2,3,5.99
34,8,17,3,1,20.08
34,8,17,3,2,1.33
34,8,17,3,3,2.98
34,8,17,4,1,48.16
34,8,17,4,2,1.21
34,8,17,4,3,6.01
34,8,18,1,1,25.53
34,8,18,1,2,0.54
34,8,18,1,3,3.04
34,8,18,2,1,37.4
34,8,18,2,2,2.06
34,8,18,2,3,5.99
34,8,18,3,1,20.8
34,8,18,3,2,0.15
34,8,18,3,3,2.98
34,8,18,4,1,50.31
34,8,18,4,2,0.02
34,8,18,4,3,6.01
34,8,19,1,1,26.1
34,8,19,1,2,0.03
34,8,19,1,3,3.04
34,8,19,2,1,37.37
34,8,19,2,2,0.47
34,8,19,2,3,5.99
34,8,19,3,1,21.49
34,8,19,3,3,2.98
34,8,19,4,1,51.95
34,8,19,4,2,0.02
34,8,19,4,3,6.01
34,8,20,1,1,26.66
34,8,20,1,2,0.02
34,8,20,1,3,3.04
34,8,20,2,1,37.19
34,8,20,2,2,0
34,8,20,2,3,5.99
34,8,20,3,1,21.7
34,8,20,3,2,0
34,8,20,3,3,2.98
34,8,20,4,1,52.85
34,8,20,4,3,6.01
34,8,21,1,1,27.06
34,8,21,1,2,0.02
34,8,21,1,3,3.04
34,8,21,2,1,36.39
34,8,21,2,2,0
34,8,21,2,3,5.99
34,8,21,3,1,21.7
34,8,21,3,3,2.98
34,8,21,4,1,53.33
34,8,21,4,3,6.01
34,8,22,1,1,27.25
34,8,22,1,2,0.02
34,8,22,1,3,3.04
34,8,22,2,1,35.21
34,8,22,2,2,0.01
34,8,22,2,3,5.99
34,8,22,3,1,21.64
34,8,22,3,2,0
34,8,22,3,3,2.98
34,8,22,4,1,53.43
34,8,22,4,3,6.01
34,8,23,1,1,27.1
34,8,23,1,3,3.04
34,8,23,2,1,34
34,8,23,2,3,5.99
34,8,23,3,1,21.29
34,8,23,3,3,2.98
34,8,23,4,1,53.44
34,8,23,4,3,6.01
34,8,24,1,1,26.74
34,8,24,1,3,3.04
34,8,24,2,1,32.83
34,8,24,2,3,5.99
34,8,24,3,1,21.01
34,8,24,3,3,2.98
34,8,24,4,1,53.18
34,8,24,4,3,6.01
34,9,1,1,1,50
34,9,1,1,3,301.1
34,9,1,2,1,65.13
34,9,1,2,3,545.67
34,9,1,3,1,41.91
34,9,1,3,3,273.34
34,9,1,4,1,97.09
34,9,1,4,3,601.93
34,9,2,1,1,49.28
34,9,2,1,3,302.31
34,9,2,2,1,65.51
34,9,2,2,3,562.32
34,9,2,3,1,41.63
34,9,2,3,3,279.78
34,9,2,4,1,96.28
34,9,2,4,3,575.14
34,9,3,1,1,47.63
34,9,3,1,3,288.43
34,9,3,2,1,65.95
34,9,3,2,3,549.6
34,9,3,3,1,40.83
34,9,3,3,3,273.32
34,9,3,4,1,95.67
34,9,3,4,3,569.88
34,9,4,1,1,46.61
34,9,4,1,3,288.38
34,9,4,2,1,65.79
34,9,4,2,3,546.93
34,9,4,3,1,40.9
34,9,4,3,3,273.23
34,9,4,4,1,94.86
34,9,4,4,3,569.8
34,9,5,1,1,46.67
34,9,5,1,3,293.87
34,9,5,2,1,65.1
34,9,5,2,2,0.02
34,9,5,2,3,550.44
34,9,5,3,1,41.43
34,9,5,3,3,273.29
34,9,5,4,1,93.98
34,9,5,4,3,570.27
34,9,6,1,1,46.66
34,9,6,1,2,0.19
34,9,6,1,3,361.65
34,9,6,2,1,63.25
34,9,6,2,2,3.64
34,9,6,2,3,556.17
34,9,6,3,1,41.76
34,9,6,3,3,288.72
34,9,6,4,1,92.89
34,9,6,4,3,709.52
34,9,7,1,1,45.04
34,9,7,1,2,3.98
34,9,7,1,3,400.37
34,9,7,2,1,48.92
34,9,7,2,2,16.11
34,9,7,2,3,641.7
34,9,7,3,1,41.5
34,9,7,3,2,2.94
34,9,7,3,3,334.86
34,9,7,4,1,92.02
34,9,7,4,3,784.1
34,9,8,1,1,38.31
34,9,8,1,2,16.44
34,9,8,1,3,408.29
34,9,8,2,1,35.22
34,9,8,2,2,41.82
34,9,8,2,3,748.16
34,9,8,3,1,36.64
34,9,8,3,2,15.56
34,9,8,3,3,366.18
34,9,8,4,1,90.98
34,9,8,4,2,5.44
34,9,8,4,3,819.98
34,9,9,1,1,33.55
34,9,9,1,2,30.18
34,9,9,1,3,404.18
34,9,9,2,1,36.17
34,9,9,2,2,66.83
34,9,9,2,3,746.22
34,9,9,3,1,28.68
34,9,9,3,2,29.03
34,9,9,3,3,374.65
34,9,9,4,1,85.88
34,9,9,4,2,28.7
34,9,9,4,3,774.95
34,9,10,1,1,32.89
34,9,10,1,2,41.96
34,9,10,1,3,397.74
34,9,10,2,1,39.99
34,9,10,2,2,86.26
34,9,10,2,3,769.78
34,9,10,3,1,25.75
34,9,10,3,2,38.89
34,9,10,3,3,376.4
34,9,10,4,1,74.32
34,9,10,4,2,49.11
34,9,10,4,3,764.01
34,9,11,1,1,33.8
34,9,11,1,2,49.04
34,9,11,1,3,383.19
34,9,11,2,1,43.59
34,9,11,2,2,99.11
34,9,11,2,3,770.77
34,9,11,3,1,26.3
34,9,11,3,2,43.32
34,9,11,3,3,376.38
34,9,11,4,1,68.4
34,9,11,4,2,61.25
34,9,11,4,3,761.67
34,9,12,1,1,34.89
34,9,12,1,2,52.1
34,9,12,1,3,379.49
34,9,12,2,1,47.29
34,9,12,2,2,104.56
34,9,12,2,3,784.75
34,9,12,3,1,27.48
34,9,12,3,2,46.28
34,9,12,3,3,378.34
34,9,12,4,1,67.64
34,9,12,4,2,68.02
34,9,12,4,3,751.89
34,9,13,1,1,35.59
34,9,13,1,2,52.61
34,9,13,1,3,377.55
34,9,13,2,1,51.08
34,9,13,2,2,104.58
34,9,13,2,3,788.59
34,9,13,3,1,28.78
34,9,13,3,2,44.77
34,9,13,3,3,384.65
34,9,13,4,1,68.43
34,9,13,4,2,68.66
34,9,13,4,3,727.05
34,9,14,1,1,36.95
34,9,14,1,2,48.88
34,9,14,1,3,378.79
34,9,14,2,1,53.57
34,9,14,2,2,99.08
34,9,14,2,3,800.97
34,9,14,3,1,29.93
34,9,14,3,2,41.36
34,9,14,3,3,385.86
34,9,14,4,1,69.63
34,9,14,4,2,62.48
34,9,14,4,3,738.48
34,9,15,1,1,37.95
34,9,15,1,2,42.62
34,9,15,1,3,382.99
34,9,15,2,1,55.87
34,9,15,2,2,86.08
34,9,15,2,3,801.69
34,9,15,3,1,31.55
34,9,15,3,2,35.37
34,9,15,3,3,389.56
34,9,15,4,1,70.58
34,9,15,4,2,50.48
34,9,15,4,3,749.17
34,9,16,1,1,38.84
34,9,16,1,2,31.62
34,9,16,1,3,388.04
34,9,16,2,1,54.2
34,9,16,2,2,68.99
34,9,16,2,3,806.54
34,9,16,3,1,30.82
34,9,16,3,2,24.86
34,9,16,3,3,399.54
34,9,16,4,1,72.64
34,9,16,4,2,32.43
34,9,16,4,3,778.31
34,9,17,1,1,38.65
34,9,17,1,2,18.88
34,9,17,1,3,392.49
34,9,17,2,1,52.82
34,9,17,2,2,45.98
34,9,17,2,3,817.41
34,9,17,3,1,30.12
34,9,17,3,2,12.5
34,9,17,3,3,406.86
34,9,17,4,1,80.57
34,9,17,4,2,8.5
34,9,17,4,3,828.65
34,9,18,1,1,39.79
