 mnumyr,mnumnr,m24,m4,LDLM
46,19,10,3,601.998
46,19,11,3,614.857
46,19,12,3,631.611
46,19,13,3,643.812
46,19,14,3,650.044
46,19,15,3,621.759
46,19,16,3,592.246
46,19,17,3,488.301
46,19,18,3,472.380
46,19,19,3,468.486
46,19,20,3,485.152
46,19,21,3,498.130
46,19,22,3,537.316
46,19,23,3,536.799
46,19,24,3,528.656
46,19,1,4,1017.810
46,19,2,4,1020.850
46,19,3,4,1025.295
46,19,4,4,1060.621
46,19,5,4,1106.423
46,19,6,4,1082.253
46,19,7,4,997.641
46,19,8,4,1060.801
46,19,9,4,1278.630
46,19,10,4,1300.152
46,19,11,4,1314.808
46,19,12,4,1324.664
46,19,13,4,1322.136
46,19,14,4,1317.601
46,19,15,4,1288.708
46,19,16,4,1213.202
46,19,17,4,1040.788
46,19,18,4,996.275
46,19,19,4,965.031
46,19,20,4,966.738
46,19,21,4,979.684
46,19,22,4,1002.357
46,19,23,4,999.486
46,19,24,4,1008.994
46,20,1,1,1466.174
46,20,2,1,1485.045
46,20,3,1,1455.712
46,20,4,1,1430.511
46,20,5,1,1391.479
46,20,6,1,1402.349
46,20,7,1,1465.780
46,20,8,1,1660.995
46,20,9,1,2118.502
46,20,10,1,2385.793
46,20,11,1,2441.844
46,20,12,1,2499.416
46,20,13,1,2408.004
46,20,14,1,2361.045
46,20,15,1,2228.322
46,20,16,1,1945.689
46,20,17,1,1829.513
46,20,18,1,1570.206
46,20,19,1,1516.071
46,20,20,1,1461.153
46,20,21,1,1447.576
46,20,22,1,1429.621
46,20,23,1,1447.617
46,20,24,1,1464.537
46,20,1,2,2147.511
46,20,2,2,2132.440
46,20,3,2,2090.715
46,20,4,2,2056.289
46,20,5,2,2013.120
46,20,6,2,2024.562
46,20,7,2,2186.791
46,20,8,2,2574.390
46,20,9,2,2947.908
46,20,10,2,3018.111
46,20,11,2,3106.001
46,20,12,2,3144.257
46,20,13,2,3197.523
46,20,14,2,3254.701
46,20,15,2,3212.326
46,20,16,2,3050.596
46,20,17,2,2695.174
46,20,18,2,2446.886
46,20,19,2,2285.749
46,20,20,2,2218.283
46,20,21,2,2190.812
46,20,22,2,2148.667
46,20,23,2,2146.375
46,20,24,2,2145.537
46,20,1,3,1053.349
46,20,2,3,1049.987
46,20,3,3,1028.002
46,20,4,3,1010.314
46,20,5,3,1035.957
46,20,6,3,1033.522
46,20,7,3,1120.722
46,20,8,3,1431.858
46,20,9,3,1615.641
46,20,10,3,1676.649
46,20,11,3,1731.305
46,20,12,3,1799.819
46,20,13,3,1807.212
46,20,14,3,1798.685
46,20,15,3,1763.344
46,20,16,3,1668.752
46,20,17,3,1372.714
46,20,18,3,1182.812
46,20,19,3,1122.902
46,20,20,3,1102.212
46,20,21,3,1060.574
46,20,22,3,1024.520
46,20,23,3,1030.675
46,20,24,3,1039.522
46,20,1,4,2906.607
46,20,2,4,2922.095
46,20,3,4,2864.826
46,20,4,4,2815.281
46,20,5,4,2735.184
46,20,6,4,2739.160
46,20,7,4,2772.526
46,20,8,4,2926.014
46,20,9,4,3661.676
46,20,10,4,4251.527
46,20,11,4,4363.236
46,20,12,4,4534.893
46,20,13,4,4272.610
46,20,14,4,4118.964
46,20,15,4,3812.358
46,20,16,4,3539.773
46,20,17,4,3053.328
46,20,18,4,3041.719
46,20,19,4,3049.553
46,20,20,4,2967.947
46,20,21,4,2906.357
46,20,22,4,2850.273
46,20,23,4,2857.574
46,20,24,4,2886.656
46,21,1,1,1148.550
46,21,2,1,1126.076
46,21,3,1,1092.577
46,21,4,1,1060.709
46,21,5,1,1002.815
46,21,6,1,981.668
46,21,7,1,971.914
46,21,8,1,1387.358
46,21,9,1,2091.980
46,21,10,1,2737.988
46,21,11,1,2447.270
46,21,12,1,1671.281
46,21,13,1,1625.053
46,21,14,1,1675.981
46,21,15,1,1660.733
46,21,16,1,1667.113
46,21,17,1,1497.537
46,21,18,1,1065.625
46,21,19,1,1063.104
46,21,20,1,1050.242
46,21,21,1,1047.013
46,21,22,1,1032.620
46,21,23,1,1075.898
46,21,24,1,1119.756
46,21,1,2,1699.504
46,21,2,2,1732.957
46,21,3,2,1682.542
46,21,4,2,1637.594
46,21,5,2,1560.362
46,21,6,2,1545.327
46,21,7,2,1631.601
46,21,8,2,2583.020
46,21,9,2,3270.263
46,21,10,2,3638.806
46,21,11,2,3311.280
46,21,12,2,2962.040
46,21,13,2,2929.577
46,21,14,2,2968.905
46,21,15,2,2969.583
46,21,16,2,2998.415
46,21,17,2,2575.996
46,21,18,2,1786.120
46,21,19,2,1700.929
46,21,20,2,1677.158
46,21,21,2,1682.064
46,21,22,2,1664.618
46,21,23,2,1689.341
46,21,24,2,1705.637
46,21,1,3,820.427
46,21,2,3,832.326
46,21,3,3,809.210
46,21,4,3,788.329
46,21,5,3,752.344
46,21,6,3,723.545
46,21,7,3,822.635
46,21,8,3,1174.192
46,21,9,3,1676.103
46,21,10,3,1627.645
46,21,11,3,1347.969
46,21,12,3,1397.352
46,21,13,3,1462.003
46,21,14,3,1460.625
46,21,15,3,1473.464
46,21,16,3,1447.266
46,21,17,3,1054.733
46,21,18,3,943.213
46,21,19,3,857.442
46,21,20,3,847.914
46,21,21,3,842.539
46,21,22,3,831.320
46,21,23,3,791.293
46,21,24,3,803.385
46,21,1,4,2038.846
46,21,2,4,2026.620
46,21,3,4,1961.521
46,21,4,4,1902.197
46,21,5,4,1790.596
46,21,6,4,1755.639
46,21,7,4,1843.361
46,21,8,4,2262.284
46,21,9,4,2509.791
46,21,10,4,2754.367
46,21,11,4,2694.696
46,21,12,4,2819.579
46,21,13,4,2725.322
46,21,14,4,2779.980
46,21,15,4,2777.074
46,21,16,4,2760.062
46,21,17,4,2284.923
46,21,18,4,2229.990
46,21,19,4,2211.282
46,21,20,4,2152.483
46,21,21,4,2059.590
46,21,22,4,1960.461
46,21,23,4,1961.207
46,21,24,4,1983.026
46,22,1,1,1239.733
46,22,2,1,1242.615
46,22,3,1,1196.153
46,22,4,1,1153.017
46,22,5,1,1074.058
46,22,6,1,1044.775
46,22,7,1,1024.468
46,22,8,1,1501.425
46,22,9,1,2541.142
46,22,10,1,3323.932
46,22,11,1,2387.339
46,22,12,1,1726.217
46,22,13,1,1683.568
46,22,14,1,1642.375
46,22,15,1,1509.677
46,22,16,1,1622.275
46,22,17,1,1326.770
46,22,18,1,1122.857
46,22,19,1,1118.189
46,22,20,1,1092.659
46,22,21,1,1087.618
46,22,22,1,1068.456
46,22,23,1,1127.547
46,22,24,1,1187.042
46,22,1,2,1683.473
46,22,2,2,1721.333
46,22,3,2,1661.541
46,22,4,2,1608.259
46,22,5,2,1522.453
46,22,6,2,1522.569
46,22,7,2,1691.685
46,22,8,2,2338.340
46,22,9,2,3125.334
46,22,10,2,3449.150
46,22,11,2,2997.443
46,22,12,2,3004.262
46,22,13,2,2883.063
46,22,14,2,2893.146
46,22,15,2,2873.390
46,22,16,2,2988.706
46,22,17,2,2162.323
46,22,18,2,1812.311
46,22,19,2,1587.392
46,22,20,2,1538.730
46,22,21,2,1543.510
46,22,22,2,1521.891
46,22,23,2,1594.347
46,22,24,2,1658.210
46,22,1,3,887.690
46,22,2,3,904.643
46,22,3,3,867.761
46,22,4,3,825.936
46,22,5,3,769.044
46,22,6,3,752.157
46,22,7,3,887.898
46,22,8,3,1290.451
46,22,9,3,1862.354
46,22,10,3,1940.948
46,22,11,3,1401.120
46,22,12,3,1381.608
46,22,13,3,1514.821
46,22,14,3,1487.135
46,22,15,3,1402.307
46,22,16,3,1481.030
46,22,17,3,987.721
46,22,18,3,864.047
46,22,19,3,831.762
46,22,20,3,813.713
46,22,21,3,787.161
46,22,22,3,769.997
46,22,23,3,814.905
46,22,24,3,859.988
46,22,1,4,2197.510
46,22,2,4,2182.377
46,22,3,4,2091.832
46,22,4,4,2009.186
46,22,5,4,1860.537
46,22,6,4,1805.957
46,22,7,4,1800.157
46,22,8,4,2067.125
46,22,9,4,3131.749
46,22,10,4,3219.994
46,22,11,4,2938.311
46,22,12,4,2860.325
46,22,13,4,2880.906
46,22,14,4,2649.166
46,22,15,4,2948.612
46,22,16,4,2756.691
46,22,17,4,2084.897
46,22,18,4,2111.505
46,22,19,4,2069.327
46,22,20,4,1988.318
46,22,21,4,1957.954
46,22,22,4,1895.207
46,22,23,4,1985.641
46,22,24,4,2086.383
46,23,1,1,1377.517
46,23,2,1,1342.149
46,23,3,1,1155.896
46,23,4,1,1078.420
46,23,5,1,1066.738
46,23,6,1,1048.316
46,23,7,1,1060.624
46,23,8,1,1996.377
46,23,9,1,2233.831
46,23,10,1,2490.796
46,23,11,1,2491.393
46,23,12,1,2487.070
46,23,13,1,2489.084
46,23,14,1,2425.024
46,23,15,1,2208.962
46,23,16,1,2093.654
46,23,17,1,2034.486
46,23,18,1,1303.409
46,23,19,1,1296.782
46,23,20,1,1271.822
46,23,21,1,1258.299
46,23,22,1,1239.094
46,23,23,1,1280.932
46,23,24,1,1324.999
46,23,1,2,1884.932
46,23,2,2,1859.268
46,23,3,2,1805.546
46,23,4,2,1786.282
46,23,5,2,1764.197
46,23,6,2,1733.478
46,23,7,2,2004.707
46,23,8,2,3800.523
46,23,9,2,4212.409
46,23,10,2,4306.382
46,23,11,2,4304.010
46,23,12,2,4319.633
46,23,13,2,4360.706
46,23,14,2,4377.762
46,23,15,2,4229.981
46,23,16,2,4110.154
46,23,17,2,3600.731
46,23,18,2,2751.045
46,23,19,2,2556.590
46,23,20,2,2053.243
46,23,21,2,1944.550
46,23,22,2,1964.705
46,23,23,2,1944.060
46,23,24,2,1899.776
46,23,1,3,1145.987
46,23,2,3,1155.789
46,23,3,3,1129.907
46,23,4,3,1108.962
46,23,5,3,1124.307
46,23,6,3,1166.396
46,23,7,3,1312.673
46,23,8,3,1923.218
46,23,9,3,2067.601
46,23,10,3,2093.388
46,23,11,3,2043.099
46,23,12,3,2043.025
46,23,13,3,2054.005
46,23,14,3,2041.534
46,23,15,3,2034.156
46,23,16,3,2012.624
46,23,17,3,1852.679
46,23,18,3,1775.577
46,23,19,3,1405.188
46,23,20,3,1176.524
46,23,21,3,1236.283
46,23,22,3,1305.240
46,23,23,3,1117.538
46,23,24,3,1113.551
46,23,1,4,2210.681
46,23,2,4,2143.550
46,23,3,4,2096.255
46,23,4,4,2118.875
46,23,5,4,2159.442
46,23,6,4,2225.124
46,23,7,4,2240.483
46,23,8,4,2888.112
46,23,9,4,3978.286
46,23,10,4,3983.190
46,23,11,4,4000.627
46,23,12,4,4008.398
46,23,13,4,4004.121
46,23,14,4,4019.182
46,23,15,4,3995.504
46,23,16,4,3965.729
46,23,17,4,3485.374
46,23,18,4,2663.048
46,23,19,4,2462.253
46,23,20,4,2555.349
46,23,21,4,2622.184
46,23,22,4,2629.778
46,23,23,4,2434.711
46,23,24,4,2351.101
46,24,1,1,900.216
46,24,2,1,896.696
46,24,3,1,880.943
46,24,4,1,869.230
46,24,5,1,866.015
46,24,6,1,873.415
46,24,7,1,927.168
46,24,8,1,1002.061
46,24,9,1,1061.917
46,24,10,1,1228.545
46,24,11,1,1274.476
46,24,12,1,1195.305
46,24,13,1,1202.382
46,24,14,1,1214.776
46,24,15,1,1194.233
46,24,16,1,1063.748
46,24,17,1,1012.997
46,24,18,1,942.596
46,24,19,1,902.412
46,24,20,1,888.790
46,24,21,1,886.029
46,24,22,1,871.654
46,24,23,1,875.678
46,24,24,1,882.963
46,24,1,2,1194.812
46,24,2,2,1211.037
46,24,3,2,1188.049
46,24,4,2,1184.793
46,24,5,2,1226.587
46,24,6,2,1223.065
46,24,7,2,1304.740
46,24,8,2,1548.529
46,24,9,2,1693.807
46,24,10,2,1828.007
46,24,11,2,1824.281
46,24,12,2,1815.163
46,24,13,2,1837.922
46,24,14,2,1868.466
46,24,15,2,1818.587
46,24,16,2,1728.298
46,24,17,2,1554.495
46,24,18,2,1300.730
46,24,19,2,1192.719
46,24,20,2,1178.598
46,24,21,2,1168.160
46,24,22,2,1160.632
46,24,23,2,1170.339
46,24,24,2,1207.748
46,24,1,3,657.808
46,24,2,3,653.431
46,24,3,3,647.086
46,24,4,3,650.926
46,24,5,3,669.053
46,24,6,3,660.128
46,24,7,3,733.051
46,24,8,3,882.302
46,24,9,3,973.512
46,24,10,3,1024.595
46,24,11,3,1041.932
46,24,12,3,1058.911
46,24,13,3,1054.489
46,24,14,3,1047.212
46,24,15,3,1015.430
46,24,16,3,964.724
46,24,17,3,797.586
46,24,18,3,656.771
46,24,19,3,644.333
46,24,20,3,638.614
46,24,21,3,617.011
46,24,22,3,618.975
46,24,23,3,634.337
46,24,24,3,666.761
46,24,1,4,1514.660
46,24,2,4,1506.246
46,24,3,4,1493.132
46,24,4,4,1523.758
46,24,5,4,1573.186
46,24,6,4,1577.240
46,24,7,4,1581.887
46,24,8,4,1753.488
46,24,9,4,1995.237
46,24,10,4,2192.046
46,24,11,4,2336.539
46,24,12,4,2330.296
46,24,13,4,2304.571
46,24,14,4,2256.090
46,24,15,4,2101.061
46,24,16,4,1951.889
46,24,17,4,1746.902
46,24,18,4,1577.959
46,24,19,4,1552.900
46,24,20,4,1525.718
46,24,21,4,1495.239
46,24,22,4,1471.434
46,24,23,4,1469.668
46,24,24,4,1531.776
46,25,1,1,818.803
46,25,2,1,820.731
46,25,3,1,807.146
46,25,4,1,799.676
46,25,5,1,785.674
46,25,6,1,796.405
46,25,7,1,812.984
46,25,8,1,907.906
46,25,9,1,1331.820
46,25,10,1,1442.476
46,25,11,1,1479.823
46,25,12,1,1495.180
46,25,13,1,1415.119
46,25,14,1,1151.474
46,25,15,1,1077.854
46,25,16,1,1021.783
46,25,17,1,1029.614
46,25,18,1,839.979
46,25,19,1,819.485
46,25,20,1,807.564
46,25,21,1,791.274
46,25,22,1,776.239
46,25,23,1,787.275
46,25,24,1,801.684
46,25,1,2,864.978
46,25,2,2,890.682
46,25,3,2,875.519
46,25,4,2,864.032
46,25,5,2,846.093
46,25,6,2,858.676
46,25,7,2,1062.454
46,25,8,2,1446.067
46,25,9,2,1787.599
46,25,10,2,1829.754
46,25,11,2,1681.248
46,25,12,2,1761.059
46,25,13,2,1860.748
46,25,14,2,1789.866
46,25,15,2,1809.015
46,25,16,2,1722.503
46,25,17,2,1412.490
46,25,18,2,1081.755
46,25,19,2,942.134
46,25,20,2,906.389
46,25,21,2,899.805
46,25,22,2,874.143
46,25,23,2,878.545
46,25,24,2,889.153
46,25,1,3,453.284
46,25,2,3,460.454
46,25,3,3,453.037
46,25,4,3,448.129
46,25,5,3,440.610
46,25,6,3,450.809
46,25,7,3,553.534
46,25,8,3,812.245
46,25,9,3,1087.690
46,25,10,3,1073.557
46,25,11,3,1013.369
46,25,12,3,1044.030
46,25,13,3,1065.065
46,25,14,3,1058.099
46,25,15,3,1034.708
46,25,16,3,997.392
46,25,17,3,682.474
46,25,18,3,506.858
46,25,19,3,461.888
46,25,20,3,455.749
46,25,21,3,448.710
46,25,22,3,439.364
46,25,23,3,444.944
46,25,24,3,451.301
46,25,1,4,1233.174
46,25,2,4,1229.143
46,25,3,4,1201.497
46,25,4,4,1184.547
46,25,5,4,1150.258
46,25,6,4,1155.959
46,25,7,4,1216.528
46,25,8,4,1478.298
46,25,9,4,1850.347
46,25,10,4,2055.252
46,25,11,4,1954.853
46,25,12,4,2013.883
46,25,13,4,1971.144
46,25,14,4,2006.603
46,25,15,4,1931.731
46,25,16,4,1930.368
46,25,17,4,1535.114
46,25,18,4,1339.913
46,25,19,4,1251.289
46,25,20,4,1219.860
46,25,21,4,1208.259
46,25,22,4,1187.725
46,25,23,4,1200.255
46,25,24,4,1209.481
47,1,1,1,3550.393
47,1,2,1,3523.270
47,1,3,1,3464.603
47,1,4,1,3429.836
47,1,5,1,3392.586
47,1,6,1,3398.495
47,1,7,1,3510.308
47,1,8,1,3740.220
47,1,9,1,4390.079
47,1,10,1,5289.841
47,1,11,1,5356.183
47,1,12,1,5453.280
47,1,13,1,5322.687
47,1,14,1,5086.977
47,1,15,1,4967.021
47,1,16,1,4486.333
47,1,17,1,4414.999
47,1,18,1,3926.407
47,1,19,1,3737.279
47,1,20,1,3604.430
47,1,21,1,3575.015
47,1,22,1,3629.554
47,1,23,1,3664.299
47,1,24,1,3636.607
47,1,1,2,4079.985
47,1,2,2,4242.335
47,1,3,2,4520.234
47,1,4,2,4729.128
47,1,5,2,4929.507
47,1,6,2,4937.017
47,1,7,2,4853.158
47,1,8,2,5030.317
47,1,9,2,6092.981
47,1,10,2,6002.551
47,1,11,2,6350.446
47,1,12,2,6491.305
47,1,13,2,6646.625
47,1,14,2,6747.029
47,1,15,2,6847.393
47,1,16,2,6449.231
47,1,17,2,5263.060
47,1,18,2,4467.465
47,1,19,2,4275.191
47,1,20,2,4157.550
47,1,21,2,4068.198
47,1,22,2,4054.753
47,1,23,2,4094.606
47,1,24,2,4053.204
47,1,1,3,2463.159
47,1,2,3,2425.326
47,1,3,3,2436.354
47,1,4,3,2459.095
47,1,5,3,2498.048
47,1,6,3,2498.926
47,1,7,3,2505.312
47,1,8,3,2815.741
47,1,9,3,3402.521
47,1,10,3,3535.870
47,1,11,3,3667.442
47,1,12,3,3833.969
47,1,13,3,3974.995
47,1,14,3,3986.542
47,1,15,3,3899.045
47,1,16,3,3732.156
47,1,17,3,2944.678
47,1,18,3,2705.025
47,1,19,3,2576.522
47,1,20,3,2506.123
47,1,21,3,2512.669
47,1,22,3,2533.344
47,1,23,3,2537.861
47,1,24,3,2503.135
47,1,1,4,6159.046
47,1,2,4,6087.667
47,1,3,4,5964.390
47,1,4,4,5880.964
47,1,5,4,5902.314
47,1,6,4,5909.229
47,1,7,4,5993.047
47,1,8,4,6557.254
47,1,9,4,7912.020
47,1,10,4,9539.466
47,1,11,4,10001.091
47,1,12,4,9618.540
47,1,13,4,9487.608
47,1,14,4,9208.694
47,1,15,4,8967.198
47,1,16,4,8476.052
47,1,17,4,7741.446
47,1,18,4,6749.974
47,1,19,4,6336.404
47,1,20,4,6379.066
47,1,21,4,6408.462
47,1,22,4,6379.890
47,1,23,4,6379.247
47,1,24,4,6301.323
47,2,1,1,1674.332
47,2,2,1,1638.391
47,2,3,1,1593.183
47,2,4,1,1557.145
47,2,5,1,1509.034
47,2,6,1,1515.584
47,2,7,1,1774.360
47,2,8,1,2334.357
47,2,9,1,4630.513
47,2,10,1,6619.352
47,2,11,1,7965.294
47,2,12,1,7867.963
47,2,13,1,6092.710
47,2,14,1,5906.425
47,2,15,1,5541.104
47,2,16,1,4168.185
47,2,17,1,2832.495
47,2,18,1,2231.428
47,2,19,1,1884.377
47,2,20,1,1765.537
47,2,21,1,1759.927
47,2,22,1,1716.829
47,2,23,1,1703.167
47,2,24,1,1680.865
47,2,1,2,1700.845
47,2,2,2,1660.038
47,2,3,2,1607.932
47,2,4,2,1567.626
47,2,5,2,1518.241
47,2,6,2,1517.625
47,2,7,2,2530.674
47,2,8,2,4099.215
47,2,9,2,7744.387
47,2,10,2,10982.593
47,2,11,2,11801.580
47,2,12,2,10180.835
47,2,13,2,9117.783
47,2,14,2,8310.945
47,2,15,2,6498.750
47,2,16,2,5706.935
47,2,17,2,4709.503
47,2,18,2,3183.413
47,2,19,2,1974.939
47,2,20,2,1826.736
47,2,21,2,1806.329
47,2,22,2,1764.314
47,2,23,2,1743.037
47,2,24,2,1717.768
47,2,1,3,1100.159
47,2,2,3,1065.569
47,2,3,3,1033.331
47,2,4,3,1008.913
47,2,5,3,977.156
47,2,6,3,982.375
47,2,7,3,1473.329
47,2,8,3,2249.575
47,2,9,3,4383.887
47,2,10,3,6139.748
47,2,11,3,6771.277
47,2,12,3,5450.103
47,2,13,3,5392.563
47,2,14,3,4768.792
47,2,15,3,3727.107
47,2,16,3,2777.696
47,2,17,3,2390.408
47,2,18,3,1746.596
47,2,19,3,1251.002
47,2,20,3,1178.729
47,2,21,3,1160.087
47,2,22,3,1122.146
47,2,23,3,1108.187
47,2,24,3,1094.203
47,2,1,4,3317.525
47,2,2,4,3269.916
47,2,3,4,3183.022
47,2,4,4,3117.472
47,2,5,4,3024.027
47,2,6,4,3027.339
47,2,7,4,3225.326
47,2,8,4,3962.723
47,2,9,4,7897.576
47,2,10,4,11821.851
47,2,11,4,14505.028
47,2,12,4,14144.904
47,2,13,4,11844.454
47,2,14,4,11455.192
47,2,15,4,9884.655
47,2,16,4,7075.035
47,2,17,4,5504.716
47,2,18,4,4265.312
47,2,19,4,3743.960
47,2,20,4,3513.337
47,2,21,4,3451.102
47,2,22,4,3368.452
47,2,23,4,3352.771
47,2,24,4,3326.215
47,3,1,1,1861.146
47,3,2,1,1860.176
47,3,3,1,1845.026
47,3,4,1,1830.068
47,3,5,1,1832.950
47,3,6,1,1838.433
47,3,7,1,1853.474
47,3,8,1,1957.489
47,3,9,1,2051.837
47,3,10,1,2116.683
47,3,11,1,2157.926
47,3,12,1,2182.440
47,3,13,1,2191.611
47,3,14,1,2194.036
47,3,15,1,2156.345
47,3,16,1,2099.585
47,3,17,1,2003.945
47,3,18,1,1808.501
47,3,19,1,1800.966
47,3,20,1,1793.127
47,3,21,1,1830.857
47,3,22,1,1847.896
47,3,23,1,1845.474
47,3,24,1,1843.475
47,3,1,2,2876.412
47,3,2,2,2865.941
47,3,3,2,2871.056
47,3,4,2,2868.199
47,3,5,2,2865.804
47,3,6,2,2793.249
47,3,7,2,2635.190
47,3,8,2,2752.761
47,3,9,2,2851.497
47,3,10,2,2987.117
47,3,11,2,3122.309
47,3,12,2,3171.576
47,3,13,2,3202.962
47,3,14,2,3198.209
47,3,15,2,3162.078
47,3,16,2,3043.307
47,3,17,2,2800.590
47,3,18,2,2450.948
47,3,19,2,2445.241
47,3,20,2,2598.677
47,3,21,2,2732.813
47,3,22,2,2800.488
47,3,23,2,2836.410
47,3,24,2,2862.615
47,3,1,3,1648.678
47,3,2,3,1653.888
47,3,3,3,1636.213
47,3,4,3,1630.011
47,3,5,3,1621.502
47,3,6,3,1618.776
47,3,7,3,1635.119
47,3,8,3,1727.611
47,3,9,3,1791.418
47,3,10,3,1806.304
47,3,11,3,1844.050
47,3,12,3,1868.745
47,3,13,3,1871.551
47,3,14,3,1864.114
47,3,15,3,1814.873
47,3,16,3,1752.611
47,3,17,3,1598.126
47,3,18,3,1457.603
47,3,19,3,1514.992
47,3,20,3,1577.585
47,3,21,3,1623.964
47,3,22,3,1633.343
47,3,23,3,1652.416
47,3,24,3,1655.574
47,3,1,4,3429.445
47,3,2,4,3421.363
47,3,3,4,3420.395
47,3,4,4,3419.964
47,3,5,4,3424.934
47,3,6,4,3426.173
47,3,7,4,3459.582
47,3,8,4,3615.833
47,3,9,4,3947.817
47,3,10,4,4018.622
47,3,11,4,4056.183
47,3,12,4,4079.694
47,3,13,4,4086.124
47,3,14,4,4080.957
47,3,15,4,4001.562
47,3,16,4,3808.280
47,3,17,4,3601.619
47,3,18,4,3392.313
47,3,19,4,3445.399
47,3,20,4,3446.792
47,3,21,4,3449.196
47,3,22,4,3438.296
47,3,23,4,3443.669
47,3,24,4,3427.461
47,4,1,1,1675.590
47,4,2,1,1688.647
47,4,3,1,1685.344
47,4,4,1,1681.940
47,4,5,1,1672.699
47,4,6,1,1710.054
47,4,7,1,1798.210
47,4,8,1,1941.885
47,4,9,1,2079.882
47,4,10,1,2139.345
47,4,11,1,2144.933
47,4,12,1,2152.034
47,4,13,1,2161.844
47,4,14,1,2149.180
47,4,15,1,2124.484
47,4,16,1,2112.556
47,4,17,1,1968.713
47,4,18,1,1801.619
47,4,19,1,1719.382
47,4,20,1,1633.644
47,4,21,1,1636.319
47,4,22,1,1621.046
47,4,23,1,1643.136
47,4,24,1,1672.402
47,4,1,2,1829.460
47,4,2,2,1884.874
47,4,3,2,1887.739
47,4,4,2,1886.802
47,4,5,2,1985.298
47,4,6,2,1910.822
47,4,7,2,1800.350
47,4,8,2,2545.081
47,4,9,2,3108.517
47,4,10,2,3263.303
47,4,11,2,3409.513
47,4,12,2,3491.781
47,4,13,2,3515.711
47,4,14,2,3507.622
47,4,15,2,3414.342
47,4,16,2,3267.989
47,4,17,2,2537.895
47,4,18,2,1629.806
47,4,19,2,1278.206
47,4,20,2,1481.587
47,4,21,2,1674.888
47,4,22,2,1768.173
47,4,23,2,1799.143
47,4,24,2,1810.511
47,4,1,3,1365.293
47,4,2,3,1369.474
47,4,3,3,1365.541
47,4,4,3,1370.791
47,4,5,3,1378.405
47,4,6,3,1427.620
47,4,7,3,1481.415
47,4,8,3,1647.336
47,4,9,3,1796.279
47,4,10,3,1903.003
47,4,11,3,1961.136
47,4,12,3,2016.661
47,4,13,3,2032.315
47,4,14,3,1991.493
47,4,15,3,1903.779
47,4,16,3,1758.833
47,4,17,3,1534.502
47,4,18,3,1262.689
47,4,19,3,1268.326
47,4,20,3,1398.247
47,4,21,3,1398.966
47,4,22,3,1386.512
47,4,23,3,1389.648
47,4,24,3,1377.232
47,4,1,4,3083.776
47,4,2,4,3070.215
47,4,3,4,3040.594
47,4,4,4,3026.929
47,4,5,4,2995.494
47,4,6,4,3024.046
47,4,7,4,3194.682
47,4,8,4,3448.221
47,4,9,4,3883.187
47,4,10,4,4106.526
47,4,11,4,4212.761
47,4,12,4,4224.813
47,4,13,4,4227.190
47,4,14,4,4196.767
47,4,15,4,4101.228
47,4,16,4,3849.260
47,4,17,4,3508.327
47,4,18,4,3280.721
47,4,19,4,3147.444
47,4,20,4,3126.683
47,4,21,4,3117.824
47,4,22,4,3078.087
47,4,23,4,3073.349
47,4,24,4,3069.369
47,5,1,1,1035.569
47,5,2,1,1034.892
47,5,3,1,1019.345
47,5,4,1,1011.052
47,5,5,1,1005.710
47,5,6,1,1026.425
47,5,7,1,1035.220
47,5,8,1,1045.325
47,5,9,1,1072.543
47,5,10,1,1100.153
47,5,11,1,1133.643
47,5,12,1,1173.604
47,5,13,1,1208.841
47,5,14,1,1226.563
47,5,15,1,1202.265
47,5,16,1,1139.183
47,5,17,1,1076.078
47,5,18,1,1036.258
47,5,19,1,1040.449
47,5,20,1,1061.123
47,5,21,1,1054.951
47,5,22,1,1038.442
47,5,23,1,1032.787
47,5,24,1,1034.227
47,5,1,2,1577.955
47,5,2,2,1581.448
47,5,3,2,1593.955
47,5,4,2,1584.818
47,5,5,2,1567.047
47,5,6,2,1521.044
47,5,7,2,1447.263
47,5,8,2,1453.053
47,5,9,2,1588.476
47,5,10,2,1814.259
47,5,11,2,1976.754
47,5,12,2,2097.511
47,5,13,2,2140.408
47,5,14,2,2141.361
47,5,15,2,2093.630
47,5,16,2,1963.501
47,5,17,2,1804.647
47,5,18,2,1520.422
47,5,19,2,1325.846
47,5,20,2,1354.715
47,5,21,2,1436.254
47,5,22,2,1516.739
47,5,23,2,1551.771
47,5,24,2,1576.673
47,5,1,3,952.473
47,5,2,3,948.251
47,5,3,3,936.873
47,5,4,3,932.795
47,5,5,3,931.419
47,5,6,3,948.802
47,5,7,3,955.053
47,5,8,3,968.546
47,5,9,3,990.152
47,5,10,3,1027.759
47,5,11,3,1055.351
47,5,12,3,1075.725
47,5,13,3,1077.778
47,5,14,3,1073.093
47,5,15,3,1061.899
47,5,16,3,1043.534
47,5,17,3,977.623
47,5,18,3,918.159
47,5,19,3,941.960
47,5,20,3,983.470
47,5,21,3,975.128
47,5,22,3,959.452
47,5,23,3,954.039
47,5,24,3,950.856
47,5,1,4,1987.452
47,5,2,4,1964.800
47,5,3,4,1957.042
47,5,4,4,1944.638
47,5,5,4,1937.728
47,5,6,4,1946.662
47,5,7,4,1956.427
47,5,8,4,1979.881
47,5,9,4,2026.868
47,5,10,4,2065.261
47,5,11,4,2085.885
47,5,12,4,2105.619
47,5,13,4,2116.135
47,5,14,4,2113.167
47,5,15,4,2088.640
